OBJECTID,ACTIVITY_CODE,ACTIVITY_NAME,TREATMENT_TYPE,FUND_CODES,NBR_UNITS_PLANNED,NBR_UNITS_ACCOMPLISHED,UOM,DATE_PLANNED,DATE_ACCOMPLISHED,DATE_COMPLETED,FY_PLANNED,FY_ACCOMPLISHED,FY_COMPLETED,ACTIVITY_UNIT_ORG,REGION_CODE,ADMIN_FOREST_CODE,DISTRICT_CODE,HOME_ORG,ADMIN_FOREST_NAME,ADMIN_DISTRICT_NAME,PROCLAIMED_FOREST_CODE,OWNERSHIP_CODE,OWNERSHIP_DESC,ALPCOUNTY,STATE_ABBR,WATERSHED_CODE,SLOPE,ELEVATION,ASPECT,METHOD_CODE,METHOD_DESC,EQUIPMENT_CODE,EQUIPMENT_DESC,COST_PER_UOM,NEPA_PROJECT_ID,NEPA_DOC_NAME,IMPLEMENTATION_PROJECT_NAMES,IMPLEMENTATION_PROJECT_NUMBERS,IMPLEMENTATION_PROJECT_TYPES,WORK_AGENT_CODES,SUBUNIT_SIZE,SUBUNIT_UOM,GIS_ACRES,ACTIVITY_UNIT_CN,SUBUNIT_CN,FACTS_ID,SUID,SUBUNIT,SUBUNIT_NAME,ACTIVITY_CN,NEPA_PROJECT_CN,STAGE,STAGE_DESC,REV_DATE,DATA_SOURCE_CODE,DATA_SOURCE_DESC,UK,ACCURACY,SHAPEAREA,SHAPELEN
24824,7100,"Pollinator habitat improved, restored or maintained",,NFRR,253.0,253.0,ACRES,2020/03/01 00:00:00+00,2020/03/01 00:00:00+00,2020/03/01 00:00:00+00,2020,2020,2020.0,80813.0,8.0,8.0,13.0,80813,George Washington and Jefferson National Forests,Glenwood/Pedlar Ranger District,833.0,FS,USDA FOREST SERVICE,Rockbridge,VA,,,,,300,,302,,65.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0808,MBHR,FA,253.0,ACRES,252.754,2930271010602,882196010602,LOCHERTRAC,080813LOCHERTRAC001,001,LOCHER TRACT_BLOCK 1,6186503010602,24855,3,Accomplished,2014/10/20 00:00:00+00,24.0,Other,0808_484_ACTP,,0.0001043881176073,0.0558776819339371
24825,7100,"Pollinator habitat improved, restored or maintained",,NFRR,41.0,41.0,ACRES,2020/03/01 00:00:00+00,2020/03/01 00:00:00+00,2020/03/01 00:00:00+00,2020,2020,2020.0,80813.0,8.0,8.0,13.0,80813,George Washington and Jefferson National Forests,Glenwood/Pedlar Ranger District,833.0,FS,USDA FOREST SERVICE,Rockbridge,VA,,,,,300,,302,,65.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0808,MBHR,FA,41.0,ACRES,41.576,2930271010602,1024068010602,LOCHERTRAC,080813LOCHERTRAC003,003,LOCHER TRACT BLOCK 3,6186508010602,24855,3,Accomplished,2016/04/25 00:00:00+00,24.0,Other,0808_152_ACTP,,1.71698862148895e-05,0.015702218606252
24826,7100,"Pollinator habitat improved, restored or maintained",,NFVW,318.0,318.0,ACRES,2022/01/06 00:00:00+00,2022/02/14 00:00:00+00,2022/02/14 00:00:00+00,2022,2022,2022.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,Le Flore,OK,,,,,0,,0,,0.0,18415,"(PALS)WOODY, POND, WEST WALKER, KELLY BRANCH, AND TRAM RIDGE","BUILDING RESILIENT WATERSHEDS TO IMPROVE DRINKING WATER,MONARCH BUTTERFLY HABITAT RESTORATION","FSNRCS-82,MBHR-0809","FSNRC,MBHR",,318.0,ACRES,318.353,AU229464010602,1198213010602,0000751B01,0809060000751B01001,001,"TRAM RIDGE FY04,08,19,22",6331620010602,18630,3,Accomplished,2021/08/03 15:22:30+00,20.0,Digitized Other,0809_43219_ACTP,,0.0001268099368779,0.0813508552851429
24827,7100,"Pollinator habitat improved, restored or maintained",,NFVW,550.0,550.0,ACRES,2022/01/06 00:00:00+00,2022/01/22 00:00:00+00,2022/01/22 00:00:00+00,2022,2022,2022.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,Le Flore,OK,,,,S,0,,0,,0.0,18406,"(PALS)RED LICK, HODGEN OFFICE, SOUTH SHORE, AND OLEN","BUILDING RESILIENT WATERSHEDS TO IMPROVE DRINKING WATER,MONARCH BUTTERFLY HABITAT RESTORATION","FSNRCS-82,MBHR-0809","FSNRC,MBHR",,550.0,ACRES,550.075,AU229433010602,747262010602,0000753B01,0809060000753B01002,002,"RED LICK FY04,08,14,22",6331644010602,17416,3,Accomplished,2021/01/05 00:00:00+00,20.0,Digitized Other,0809_15398_ACTP,,0.0002192027732841,0.0829734510926482
24828,7100,"Pollinator habitat improved, restored or maintained",,NFVW,74.0,74.0,ACRES,2020/11/11 00:00:00+00,2020/11/11 00:00:00+00,2020/11/11 00:00:00+00,2021,2021,2021.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0809,MBHR,,74.0,ACRES,73.696,AU11327010329,1290505010602,0001809001,0809060001809001002,002,WRX TOM FY21,6358581010602,39509,3,Accomplished,2021/09/30 15:58:41+00,20.0,Digitized Other,0809_53484_ACTP,,2.9018630378054e-05,0.0321551219447391
24829,7100,"Pollinator habitat improved, restored or maintained",,NFVW,18.0,18.0,ACRES,2020/11/11 00:00:00+00,2020/11/20 00:00:00+00,2020/11/20 00:00:00+00,2021,2021,2021.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0809,MBHR,,40.0,ACRES,17.948,4938781010602,1285910010602,0001809009,0809060001809009001,001,WRX,6358569010602,39509,3,Accomplished,2023/06/01 17:33:11+00,20.0,Digitized Other,0809_53486_ACTP,,7.0673012821435e-06,0.0141046950802065
24830,7100,"Pollinator habitat improved, restored or maintained",,NFVW,50.0,50.0,ACRES,2020/11/11 00:00:00+00,2020/11/11 00:00:00+00,2020/11/11 00:00:00+00,2021,2021,2021.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0809,MBHR,,50.0,ACRES,49.664,4938787010602,1285912010602,0001809010,0809060001809010001,001,WRX,6358575010602,39509,3,Accomplished,2021/09/30 15:58:04+00,20.0,Digitized Other,0809_53482_ACTP,,1.9555873712562e-05,0.0206457476312814
24831,7100,"Pollinator habitat improved, restored or maintained",,NFVW,56.0,56.0,ACRES,2020/11/11 00:00:00+00,2020/11/11 00:00:00+00,2020/11/11 00:00:00+00,2021,2021,2021.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0809,MBHR,,56.0,ACRES,55.85,4938792010602,1285916010602,0001809011,0809060001809011001,001,WRX,6358588010602,39509,3,Accomplished,2021/09/30 15:58:41+00,20.0,Digitized Other,0809_53483_ACTP,,2.19903315981585e-05,0.0272297378014579
24832,7100,"Pollinator habitat improved, restored or maintained",,NFVW,9.0,9.0,ACRES,2020/11/11 00:00:00+00,2020/11/11 00:00:00+00,2020/11/11 00:00:00+00,2021,2021,2021.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0809,MBHR,,9.0,ACRES,8.602,5482995010602,1285919010602,0001809012,0809060001809012001,001,WRX TOM,6358598010602,39509,3,Accomplished,2021/09/30 15:59:27+00,20.0,Digitized Other,0809_53487_ACTP,,3.387354175356e-06,0.0118781216617838
24833,7100,"Pollinator habitat improved, restored or maintained",,NFVW,21.0,21.0,ACRES,2020/11/11 00:00:00+00,2020/11/16 00:00:00+00,2020/11/16 00:00:00+00,2021,2021,2021.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0809,MBHR,,21.0,ACRES,20.986,5483143010602,1285921010602,0001809015,0809060001809015001,001,WRX TOM,6358625010602,39509,3,Accomplished,2021/09/30 15:59:27+00,20.0,Digitized Other,0809_53488_ACTP,,8.263420400901e-06,0.011942492934536
24834,7100,"Pollinator habitat improved, restored or maintained",,NFVW,21.0,21.0,ACRES,2020/11/16 00:00:00+00,2020/11/16 00:00:00+00,2020/11/16 00:00:00+00,2021,2021,2021.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0809,MBHR,,21.0,ACRES,20.751,5483190010602,1041607010602,0001809020,0809060001809020000,000,,6357452010602,39509,3,Accomplished,2021/09/30 16:00:11+00,20.0,Digitized Other,0809_53777_ACTP,,8.171294003325e-06,0.0120210203529788
24835,7100,"Pollinator habitat improved, restored or maintained",,NFVW,31.0,31.0,ACRES,2020/11/11 00:00:00+00,2020/11/11 00:00:00+00,2020/11/11 00:00:00+00,2021,2021,2021.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0809,MBHR,,31.0,ACRES,31.257,5483227010602,1285924010602,0001809021,0809060001809021001,001,WRX,6358636010602,39509,3,Accomplished,2021/09/22 13:10:38+00,20.0,Digitized Other,0809_50286_ACTP,,1.2307655926727e-05,0.0325835525473009
24836,7100,"Pollinator habitat improved, restored or maintained",,NFVW,7.0,7.0,ACRES,2022/01/06 00:00:00+00,2022/03/01 00:00:00+00,2022/03/01 00:00:00+00,2022,2022,2022.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,44641,(PALS)ROCK CREEK,"BUILDING RESILIENT WATERSHEDS TO IMPROVE DRINKING WATER,MONARCH BUTTERFLY HABITAT RESTORATION","FSNRCS-82,MBHR-0809","FSNRC,MBHR",,7.0,ACRES,6.69,5676684010602,1288170010602,0001843002,0809060001843002001,001,WRX - NORTH BEE,6347936010602,45268,3,Accomplished,2021/09/27 17:38:14+00,20.0,Digitized Other,0809_52197_ACTP,,2.649383290584e-06,0.0153685077255359
24837,7100,"Pollinator habitat improved, restored or maintained",,NFVW,26.0,26.0,ACRES,2022/01/06 00:00:00+00,2022/03/01 00:00:00+00,2022/03/01 00:00:00+00,2022,2022,2022.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,44641,(PALS)ROCK CREEK,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0809,MBHR,,31.0,ACRES,26.317,5676701010602,1288690010602,0001843003,0809060001843003001,001,WRX,6350451010602,45268,3,Accomplished,2022/03/28 16:53:24+00,20.0,Digitized Other,0809_62417_ACTP,5.0,1.04230773786335e-05,0.0171558161535302
24838,7100,"Pollinator habitat improved, restored or maintained",,NFVW,12.0,12.0,ACRES,2022/01/06 00:00:00+00,2022/02/13 00:00:00+00,2022/02/13 00:00:00+00,2022,2022,2022.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,44641,(PALS)ROCK CREEK,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0809,MBHR,,12.0,ACRES,11.903,5676709010602,1288687010602,0001848009,0809060001848009001,001,WRX,6350423010602,45268,3,Accomplished,2021/09/27 17:38:14+00,20.0,Digitized Other,0809_52190_ACTP,,4.7152031371355e-06,0.0112922027317244
24839,7100,"Pollinator habitat improved, restored or maintained",,NFVW,41.0,41.0,ACRES,2022/01/06 00:00:00+00,2022/03/01 00:00:00+00,2022/03/01 00:00:00+00,2022,2022,2022.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,44641,(PALS)ROCK CREEK,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0809,MBHR,,359.0,ACRES,41.385,5676712010602,1288675010602,0001848011,0809060001848011001,001,WRX BEE ROUGH,6350376010602,45268,3,Accomplished,2021/09/27 17:38:14+00,20.0,Digitized Other,0809_52189_ACTP,,1.63924675568185e-05,0.0445265928701622
24840,7100,"Pollinator habitat improved, restored or maintained",,NFVW,81.0,81.0,ACRES,2022/01/06 00:00:00+00,2022/02/13 00:00:00+00,2022/02/13 00:00:00+00,2022,2022,2022.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,44641,(PALS)ROCK CREEK,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0809,MBHR,,359.0,ACRES,81.14,5676712010602,1288677010602,0001848011,0809060001848011002,002,WRX BEAR CREEK,6350370010602,45268,3,Accomplished,2021/09/27 17:38:14+00,20.0,Digitized Other,0809_52198_ACTP,,3.2140648014217e-05,0.0733811673139409
24841,7100,"Pollinator habitat improved, restored or maintained",,NFVW,44.0,44.0,ACRES,2022/01/06 00:00:00+00,2022/02/13 00:00:00+00,2022/02/13 00:00:00+00,2022,2022,2022.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,04405,BIG CREEK,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0809,MBHR,,44.0,ACRES,43.999,5676721010602,1288174010602,0001848012,0809060001848012001,001,WRX,6350307010602,530010602,3,Accomplished,2021/09/27 17:38:14+00,20.0,Digitized Other,0809_52178_ACTP,,1.74287838445655e-05,0.0371556423142141
24842,7100,"Pollinator habitat improved, restored or maintained",,NFVW,103.0,103.0,ACRES,2022/01/06 00:00:00+00,2022/03/01 00:00:00+00,2022/03/01 00:00:00+00,2022,2022,2022.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,44641,(PALS)ROCK CREEK,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0809,MBHR,,103.0,ACRES,103.806,5676731010602,1288658010602,0001848014,0809060001848014001,001,WRX BEE ROUGH,6350242010602,45268,3,Accomplished,2021/09/27 17:38:14+00,20.0,Digitized Other,0809_52194_ACTP,,4.1115966915138e-05,0.0389129027950749
24843,7100,"Pollinator habitat improved, restored or maintained",,NFVW,1.0,1.0,ACRES,2022/01/06 00:00:00+00,2022/03/01 00:00:00+00,2022/03/01 00:00:00+00,2022,2022,2022.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,44641,(PALS)ROCK CREEK,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0809,MBHR,,1.0,ACRES,0.791,5676741010602,1288617010602,0001848015,0809060001848015001,001,WRX BEE-ROUGH,6352287010602,45268,3,Accomplished,2021/09/27 17:38:14+00,20.0,Digitized Other,0809_52179_ACTP,,3.13439445006e-07,0.0036761299312276
24844,7100,"Pollinator habitat improved, restored or maintained",,NFVW,54.0,54.0,ACRES,2022/01/06 00:00:00+00,2022/02/13 00:00:00+00,2022/02/13 00:00:00+00,2022,2022,2022.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,44641,(PALS)ROCK CREEK,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0809,MBHR,,54.0,ACRES,54.439,5676741010602,1288618010602,0001848015,0809060001848015002,002,WRX BEAR CREEK,6352326010602,45268,3,Accomplished,2021/09/27 17:38:14+00,20.0,Digitized Other,0809_52191_ACTP,,2.15635820625145e-05,0.0206485306918492
24845,7100,"Pollinator habitat improved, restored or maintained",,NFVW,1098.0,1098.0,ACRES,2022/01/06 00:00:00+00,2022/02/13 00:00:00+00,2022/02/13 00:00:00+00,2022,2022,2022.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,45843,(PALS)BROKEN BOW UNIT PRESCRIBE BURN,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0809,MBHR,,1293.0,ACRES,1080.135,6456541010602,1277856010602,0001848B01,0809060001848B01001,001,BEAR CREEK FY22,6331514010602,47238,3,Accomplished,2022/02/15 17:39:29+00,20.0,Digitized Other,0809_61137_ACTP,10.0,0.0004278824331637,0.183079869522986
24846,7100,"Pollinator habitat improved, restored or maintained",,NFVW,700.0,700.0,ACRES,2016/02/04 00:00:00+00,2016/02/04 00:00:00+00,2016/02/04 00:00:00+00,2016,2016,2016.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,S,0,,0,,0.0,,,"MONARCH BUTTERFLY HABITAT RESTORATION,SHORTLEAF-BLUESTEM COMMUNITY","CFLR018,MBHR-0809","CFLRP,MBHR",,1607.0,ACRES,700.086,AU229441010602,1223036010602,0001856B01,0809060001856B01002,002,"TWIN PONDS CFLR FY16,20",6387797010602,18628,3,Accomplished,2021/10/28 14:54:36+00,20.0,Digitized Other,0809_57297_ACTP,,0.0002777251351186,0.0990078148932671
24847,7100,"Pollinator habitat improved, restored or maintained",,NFVW,700.0,700.0,ACRES,2019/05/20 00:00:00+00,2020/02/29 00:00:00+00,2020/02/29 00:00:00+00,2019,2020,2020.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,S,0,,0,,0.0,,,"MONARCH BUTTERFLY HABITAT RESTORATION,SHORTLEAF-BLUESTEM COMMUNITY","CFLR018,MBHR-0809","CFLRP,MBHR",,1607.0,ACRES,700.086,AU229441010602,1223036010602,0001856B01,0809060001856B01002,002,"TWIN PONDS CFLR FY16,20",6132106010602,18628,3,Accomplished,2021/10/28 14:54:36+00,20.0,Digitized Other,0809_57297_ACTP,,0.0002777251351186,0.0990078148932671
24848,7100,"Pollinator habitat improved, restored or maintained",,NFVW,155.0,155.0,ACRES,2015/05/01 00:00:00+00,2016/02/04 00:00:00+00,2016/02/04 00:00:00+00,2015,2016,2016.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0809,MBHR,,1607.0,ACRES,154.957,AU229441010602,1243473010602,0001856B01,0809060001856B01003,003,"TWIN PONDS USFS FY16,20,24",6387836010602,18628,3,Accomplished,2021/10/28 14:54:36+00,20.0,Digitized Other,0809_57298_ACTP,,6.1474531863231e-05,0.0421116380908216
24849,7100,"Pollinator habitat improved, restored or maintained",,NFVW,1607.0,155.0,ACRES,2019/05/20 00:00:00+00,2020/02/29 00:00:00+00,2020/02/29 00:00:00+00,2019,2020,2020.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0809,MBHR,,1607.0,ACRES,154.957,AU229441010602,1243473010602,0001856B01,0809060001856B01003,003,"TWIN PONDS USFS FY16,20,24",6387829010602,18628,3,Accomplished,2021/10/28 14:54:36+00,20.0,Digitized Other,0809_57298_ACTP,,6.1474531863231e-05,0.0421116380908216
24850,7100,"Pollinator habitat improved, restored or maintained",,NFVW,164.0,164.0,ACRES,2020/11/04 00:00:00+00,2020/11/04 00:00:00+00,2020/11/04 00:00:00+00,2021,2021,2021.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0809,MBHR,,164.0,ACRES,164.189,AU347381010602,1286108010602,0001857003,0809060001857003002,002,WRX BUFFALO 1857,6359489010602,24554,3,Accomplished,2021/09/30 19:17:02+00,20.0,Digitized Other,0809_54111_ACTP,,6.51503198859465e-05,0.0561510003074142
24851,7100,"Pollinator habitat improved, restored or maintained",,NFVW,43.0,43.0,ACRES,2020/11/04 00:00:00+00,2020/12/08 00:00:00+00,2020/12/08 00:00:00+00,2021,2021,2021.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0809,MBHR,,43.0,ACRES,43.422,AU347479010602,1286091010602,0001857004,0809060001857004001,001,WRX BUFFALO1857 FY21,6359505010602,24554,3,Accomplished,2021/09/30 19:17:02+00,20.0,Digitized Other,0809_54107_ACTP,,1.7230190828903e-05,0.0438616708011094
24852,7100,"Pollinator habitat improved, restored or maintained",,NFVW,35.0,35.0,ACRES,2020/11/01 00:00:00+00,2020/11/18 00:00:00+00,2020/11/18 00:00:00+00,2021,2021,2021.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0809,MBHR,,35.0,ACRES,35.202,AU347480010602,1286133010602,0001857005,0809060001857005001,001,WRX BUFALLO 1857,6359524010602,24554,3,Accomplished,2021/09/30 19:17:02+00,20.0,Digitized Other,0809_54116_ACTP,,1.3967551972856e-05,0.0149776355418166
24853,7100,"Pollinator habitat improved, restored or maintained",,NFVW,36.0,36.0,ACRES,2020/11/01 00:00:00+00,2020/11/16 00:00:00+00,2020/11/16 00:00:00+00,2021,2021,2021.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0809,MBHR,,36.0,ACRES,36.418,AU347481010602,1286150010602,0001857006,0809060001857006001,001,WRX BUFFALO 1857,6359561010602,24554,3,Accomplished,2021/09/30 19:17:02+00,20.0,Digitized Other,0809_54110_ACTP,,1.444991073216e-05,0.0155640588732476
24854,7100,"Pollinator habitat improved, restored or maintained",,NFVW,50.0,50.0,ACRES,2020/11/01 00:00:00+00,2020/11/16 00:00:00+00,2020/11/16 00:00:00+00,2021,2021,2021.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0809,MBHR,,50.0,ACRES,50.323,AU347482010602,1286164010602,0001857007,0809060001857007001,001,WRX BUFFALO1857,6359584010602,24554,3,Accomplished,2021/09/30 19:17:02+00,20.0,Digitized Other,0809_54114_ACTP,,1.9966826979841e-05,0.0191454433496985
24855,7100,"Pollinator habitat improved, restored or maintained",,NFVW,36.0,36.0,ACRES,2020/11/01 00:00:00+00,2020/11/16 00:00:00+00,2020/11/16 00:00:00+00,2021,2021,2021.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0809,MBHR,,36.0,ACRES,35.544,AU347483010602,1286171010602,0001857008,0809060001857008001,001,WRX BUFFALO 1857,6359592010602,24554,3,Accomplished,2021/09/30 19:17:02+00,20.0,Digitized Other,0809_54104_ACTP,,1.41032250495665e-05,0.0185503124127668
24856,7100,"Pollinator habitat improved, restored or maintained",,NFVW,9.0,9.0,ACRES,2020/11/01 00:00:00+00,2020/11/16 00:00:00+00,2020/11/16 00:00:00+00,2021,2021,2021.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0809,MBHR,,9.0,ACRES,8.72,AU347486010602,1286182010602,0001857009,0809060001857009001,001,WRX BUFFALO1857,6359605010602,24554,3,Accomplished,2021/09/30 19:17:02+00,20.0,Digitized Other,0809_54106_ACTP,,3.4598335968705e-06,0.0145141411469381
24857,7100,"Pollinator habitat improved, restored or maintained",,NFVW,3.0,3.0,ACRES,2020/11/16 00:00:00+00,2020/11/16 00:00:00+00,2020/11/16 00:00:00+00,2021,2021,2021.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0809,MBHR,,3.0,ACRES,2.769,AU347489010602,1286186010602,0001857010,0809060001857010001,001,WRX BUFFALO1857,6359618010602,24554,3,Accomplished,2021/09/30 19:17:02+00,20.0,Digitized Other,0809_54100_ACTP,,1.098579344964e-06,0.0046469660280273
24858,1001,Fire Protection Inventory,Preparation,NFVW,15.0,15.0,ACRES,2020/11/01 00:00:00+00,2020/11/16 00:00:00+00,2020/11/16 00:00:00+00,2021,2021,2021.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0809,MBHR,,15.0,ACRES,14.755,AU347547010602,1286189010602,0001857011,0809060001857011001,001,WRX BUFFALO1857,6359636010602,24554,3,Accomplished,2021/09/30 19:17:02+00,20.0,Digitized Other,0809_54118_ACTP,,5.8540307284145e-06,0.012009673309116
24859,7100,"Pollinator habitat improved, restored or maintained",,NFVW,41.0,41.0,ACRES,2020/11/01 00:00:00+00,2020/11/16 00:00:00+00,2020/11/16 00:00:00+00,2021,2021,2021.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0809,MBHR,,41.0,ACRES,40.959,AU347548010602,1286192010602,0001857012,0809060001857012001,001,WRX BUFFALO1857,6359644010602,24554,3,Accomplished,2021/09/30 19:17:02+00,20.0,Digitized Other,0809_54105_ACTP,,1.6250557000178e-05,0.0378729642303748
