OBJECTID,ALTPAST,ALLOTNUM,ALLOTNAME,PASTNUM,PASTNAME,GRAZSYS,MGMTCAT,ADMINRA,GIS_ACRES,Standard_1,Causal_Factor_1,Causal_Factor_1b,Standard_2,Causal_Factor_2,Causal_Factor_2b,Standard_3,Causal_Factor_3,Causal_Factor_3b,Standard_4,Causal_Factor_4,Causal_Factor_4b,Standard_5_TERR,Causal_Factor_5_TERR,Causal_Factor_5_TERR_b,Standard_5_RIP,Causal_Factor_5_RIP,Causal_Factor_5_RIP_b,Status,Year_Assessed,Year_Evaluated,Year_Determination,SHAPE_Length,SHAPE_Area
982,10801_02,10801,BARREN VALLEY,2.0,THE GAP,WO,M,ORV04,5774.02095835006,Meets Standard,,,Not Applicable,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Not Applicable,,,,,,,19850.1256017843,23366633.7983712
983,11306_18,11306,CAMPBELL,18.0,SACRAMENTO HILL UPEX,EX,M,ORV04,2.02888348187796,,,,,,,,,,,,,,,,,,,,,,,363.508479808134,8210.60014893909
984,10801_03,10801,BARREN VALLEY,3.0,THREE MAN BUTTE WELL,WO,M,ORV04,3616.63941854563,Meets Standard,,,Not Applicable,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Not Applicable,,,,,,,15539.7359386262,14636020.4584464
985,11306_10,11306,CAMPBELL,10.0,PEACOCK UPEX,EX,M,ORV04,1.92726254141682,,,,,,,,,,,,,,,,,,,,,,,391.5878852437,7799.35479338361
986,11306_99,11306,CAMPBELL,99.0,PRIVATE,RR,M,ORV04,329.953799921772,,,,,,,,,,,,,,,,,,,,,,,6112.02733262865,1335275.65430871
987,10801_01,10801,BARREN VALLEY,1.0,SOUTH,WO,M,ORV04,3406.09547719271,,,,,,,,,,,,,,,,,,,,,,,18015.8930635971,13783979.3571849
988,01201_25,01201,15-MILE COMMUNITY,25.0,OVERSHOE SEEDING NORTH,SS,I,ORV04,7454.4030169539,Meets Standard,,,Not Applicable,,,Does Not Meet,Existing Livestock,,Meets Standard,,,Does Not Meet,Existing Livestock,,Not Applicable,,,,,,,24103.2502027094,30166898.7243178
989,11305_10,11305,EIGUREN,10.0,LITTLE GRASSY GZEX,MX,M,ORV04,2.33836214109415,,,,,,,,,,,,,,,,,,,,,,,404.616291354047,9463.01584858388
990,01201_43,01201,15-MILE COMMUNITY,43.0,OVERSHOE SEEDING UPEX,EX,I,ORV04,2.1292762161827,,,,,,,,,,,,,,,,,,,,,,,370.574960895838,8616.87513052252
991,21301_99,21301,GILBERT,99.0,BATTLE CR RANCH PRIVATE,99,M,ORV04,622.373279242172,,,,,,,,,,,,,,,,,,,,,,,11860.9794759619,2518655.30223133
992,01206_08,01206,WHITEHORSE BUTTE,8.0,RED MOUNTAIN NORTH,DR,I,ORV04,27074.6981612903,Meets Standard,,,Does Not Meet,Existing Livestock,,Meets Standard,,,Does Not Meet,Existing Livestock,,Meets Standard,,,Does Not Meet,Existing Livestock,,,,,,59159.6266419036,109567416.138559
993,OUT,OUT,,,HIGHWAY CORIDOR,00,M,ORV04,407.354577424255,,,,,,,,,,,,,,,,,,,,,,,60142.0217293857,1648505.48784338
994,10801_04,10801,BARREN VALLEY,4.0,BEDGROUND RESERVOIR,RE,M,ORV04,3.52575263208452,,,,,,,,,,,,,,,,,,,,,,,473.57488331809,14268.2146829449
995,01201_42,01201,15-MILE COMMUNITY,42.0,OVERSHOE GZEX,MX,I,ORV04,1.14495957224064,,,,,,,,,,,,,,,,,,,,,,,249.085217825163,4633.4869983104
996,01201_47,01201,15-MILE COMMUNITY,47.0,DRY RIDGE GZEX,MX,I,ORV04,0.359990635655085,,,,,,,,,,,,,,,,,,,,,,,139.813138948511,1456.83041590464
997,01201_60,01201,15-MILE COMMUNITY,60.0,OVERSHOE SEEDING SOUTH,SS,I,ORV04,4974.57508682427,Meets Standard,,,Not Applicable,,,Does Not Meet,,,Meets Standard,,,Does Not Meet,,,Not Applicable,,,,,,,19098.5819741054,20131391.1388258
998,01401_02,01401,ANDERSON,2.0,SPRING,SP,M,ORV04,8727.73650797667,Meets Standard,,,Not Applicable,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Not Applicable,,,,,,,37811.2999471499,35319896.5403203
999,01201_20,01201,15-MILE COMMUNITY,20.0,BASQUE SEEDING EAST,SL,I,ORV04,2051.43030681076,Meets Standard,,,Not Applicable,,,Does Not Meet,Existing Livestock,,Meets Standard,,,Does Not Meet,Existing Livestock,,Not Applicable,,,,,,,14218.705879351,8301843.91222315
1000,11306_17,11306,CAMPBELL,17.0,STARVATION BRUSH CONTROL,UN,M,ORV04,49.1941982221031,Meets Standard,,,Does Not Meet,Existing Livestock,,Does Not Meet,,,Does Not Meet,Existing Livestock,,Does Not Meet,,,Does Not Meet,Existing Livestock,,,,,,2154.9961130937,199081.857019936
1001,21301_99,21301,GILBERT,99.0,POTOMAC PRIVATE,99,M,ORV04,402.949620198624,,,,,,,,,,,,,,,,,,,,,,,5672.77631973286,1630679.25840444
1002,01201_21,01201,15-MILE COMMUNITY,21.0,SHEEP CORRAL BRUSH CONTROL,DR,I,ORV04,2318.12556812167,Meets Standard,,,Not Applicable,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Not Applicable,,,,,,,15166.4255315215,9381121.34328282
1003,01401_01,01401,ANDERSON,1.0,BULL FLAT,SS,M,ORV04,12959.3430836011,Meets Standard,,,Not Applicable,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Not Applicable,,,,,,,34967.8637073581,52444600.7879562
1004,01201_03,01201,15-MILE COMMUNITY,3.0,GREEN PONDS,RR,I,ORV04,33449.2123471209,Meets Standard,,,Does Not Meet,Existing Livestock,,Meets Standard,,,Does Not Meet,Existing Livestock,,No Data,,,Does Not Meet,Existing Livestock,,,,,,51574.9714146596,135364159.811167
1005,01201_45,01201,15-MILE COMMUNITY,45.0,BOBCAT GZEX,MX,I,ORV04,1.75178915172367,,,,,,,,,,,,,,,,,,,,,,,303.000520925002,7089.23917934357
1006,01206_04,01206,WHITEHORSE BUTTE,4.0,FRENCHIE SOUTH,SP,I,ORV04,11472.1791465051,Meets Standard,,,Does Not Meet,Existing Livestock,,Meets Standard,,,Does Not Meet,Existing Livestock,,Meets Standard,Existing Livestock,,Does Not Meet,Existing Livestock,,,,,,28467.985615254,46426261.8579575
1007,01201_22,01201,15-MILE COMMUNITY,22.0,SUMMIT NORTH,DR,I,ORV04,1536.88027348935,Meets Standard,,,Not Applicable,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Not Applicable,,,,,,,10597.7556234207,6219533.80523025
1008,UNALT,UNALT, ,, ,UA,M,ORV04,356.040748140112,,,,,,,,,,,,,,,,,,,,,,,5241.11968663805,1440845.78824691
1009,01201_39,01201,15-MILE COMMUNITY,39.0,DAWSON RSEX,RX,I,ORV04,2.84136125746338,,,,,,,,,,,,,,,,,,,,,,,452.386233455053,11498.5810531242
1010,01206_02,01206,WHITEHORSE BUTTE,2.0,FISH CREEK SEEDING NORTH,SS,I,ORV04,3345.4020032017,Meets Standard,,,Does Not Meet,Existing Livestock,,Does Not Meet,,,Does Not Meet,Existing Livestock,,Does Not Meet,Existing Livestock,,Does Not Meet,Existing Livestock,,,,,,15449.9010893537,13538361.5821666
1011,01201_23,01201,15-MILE COMMUNITY,23.0,SUMMIT SOUTH,DR,I,ORV04,1654.78514270973,Meets Standard,,,Not Applicable,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Not Applicable,,,,,,,10474.7216210923,6696677.88246697
1012,01201_36,01201,15-MILE COMMUNITY,36.0,BLUE MOUNTAIN PIT RSEX,RX,I,ORV04,4.13577430226466,,,,,,,,,,,,,,,,,,,,,,,537.158026943482,16736.8847967166
1013,01307_09,01307,LOUSE CANYON COMMUNITY,9.0,STEER CANYON (RAWHIDE) UPEX,EX,M,ORV04,4.44814477073791,,,,,,,,,,,,,,,,,,,,,,,608.557218510507,18001.0032332257
1014,01201_55,01201,15-MILE COMMUNITY,55.0,DINKY RES RSEX,RE,I,ORV04,3.59038675781612,,,,,,,,,,,,,,,,,,,,,,,497.378938399354,14529.7797097681
1015,01201_61,01201,15-MILE COMMUNITY,61.0,CASCADE SPR EXCL,MX,I,ORV04,71.6391909870567,,,,,,,,,,,,,,,,,,,,,,,2299.54845792362,289913.52014151
1016,21301_09,21301,GILBERT,9.0,DEER CREEK SPEX,RX,M,ORV04,2.84911090880281,,,,,,,,,,,,,,,,,,,,,,,452.33319267795,11529.9427794186
1017,01201_07,01201,15-MILE COMMUNITY,7.0,OREGON CANYON SEEDING WEST,DF,I,ORV04,2496.4484328477,Meets Standard,,,Not Applicable,,,Does Not Meet,Existing Livestock,,Meets Standard,,,Meets Standard,Existing Livestock,,Not Applicable,,,,,,,13932.8589982115,10102768.3736601
1018,01201_37,01201,15-MILE COMMUNITY,37.0,BLUE MOUNTAIN #4 RSEX,RX,I,ORV04,5.82202208845517,,,,,,,,,,,,,,,,,,,,,,,673.932997836946,23560.8874800195
1019,01206_03,01206,WHITEHORSE BUTTE,3.0,BUCKSKIN SEEDING,DR,I,ORV04,7220.92748914467,Does Not Meet,Existing Livestock,,Not Applicable,,,Does Not Meet,Existing Livestock,,Does Not Meet,Existing Livestock,,Does Not Meet,Existing Livestock,,Not Applicable,,,,,,,29982.2454773547,29222056.7851298
1020,21301_07,21301,GILBERT,7.0,JOE SPRINGS SPEX,RX,M,ORV04,2.71320524585692,,,,,,,,,,,,,,,,,,,,,,,450.297624393977,10979.9520744854
1021,21302_05,21302,ECHAVE,5.0,ANTELOPE FLAT UPEX,EX,M,ORV04,0.990537732875734,,,,,,,,,,,,,,,,,,,,,,,261.62993970338,4008.5639859177
1022,11305_08,11305,EIGUREN,8.0,RATTLESNAKE #2 RSEX,RX,M,ORV04,11.4337545527125,,,,,,,,,,,,,,,,,,,,,,,911.166321349358,46270.7630437897
1023,01206_01,01206,WHITEHORSE BUTTE,1.0,FISH CREEK SEEDING SOUTH,SS,I,ORV04,3844.73881545293,Meets Standard,,,Does Not Meet,Existing Livestock,,Does Not Meet,,,Does Not Meet,Existing Livestock,,Does Not Meet,Existing Livestock,,Does Not Meet,Existing Livestock,,,,,,20530.6759405852,15559105.9677663
1024,01201_62,01201,15-MILE COMMUNITY,62.0,SLICK EAR SPR EXCL,MX,I,ORV04,9.65157926375635,,,,,,,,,,,,,,,,,,,,,,,913.83850367519,39058.5555298351
1025,01201_63,01201,15-MILE COMMUNITY,63.0,TRAIL SPR EXCL,MX,I,ORV04,2.58242961360908,,,,,,,,,,,,,,,,,,,,,,,638.716256112478,10450.7218672299
1026,01201_60,01201,15-MILE COMMUNITY,60.0,DRY FARM SOUTH,RR,I,ORV04,3948.31664138047,Meets Standard,,,Does Not Meet,Existing Livestock,,Meets Standard,,,Does Not Meet,Existing Livestock,,Meets Standard,,,Does Not Meet,Existing Livestock,,,,,,21233.9396853571,15978270.5578394
1027,OUT,OUT,,, ,00,M,ORV04,157.257959509284,,,,,,,,,,,,,,,,,,,,,,,3193.34115022688,636400.383413666
1028,01206_19,01206,WHITEHORSE BUTTE,19.0,LOWER WILLOW CREEK STEX,RX,I,ORV04,18.1933081209292,,,,,,,,,,,,,,,,,,,,,,,1568.05133340227,73625.7058138844
1029,01206_33,01206,WHITEHORSE BUTTE,33.0,LOWER LUSCHER,RX,I,ORV04,236.303219052953,,,,,,,,,,,,,,,,,,,,,,,6233.27103052993,956285.199658236
1030,NOALC,NOALC, ,,LUSCHER,NX,M,ORV04,3084.39458527583,,,,,,,,,,,,,,,,,,,,,,,24332.5263288133,12482102.0366393
1031,01206_35,01206,WHITEHORSE BUTTE,35.0,LOWER L WHITEHORSE 1991 STEX,RX,I,ORV04,11.1602956100372,,,,,,,,,,,,,,,,,,,,,,,1297.05969012627,45164.1139653618
1032,01206_18,01206,WHITEHORSE BUTTE,18.0,MIDDLE WILLOW CREEK STEX,RX,I,ORV04,24.7300082706826,,,,,,,,,,,,,,,,,,,,,,,1671.50039705856,100078.792796217
1033,01201_40,01201,15-MILE COMMUNITY,40.0,MUD SPRING SPEX,RX,I,ORV04,3.11654438986075,,,,,,,,,,,,,,,,,,,,,,,487.723217911193,12612.2076798027
1034,01206_34,01206,WHITEHORSE BUTTE,34.0,MIDDLE L WHITEHORSE 1991 STEX,RX,I,ORV04,84.2374832751373,,,,,,,,,,,,,,,,,,,,,,,3377.53468785356,340897.000198802
1035,01307_12,01307,LOUSE CANYON COMMUNITY,12.0,COLD WIND RSEX,RX,M,ORV04,7.50130443178997,,,,,,,,,,,,,,,,,,,,,,,691.118397740711,30356.7020161668
1036,01201_48,01201,15-MILE COMMUNITY,48.0,JACKSON CREEK SPRING SPEX,RX,I,ORV04,1.09139790675877,,,,,,,,,,,,,,,,,,,,,,,272.36042907694,4416.73062836065
1037,01201_65,01201,15-MILE COMMUNITY,65.0,JACKSON CREEK FFR,CU,I,ORV04,367.390580463223,,,,,,,,,,,,,,,,,,,,,,,8608.07056953302,1486776.93007686
1038,01206_06,01206,WHITEHORSE BUTTE,6.0,15-MILE,RR,I,ORV04,20151.6482830617,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,,,,,44877.9150789752,81550827.2762543
1039,01201_27,01201,15-MILE COMMUNITY,27.0,JACKSON CREEK SOUTH,DR,I,ORV04,7374.35251838782,Meets Standard,,,Does Not Meet,Existing Livestock,,Does Not Meet,,,Does Not Meet,Existing Livestock,,Meets Standard,,,Meets Standard,,,,,,,23132.1682348146,29842945.8500794
1040,21302_06,21302,ECHAVE,6.0,EAST BATTLE MOUNTAIN SPEX,RX,M,ORV04,1.33352174206076,,,,,,,,,,,,,,,,,,,,,,,294.989929469959,5396.57102626861
1041,01206_15,01206,WHITEHORSE BUTTE,15.0,WILLOW CREEK EXCL #4 STEX,RX,I,ORV04,60.5026304195006,,,,,,,,,,,,,,,,,,,,,,,4001.69621250499,244845.45848525
1042,01201_02,01201,15-MILE COMMUNITY,2.0,JUG SPRINGS,DF,I,ORV04,3192.5893099621,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,,,,,17766.0553168118,12919950.5531057
1043,01402_02,01402,STAR VALLEY COMMUNITY,2.0,TRISTATE PASTURE,SS,M,ORV04,45779.6183233822,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Not Applicable,,,,,,,64082.9042687045,185263542.427
1044,01201_09,01201,15-MILE COMMUNITY,9.0,SCHOOLHOUSE SEEDING EAST,DR,I,ORV04,2677.98377185245,Meets Standard,,,Not Applicable,,,Does Not Meet,,,Meets Standard,,,Does Not Meet,,,Not Applicable,,,,,,,14838.8630638553,10837415.8262041
1045,01203_12,01203,ZIMMERMAN,12.0,DISASTER PEAK UPEX,EX,I,ORV04,3.12406483090647,,,,,,,,,,,,,,,,,,,,,,,454.318772811503,12642.6418249478
1046,01203_09,01203,ZIMMERMAN,9.0,TURNER FFR,CU,I,ORV04,616.998499923186,,,,,,,,,,,,,,,,,,,,,,,6831.44258933412,2496904.34202531
1047,01203_01,01203,ZIMMERMAN,1.0,HOMESTEAD,DR,I,ORV04,3359.51551840313,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,,,,,18039.1303777785,13595476.9518022
1048,01202_08,01202,MCCORMICK,8.0,BRETZ TEST PLOT,RX,I,ORV04,1.88144126406603,,,,,,,,,,,,,,,,,,,,,,,350.57345862559,7613.92266285398
1049,01402_04,01402,STAR VALLEY COMMUNITY,4.0,NORTH TENT CREEK,DR,M,ORV04,33051.5687393407,Meets Standard,,,Not Applicable,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Not Applicable,,,,,,,55168.7284280535,133754953.223196
1050,01201_10,01201,15-MILE COMMUNITY,10.0,SCHOOLHOUSE SEEDING WEST,DR,I,ORV04,1347.78513692597,Meets Standard,,,Not Applicable,,,Does Not Meet,,,Meets Standard,,,Does Not Meet,,,Not Applicable,,,,,,,9963.10422456786,5454292.93738411
1051,11303_03,11303,SHERBURN,3.0,HANSON FLAT NORTH,DR,M,ORV04,12811.8900507272,,,,,,,,,,,,,,,,,,,,,,,43291.7171870491,51847879.5348681
1052,01201_05,01201,15-MILE COMMUNITY,5.0,V PASTURE (BC),RR,I,ORV04,21704.9643839084,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,,,,,43582.8565885308,87836874.514983
1053,01206_25,01206,WHITEHORSE BUTTE,25.0,UPPER LITTLE WHITEHORSE 1991 STEX,RX,I,ORV04,21.1967668714319,,,,,,,,,,,,,,,,,,,,,,,1236.5106780884,85780.2721477696
1054,01206_20,01206,WHITEHORSE BUTTE,20.0,BEAVERDAM STEX,RX,I,ORV04,13.6365512067847,,,,,,,,,,,,,,,,,,,,,,,1126.66516274369,55185.1648305632
1055,01206_11,01206,WHITEHORSE BUTTE,11.0,WILLOW CREEK STEX #3,RX,I,ORV04,27.0658020945799,,,,,,,,,,,,,,,,,,,,,,,1859.55837660063,109531.415033858
1056,01206_26,01206,WHITEHORSE BUTTE,26.0,LITTLE WHITEHORSE #1 STEX,RX,I,ORV04,34.8829146730765,,,,,,,,,,,,,,,,,,,,,,,2637.98689521547,141166.147276771
1057,01206_22,01206,WHITEHORSE BUTTE,22.0,WILOW CREEK #6 STEX,RX,I,ORV04,19.3406561313274,,,,,,,,,,,,,,,,,,,,,,,1481.41996557431,78268.8584784924
1058,01206_29,01206,WHITEHORSE BUTTE,29.0,LITTLE WHITEHORSE #4 STEX,RX,I,ORV04,36.5984615536096,,,,,,,,,,,,,,,,,,,,,,,2936.77336029489,148108.719188184
1059,01206_23,01206,WHITEHORSE BUTTE,23.0,WILLOW CREEK #7 STEX,RX,I,ORV04,53.9698047347292,,,,,,,,,,,,,,,,,,,,,,,3783.36155119179,218408.050906413
1060,11303_04,11303,SHERBURN,4.0,HANSON FLAT SOUTH,DR,M,ORV04,7923.24776919254,,,,,,,,,,,,,,,,,,,,,,,35551.7188003196,32064246.1210233
1061,01206_24,01206,WHITEHORSE BUTTE,24.0,DOOLITTLE COW CAMP,CU,I,ORV04,135.227594122512,,,,,,,,,,,,,,,,,,,,,,,3204.75264770817,547246.657760389
1062,11306_11,11306,CAMPBELL,11.0,BELL SPRING SPEX,RX,M,ORV04,7.00531772025578,,,,,,,,,,,,,,,,,,,,,,,1013.15738907525,28349.5150071696
1063,01201_15,01201,15-MILE COMMUNITY,15.0,BUCKBRUSH,DF,I,ORV04,11678.2405710586,Meets Standard,,,Not Applicable,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Not Applicable,,,,,,,34627.2060122265,47260162.8573207
1064,01201_63,01201,15-MILE COMMUNITY,63.0,MUGUIRA FFR,CU,I,ORV04,1120.33707954505,,,,,,,,,,,,,,,,,,,,,,,10701.6398606973,4533843.30560975
1065,OUT,OUT,,,,00,M,ORV04,40.868963256416,,,,,,,,,,,,,,,,,,,,,,,1626.74276417171,165390.826431057
1066,01201_04,01201,15-MILE COMMUNITY,4.0,WHITEHORSE,RR,I,ORV04,2148.36091441326,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,,,,,12594.0602192966,8694108.16412645
1067,01201_50,01201,15-MILE COMMUNITY,50.0,MCDERMITT UPEX,EX,I,ORV04,2.70561521666121,,,,,,,,,,,,,,,,,,,,,,,404.234189495623,10949.2363160886
1068,01201_34,01201,15-MILE COMMUNITY,34.0,DOLITTLE SPEX,RX,I,ORV04,7.62097218467677,,,,,,,,,,,,,,,,,,,,,,,1002.47754468958,30840.980230491
1069,01307_14,01307,LOUSE CANYON COMMUNITY,14.0,ANDERSON CROSSING WATER GAP,MX,M,ORV04,377.50107631195,,,,,,,,,,,,,,,,,,,,,,,5343.44207117557,1527692.65513593
1070,NOALC,NOALC, ,,OWYHEE RIVER NOT ALLOCATED,NX,M,ORV04,1415.48082446572,,,,,,,,,,,,,,,,,,,,,,,42728.826451057,5728247.66527317
1071,01202_01,01202,MCCORMICK,1.0,SHEEPLINE BRUSH CONTROL,SS,I,ORV04,2394.81843298065,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,,,,,17986.2433419146,9691486.35598966
1072,01201_16,01201,15-MILE COMMUNITY,16.0,ANGEL CANYON SEEDING,DR,I,ORV04,4528.77954787829,Meets Standard,,,Not Applicable,,,Does Not Meet,,,Meets Standard,,,Does Not Meet,,,Not Applicable,,,,,,,20737.5453984631,18327320.598965
1073,01201_31,01201,15-MILE COMMUNITY,31.0,BUCKBRUSH SEEDING,DF,I,ORV04,2735.56234921281,Meets Standard,,,Not Applicable,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Not Applicable,,,,,,,15410.4812506632,11070428.0617875
1074,01202_11,01202,MCCORMICK,11.0,GOPHER SPRING SPEX,RX,I,ORV04,0.848134476707427,,,,,,,,,,,,,,,,,,,,,,,214.897024707896,3432.27845412231
1075,01201_52,01201,15-MILE COMMUNITY,52.0,PRIVATE,CU,I,ORV04,162.46204669237,,,,,,,,,,,,,,,,,,,,,,,3597.27417018519,657460.577053266
1076,11303_08,11303,SHERBURN,8.0,TEN MILE FFR,CU,M,ORV04,113.976008456368,,,,,,,,,,,,,,,,,,,,,,,3015.40799840811,461244.54182117
1077,11303_06,11303,SHERBURN,6.0,FFR,CU,M,ORV04,1233.59147578716,,,,,,,,,,,,,,,,,,,,,,,11558.8179005002,4992167.58640718
1078,UNALT,UNALT, ,, ,UA,M,ORV04,40.1239148334801,,,,,,,,,,,,,,,,,,,,,,,1611.83578806651,162375.7224357
1079,01304_02,01304,ALBISU-ALCORTA,2.0,ANDY FIFE,DR,M,ORV04,2783.35296969525,Meets Standard,,,Not Applicable,,,Does Not Meet,,,Meets Standard,,,Does Not Meet,,,Not Applicable,,,,,,,14708.4467137187,11263829.8412174
1080,01202_13,01202,MCCORMICK,13.0,CHICKEN SPRING SPEX,RX,I,ORV04,1.84128630808734,,,,,,,,,,,,,,,,,,,,,,,369.071246371621,7451.42132136045
1081,UNALT,UNALT, ,, ,UA,M,ORV04,80.8416680838608,,,,,,,,,,,,,,,,,,,,,,,2429.6559482829,327154.623682701
1082,01203_06,01203,ZIMMERMAN,6.0,TURNER,RR,I,ORV04,10167.3390410645,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,,,,,31654.8361999915,41145761.2970503
1083,OUT,OUT,,,HIGHWAY CORIDOR,00,M,ORV04,372.817220091195,,,,,,,,,,,,,,,,,,,,,,,48144.2750746521,1508737.76150737
1084,01202_07,01202,MCCORMICK,7.0,FLAT TOP SEEDING,SP,I,ORV04,3731.58669800532,Meets Standard,,,Meets Standard,,,Does Not Meet,,,Meets Standard,,,Does Not Meet,,,Not Applicable,,,,,,,19157.7235085245,15101195.5945652
1085,01203_04,01203,ZIMMERMAN,4.0,PINKY,DR,I,ORV04,6100.65866237298,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Does Not Meet,Existing Livestock,,,,,,26998.7361234526,24688489.6886943
1086,01203_13,01203,ZIMMERMAN,13.0,DISASTER PEAK RSEX,RX,I,ORV04,0.953219422180425,,,,,,,,,,,,,,,,,,,,,,,235.358637289296,3857.54214060727
1087,01203_03,01203,ZIMMERMAN,3.0,MINE CREEK SEEDING,RR,I,ORV04,1208.69341908523,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,,,,,10394.5760135326,4891408.72573769
1088,11306_16,11306,CAMPBELL,16.0,LUCKY SEVEN FFR,CU,M,ORV04,2921.07323020195,Meets Standard,,,Meets Standard,,,Does Not Meet,,,Meets Standard,,,Does Not Meet,,,Not Applicable,,,,,,,16276.2451647273,11821163.9619435
1089,01307_99,01307,LOUSE CANYON COMMUNITY,99.0,UPPER LOUSE CANYON FFR,99,C,ORV04,348.040320628482,,,,,,,,,,,,,,,,,,,,,,,5135.93075192502,1408469.20678953
1090,01203_11,01203,ZIMMERMAN,11.0,DISASTER PEAK SEEDING NORTH,SS,I,ORV04,1372.35269356063,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,,,,,9683.08897363904,5553714.31173376
1091,01203_02,01203,ZIMMERMAN,2.0,PAYNE CREEK SEEDING,RR,I,ORV04,692.691637563976,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,,,,,9665.36258368045,2803223.60221855
1092,01203_07,01203,ZIMMERMAN,7.0,DRY CREEK,RR,I,ORV04,7419.28333303867,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,,,,,22686.7635746768,30024774.4059128
1093,01203_17,01203,ZIMMERMAN,17.0,DISASTER PEAK SEEDING SOUTH,SS,I,ORV04,3402.1135362844,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,,,,,18518.5036649876,13767865.0140465
1094,01202_06,01202,MCCORMICK,6.0,BRETZ SEEDING,DF,I,ORV04,3061.25404486225,Meets Standard,,,Not Applicable,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Not Applicable,,,,,,,14884.3770303996,12388455.5920488
1095,01202_04,01202,MCCORMICK,4.0,CASH CANYON,DF,I,ORV04,5483.63030242918,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,,,,,19549.4319599592,22191464.5074528
1096,01203_10,01203,ZIMMERMAN,10.0,ZIMMERMAN FFR,CU,I,ORV04,1719.61733504967,,,,,,,,,,,,,,,,,,,,,,,17055.3010785231,6959044.45641614
1097,01307_06,01307,LOUSE CANYON COMMUNITY,6.0,FRENCHMAN CREEK SEEDING,SP,M,ORV04,1479.99727373127,,,,,,,,,,,,,,,,,,,,,,,11298.8132618977,5989336.47233389
1098,01203_15,01203,ZIMMERMAN,15.0,LONG RIDGE,DR,I,ORV04,6182.30888752351,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,,,,,20176.3702445808,25018916.4267351
1099,01203_16,01203,ZIMMERMAN,16.0,HOMESTEAD FFR,CU,I,ORV04,1199.26146819677,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,,,,,9354.85300671298,4853238.97470895
1100,01203_08,01203,ZIMMERMAN,8.0,DISASTER PEAK NATIVE,RR,I,ORV04,5693.54963427683,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,,,,,23012.2845268743,23040977.9037264
1101,01404_01,01404,LITTLE OWYHEE,1.0,LITTLE OWYHEE,DR,M,ORV04,7035.82395050736,,,,,,,,,,,,,,,,,,,,,,,36495.0516293433,28472969.3409865
1102,01403_01,01403,QUINN RIVER,1.0,QUINN RIVER,DR,M,ORV04,4226.33142418123,,,,,,,,,,,,,,,,,,,,,,,23384.3774703047,17103356.4671387
1103,01205_01,01205,MCDERMITT CREEK,1.0,MCDERMITT,SS,I,ORV04,4906.52150504022,Does Not Meet,,,Not Applicable,,,Does Not Meet,,,Meets Standard,,,Does Not Meet,,,Not Applicable,,,,,,,23548.4839131811,19855988.0643157
1104,01203_05,01203,ZIMMERMAN,5.0,RISER,DR,I,ORV04,7710.14317031007,Meets Standard,,,No Data,,,Meets Standard,,,No Data,,,Meets Standard,,,No Data,,,,,,,29597.2840025303,31201842.4063928
