OBJECTID,QUAD,SEGMENT,SRC_MAP,SRC_SCALE,SRC_YEAR,HELP_MAP,HELP_SCALE,HELP_DATE,FPR_TRAIL_,JUR,MAINT,MAINT2,CLASS,LONG_,LTS,AT_,ATS,ALTS,CAT,VAST,VAST_1,VAST_2,VAFD,SFT,LRP,PCT,ATV,OT,ID,NOTES,MILES,SHAPElen
4883,1112,16, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1112016,Rte. 5/302B Corr. - splits Rte. 5 and 302B,0.196,315.634914861281
4884,1112,17, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1112017,Rte. 302B Corr.,0.563,906.015919850358
4885,1112,18, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1112018,Rte. 5 Corr.,1.124,1809.32250873654
4886,1112,19, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1112019,Rte. 5 Corr.,0.139,223.943091381691
4887,1112,20, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1112020,Rte. 5 Corr. - connects Rte. 302C Corr.,0.184,296.936556116316
4888,1112,21, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1112021,Rte. 302C Corr.,0.089,143.222765847454
4889,1112,22, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1112022,Rte. 302C Corr.,0.191,306.986981921256
4890,1112,23, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1112023,Rte. 302C Corr. - East Topsham,0.881,1419.16530024286
4891,1112,24, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1112024,Rte. 302B Corr.,0.342,551.203008602802
4892,1112,25, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1112025,Rte. 302B Corr.,1.165,1874.86722888724
4893,1112,26, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1112026,Rte. 302B Corr.,0.78,1255.68656158954
4894,1112,27, ,0,0, ,0, ,0,MU,VA,MU,TH, , , , , , ,T, , , , , , , , ,1112027,Rte. 302B Corr.,0.501,806.431394843835
4895,1112,28, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1112028,Rte. 302B Corr.,0.634,1021.41686094138
4896,1112,29, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1112029,Rte. 302B Corr.,0.635,1021.80424251397
4897,1112,30, ,0,0, ,0, ,0,MU,VA,MU,TH, , , , , , ,T, , , , , , , , ,1112030,Rte. 302B Corr.,2.149,3459.90393998113
4898,1112,31, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1112031,Rte. 302B Corr. - old town road?,0.726,1168.03127020859
4899,1112,32, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1112032,Rte. 302B Corr. - connects Rte. 5A Corr.,1.066,1715.8740882706
4900,1112,33, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1112033,Rte. 5A/302 Corr. - Rogers Hill Cemetery,0.162,261.56652468118
4901,1112,34, ,0,0, ,0, ,0,MU,VA,MU,TH, , , , , , ,T, , , , , , , , ,1112034,Rte. 5A/302 Corr.,0.339,545.154968250108
4902,1112,35, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1112035,Rte. 5A/302 Corr.,0.16,257.499474890645
4903,1112,36, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1112036,Rte. 5 Corr.,0.38,611.569296722666
4904,1112,37, ,0,0, ,0, ,0,MU,VA,MU,TH, , , , , , ,T, , , , , , , , ,1112037,Rte. 5 Corr.,0.324,521.632168338146
4905,1112,38, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1112038,Rte. 5A Corr. - Bradford,0.518,833.291187450928
4906,1112,39, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1112039,Rte. 5A Corr.,1.08,1739.4027687939
4907,1112,40, ,0,0, ,0, ,0,MU,VA,MU,TH, , , , , , ,T, , , , , , , , ,1112040,Rte. 5A Corr.,0.537,864.67847990754
4908,1112,41, ,0,0, ,0, ,0,MU,VA,MU,TH, , , , , , ,T, , , , , , , , ,1112041,Rte. 5A Corr.,1.023,1647.74883279837
4909,1112,42, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1112042,Rte. 5A Corr.,0.489,787.938083827741
4910,1112,43, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1112043,Rte. 5A Corr.,0.498,801.877096204707
4911,1112,44, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1112044,Rte. 5A Corr.,0.32,514.539219892029
4912,1112,45, ,0,0, ,0, ,0,MU,VA,MU,TH, , , , , , ,T, , , , , , , , ,1112045,Rte. 5A Corr.,0.397,639.11499241544
4913,1112,46, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1112046,Rte. 5A Corr.,0.354,570.276079404065
4914,1112,47, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1112047,Rte. 5A Corr. - connects Rte. 302B Corr.,0.324,521.664958864282
4915,1213,1, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1213001,Rte. 5 Corr.,0.593,955.173055347039
4916,1213,2, ,0,0, ,0, ,0,MU,VA,MU,TH, , , , , , ,T, , , , , , , , ,1213002,Rte. 5 Corr.,0.992,1597.6672626783
4917,1213,3, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1213003,Rte. 5 Corr.,0.282,453.703168575745
4918,1213,4, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1213004,Rte. 5 Corr.,1.211,1948.95068595569
4919,1213,5, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1213005,Rte. 5A Corr.,1.162,1871.52907598476
4920,1213,6, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1213006,Rte. 5A Corr.,0.339,546.280933329252
4921,1213,7, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1213007,Rte. 5A Corr.,2.355,3791.61296594537
4922,1213,8, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1213008,Rte. 5A Corr.,0.457,735.230196761336
4923,1213,9, ,0,0, ,0, ,0,MU,VA,MU,TH, , , , , , ,T, , , , , , , , ,1213009,Rte. 5A Corr.,0.06,96.7068443027421
4924,1213,10, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1213010,Rte. 5A Corr.,1.37,2205.08562464345
4925,1213,11, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1213011,Rte. 5A Corr.,0.111,178.385656003806
4926,1213,12, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1213012,Rte. 5A Corr.,0.092,147.550593430986
4927,1213,13, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1213013,Rte. 5 Corr.,0.102,163.871774338862
4928,1213,14, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1213014,Rte. 5 Corr.,0.745,1198.75836933647
4929,1213,15, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1213015,Rte. 5 Corr.,0.664,1068.65411319897
4930,1213,16, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1213016,Rte. 5 Corr.,0.74,1191.03378463087
4931,1213,17, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1213017,Rte. 5 Corr.,0.423,680.253034611356
4932,1213,18, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1213018,Rte. 5A Corr.,1.091,1756.70113926022
4933,1213,19, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1213019,Rte. 5A Corr.,0.137,220.83891984273
4934,1213,20, ,0,0, ,0, ,0,MU,VA,MU,TH, , , , , , ,T, , , , , , , , ,1213020,Rte. 5A Corr.,1.266,2038.64608808491
4935,1213,21, ,0,0, ,0, ,0,MU,VA,MU,TH, , , , , , ,T, , , , , , , , ,1213021,Rte. 5A Corr.,0.761,1225.62592608851
4936,1213,22, ,0,0, ,0, ,0,MU,VA,MU,TH, , , , , , ,T, , , , , , , , ,1213022,Rte. 5A Corr.,0.142,227.917043149374
4937,1213,23, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1213023,Rte. 5A Corr.,1.409,2268.91178758469
4938,1213,24, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1213024,Rte. 5A Corr.,1.084,1745.02067141696
4939,1213,25, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , , , , ,T, , , , , ,1213025,Secondary trail,1.123,1808.59367113388
4940,1213,26, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , , , , ,T, , , , , ,1213026,Secondary trail,0.184,296.478796957903
4941,1213,27, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , , , , ,T, , , , , ,1213027,Secondary trail,0.286,460.790383831716
4942,1212,1, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1212001,Rte. 5A/302B Corr.,0.094,151.190866303446
4943,1212,2, ,0,0, ,0, ,0,MU,VA,MU,TH, , , , , , ,T, , , , , , , , ,1212002,Rte. 5A/302B Corr.,0.118,190.022390790829
4944,1212,3, ,0,0, ,0, ,0,MU,VA,MU,TT, , , , , , ,T, , , , , , , , ,1212003,Rte. 5A/302B Corr.,0.275,442.99862317688
4945,1212,4, ,0,0, ,0, ,0,MU,VA,MU,TH, , , , , , ,T, , , , , , , , ,1212004,Rte. 5A/302B Corr.,0.225,363.008586609519
4946,1212,5, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1212005,Rte. 5A/302B Corr. - West Newbury,0.895,1440.82850022941
4947,1212,6, ,0,0, ,0, ,0,MU,VA,MU,TH, , , , , , ,T, , , , , , , , ,1212006,Rte. 5A/302B Corr.,0.107,172.408895005353
4948,1212,7, ,0,0, ,0, ,0,MU,VA,MU,TH, , , , , , ,T, , , , , , , , ,1212007,Rte. 5A/302B Corr. -under I91,0.079,126.646413843529
4949,1212,8, ,0,0, ,0, ,0,MU,VA,MU,TH, , , , , , ,T, , , , , , , , ,1212008,Rte. 5A/302B Corr.,0.293,472.293123186066
4950,1212,9, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1212009,Rte. 5A/302B Corr.,0.6,965.476826360893
4951,1212,10, ,0,0, ,0, ,0,MU,VA,MU,TH, , , , , , ,T, , , , , , , , ,1212010,Rte. 5A/302B Corr. - Peach Four Corners,0.207,332.796712570976
4952,1212,11, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1212011,Rte. 5A/302B Corr. - splits 5A/302B,0.873,1405.735267102
4953,1212,12, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1212012,Rte. 302B Corr. - crosses Rte. 5,1.011,1627.07315078865
4954,1212,13, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1212013,Rte. 302B Corr.,0.236,379.488308189024
4955,1212,14, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1212014,Rte. 302B Corr. - end,0.063,101.39014402876
4956,1212,15, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1212015,Rte. 5A Corr.,1.331,2143.22156878604
4957,1212,16, ,0,0, ,0, ,0,MU,VA,MU,TH, , , , , , ,T, , , , , , , , ,1212016,Rte. 5A Corr.,0.099,159.367624766673
4958,1212,17, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1212017,Rte. 5A Corr.,2.475,3984.14716526407
4959,1212,18, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1212018,Rte. 5A Corr.,0.45,724.586850294834
4960,1111,1, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1111001,Rte. 113 Corr.,0.783,1260.62373768289
4961,1111,2, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1111002,Rte. 113 Corr. - crosses Rte. 242,0.197,316.903988423823
4962,1111,3, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1111003,Rte. 113 Corr.,0.239,384.7151427897
4963,1111,4, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1111004,Rte. 113 Corr.,1.712,2755.82341919155
4964,1111,5, ,0,0, ,0, ,0,MU,VA,MU,TH, , , , , , ,T, , , , , , , , ,1111005,Rte. 5 Corr.,0.411,661.255951849199
4965,1111,6, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1111006,Rte. 5 Corr.,2.567,4132.42667556912
4966,1111,7, ,0,0, ,0, ,0,MU,VA,MU,TH, , , , , , ,T, , , , , , , , ,1111007,Rte. 5 Corr. - town roads,3.724,5994.86833784607
4967,1111,8, ,0,0, ,0, ,0,MU,VA,MU,TH, , , , , , ,T, , , , , , , , ,1111008,Rte. 25 Corr.,1.527,2458.15247104673
4968,1111,9, ,0,0, ,0, ,0,MU,VA,MU,TH, , , , , , ,T, , , , , , , , ,1111009,Rte. 25 Corr.,0.704,1133.099886208
4969,1111,10, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1111010,Rte. 25 Corr.,1.159,1866.44321876838
4970,1111,11, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1111011,Rte. 25 Corr.,1.887,3038.83882248098
4971,1111,12, ,0,0, ,0, ,0,MU,VA,MU,TH, , , , , , ,T, , , , , , , , ,1111012,Rte. 25 Corr. - connects Rte. 5A Corr.,0.34,546.82770224853
4972,1111,13, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1111013,Rte. 5A Corr.,0.385,619.981314282553
4973,1111,14, ,0,0, ,0, ,0,MU,VA,MU,OT, , , , , , ,T, , , , , , , , ,1111014,Rte. 5A Corr. - Fairlee Town Forest,0.942,1517.15168467205
4974,1111,15, ,0,0, ,0, ,0,MU,VA,MU,OT, , , , , , ,T, , , , , , , , ,1111015,Rte. 5A Corr. - Fairlee Town Forest,0.384,618.35326561516
4975,1111,16, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1111016,Rte. 5A Corr.,0.78,1256.55494516379
4976,1111,17, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1111017,Rte. 5A Corr.,0.324,521.72814223268
4977,1111,18, ,0,0, ,0, ,0,MU,VA,MU,TH, , , , , , ,T, , , , , , , , ,1111018,Rte. 5A Corr.,1.378,2219.34807032164
4978,1111,19, ,0,0, ,0, ,0,MU,VA,MU,TH, , , , , , ,T, , , , , , , , ,1111019,Rte. 5A Corr.,0.161,259.086506304756
4979,1111,20, ,0,0, ,0, ,0,MU,VA,MU,TH, , , , , , ,T, , , , , , , , ,1111020,Rte. 5A Corr. - West Fairlee Center,0.553,890.14363095768
4980,1111,21, ,0,0, ,0, ,0,MU,VA,MU,TH, , , , , , ,T, , , , , , , , ,1111021,Rte. 5A/25 Corr.,1.49,2399.03942917684
4981,1111,22, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1111022,Rte. 5A/25 Corr.,0.575,925.45271896611
4982,1111,23, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1111023,Rte. 5A Corr.,3.094,4981.05516208102
4983,1111,24, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1111024,Rte. 5A Corr. - bridge across Waits River,0.25,401.763643077315
4984,1111,25, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1111025,Rte. 5A Corr.,0.527,848.810375024617
4985,1111,26, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1111026,Rte. 5A Corr.,0.381,613.800635215873
4986,1111,27, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1111027,Rte. 25 Corr.,0.912,1468.09116957525
4987,1111,28, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1111028,Rte. 25 Corr.,0.262,422.007207751827
4988,1111,29, ,0,0, ,0, ,0,ST,VA,ST,WT, , , , , , ,T, , , , , , , , ,1111029,Rte. 25 Corr. - Lake Morey,1.767,2844.08016841967
4989,1111,30, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1111030,Rte. 25 Corr.,0.043,68.7374366793387
4990,1111,31, ,0,0, ,0, ,0,MU,VA,MU,TH, , , , , , ,T, , , , , , , , ,1111031,Rte. 25 Corr.,0.068,109.159143396275
4991,1111,32, ,0,0, ,0, ,0,MU,VA,MU,TT, , , , , , ,T, , , , , , , , ,1111032,Secondary Club Trail,1.966,3165.72984757254
4992,1111,33, ,0,0, ,0, ,0,MU,VA,MU,OT, , , , , , ,T, , , , , , , , ,1111033,Secondary Club Trail,0.079,126.841810318707
4993,1111,34, ,0,0, ,0, ,0,MU,VA,MU,TH, , , , , , ,T, , , , , , , , ,1111034,Rte. 244 Corr. Secondary Trail,0.347,558.434598107403
4994,1111,35, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1111035,Rte. 244 Corr. Secondary Trail,0.551,887.305102180822
4995,1111,36, ,0,0, ,0, ,0,MU,VA,MU,TH, , , , , , ,T, , , , , , , , ,1111036,Rte. 244 Corr. Secondary Trail,0.615,990.50654183298
4996,1111,37, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1111037,Rte. 244 Corr. Secondary Trail,1.104,1776.74452890492
4997,1111,38, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1111038,Rte. 244 Corr. Secondary Trail,0.135,217.724229216323
4998,1111,39, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1111039,Rte. 244 Corr. Secondary Trail,1.912,3078.30903677778
4999,1111,40, ,0,0, ,0, ,0,MU,VA,MU,TH, , , , , , ,T, , , , , , , , ,1111040,Rte. 244 Corr. Secondary Trail,0.332,535.207619135234
5000,1110,1, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1110001,Rte. 132 Corr.,0.963,1550.41678008349
5001,1110,2, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1110002,Rte. 132 Corr. - connects Rte. 113 Corr.,1.949,3137.31164414642
5002,1110,3, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1110003,Rte. 113 Corr.,0.783,1260.31396044808
5003,1110,4, ,0,0, ,0, ,0,MU,VA,MU,OT, , , , , , ,T, , , , , , , , ,1110004,Rte. 113 Corr. - Thetford Town Forest,0.716,1153.22187838566
5004,1110,5, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1110005,Rte. 113 Corr.,0.117,187.934021169963
5005,1110,6, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1110006,Rte. 113 Corr.,1.231,1982.37194561564
5006,1110,7, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1110007,Rte. 113 Corr.,1.529,2462.47837284817
5007,1110,8, ,0,0, ,0, ,0,MU,VA,MU,TH, , , , , , ,T, , , , , , , , ,1110008,Rte. 113 Corr. - under I91,0.24,386.152186419171
5008,1110,9, ,0,0, ,0, ,0,MU,VA,MU,TH, , , , , , ,T, , , , , , , , ,1110009,Rte. 113 Corr.,0.066,106.982700572996
5009,1110,10, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1110010,Rte. 113 Corr.,1.183,1904.31433718344
5010,1110,11, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1110011,Rte. 113 Corr.,0.506,815.036993465603
5011,1110,12, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1110012,Rte. 113 Corr.,0.503,809.627510944557
5012,1110,13, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1110013,Rte. 113 Corr. - begins,0.276,444.476384089574
5013,1319,1, ,0,0, ,0, ,0,PV,VA,OV,OT, , , , , , ,T, , , , , , , , ,1319001,Rte. 105 Corr.,0.665,1071.07825340684
5014,1319,2, ,0,0, ,0, ,0,PV,VA,OV,OT, , , , , , ,T, , , , , , , , ,1319002,Rte. 105 Corr.,0.759,1222.45533474975
5015,1319,3, ,0,0, ,0, ,0,PV,VA,OV,OT, , , , , , , , , ,T, , , , , ,1319003,Secondary trails,1.915,3083.49234676277
5016,1319,4, ,0,0, ,0, ,0,PV,VA,OV,OT, , , , , , ,T, , , , , , , , ,1319004,Rte. 105 Corr.,0.297,478.299761295869
5017,1319,5, ,0,0, ,0, ,0,PV,VA,OV,OT, , , , , , ,T, , , , , , , , ,1319005,Rte. 105 Corr.,1.617,2603.60383127487
5018,1319,6, ,0,0, ,0, ,0,PV,VA,OV,OT, , , , , , ,T, , , , , , , , ,1319006,Rte. 105 Corr.,0.683,1100.2430210391
5019,1319,7, ,0,0, ,0, ,0,PV,VA,OV,OT, , , , , , , , , ,T, , , , , ,1319007,Secondary trails,2.768,4456.29307241418
5020,1319,8, ,0,0, ,0, ,0,PV,VA,OV,OT, , , , , , ,T, , , , , , , , ,1319008,Rte. 105 Corr.,0.401,645.417024001474
5021,1319,9, ,0,0, ,0, ,0,ST,VA,ST,OT, , , , , , ,T, , , , , , , , ,1319009,Rte. 105 Corr.,1.107,1782.08220444431
5022,1319,10, ,0,0, ,0, ,0,ST,VA,ST,OT, , , , , , ,T, , , , , , , , ,1319010,Rte. 105 Corr.,1.856,2988.75552190449
5023,1319,11, ,0,0, ,0, ,0,ST,VA,ST,OT, , , , , , ,T, , , , , , , , ,1319011,Rte. 105 Corr.,0.268,431.904895174195
5024,1318,1, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1318001,Rte. 58 Corr.,0.335,539.587655544472
5025,1318,2, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1318002,Rte. 58 Corr.,1.188,1912.97546315939
5026,1318,3, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1318003,Rte. 58 Corr.,3.38,5441.37266465782
5027,1318,4, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1318004,Rte. 58 Corr.,0.491,789.759289878098
5028,1318,5, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1318005,Rte. 114 Corr.,0.245,394.756942846
5029,1318,6, ,0,0, ,0, ,0,ER,VA,VA,WT, , , , , , ,T, , , , , , , , ,1318006,Rte. 114 Corr. (over Island Pond),0.273,440.223696017967
5030,1318,7, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1318007,Rte. 114 Corr.,0.037,59.8459242118062
5031,1318,8, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1318008,Rte. 114 Corr.,0.228,366.913071152621
5032,1318,9, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1318009,Rte. 114 Corr.,0.094,151.501868005507
5033,1318,10, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1318010,Rte. 114 Corr.,0.386,621.658865172544
5034,1318,11, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1318011,Rte. 114 Corr.,0.406,653.765501163408
5035,1318,12, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1318012,Rte. 114 Corr.,0.111,178.899605930001
5036,1318,13, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1318013,Rte. 114 Corr.,0.688,1107.86785204436
5037,1318,14, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1318014,Rte. 58 Corr.,0.112,180.333564682156
5038,1318,15, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1318015,Rte. 58 Corr.,0.174,280.603473443016
5039,1318,16, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , , , , ,T, , , , , ,1318016,Secondary trails,0.959,1543.77244750566
5040,1318,17, ,0,0, ,0, ,0,PV,VA,PV,PR, , , , , , , , , ,T, , , , , ,1318017,Secondary trails,3.214,5174.91175663017
5041,1318,18, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1318018,Rte. 114 Corr.,0.833,1340.8423124209
5042,1318,19, ,0,0, ,0, ,0,ST,VA,ST,OT, , , , , , ,T, , , , , , , , ,1318019,Rte. 114 Corr.,0.074,119.485061475959
5043,1318,20, ,0,0, ,0, ,0,ST,VA,ST,OT, , , , , , ,T, , , , , , , , ,1318020,Rte. 114 Corr.,0.195,314.033782772923
5044,1318,21, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1318021,Rte. 114 Corr.,0.102,163.803264857901
5045,1318,22, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1318022,Rte. 114 Corr.,0.3,482.545530348983
5046,1318,23, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1318023,Rte. 114 Corr.,0.635,1023.09271983673
5047,1318,24, ,0,0, ,0, ,0,MU,VA,MU,TR, , , , , , ,T, , , , , , , , ,1318024,Rte. 114 Corr.,1.016,1635.68306062356
5048,1318,25, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,1318025,Rte. 114 Corr.,0.673,1083.42120762147
5049,1318,26, ,0,0, ,0, ,0,MU,VA,MU,TR, , , , , , ,T, , , , , , , , ,1318026,Rte. 114 Corr.,1.128,1815.32163992897
5050,1419,1, ,0,0, ,0, ,0,ST,VA,ST,OT, , , , , , ,T, , , , , , , , ,1419001,Rte. 105 Corr.,0.191,307.285049282955
5051,1419,2, ,0,0, ,0, ,0,PV,VA,PV,PR, , , , , , ,T, , , , , , , , ,1419002,Rte. 105 Corr.,2.741,4413.47759967263
5052,1419,3, ,0,0, ,0, ,0,PV,VA,PV,PR, , , , , , ,T, , , , , , , , ,1419003,Rte. 105 Corr.,0.611,983.975265418636
