SECTION_NUMBER,ON_STREET,FROM_STREET,TO_STREET,LENGTH,COUNT_,CURRENT_PQI,MEASURED_PQI,PQI_DATE,CLASS,YEAR,ObjectId
46640,SHANNON DR CDS,LOMA VISTA DR,END,275,2.0,35.2,35.2,2023/02/18 07:00:00+00,Local,2023.0,4140
46650,SHANNON DR,LOMA VISTA DR,BISHOP DR,423,2.0,35.9,35.9,2023/02/18 07:00:00+00,Local,2023.0,4141
46660,BISHOP DR,SHANNON DR,BALA DR,318,2.0,34.3,34.3,2023/02/18 07:00:00+00,Local,2023.0,4142
46700,SIESTA DR,ALAMEDA DR,BISHOP DR,242,2.0,58.3,58.3,2023/02/18 07:00:00+00,Local,2023.0,4143
46710,SIESTA DR,BISHOP DR,LOMA VISTA DR,235,2.0,66.3,66.3,2023/02/18 07:00:00+00,Local,2023.0,4144
46720,SIESTA DR,LOMA VISTA DR,ASPEN DR,230,2.0,64.0,64.0,2023/02/18 07:00:00+00,Local,2023.0,4145
46730,ASPEN DR,SIESTA DR,PRICE FR,505,2.0,65.9,65.9,2023/02/18 07:00:00+00,Local,2023.0,4146
46740,EL PARQUE DR,RIVER DR,SHANNON DR,295,2.0,48.3,48.3,2023/02/26 07:00:00+00,Local - Industrial,2023.0,4147
46750,EL PARQUE DR,SHANNON DR,BALA DR,540,2.0,46.2,46.2,2023/02/26 07:00:00+00,Local - Industrial,2023.0,4148
46760,BALA DR,EL PARQUE DR,PALMCROFT DR,273,2.0,48.0,48.0,2023/02/22 07:00:00+00,Local,2023.0,4149
5341,MILL AV,15TH ST,BONITA WY,1223,2.0,26.9,26.9,2023/02/22 07:00:00+00,Local,2023.0,4150
46780,PALMCROFT DR,SHANNON DR,BALA DR,508,2.0,55.4,55.4,2023/02/22 07:00:00+00,Local,2023.0,4151
46790,PALMCROFT DR,BALA DR,BALA DR,235,2.0,43.0,43.0,2023/02/22 07:00:00+00,Local,2023.0,4152
46800,PALMCROFT DR,BALA DR,PRICE FR,678,2.0,56.3,56.3,2023/02/22 07:00:00+00,Local,2023.0,4153
46810,SHANNON DR,EL PARQUE DR,PALMCROFT DR,226,2.0,43.7,43.7,2023/02/22 07:00:00+00,Local,2023.0,4154
46820,SHANNON DR,PALMCROFT DR,BROADMOR DR,294,2.0,48.2,48.2,2023/02/22 07:00:00+00,Local,2023.0,4155
46830,BROADMOR DR,SHANNON DR,BALA DR,732,2.0,47.8,47.8,2023/02/22 07:00:00+00,Local,2023.0,4156
46840,BROADMOR DR,BALA DR,PRICE FR,664,2.0,47.2,47.2,2023/02/22 07:00:00+00,Local,2023.0,4157
46850,BALA DR,CONCORDA DR,BROADMOR DR,293,2.0,49.6,49.6,2023/02/22 07:00:00+00,Local,2023.0,4158
46860,BALA DR,BROADMOR DR,PALMCROFT DR,279,2.0,48.8,48.8,2023/02/22 07:00:00+00,Local,2023.0,4159
46870,HUNTINGTON DR,GEORGE DR,LEBANON LN,361,2.0,53.3,53.3,2023/02/22 07:00:00+00,Local,2023.0,4160
46880,HUNTINGTON DR,LEBANON LN,EVERGREEN RD,976,2.0,73.4,73.4,2023/02/22 07:00:00+00,Local,2023.0,4161
43700,PALMCROFT DR,DATELAND DR,MILL AV,481,2.0,71.9,71.9,2023/02/23 07:00:00+00,Local,2023.0,4162
47010,CAIRO DR,GEORGE DR,ALLRED DR,570,2.0,73.6,73.6,2023/02/22 07:00:00+00,Local,2023.0,4163
45300,LOS FELIZ DR,SOUTHERN AV,HUNTINGTON DR,336,2.0,33.2,33.2,2023/02/19 07:00:00+00,Local,2023.0,4164
44800,BISHOP CR,END,BISHOP DR,232,2.0,35.4,35.4,2023/02/18 07:00:00+00,Local,2023.0,4165
43710,EL PARQUE DR,MILL AV,END,667,2.0,29.5,29.5,2023/02/23 07:00:00+00,Local,2023.0,4166
47020,ALLRED DR,CAIRO DR,WESLEYAN DR,277,2.0,49.8,49.8,2023/02/22 07:00:00+00,Local,2023.0,4167
45310,LOS FELIZ DR,HUNTINGTON DR,GENEVA DR,254,2.0,34.3,34.3,2023/02/19 07:00:00+00,Local,2023.0,4168
44810,JUNIPER ST,END,BISHOP DR,305,2.0,59.1,59.1,2023/02/18 07:00:00+00,Local,2023.0,4169
43720,FOREST AV,ALAMEDA DR,BISHOP DR,187,2.0,38.1,38.1,2023/02/20 07:00:00+00,Local,2023.0,4170
47030,LEBANON DR,GENEVA DR,FAIRMONT DR,271,2.0,51.9,51.9,2023/02/22 07:00:00+00,Local,2023.0,4171
45320,LOS FELIZ DR,GENEVA DR,FAIRMONT DR,212,2.0,36.0,36.0,2023/02/19 07:00:00+00,Local,2023.0,4172
44820,NEWBERRY RD,CONCORDA DR,LOMA VISTA DR,443,2.0,48.4,48.4,2023/02/19 07:00:00+00,Local,2023.0,4173
43730,FOREST AV,BISHOP DR,LOMA VISTA DR,277,2.0,35.6,35.6,2023/02/20 07:00:00+00,Local,2023.0,4174
47040,FAIRMONT DR,LEBANON DR,ALLRED DR,408,2.0,44.0,44.0,2023/02/22 07:00:00+00,Local,2023.0,4175
47050,FAIRMONT DR,ALLRED DR,END,399,2.0,50.3,50.3,2023/02/22 07:00:00+00,Local,2023.0,4176
47060,ALLRED DR,FAIRMONT DR,LOYOLA DR,278,2.0,48.9,48.9,2023/02/22 07:00:00+00,Local,2023.0,4177
47070,LOYOLA DR,GEORGE DR,ALLRED DR,667,2.0,63.3,63.3,2023/02/22 07:00:00+00,Local,2023.0,4178
47080,LOYOLA DR,ALLRED DR,EVERGREEN RD,616,2.0,72.5,72.5,2023/02/22 07:00:00+00,Local,2023.0,4179
47090,DEL RIO DR,END,GEORGE DR,187,2.0,59.3,59.3,2023/02/22 07:00:00+00,Local,2023.0,4180
47100,DEL RIO DR,GEORGE DR,EVERGREEN RD,976,2.0,55.4,55.4,2023/02/22 07:00:00+00,Local,2023.0,4181
47110,DEL RIO DR,EVERGREEN RD,EVERGREEN RD,269,2.0,61.2,61.2,2023/02/22 07:00:00+00,Local,2023.0,4182
47120,WESLEYAN DR,GEORGE DR,ALLRED DR,642,2.0,69.2,69.2,2023/02/22 07:00:00+00,Local,2023.0,4183
47130,WESLEYAN DR,ALLRED DR,EVERGREEN RD,330,2.0,73.1,73.1,2023/02/22 07:00:00+00,Local,2023.0,4184
47140,BALBOA DR,END,GEORGE DR,421,2.0,69.5,69.5,2023/02/22 07:00:00+00,Local,2023.0,4185
47150,BALBOA DR,GEORGE DR,EVERGREEN RD,848,2.0,76.3,76.3,2023/02/22 07:00:00+00,Local,2023.0,4186
47160,BALBOA DR,EVERGREEN RD,END,354,2.0,49.7,49.7,2023/02/22 07:00:00+00,Local,2023.0,4187
47170,ALAMEDA DR,COTTONWOOD DR,GEORGE DR,283,2.0,65.3,65.3,2023/02/22 07:00:00+00,Local,2023.0,4188
47180,ALAMEDA DR,GEORGE DR,ALLRED DR,468,2.0,60.7,60.7,2023/02/22 07:00:00+00,Local,2023.0,4189
47190,ALAMEDA DR,ALLRED DR,EVERGREEN RD,336,2.0,79.2,79.2,2023/02/22 07:00:00+00,Local,2023.0,4190
47200,EVERGREEN RD,ALAMEDA DR,CONCORDA DR,1189,2.0,61.2,61.2,2023/02/22 07:00:00+00,Local,2023.0,4191
47210,EVERGREEN RD,CONCORDA DR,PALMCROFT DR,576,2.0,51.9,51.9,2023/02/22 07:00:00+00,Local,2023.0,4192
47220,PALMCROFT DR,EVERGREEN RD,COTTONWOOD DR,383,2.0,58.0,58.0,2023/02/22 07:00:00+00,Local,2023.0,4193
47230,BISHOP DR,COTTONWOOD DR,ALLRED DR,723,2.0,65.2,65.2,2023/02/22 07:00:00+00,Local,2023.0,4194
47240,ALLRED DR,BISHOP DR,ALAMEDA DR,245,2.0,61.6,61.6,2023/02/22 07:00:00+00,Local,2023.0,4195
47250,LOMA VISTA DR,COTTONWOOD DR,ALLRED DR,580,2.0,52.6,52.6,2023/02/22 07:00:00+00,Local,2023.0,4196
47260,ALLRED DR,LOMA VISTA DR,ASPEN DR,280,2.0,47.7,47.7,2023/02/22 07:00:00+00,Local,2023.0,4197
47270,ASPEN DR,ALLRED DR,COTTONWOOD DR,495,2.0,60.7,60.7,2023/02/22 07:00:00+00,Local,2023.0,4198
47280,BROADMOR DR,COTTONWOOD DR,END,280,2.0,40.8,40.8,2023/02/22 07:00:00+00,Local,2023.0,4199
47290,EL PARQUE DR,COTTONWOOD DR,END,301,2.0,34.4,34.4,2023/02/22 07:00:00+00,Local,2023.0,4200
47300,COTTONWOOD DR,ALAMEDA DR,BISHOP DR,260,2.0,64.9,64.9,2023/02/22 07:00:00+00,Local,2023.0,4201
47310,COTTONWOOD DR,BISHOP DR,LOMA VISTA DR,278,2.0,75.2,75.2,2023/02/22 07:00:00+00,Local,2023.0,4202
47320,COTTONWOOD DR,LOMA VISTA DR,ASPEN DR,279,2.0,72.7,72.7,2023/02/22 07:00:00+00,Local,2023.0,4203
47330,COTTONWOOD DR,ASPEN DR,CONCORDA DR,282,2.0,75.6,75.6,2023/02/22 07:00:00+00,Local,2023.0,4204
47340,COTTONWOOD DR,CONCORDA DR,BROADMOR DR,328,2.0,85.3,85.3,2023/02/22 07:00:00+00,Local,2023.0,4205
47350,COTTONWOOD DR,BROADMOR DR,PALMCROFT DR,291,2.0,67.9,67.9,2023/02/22 07:00:00+00,Local,2023.0,4206
47360,COTTONWOOD DR,PALMCROFT DR,EL PARQUE DR,274,2.0,49.6,49.6,2023/02/22 07:00:00+00,Local,2023.0,4207
47370,COTTONWOOD DR,EL PARQUE DR,BROADWAY RD,485,2.0,70.2,70.2,2023/02/22 07:00:00+00,Local,2023.0,4208
47380,16TH ST,52ND ST,EDWARD DR,581,2.0,69.2,69.2,2023/02/23 07:00:00+00,Local - Industrial,2023.0,4209
44290,SIERRA VISTA DR,AEPLI DR,EL PARQUE DR,281,2.0,46.9,46.9,2023/02/20 07:00:00+00,Local,2023.0,4210
45330,LOS FELIZ DR,FAIRMONT DR,LOYOLA DR,286,2.0,35.6,35.6,2023/02/19 07:00:00+00,Local,2023.0,4211
43740,FOREST AV,LOMA VISTA DR,CONCORDA DR,277,2.0,33.6,33.6,2023/02/20 07:00:00+00,Local,2023.0,4212
44830,LOMA VISTA DR,NEWBERRY RD,DORSEY LN,1120,2.0,49.6,49.6,2023/02/19 07:00:00+00,Local,2023.0,4213
44300,SIERRA VISTA DR,EL PARQUE DR,BROADWAY RD,311,2.0,64.1,64.1,2023/02/20 07:00:00+00,Local,2023.0,4214
43750,LOMA VISTA DR,FOREST AV,LOMA VISTA DR,286,2.0,51.6,51.6,2023/02/20 07:00:00+00,Local,2023.0,4215
45340,LOS FELIZ DR,LOYOLA DR,DEL RIO DR,276,2.0,36.0,36.0,2023/02/19 07:00:00+00,Local,2023.0,4216
43190,BUTTE DR,CAMPUS DR,ALAMEDA DR,287,2.0,80.6,80.6,2023/02/18 07:00:00+00,Local,2023.0,4217
43760,LOMA VISTA DR,LOMA VISTA DR,LOMA VISTA DR,249,2.0,44.8,44.8,2023/02/20 07:00:00+00,Local,2023.0,4218
45350,LOS FELIZ DR,DEL RIO DR,WESLEYAN DR,278,2.0,36.7,36.7,2023/02/19 07:00:00+00,Local,2023.0,4219
44310,BISHOP DR,VENTURA DR,PALM DR,987,2.0,54.0,54.0,2023/02/20 07:00:00+00,Local,2023.0,4220
44840,STANLEY PL,CONCORDA DR,VERLEA DR,278,2.0,34.5,34.5,2023/02/20 07:00:00+00,Local,2023.0,4221
43200,ELM ST,DEL RIO DR,CAMPUS DR,612,2.0,84.5,84.5,2023/02/18 07:00:00+00,Local,2023.0,4222
43770,LOMA VISTA DR,LOMA VISTA DR,COLLEGE AV,199,2.0,38.8,38.8,2023/02/20 07:00:00+00,Local,2023.0,4223
45360,LOS FELIZ DR,WESLEYAN DR,CAIRO DR,275,2.0,36.3,36.3,2023/02/19 07:00:00+00,Local,2023.0,4224
44320,PALM DR,ALAMEDA DR,BISHOP DR,308,2.0,44.3,44.3,2023/02/20 07:00:00+00,Local,2023.0,4225
44850,VERLEA DR,STANLEY PL,DORSEY LN,662,2.0,45.3,45.3,2023/02/20 07:00:00+00,Local,2023.0,4226
43210,ELM ST,CAMPUS DR,ALAMEDA DR,290,2.0,54.2,54.2,2023/02/18 07:00:00+00,Local,2023.0,4227
43780,LOMA VISTA DR,COLLEGE AV,SIERRA CR,1041,2.0,53.3,53.3,2023/02/20 07:00:00+00,Local,2023.0,4228
45370,LOS FELIZ DR,CAIRO DR,BALBOA DR,271,2.0,34.4,34.4,2023/02/19 07:00:00+00,Local,2023.0,4229
45380,LOS FELIZ DR,BALBOA DR,ALAMEDA DR,466,2.0,35.8,35.8,2023/02/19 07:00:00+00,Local,2023.0,4230
45390,LOS FELIZ DR,ALAMEDA DR,LOMA VISTA DR,356,2.0,38.0,38.0,2023/02/19 07:00:00+00,Local,2023.0,4231
45400,LOS FELIZ DR,LOMA VISTA DR,MEADOW DR,246,2.0,42.4,42.4,2023/02/19 07:00:00+00,Local,2023.0,4232
45410,LOS FELIZ DR,MEADOW DR,FLORES DR,257,2.0,37.9,37.9,2023/02/19 07:00:00+00,Local,2023.0,4233
45420,LOS FELIZ DR,FLORES DR,ASPEN DR,270,2.0,34.2,34.2,2023/02/19 07:00:00+00,Local,2023.0,4234
45430,LOS FELIZ DR,ASPEN DR,CONCORDA DR,336,2.0,39.7,39.7,2023/02/19 07:00:00+00,Local,2023.0,4235
45440,LOS FELIZ DR,CONCORDA DR,PALMCROFT DR,350,2.0,41.1,41.1,2023/02/19 07:00:00+00,Local,2023.0,4236
45450,LOS FELIZ DR,PALMCROFT DR,EL PARQUE DR,552,2.0,52.7,52.7,2023/02/19 07:00:00+00,Local,2023.0,4237
45460,LOS FELIZ DR,EL PARQUE DR,BROADWAY RD,333,2.0,32.0,32.0,2023/02/19 07:00:00+00,Local,2023.0,4238
45470,LOS FELIZ DR,BROADWAY RD,ENCANTO DR,942,2.0,43.0,43.0,2023/02/19 07:00:00+00,Local - Industrial,2023.0,4239
45480,KACHINA DR,BROADWAY RD,ENCANTO DR,895,2.0,38.2,38.2,2023/02/19 07:00:00+00,Local - Industrial,2023.0,4240
45490,ENCANTO DR,KACHINA DR,LOS FELIZ DR,793,2.0,37.3,37.3,2023/02/19 07:00:00+00,Local - Industrial,2023.0,4241
45500,ENCANTO DR,LOS FELIZ DR,HOLBROOK LN,504,2.0,40.6,40.6,2023/02/19 07:00:00+00,Local - Industrial,2023.0,4242
45510,HOLBROOK LN,ENCANTO DR,BROADWAY RD,888,2.0,42.8,42.8,2023/02/19 07:00:00+00,Local - Industrial,2023.0,4243
45520,HUNTINGTON DR,END,LOS FELIZ DR,260,2.0,50.6,50.6,2023/02/22 07:00:00+00,Local,2023.0,4244
45530,HUNTINGTON DR,LOS FELIZ DR,HOLBROOK LN,323,2.0,48.1,48.1,2023/02/22 07:00:00+00,Local,2023.0,4245
45540,HUNTINGTON DR,HOLBROOK LN,HAZELTON LN,297,2.0,58.8,58.8,2023/02/22 07:00:00+00,Local,2023.0,4246
45550,HUNTINGTON DR,HAZELTON LN,KENWOOD LN,297,2.0,58.8,58.8,2023/02/22 07:00:00+00,Local,2023.0,4247
45560,KENWOOD LN,HUNTINGTON DR,FAIRMONT DR,563,2.0,58.8,58.8,2023/02/22 07:00:00+00,Local,2023.0,4248
45570,KENWOOD LN,FAIRMONT DR,LOYOLA DR,282,2.0,63.1,63.1,2023/02/22 07:00:00+00,Local,2023.0,4249
45580,KENWOOD LN,LOYOLA DR,DEL RIO DR,283,2.0,49.4,49.4,2023/02/22 07:00:00+00,Local,2023.0,4250
45590,KENWOOD LN,DEL RIO DR,WESLEYAN DR,292,2.0,43.4,43.4,2023/02/22 07:00:00+00,Local,2023.0,4251
45600,KENWOOD LN,WESLEYAN DR,CAIRO DR,272,2.0,44.6,44.6,2023/02/22 07:00:00+00,Local,2023.0,4252
45610,KENWOOD LN,CAIRO DR,BALBOA DR,280,2.0,60.5,60.5,2023/02/22 07:00:00+00,Local,2023.0,4253
45620,HAZELTON LN,HUNTINGTON DR,END,246,2.0,29.0,29.0,2023/02/22 07:00:00+00,Local,2023.0,4254
45630,HOLBROOK LN,HUNTINGTON DR,END,202,2.0,31.6,31.6,2023/02/22 07:00:00+00,Local,2023.0,4255
45640,FAIRMONT DR,LOS FELIZ DR,KENWOOD LN,817,2.0,47.7,47.7,2023/02/22 07:00:00+00,Local,2023.0,4256
45650,FAIRMONT DR,KENWOOD LN,END,145,2.0,43.3,43.3,2023/02/22 07:00:00+00,Local,2023.0,4257
45660,LOYOLA DR,LOS FELIZ DR,KENWOOD LN,640,2.0,54.2,54.2,2023/02/22 07:00:00+00,Local,2023.0,4258
45670,LOYOLA DR,KENWOOD LN,KENWOOD LN,225,2.0,50.5,50.5,2023/02/22 07:00:00+00,Local,2023.0,4259
45680,WESLEYAN DR,LOS FELIZ DR,KENWOOD LN,662,2.0,52.4,52.4,2023/02/22 07:00:00+00,Local,2023.0,4260
45690,WESLEYAN DR,KENWOOD LN,KENWOOD LN,182,2.0,37.7,37.7,2023/02/22 07:00:00+00,Local,2023.0,4261
44860,VERLEA DR,DORSEY LN,VERLEA CR,260,2.0,44.0,44.0,2023/02/20 07:00:00+00,Local,2023.0,4262
43790,LOMA VISTA DR,SIERRA CR,VENTURA DR,312,2.0,46.2,46.2,2023/02/20 07:00:00+00,Local,2023.0,4263
44330,PALM DR,BISHOP DR,LOMA VISTA DR,296,2.0,38.8,38.8,2023/02/20 07:00:00+00,Local,2023.0,4264
44870,VERLEA DR,VERLEA CR,ELM ST,881,2.0,46.1,46.1,2023/02/20 07:00:00+00,Local,2023.0,4265
43800,LOMA VISTA DR,VENTURA DR,PALM DR,941,2.0,43.1,43.1,2023/02/20 07:00:00+00,Local,2023.0,4266
44340,PALM DR,LOMA VISTA DR,CONCORDA DR,309,2.0,34.4,34.4,2023/02/20 07:00:00+00,Local,2023.0,4267
44880,VERLEA DR,ELM ST,BUTTE AV,920,2.0,57.2,57.2,2023/02/20 07:00:00+00,Local,2023.0,4268
43810,LOMA VISTA DR CDS,END,LOMA VISTA DR,92,2.0,39.7,39.7,2023/02/20 07:00:00+00,Local,2023.0,4269
43220,ELM ST,ALAMEDA DR,PENNY DR,326,2.0,35.3,35.3,2023/02/18 07:00:00+00,Local,2023.0,4270
44890,VERLEA DR CDS,END,VERLEA DR,122,2.0,38.9,38.9,2023/02/18 07:00:00+00,Local,2023.0,4271
44350,PALM DR,CONCORDA DR,BROADMOR DR,289,2.0,33.0,33.0,2023/02/20 07:00:00+00,Local,2023.0,4272
43820,SIERRA CR,END,LOMA VISTA DR,231,2.0,48.1,48.1,2023/02/20 07:00:00+00,Local,2023.0,4273
43230,ELM ST,PENNY DR,GAYLON DR,298,2.0,49.7,49.7,2023/02/18 07:00:00+00,Local,2023.0,4274
44900,VERLEA CR,VERLEA DR,END,221,2.0,27.4,27.4,2023/02/18 07:00:00+00,Local,2023.0,4275
44360,GRANADA DR,BROADMOR DR,BROADWAY RD,1469,2.0,34.5,34.5,2023/02/20 07:00:00+00,Local,2023.0,4276
43830,LOMA VISTA DR,END,LOMA VISTA DR,177,2.0,65.3,65.3,2023/02/20 07:00:00+00,Local,2023.0,4277
43240,ELM ST,GAYLON DR,BISHOP DR,628,2.0,46.5,46.5,2023/02/18 07:00:00+00,Local,2023.0,4278
44910,REDONDO CR,TERRACE RD,END,292,2.0,31.1,31.1,2023/02/20 07:00:00+00,Local,2023.0,4279
44370,LA CORTA DR,BROADMOR DR,LA DIOSA DR,291,2.0,33.4,33.4,2023/02/20 07:00:00+00,Local,2023.0,4280
44920,REDONDO DR,TERRACE RD,BONARDEN LN,420,2.0,44.8,44.8,2023/02/20 07:00:00+00,Local,2023.0,4281
43840,LOMA VISTA DR,LOMA VISTA DR,END,157,2.0,37.9,37.9,2023/02/20 07:00:00+00,Local,2023.0,4282
44930,BONARDEN LN,REDONDO DR,PALMCROFT DR,358,2.0,39.4,39.4,2023/02/20 07:00:00+00,Local,2023.0,4283
44380,LA CORTA DR,LA DIOSA DR,PALMCROFT DR,293,2.0,33.2,33.2,2023/02/20 07:00:00+00,Local,2023.0,4284
43250,ELM ST,BISHOP DR,VERLEA DR,277,2.0,58.7,58.7,2023/02/18 07:00:00+00,Local,2023.0,4285
43260,ELM ST,VERLEA DR,PALMCROFT DR,282,2.0,45.6,45.6,2023/02/18 07:00:00+00,Local,2023.0,4286
44940,PALMCROFT DR,BONARDEN LN,TERRACE RD,285,2.0,72.6,72.6,2023/02/20 07:00:00+00,Local,2023.0,4287
43270,ALAMEDA DR,END,DORSEY LN,241,2.0,35.9,35.9,2023/02/18 07:00:00+00,Collector,2023.0,4288
44950,PALMCROFT DR,TERRACE RD,BROADMOR DR,1186,2.0,57.0,57.0,2023/02/20 07:00:00+00,Local,2023.0,4289
43280,ALAMEDA DR,DORSEY LN,ELM ST,859,2.0,22.9,22.9,2023/02/18 07:00:00+00,Collector,2023.0,4290
44960,PALMCROFT DR CDS,END,PALMCROFT DR,116,2.0,73.3,73.3,2023/02/20 07:00:00+00,Local,2023.0,4291
43290,ALAMEDA DR,ELM ST,ELM ST,202,2.0,26.4,26.4,2023/02/18 07:00:00+00,Collector,2023.0,4292
44970,BROADMOR DR,TERRACE RD,PALMCROFT DR,571,2.0,57.6,57.6,2023/02/20 07:00:00+00,Local,2023.0,4293
43300,ALAMEDA DR,ELM ST,BUTTE DR,362,2.0,24.0,24.0,2023/02/18 07:00:00+00,Collector,2023.0,4294
44980,BROADMOR DR,PALMCROFT DR,DORSEY LN,674,2.0,55.9,55.9,2023/02/20 07:00:00+00,Local,2023.0,4295
43310,ALAMEDA DR,BUTTE DR,AZALEA DR,312,2.0,50.9,50.9,2023/02/18 07:00:00+00,Collector,2023.0,4296
43850,LOMA VISTA DR,END,LOMA VISTA DR,230,2.0,67.1,67.1,2023/02/20 07:00:00+00,Local,2023.0,4297
44990,BROADMOR DR,DORSEY LN,GARY DR,639,2.0,55.9,55.9,2023/02/20 07:00:00+00,Local,2023.0,4298
43320,ALAMEDA DR,AZALEA DR,PENNY DR,320,2.0,34.8,34.8,2023/02/18 07:00:00+00,Collector,2023.0,4299
43860,BISHOP DR,FOREST AV,GRANDVIEW AV,474,2.0,54.8,54.8,2023/02/20 07:00:00+00,Local,2023.0,4300
44390,LA CORTA DR,PALMCROFT DR,AEPLI DR,225,2.0,33.5,33.5,2023/02/20 07:00:00+00,Local,2023.0,4301
45000,BROADMOR DR,GARY DR,OAK ST,333,2.0,40.2,40.2,2023/02/20 07:00:00+00,Local,2023.0,4302
43330,ALAMEDA DR,PENNY DR,MCCLINTOCK DR,161,2.0,34.3,34.3,2023/02/18 07:00:00+00,Collector,2023.0,4303
43870,GRANDVIEW AV,BISHOP DR,CONCORDA DR,516,2.0,53.4,53.4,2023/02/20 07:00:00+00,Local,2023.0,4304
44400,LA CORTA DR,AEPLI DR,EL PARQUE DR,365,2.0,36.1,36.1,2023/02/20 07:00:00+00,Local,2023.0,4305
45010,BROADMOR DR,OAK ST,ELM ST,414,2.0,62.3,62.3,2023/02/20 07:00:00+00,Local,2023.0,4306
43340,ALAMEDA DR,MCCLINTOCK DR,LOS FELIZ DR,1525,2.0,82.5,82.5,2023/02/18 07:00:00+00,Collector,2023.0,4307
43880,GRANDVIEW AV,CONCORDA DR,BROADMOR DR,174,2.0,30.1,30.1,2023/02/20 07:00:00+00,Local,2023.0,4308
44410,LA DIOSA DR,LA CORTA DR,SIERRA VISTA DR,519,2.0,40.6,40.6,2023/02/20 07:00:00+00,Local,2023.0,4309
45020,BROADMOR DR,ELM ST,BUTTE AV,581,2.0,61.4,61.4,2023/02/20 07:00:00+00,Local,2023.0,4310
43350,ALAMEDA DR,LOS FELIZ DR,HOLBROOK DR,286,2.0,53.4,53.4,2023/02/18 07:00:00+00,Collector,2023.0,4311
43890,CONCORDA DR,GRANDVIEW AV,MYRTLE AV,278,2.0,46.7,46.7,2023/02/20 07:00:00+00,Local,2023.0,4312
44420,PALMCROFT DR,LA CORTA DR,SIERRA VISTA DR,515,2.0,39.8,39.8,2023/02/20 07:00:00+00,Local,2023.0,4313
45030,BROADMOR DR,BUTTE AV,EL PARQUE DR,436,2.0,60.9,60.9,2023/02/20 07:00:00+00,Local,2023.0,4314
43360,ALAMEDA DR,HOLBROOK DR,COUNTRY CLUB WY,853,2.0,52.3,52.3,2023/02/18 07:00:00+00,Collector,2023.0,4315
43900,CONCORDA DR,MYRTLE AV,FOREST AV,267,2.0,42.9,42.9,2023/02/20 07:00:00+00,Local,2023.0,4316
44430,EL CAMINO DR,AEPLI DR,EL PARQUE DR,356,2.0,46.7,46.7,2023/02/20 07:00:00+00,Local,2023.0,4317
45040,BROADMOR DR CDS,END,BROADMOR DR,111,2.0,73.8,73.8,2023/02/19 07:00:00+00,Local,2023.0,4318
43370,ALAMEDA DR,COUNTRY CLUB WY,FAIRFIELD DR,205,2.0,80.5,80.5,2023/02/18 07:00:00+00,Collector,2023.0,4319
43910,CONCORDA DR,FOREST AV,END,301,2.0,46.9,46.9,2023/02/20 07:00:00+00,Local,2023.0,4320
44440,EL CAMINO DR,EL PARQUE DR,END,233,2.0,33.6,33.6,2023/02/20 07:00:00+00,Local,2023.0,4321
45050,BUTTE AV,PALMCROFT DR,BROADMOR DR,294,2.0,41.9,41.9,2023/02/18 07:00:00+00,Local,2023.0,4322
43380,ALAMEDA DR,FAIRFIELD DR,BISHOP DR,750,2.0,82.7,82.7,2023/02/18 07:00:00+00,Collector,2023.0,4323
43920,MYRTLE AV,END,CONCORDA DR,290,2.0,33.8,33.8,2023/02/20 07:00:00+00,Local,2023.0,4324
44450,EL PARQUE DR,EL CAMINO DR,LA CORTA DR,300,2.0,46.5,46.5,2023/02/20 07:00:00+00,Local,2023.0,4325
45060,ELM ST,BROADMOR DR,EL PARQUE DR,266,2.0,46.1,46.1,2023/02/18 07:00:00+00,Local,2023.0,4326
43390,ALAMEDA DR,BISHOP DR,RIVER DR,329,2.0,81.8,81.8,2023/02/18 07:00:00+00,Collector,2023.0,4327
43930,BROADMOR DR,MILL AV,GRANDVIEW AV,198,2.0,31.2,31.2,2023/02/20 07:00:00+00,Local,2023.0,4328
44460,EL PARQUE DR,LA CORTA DR,SIERRA VISTA DR,570,2.0,47.3,47.3,2023/02/20 07:00:00+00,Local,2023.0,4329
45070,ELM ST,EL PARQUE DR,PALMDALE DR,286,2.0,42.8,42.8,2023/02/18 07:00:00+00,Local,2023.0,4330
43400,ALAMEDA DR,RIVER DR,BALA DR,534,2.0,82.3,82.3,2023/02/18 07:00:00+00,Collector,2023.0,4331
43940,BROADMOR DR,GRANDVIEW AV,FOREST AV,398,2.0,37.2,37.2,2023/02/20 07:00:00+00,Local,2023.0,4332
44470,AEPLI DR,COLLEGE AV,EL CAMINO DR,302,2.0,46.0,46.0,2023/02/23 07:00:00+00,Local,2023.0,4333
43410,ALAMEDA DR,BALA DR,SIESTA DR,251,2.0,70.5,70.5,2023/02/18 07:00:00+00,Collector,2023.0,4334
45080,ELM ST,PALMDALE DR,BROADWAY RD,369,2.0,35.5,35.5,2023/02/18 07:00:00+00,Local,2023.0,4335
43950,BROADMOR DR,FOREST AV,COLLEGE AV,883,2.0,45.2,45.2,2023/02/20 07:00:00+00,Local,2023.0,4336
44480,AEPLI DR,EL CAMINO DR,LA CORTA DR,299,2.0,60.6,60.6,2023/02/23 07:00:00+00,Local,2023.0,4337
43960,BROADMOR DR,COLLEGE AV,EL CAMINO CR,330,2.0,38.6,38.6,2023/02/20 07:00:00+00,Local,2023.0,4338
43420,ALAMEDA DR,SIESTA DR,PRICE FR,522,2.0,82.4,82.4,2023/02/18 07:00:00+00,Collector,2023.0,4339
