Year,Renewal Due Month,Renewal Processing Timeframe,County,SAWS,Eligibility Financial Method,Renewals Due ,Renewals Completed,Renewals Completed by Due Date,Continued Medi-Cal Eligibility, Auto Ex-Parte, Manual Ex-Parte,Discontinued - Failure to Respond,Discontinued - Over Income (MAGI) / Over property (Non-MAGI),Discontinued - Other Reasons,Reinstated,Annotation Code,Annotation Code Description
2019,2019-05,May 2019 - August 2019,Colusa,C-IV,MAGI,355,243,215,240,141,63,,0,0,0,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,Del Norte,C-IV,MAGI,568,540,486,499,246,111,18,0,23,,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,El Dorado,C-IV,MAGI,"2,299","2,046","1,770","1,875","1,027",306,112,0,59,12,,
2019,2019-05,May 2019 - August 2019,Glenn,C-IV,MAGI,972,850,772,804,276,137,7,0,39,8,,
2019,2019-05,May 2019 - August 2019,Humboldt,C-IV,MAGI,"3,911","3,527","3,367","3,331","1,258",337,126,0,70,17,,
2019,2019-05,May 2019 - August 2019,Imperial,C-IV,MAGI,"6,048","5,955","5,410","5,463","1,943",509,365,0,127,21,,
2019,2019-05,May 2019 - August 2019,Inyo,C-IV,MAGI,321,300,250,263,144,61,27,0,10,,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,Kern,C-IV,MAGI,"24,933","21,664","18,079","20,600","10,628","3,970",603,0,461,80,,
2019,2019-05,May 2019 - August 2019,Kings,C-IV,MAGI,"3,155","3,089","2,822","2,869","1,441",646,121,0,99,20,,
2019,2019-05,May 2019 - August 2019,Lake,C-IV,MAGI,"1,590","1,245","1,050","1,213",674,303,16,0,16,,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,Lassen,C-IV,MAGI,368,317,263,281,171,65,35,0,,,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,Madera,C-IV,MAGI,"4,945","4,474","4,035","4,210","1,615",658,158,0,106,14,,
2019,2019-05,May 2019 - August 2019,Marin,C-IV,MAGI,"2,859","2,448","1,942","2,293",997,774,95,0,60,,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,Mariposa,C-IV,MAGI,236,201,158,196,106,33,0,0,5,0,,
2019,2019-05,May 2019 - August 2019,Mendocino,C-IV,MAGI,"2,148","1,756","1,424","1,714",984,420,,0,38,10,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,Merced,C-IV,MAGI,"8,334","7,869","6,742","7,414","2,715","1,174",286,0,169,33,,
2019,2019-05,May 2019 - August 2019,Modoc,C-IV,MAGI,125,115,96,105,51,30,7,0,,0,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,Mono,C-IV,MAGI,215,200,159,161,69,52,29,0,10,0,,
2019,2019-05,May 2019 - August 2019,Monterey,C-IV,MAGI,"13,918","11,830","10,749","11,650","2,456","2,026",9,,170,80,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,Napa,C-IV,MAGI,"1,842","1,338","1,232","1,296",616,218,12,0,30,5,,
2019,2019-05,May 2019 - August 2019,Nevada,C-IV,MAGI,"1,270","1,006",914,950,534,252,23,0,33,,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,Plumas,C-IV,MAGI,266,196,174,191,137,21,,0,,0,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,Riverside,C-IV,MAGI,"51,817","49,090","45,159","43,831","23,463","4,782","3,518",0,"1,741",375,,
2019,2019-05,May 2019 - August 2019,San Benito,C-IV,MAGI,"1,058",932,852,908,431,253,,0,20,,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,San Bernardino,C-IV,MAGI,"55,472","47,349","40,028","44,929","24,397","7,391","1,548",,871,181,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,San Joaquin,C-IV,MAGI,"15,907","15,780","14,185","13,698","6,897","2,422","1,385",0,697,78,,
2019,2019-05,May 2019 - August 2019,Shasta,C-IV,MAGI,"3,294","2,662","2,462","2,542","1,333",301,29,0,91,24,,
2019,2019-05,May 2019 - August 2019,Sierra,C-IV,MAGI,22,18,15,18,9,7,0,0,0,0,,
2019,2019-05,May 2019 - August 2019,Siskiyou,C-IV,MAGI,886,696,607,653,326,144,8,0,35,,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,Stanislaus,C-IV,MAGI,"16,028","13,550","11,881","13,023","6,058","2,446",265,0,262,45,,
2019,2019-05,May 2019 - August 2019,Sutter,C-IV,MAGI,"2,843","2,705","2,346","2,627",830,273,8,0,70,27,,
2019,2019-05,May 2019 - August 2019,Tehama,C-IV,MAGI,"1,786","1,623","1,486","1,547",422,162,43,0,33,10,,
2019,2019-05,May 2019 - August 2019,Trinity,C-IV,MAGI,317,279,254,265,94,13,7,0,7,,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,Tuolumne,C-IV,MAGI,759,703,605,642,258,116,38,0,23,8,,
2019,2019-05,May 2019 - August 2019,Yuba,C-IV,MAGI,"1,829","1,731","1,510","1,621",751,214,61,0,49,10,,
2019,2019-05,May 2019 - August 2019,Amador,C-IV,NON-MAGI,86,84,66,71,0,10,9,0,,0,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,Butte,C-IV,NON-MAGI,736,419,298,378,0,42,9,0,32,10,,
2019,2019-05,May 2019 - August 2019,Calaveras,C-IV,NON-MAGI,98,72,44,68,0,7,,0,,0,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,Colusa,C-IV,NON-MAGI,60,29,20,28,0,5,,0,0,0,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,Del Norte,C-IV,NON-MAGI,113,109,90,99,0,9,6,0,,,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,El Dorado,C-IV,NON-MAGI,358,275,187,247,0,14,13,0,15,,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,Glenn,C-IV,NON-MAGI,144,114,74,112,0,10,,0,,,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,Humboldt,C-IV,NON-MAGI,445,336,277,298,0,16,24,0,14,0,,
2019,2019-05,May 2019 - August 2019,Imperial,C-IV,NON-MAGI,868,841,629,745,0,39,64,0,32,6,,
2019,2019-05,May 2019 - August 2019,Inyo,C-IV,NON-MAGI,69,69,49,64,0,24,,0,,0,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,Kern,C-IV,NON-MAGI,"1,877","1,453","1,017","1,358",0,120,48,0,47,12,,
2019,2019-05,May 2019 - August 2019,Kings,C-IV,NON-MAGI,260,249,206,220,0,41,18,0,11,,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,Lake,C-IV,NON-MAGI,289,198,132,194,0,27,,0,,,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,Lassen,C-IV,NON-MAGI,56,46,32,38,0,5,8,0,0,0,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,Madera,C-IV,NON-MAGI,265,249,193,219,0,5,24,0,6,0,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,Marin,C-IV,NON-MAGI,370,297,182,277,0,19,12,0,8,0,,
2019,2019-05,May 2019 - August 2019,Mariposa,C-IV,NON-MAGI,52,38,11,37,0,,0,0,,0,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,Mendocino,C-IV,NON-MAGI,233,182,116,181,0,23,,0,0,0,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,Merced,C-IV,NON-MAGI,634,562,319,512,0,24,37,0,13,8,,
2019,2019-05,May 2019 - August 2019,Modoc,C-IV,NON-MAGI,48,47,36,37,0,,0,0,10,0,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,Mono,C-IV,NON-MAGI,17,15,11,14,0,,,0,0,0,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,Monterey,C-IV,NON-MAGI,"1,389","1,056",744,"1,020",0,173,,0,35,11,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,Napa,C-IV,NON-MAGI,184,99,69,95,0,11,,0,,0,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,Nevada,C-IV,NON-MAGI,164,139,99,137,0,13,,0,0,0,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,Plumas,C-IV,NON-MAGI,58,29,16,26,0,8,,0,,0,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,Riverside,C-IV,NON-MAGI,"5,002","4,427","3,596","3,645",0,190,429,0,353,62,,
2019,2019-05,May 2019 - August 2019,San Benito,C-IV,NON-MAGI,162,134,115,119,0,18,,0,12,0,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,San Bernardino,C-IV,NON-MAGI,"6,273","4,588","2,693","4,159",0,201,227,0,202,46,,
2019,2019-05,May 2019 - August 2019,San Joaquin,C-IV,NON-MAGI,"1,661","1,643","1,317","1,380",0,124,176,0,87,7,,
2019,2019-05,May 2019 - August 2019,Shasta,C-IV,NON-MAGI,490,217,154,192,0,13,,0,24,13,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,Siskiyou,C-IV,NON-MAGI,127,102,81,97,0,8,0,0,5,0,,
2019,2019-05,May 2019 - August 2019,Stanislaus,C-IV,NON-MAGI,"1,614","1,324","1,000","1,218",0,61,66,0,40,14,,
2019,2019-05,May 2019 - August 2019,Sutter,C-IV,NON-MAGI,415,375,286,352,0,21,12,0,11,6,,
2019,2019-05,May 2019 - August 2019,Tehama,C-IV,NON-MAGI,276,142,112,126,0,7,6,0,10,,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,Trinity,C-IV,NON-MAGI,29,26,15,24,0,5,,0,0,0,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,Tuolumne,C-IV,NON-MAGI,126,107,49,94,0,7,12,0,,,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,Yuba,C-IV,NON-MAGI,272,231,182,211,0,11,9,0,11,,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,Los Angeles,LRS,MAGI,"196,293","186,791","161,396","152,066","88,070",0,"29,053",0,"5,672","7,941",,
2019,2019-05,May 2019 - August 2019,Los Angeles,LRS,NON-MAGI,"25,908","23,060","17,270","16,217",0,0,"5,439",0,"1,404","1,695",,
2019,2019-06,June 2019 - September 2019,Alameda,CalWIN,MAGI,"20,862","19,599","18,063","13,021","8,843",22,"4,637",166,"1,775","1,839",,
2019,2019-06,June 2019 - September 2019,Contra Costa,CalWIN,MAGI,"14,916","12,838","9,764","9,217","5,770",63,"2,294",158,"1,169",708,,
2019,2019-06,June 2019 - September 2019,Fresno,CalWIN,MAGI,"21,792","21,611","20,633","17,155","10,512",111,905,201,"3,350","1,195",,
2019,2019-06,June 2019 - September 2019,Orange,CalWIN,MAGI,"46,620","44,191","35,644","33,257","19,728",136,"6,300",329,"4,305","2,622",,
2019,2019-06,June 2019 - September 2019,Placer,CalWIN,MAGI,"3,115","2,868","2,645","2,207","1,488",67,428,20,213,197,,
2019,2019-06,June 2019 - September 2019,Sacramento,CalWIN,MAGI,"26,831","26,049","22,755","19,394","13,454",38,"3,791",283,"2,581","1,477",,
2019,2019-06,June 2019 - September 2019,San Diego ,CalWIN,MAGI,"39,092","38,496","32,979","28,111","17,713",115,"6,247",448,"3,690","1,605",,
2019,2019-06,June 2019 - September 2019,San Francisco,CalWIN,MAGI,"10,247","10,215","9,897","8,315","5,276",28,"1,184",40,676,324,,
2019,2019-06,June 2019 - September 2019,San Luis Obispo,CalWIN,MAGI,"2,854","2,769","2,393","2,010","1,291",,412,42,305,185,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,San Mateo,CalWIN,MAGI,"6,999","6,936","6,021","4,753","2,625",30,"1,285",55,843,590,,
2019,2019-06,June 2019 - September 2019,Santa Barbara,CalWIN,MAGI,"5,575","4,751","4,228","3,468","2,205",21,786,31,466,248,,
2019,2019-06,June 2019 - September 2019,Santa Clara,CalWIN,MAGI,"20,644","20,553","19,115","15,924","8,541",84,"2,817",148,"1,664",938,,
2019,2019-06,June 2019 - September 2019,Santa Cruz,CalWIN,MAGI,"2,943","2,852","2,657","2,073","1,379",24,535,18,226,209,,
2019,2019-06,June 2019 - September 2019,Solano,CalWIN,MAGI,"5,757","5,546","4,922","4,100","2,680",26,897,53,496,419,,
2019,2019-06,June 2019 - September 2019,Sonoma,CalWIN,MAGI,"5,340","4,357","4,039","3,105","2,295",25,866,32,354,251,,
2019,2019-06,June 2019 - September 2019,Tulare,CalWIN,MAGI,"12,620","11,072","9,592","8,322","5,549",50,"1,577",57,"1,116",746,,
2019,2019-06,June 2019 - September 2019,Ventura,CalWIN,MAGI,"10,480","10,377","8,304","7,680","4,348",38,"1,469",87,"1,141",457,,
2019,2019-06,June 2019 - September 2019,Yolo,CalWIN,MAGI,"2,914","2,858","2,381","2,026","1,248",22,566,39,227,148,,
2019,2019-06,June 2019 - September 2019,Alameda,CalWIN,NON-MAGI,"2,677","2,180","1,732","1,230",0,16,644,16,290,359,,
2019,2019-06,June 2019 - September 2019,Contra Costa,CalWIN,NON-MAGI,"1,731","1,213",470,756,0,8,238,15,204,97,,
2019,2019-06,June 2019 - September 2019,Fresno,CalWIN,NON-MAGI,"2,120","2,000","1,602","1,307",0,65,214,15,464,172,,
2019,2019-06,June 2019 - September 2019,Orange,CalWIN,NON-MAGI,"5,791","5,408","3,109","3,768",0,12,689,43,908,525,,
2019,2019-06,June 2019 - September 2019,Placer,CalWIN,NON-MAGI,491,424,343,291,0,5,69,6,58,46,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,Sacramento,CalWIN,NON-MAGI,"2,562","2,414","1,674","1,525",0,28,391,27,471,235,,
2019,2019-06,June 2019 - September 2019,San Diego ,CalWIN,NON-MAGI,"4,382","4,287","2,737","2,814",0,15,552,69,852,371,,
2019,2019-06,June 2019 - September 2019,San Francisco,CalWIN,NON-MAGI,"2,029","2,021","1,720","1,572",0,,167,18,264,134,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,San Luis Obispo,CalWIN,NON-MAGI,387,369,269,261,0,0,54,,52,29,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,San Mateo,CalWIN,NON-MAGI,"1,343","1,327",750,816,0,7,212,17,282,174,,
2019,2019-06,June 2019 - September 2019,Santa Barbara,CalWIN,NON-MAGI,670,497,352,293,0,,93,5,106,63,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,Santa Clara,CalWIN,NON-MAGI,"3,943","3,933","3,304","2,899",0,8,507,71,456,253,,
2019,2019-06,June 2019 - September 2019,Santa Cruz,CalWIN,NON-MAGI,362,323,268,212,0,,60,,47,27,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,Solano,CalWIN,NON-MAGI,776,698,508,442,0,,115,6,135,81,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,Sonoma,CalWIN,NON-MAGI,667,398,228,205,0,,84,,108,49,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,Tulare,CalWIN,NON-MAGI,"1,230",873,560,546,0,11,134,14,179,77,,
2019,2019-06,June 2019 - September 2019,Ventura,CalWIN,NON-MAGI,"1,376","1,368",825,958,0,,192,22,196,80,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,Yolo,CalWIN,NON-MAGI,323,313,227,211,0,0,59,,42,21,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,Alpine,C-IV,NON-MAGI,,,,,0,,0,0,0,0,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,Mono,C-IV,NON-MAGI,9,8,5,8,0,,0,0,0,0,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,Alpine,C-IV,MAGI,15,15,12,15,8,,0,0,0,0,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,Amador,C-IV,MAGI,461,448,411,407,243,113,28,0,13,,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,Butte,C-IV,MAGI,"4,972","3,858","3,475","3,759","2,112",540,24,0,75,22,,
2019,2019-06,June 2019 - September 2019,Calaveras,C-IV,MAGI,753,631,546,606,382,79,13,0,12,,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,Colusa,C-IV,MAGI,479,322,285,321,201,85,0,0,,0,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,Del Norte,C-IV,MAGI,583,557,495,506,270,104,35,0,16,6,,
2019,2019-06,June 2019 - September 2019,El Dorado,C-IV,MAGI,"2,293","2,075","1,859","1,863","1,109",294,155,0,57,7,,
2019,2019-06,June 2019 - September 2019,Glenn,C-IV,MAGI,"1,024",894,745,881,323,103,,0,11,,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,Humboldt,C-IV,MAGI,"3,937","3,413","3,241","3,325","1,211",403,12,0,76,30,,
2019,2019-06,June 2019 - September 2019,Imperial,C-IV,MAGI,"6,120","6,012","5,419","5,563","2,061",492,295,0,154,45,,
2019,2019-06,June 2019 - September 2019,Inyo,C-IV,MAGI,348,331,270,300,150,62,18,0,13,0,,
2019,2019-06,June 2019 - September 2019,Kern,C-IV,MAGI,"25,050","21,659","18,901","20,726","11,523","3,595",483,0,450,103,,
2019,2019-06,June 2019 - September 2019,Kings,C-IV,MAGI,"3,267","3,198","2,972","3,005","1,576",615,93,0,100,18,,
2019,2019-06,June 2019 - September 2019,Lake,C-IV,MAGI,"1,814","1,462","1,247","1,421",742,310,7,0,34,18,,
2019,2019-06,June 2019 - September 2019,Lassen,C-IV,MAGI,324,270,241,236,165,31,28,0,6,,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,Madera,C-IV,MAGI,"5,061","4,753","4,194","4,505","1,865",596,142,0,106,24,,
2019,2019-06,June 2019 - September 2019,Marin,C-IV,MAGI,"2,999","2,615","2,101","2,432","1,121",720,121,0,62,9,,
2019,2019-06,June 2019 - September 2019,Mariposa,C-IV,MAGI,261,218,200,211,134,31,,0,6,,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,Mendocino,C-IV,MAGI,"2,040","1,701","1,400","1,654","1,003",367,28,0,19,0,,
2019,2019-06,June 2019 - September 2019,Merced,C-IV,MAGI,"8,566","8,201","6,905","7,757","3,118","1,143",253,0,191,33,,
2019,2019-06,June 2019 - September 2019,Modoc,C-IV,MAGI,206,182,163,173,116,22,,0,6,,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,Mono,C-IV,MAGI,166,161,128,133,54,31,21,0,7,0,,
2019,2019-06,June 2019 - September 2019,Monterey,C-IV,MAGI,"11,983","9,950","9,184","9,818","2,642","1,535",11,0,121,47,,
2019,2019-06,June 2019 - September 2019,Napa,C-IV,MAGI,"1,646","1,171","1,086","1,124",606,209,16,0,31,,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,Nevada,C-IV,MAGI,"1,161",986,871,916,505,161,40,0,30,7,,
2019,2019-06,June 2019 - September 2019,Plumas,C-IV,MAGI,261,187,169,186,152,28,0,0,,0,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,Riverside,C-IV,MAGI,"51,236","48,516","44,908","43,509","24,523","4,390","3,350",,"1,655",353,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,San Benito,C-IV,MAGI,"1,119",960,745,945,468,291,,0,13,6,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,San Bernardino,C-IV,MAGI,"54,871","46,873","40,726","44,963","26,033","6,906","1,213",0,697,167,,
2019,2019-06,June 2019 - September 2019,San Joaquin,C-IV,MAGI,"16,647","16,522","14,744","14,561","7,685","2,202","1,273",0,688,75,,
2019,2019-06,June 2019 - September 2019,Shasta,C-IV,MAGI,"3,408","2,902","2,739","2,782","1,536",333,44,0,76,14,,
2019,2019-06,June 2019 - September 2019,Sierra,C-IV,MAGI,49,48,39,48,22,9,0,0,0,0,,
2019,2019-06,June 2019 - September 2019,Siskiyou,C-IV,MAGI,940,814,720,784,406,156,7,0,23,,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,Stanislaus,C-IV,MAGI,"16,380","14,367","12,879","13,735","6,211","2,344",400,0,232,38,,
2019,2019-06,June 2019 - September 2019,Sutter,C-IV,MAGI,"2,767","2,639","2,357","2,565",882,260,23,0,51,28,,
2019,2019-06,June 2019 - September 2019,Tehama,C-IV,MAGI,"1,849","1,648","1,530","1,612",454,142,,0,34,8,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,Trinity,C-IV,MAGI,281,266,252,243,90,33,,0,22,10,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,Tuolumne,C-IV,MAGI,783,739,673,682,342,86,25,0,32,,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,Yuba,C-IV,MAGI,"1,696","1,554","1,366","1,476",749,165,43,0,35,,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,Amador,C-IV,NON-MAGI,86,81,61,72,0,9,8,0,,0,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,Butte,C-IV,NON-MAGI,740,406,250,382,0,33,5,0,19,,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,Calaveras,C-IV,NON-MAGI,90,77,22,72,0,,0,0,5,0,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,Colusa,C-IV,NON-MAGI,62,38,26,36,0,7,0,0,,0,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,Del Norte,C-IV,NON-MAGI,104,97,83,91,0,10,,0,,,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,El Dorado,C-IV,NON-MAGI,342,266,183,234,0,24,23,0,9,0,,
2019,2019-06,June 2019 - September 2019,Glenn,C-IV,NON-MAGI,158,129,89,126,0,,,0,,,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,Humboldt,C-IV,NON-MAGI,542,359,283,341,0,29,,0,15,6,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,Imperial,C-IV,NON-MAGI,830,798,567,709,0,30,66,0,23,0,,
2019,2019-06,June 2019 - September 2019,Inyo,C-IV,NON-MAGI,45,40,25,39,0,,,0,0,0,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,Kern,C-IV,NON-MAGI,"1,909","1,492","1,061","1,379",0,107,51,0,62,10,,
2019,2019-06,June 2019 - September 2019,Kings,C-IV,NON-MAGI,268,257,216,239,0,45,11,0,7,,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,Lake,C-IV,NON-MAGI,293,206,135,197,0,37,,0,7,,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,Lassen,C-IV,NON-MAGI,52,43,32,39,0,0,,0,,0,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,Madera,C-IV,NON-MAGI,283,270,189,234,0,6,31,0,5,0,,
2019,2019-06,June 2019 - September 2019,Marin,C-IV,NON-MAGI,392,316,177,301,0,22,8,0,7,0,,
2019,2019-06,June 2019 - September 2019,Mariposa,C-IV,NON-MAGI,57,42,20,41,0,0,0,0,,0,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,Mendocino,C-IV,NON-MAGI,220,175,89,165,0,22,,0,6,,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,Merced,C-IV,NON-MAGI,711,639,389,586,0,16,27,0,26,,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,Modoc,C-IV,NON-MAGI,38,33,23,33,0,0,0,0,0,0,,
2019,2019-06,June 2019 - September 2019,Monterey,C-IV,NON-MAGI,"1,222",840,613,826,0,101,,0,12,7,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,Napa,C-IV,NON-MAGI,169,69,53,61,0,5,,0,,0,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,Nevada,C-IV,NON-MAGI,158,143,113,132,0,10,7,0,,0,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,Plumas,C-IV,NON-MAGI,71,32,18,31,0,6,,0,0,0,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,Riverside,C-IV,NON-MAGI,"4,853","4,265","3,456","3,529",0,176,455,0,281,53,,
2019,2019-06,June 2019 - September 2019,San Benito,C-IV,NON-MAGI,138,118,87,114,0,24,0,0,,,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,San Bernardino,C-IV,NON-MAGI,"6,120","4,380","2,632","4,011",0,194,206,0,163,40,,
2019,2019-06,June 2019 - September 2019,San Joaquin,C-IV,NON-MAGI,"1,484","1,460","1,144","1,268",0,120,139,0,53,7,,
2019,2019-06,June 2019 - September 2019,Shasta,C-IV,NON-MAGI,491,184,130,177,0,7,,0,,,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,Sierra,C-IV,NON-MAGI,13,13,10,13,0,,0,0,0,0,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,Siskiyou,C-IV,NON-MAGI,118,92,68,88,0,14,0,0,,0,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,Stanislaus,C-IV,NON-MAGI,"1,573","1,286",946,"1,156",0,64,98,0,32,,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,Sutter,C-IV,NON-MAGI,455,413,305,383,0,18,19,0,11,,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,Tehama,C-IV,NON-MAGI,274,154,129,148,0,10,,0,5,,1.0,Cell Suppressed For Small Numbers
2019,2019-06,June 2019 - September 2019,Trinity,C-IV,NON-MAGI,33,32,22,30,0,,,0,0,0,1.0,Cell Suppressed For Small Numbers
