ENROLLMENT ID - BUYER,ENROLLMENT STATE - BUYER,PROVIDER TYPE CODE - BUYER,PROVIDER TYPE TEXT - BUYER,NPI - BUYER,MULTIPLE NPI FLAG - BUYER,CCN - BUYER,ASSOCIATE ID - BUYER,ORGANIZATION NAME - BUYER,DOING BUSINESS AS NAME - BUYER,CHOW TYPE CODE,CHOW TYPE TEXT,EFFECTIVE DATE,ENROLLMENT ID - SELLER,ENROLLMENT STATE - SELLER,PROVIDER TYPE CODE - SELLER,PROVIDER TYPE TEXT - SELLER,NPI - SELLER,MULTIPLE NPI FLAG - SELLER,CCN - SELLER,ASSOCIATE ID - SELLER,ORGANIZATION NAME - SELLER,DOING BUSINESS AS NAME - SELLER
O20170321000080,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1235684309,N,366199,2062797764,FAIRFIELD GARDENS REHABILITATION AND CARE CENTER LLC,COUNTRY LANE GARDENS REHABILITATION AND NURSING CENTER,CH,CHANGE OF OWNERSHIP,12/30/2016,O20080228000335,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1063448926.0,N,366199,8628152741.0,HEARTLAND-FAIRFIELD OF PLEASANTVILLE OH LLC,HEARTLAND-FAIRFIELD
O20170321000517,IL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1013456490,N,146175,1052696762,PINCKNEYVILLE NURSING & REHABILITATION CENTER LLC,,CH,CHANGE OF OWNERSHIP,03/01/2017,O20150129002555,IL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1902229537.0,N,146175,648594259.0,"PINCKNEYVILLE NURSING & REHABILITATION CENTER, LLC",
O20170321000580,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1982159059,N,365559,1951686674,LANSING GARDENS REHABILITATION AND CARE CENTER LLC,ROLLING HILLS REHABILITATION AND CARE CENTER,CH,CHANGE OF OWNERSHIP,12/30/2016,O20080227000019,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1679515183.0,N,365559,1951485135.0,HEARTLAND-LANSING OF BRIDGEPORT OH LLC,HEARTLAND-LANSING
O20170321001406,MN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1144768615,N,245336,2062797707,ESTATES AT DELANO LLC,,CH,CHANGE OF OWNERSHIP,03/01/2017,O20060412000423,MN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1720039001.0,N,245336,446269815.0,GGNSC DELANO LLC,GOLDEN LIVINGCENTER-DELANO
O20170323000892,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1245785310,N,365315,2567747009,GARDEN REHAB AND HEALTH CARE AT VICTORIAN VILLAGE LLC,GARDEN CITY GARDENS REHABILITATION AND NURSING CENTER,CH,CHANGE OF OWNERSHIP,12/30/2016,O20080306000019,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1821030222.0,N,365315,2769567429.0,HEARTLAND-VICTORIAN VILLAGE OF COLUMBUS OH LLC,HEARTLAND OF VICTORIAN VILLAGE
O20170323002022,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1326593492,N,365577,648555110,MARYSVILLE GARDENS REHABILITATION AND HEALTH CARE LLC,PRESTIGE GARDENS REHABILITATION AND NURSING CENTER,CH,CHANGE OF OWNERSHIP,12/30/2016,O20080227000160,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1972545283.0,N,365577,5991889198.0,HEARTLAND OF MARYSVILLE OH LLC,HEARTLAND OF MARYSVILLE
O20170324000057,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1871048942,N,365557,7214212794,EATON GARDENS REHABILITATION AND HEALTH CARE LLC,MAPLE GARDENS REHABILITATION AND NURSING CENTER,CH,CHANGE OF OWNERSHIP,12/30/2016,O20080226000821,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1417999178.0,N,365557,547344715.0,HEARTLAND OF EATON OH LLC,HEARTLAND OF EATON
O20170324001077,IL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1396284188,N,146134,6305121815,"SALINE CARE NURSING & REHABILITATION CENTER, LLC",,CH,CHANGE OF OWNERSHIP,03/01/2017,O20090323000185,IL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1285620096.0,N,146134,2769549534.0,"SALINE CARE CENTER, LLC",
O20170327000556,IL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1609315407,N,146144,3870878218,"STONEBRIDGE NURSING & REHABILITATION CENTER, LLC",,CH,CHANGE OF OWNERSHIP,03/01/2017,O20120223000564,IL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1427186451.0,N,146144,6608034509.0,"STONEBRIDGE SENIOR LIVING CENTER, LLC",
O20170328001233,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1578015129,N,185207,6901181320,MAYSVILLE OPERATIONS LLC,MAYSVILLE NURSING AND REHABILITATION FACILITY,CH,CHANGE OF OWNERSHIP,11/01/2016,O20100423000309,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1457340051.0,N,185207,1557498581.0,MAYSVILLE MANOR LLC,MAYSVILLE NURSING AND REHABILITATION
O20170328001624,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1750833497,N,555132,6103101423,VALLEY VISTA NURSING AND TRANSITIONAL CARE LLC,,CH,CHANGE OF OWNERSHIP,12/01/2016,O20120221000921,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1902895972.0,N,555132,9537327671.0,"GOLDEN CARE, INC.",VALLEY MANOR CONVALESCENT HOSPITAL
O20170328002298,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1619424553,N,055674,9335424670,REHABILITATION CENTER OF ORANGE COUNTY LLC,HEALTHCARE CENTER OF ORANGE COUNTY,CH,CHANGE OF OWNERSHIP,11/01/2016,O20120412000755,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1114969540.0,N,055674,2264693555.0,"KNOTT AVENUE CARE CENTER, INC.",KNOTT AVENUE CARE CENTER
O20170329001022,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1417499963,N,056294,7618252990,KERN VALLEYIDENCE OPCO LLC,SAN JOAQUIN NURSING CENTER,CH,CHANGE OF OWNERSHIP,12/16/2016,O20070620000669,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1518913177.0,N,056294,7315854098.0,"BEVERLY HEALTH AND REHABILITIATION SERVICES, INC",GOLDEN LIVINGCENTER - BAKERSFIELD
O20170329001710,AZ,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1790235976,N,035207,5395020697,ALLEGIANT HEALTHCARE EAST LLC,SPRINGDALE VILLAGE HEALTHCARE,CH,CHANGE OF OWNERSHIP,03/28/2017,O20081121000205,AZ,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1013166602.0,N,035207,2466512306.0,"RENAISSANCE EAST, LLC",SPRINGDALE VILLAGE HEALTHCARE
O20170329002174,NC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1255878245,N,345000,8921383233,AUTUMN CARE OF BISC,,,,,,,,,,,,,,
