OBJECTID,name,reportdt,confirmed,recovered,deaths,active,GlobalID,tested,Negative,Pending,MaleCases,FemaleCases,Cases0to19,Cases20to29,Cases30to39,Cases40to49,Cases50to59,Cases60to69,Cases70to79,Cases80plus,NewCases,MaleDeaths,FemaleDeaths,Deaths0to19,Deaths20to29,Deaths30to39,Deaths40to49,Deaths50to59,Deaths60to69,Deaths70to79,Deaths80plus,AsianCases,BlackCases,HispanicCases,NativeAmCases,OtherCases,WhiteCases,CurrentlyHospitalizedCases,PercAsianCases,PercBlackCases,PercHispanicCases,PercNativeAmCases,PercOtherCases,PercWhiteCases,PercPopAsianCases,PercPopBlackCases,PercPopHispanicCases,PercPopNativeAmCases,PercPopOtherCases,PercPopWhiteCases,NewDailyDeaths,NewDailyTested,DailyPercentPositive,TotalPercentPositive,NewDailyNegative,ThreeDayAvg,SevenDayAvg,Cases0to9,Cases10to19,Deaths0to9,Deaths10to19,TotalDoses,TotalRecipients,MalesVaccinated,FemalesVaccinated,Vaccinated0to9,Vaccinated10to19,Vaccinated20to29,Vaccinated30to39,Vaccinated40to49,Vaccinated50to59,Vaccinated60to69,Vaccinated70to79,Vaccinated80plus,NewDailyDoses,NewDailyRecipients,Total1DoseRecipients,Total2DoseRecipients,TotalJJDoses,TotalJJRecipients,TotalVaccinated,Pfizer3DoseRecipients,Moderna3DoseRecipients,Total3DoseRecipients,PartialVaccinated
215,South Dakota,2020/10/17 05:07:00+00,32611,24528,315,7768,83343e7a-2223-42ac-982c-494594ebb58d,229204,196593.0,0,15496.0,17115.0,,6961.0,5459.0,4467.0,4545.0,3461.0,1764.0,1305.0,806,172.0,143.0,,2.0,7.0,11.0,24.0,46.0,59.0,166.0,834.0,1354.0,1756.0,3929.0,3504.0,21234.0,295.0,2.55741927570452,4.15197326055625,5.38468614884548,12.0480819355432,10.744840697924,65.1129986814265,6.58767772511848,8.3369250661905,5.4883575558681,5.21564827229162,11.6819469911652,2.90852009829302,8.0,2214.0,36.4046973803071,14.2279366852236,1408.0,798.667,666.0,1014.0,3635.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
216,South Dakota,2020/10/18 16:59:00+00,33269,24934,323,8012,28afebf4-b648-4e2a-a886-7607726083ad,231047,197778.0,0,15791.0,17478.0,,7093.0,5550.0,4565.0,4624.0,3555.0,1817.0,1332.0,658,176.0,147.0,,2.0,7.0,12.0,28.0,47.0,60.0,167.0,841.0,1370.0,1765.0,4009.0,3590.0,21694.0,300.0,2.52787880609576,4.11794763894316,5.30523911148517,12.0502569960023,10.7908262947489,65.2078511527248,6.64296998420221,8.4354411674158,5.51648695108611,5.32184625187506,11.9686614435739,2.97152844552928,8.0,1843.0,35.7026587086272,14.3992347877272,1185.0,752.333,671.857,1034.0,3699.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
217,South Dakota,2020/10/19 16:46:00+00,33836,25125,323,8388,cb41f597-f7b3-4da5-a2df-b020ecca457c,232450,198614.0,0,16058.0,17778.0,,7188.0,5645.0,4652.0,4713.0,3628.0,1850.0,1360.0,567,176.0,147.0,,2.0,7.0,12.0,28.0,47.0,60.0,167.0,843.0,1376.0,1771.0,4062.0,3721.0,22063.0,304.0,2.4914292469559,4.06667454781889,5.23407022106632,12.0049651259014,10.9971627851992,65.2056980730583,6.65876777251185,8.47238470537529,5.53523988123144,5.39220241334909,12.40540090015,3.0220720979862,0.0,1403.0,40.4133998574483,14.5562486556249,836.0,677.0,701.6,1045.0,3755.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
218,South Dakota,2020/10/20 17:14:00+00,34457,25686,330,8441,b2b31b55-449e-47e0-a502-537a5f3d24eb,234726,200269.0,0,16348.0,18109.0,,7296.0,5765.0,4748.0,4790.0,3705.0,1895.0,1390.0,621,181.0,149.0,,2.0,7.0,12.0,29.0,47.0,62.0,171.0,845.0,1388.0,1781.0,4149.0,3809.0,22485.0,329.0,2.45233189192327,4.02820907217692,5.16876106451519,12.0410946977392,11.054357605131,65.2552456685144,6.67456556082149,8.54627178129426,5.566494764807,5.50769271614608,12.6987831305218,3.07987540784207,7.0,2276.0,27.2847100175747,14.6796690609477,1655.0,615.333,731.143,1069.0,3799.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
219,South Dakota,2020/10/21 16:51:00+00,35044,26023,333,8688,c196f0d7-88fe-4c5b-8fd0-779ac184cb41,236250,201206.0,0,16636.0,18408.0,,7391.0,5867.0,4836.0,4886.0,3780.0,1923.0,1428.0,587,183.0,150.0,,2.0,7.0,12.0,29.0,48.0,63.0,172.0,845.0,1392.0,1785.0,4239.0,3863.0,22920.0,332.0,2.41125442301107,3.97214929802534,5.09359662139025,12.096221892478,11.0232850131264,65.403492751969,6.67456556082149,8.57090080660058,5.57899671823722,5.62716544317744,12.8788131355226,3.13945938838071,3.0,1524.0,38.5170603674541,14.8334391534392,937.0,591.7,689.9,1091.0,3842.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
220,South Dakota,2020/10/22 16:44:00+00,36017,26397,347,9273,005b788a-a6a1-4450-a598-1df8e70648e8,238446,202429.0,0,16636.0,18408.0,,7391.0,5867.0,4836.0,4886.0,3780.0,1923.0,1428.0,973,183.0,150.0,,2.0,7.0,12.0,29.0,48.0,63.0,172.0,850.0,1407.0,1803.0,4396.0,3987.0,23574.0,355.0,2.35999666824,3.90648860260433,5.00596940333731,12.2053474748036,11.0697726073798,65.4524252436349,6.71406003159558,8.66325965149929,5.63525550867323,5.83557897810994,13.2922153692282,3.22904082119053,14.0,2196.0,44.3078324225865,15.1048874797648,1223.0,727.0,715.0,1091.0,3842.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
221,South Dakota,2020/10/23 17:09:00+00,37202,26984,356,9862,3f8d047f-915b-4d86-8dbb-59624af7f1d0,241002,203800.0,0,17751.0,19451.0,,7752.0,6250.0,5190.0,5223.0,4014.0,2041.0,1514.0,1185,189.0,167.0,,2.0,7.0,12.0,30.0,50.0,69.0,186.0,856.0,1420.0,1828.0,4594.0,4133.0,24371.0,349.0,2.30095156174399,3.81699908607064,4.9137143164346,12.3487984516961,11.1096177624859,65.5099188215687,6.76145339652449,8.74330398374484,5.71339271761213,6.09841897757895,13.7789631605268,3.33820963151075,9.0,2556.0,46.3615023474178,15.4363864200297,1371.0,915.0,771.0,1166.0,4052.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
222,South Dakota,2020/10/24 17:06:00+00,38141,27557,366,10218,bc193fec-ec70-48a7-a4bd-abb6eb9c588a,243680,205539.0,0,18195.0,19946.0,,7912.0,6390.0,5343.0,5371.0,4115.0,2110.0,1569.0,939,193.0,173.0,,2.0,7.0,12.0,30.0,53.0,71.0,191.0,859.0,1431.0,1850.0,4707.0,4220.0,25074.0,356.0,2.25216958129047,3.75186806848274,4.85042342885609,12.3410503133111,11.064209118796,65.7402794892635,6.78515007898894,8.81103380333723,5.78215346147836,6.24842362374056,14.069011501917,3.43450282304791,10.0,2678.0,35.0634802091113,15.6520847012475,1739.0,1032.333,790.0,1193.0,4138.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
223,South Dakota,2020/10/25 16:38:00+00,39203,28083,375,10745,32d3dfee-5d53-4855-abb8-99f1e2636209,245930,206727.0,0,18763.0,20440.0,,8136.0,6558.0,5488.0,5529.0,4236.0,2189.0,1619.0,1063,199.0,176.0,,2.0,7.0,12.0,30.0,53.0,72.0,199.0,863.0,1445.0,1864.0,4891.0,4440.0,25700.0,366.0,2.2013621406525,3.68594240236717,4.75473815779405,12.4760860138255,11.3256638522562,65.5562074331046,6.81674565560822,8.89723539190937,5.82591029848414,6.49267897678247,14.8024670778463,3.52024896515638,9.0,2251.0,47.2234562416704,15.9407148375554,1188.0,1062.333,847.857,1226.0,4222.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
224,South Dakota,2020/10/26 16:58:00+00,39741,28305,375,11061,e8a9837d-939a-465e-b128-be8c995f26e2,247094,207353.0,0,19095.0,20646.0,,8244.0,6642.0,5588.0,5622.0,4295.0,2217.0,1638.0,538,199.0,176.0,,2.0,7.0,12.0,30.0,53.0,72.0,199.0,864.0,1450.0,1875.0,4962.0,4576.0,26014.0,377.0,2.17407714954329,3.64862484587705,4.7180493696686,12.485845851891,11.5145567549886,65.4588460280315,6.82464454976303,8.92802167354227,5.86029067041725,6.58692968366277,15.2558759793299,3.56325901087853,0.0,1164.0,46.2199312714777,16.0833528940403,626.0,846.667,843.714,1233.0,4262.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
225,South Dakota,2020/10/27 16:55:00+00,40730,29167,375,11188,97766ac9-9d17-482e-a037-16ef522d9abf,249165,208435.0,0,19828.0,20902.0,,8470.0,6872.0,5757.0,5755.0,4394.0,2262.0,1657.0,989,199.0,176.0,,2.0,7.0,12.0,30.0,53.0,72.0,199.0,866.0,1460.0,1896.0,5133.0,4970.0,26405.0,395.0,2.12619690645716,3.58458138963909,4.65504542106555,12.6025042965873,12.2023078811687,64.8293641050822,6.84044233807267,8.98959423680808,5.92592592592593,6.81392786502237,16.5694282380397,3.61681610602935,0.0,2071.0,47.7547078705939,16.3465976361046,1082.0,863.3,896.3,1250.0,4313.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
226,South Dakota,2020/10/28 16:16:00+00,42000,29683,384,11933,e5cd882a-8e15-4ea8-87df-f7d15b5d8a4a,251296,209296.0,0,20430.0,21570.0,,8718.0,7078.0,5939.0,5922.0,4552.0,2331.0,1736.0,1270,205.0,179.0,,2.0,7.0,12.0,31.0,54.0,73.0,205.0,867.0,1464.0,1923.0,5309.0,5192.0,27245.0,412.0,2.06428571428571,3.48571428571429,4.57857142857143,12.6404761904762,12.3619047619048,64.8690476190476,6.84834123222749,9.0142232621144,6.01031411157993,7.04756342010593,17.309551591932,3.73187482706948,9.0,2131.0,59.5964335992492,16.7133579523749,861.0,932.333,993.857,1290.0,4434.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
227,South Dakota,2020/10/29 16:50:00+00,43000,30135,403,12462,9305123b-0fb3-4837-b931-8d2048ea2429,253507,210507.0,0,20902.0,22098.0,,8887.0,7243.0,6082.0,6081.0,4681.0,2385.0,1790.0,1000,213.0,190.0,,2.0,7.0,12.0,32.0,57.0,76.0,217.0,870.0,1482.0,1942.0,5470.0,5275.0,27961.0,413.0,2.02325581395349,3.44651162790698,4.51627906976744,12.7209302325581,12.2674418604651,65.0255813953488,6.87203791469194,9.12505387599286,6.0696983903735,7.2612868540176,17.5862643773962,3.8299486892894,19.0,2211.0,45.2284034373587,16.9620562745802,1211.0,1086.3,997.7,1327.0,4524.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
228,South Dakota,2020/10/30 16:48:00+00,44559,30624,415,13520,7b1e0529-794b-4f54-b698-541aaee4fc31,256656,212097.0,0,21662.0,22897.0,,9188.0,7521.0,6310.0,6316.0,4851.0,2484.0,1853.0,1559,217.0,198.0,,2.0,7.0,13.0,32.0,57.0,77.0,227.0,877.0,1494.0,1987.0,5692.0,5490.0,29019.0,403.0,1.96817702372136,3.35285800848313,4.45925626697188,12.7740748221459,12.320743284185,65.1248905944927,6.92733017377567,9.19894095191183,6.21034536646351,7.55598624736164,18.3030505084181,3.97486788793281,12.0,3149.0,49.5077802476977,17.3613708621657,1590.0,1276.333,1051.143,1366.0,4670.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
229,South Dakota,2020/10/31 05:05:00+00,45992,31194,425,14373,34934487-0f4e-4eab-bdfb-85fddbc144f2,259532,213540.0,0,22336.0,23656.0,,9440.0,7782.0,6523.0,6513.0,5009.0,2580.0,1926.0,1433,221.0,204.0,,2.0,7.0,13.0,34.0,57.0,78.0,234.0,880.0,1508.0,2016.0,5854.0,5708.0,30026.0,415.0,1.91337623934597,3.27883110106105,4.38337102104714,12.7283005740129,12.4108540615759,65.285267002957,6.95102685624013,9.28514254048396,6.30098452883263,7.77103715601811,19.0298383063844,4.11280137851306,10.0,2876.0,49.8261474269819,17.7211288010727,1443.0,1330.667,1121.714,1426.0,4793.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
230,South Dakota,2020/11/01 06:18:00+00,47324,33749,437,13138,f76c29c0-fc1b-4026-acc9-352f91ddb691,262165,214841.0,0,22336.0,23656.0,,9440.0,7782.0,6523.0,6513.0,5009.0,2580.0,1926.0,1332,221.0,204.0,,2.0,7.0,13.0,34.0,57.0,78.0,234.0,885.0,1520.0,2055.0,5967.0,6000.0,30897.0,421.0,1.87008705942017,3.21190093821317,4.3424055447553,12.6088242752092,12.678556335052,65.2882258473502,6.99052132701422,9.35902961640293,6.42287857477731,7.92104180217971,20.0033338889815,4.23210631425824,12.0,2633.0,50.5886821116597,18.0512272805294,1301.0,1441.333,1160.143,1426.0,4793.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
231,South Dakota,2020/11/02 17:47:00+00,47850,34087,438,13325,3622e4ba-515a-40ce-8bf0-7eaaa579d9c6,263137,215287.0,0,23226.0,24624.0,,9755.0,8118.0,6788.0,6790.0,5236.0,2703.0,2011.0,526,228.0,210.0,,2.0,7.0,13.0,34.0,61.0,80.0,241.0,888.0,1522.0,2070.0,6006.0,6096.0,31268.0,402.0,1.85579937304075,3.18077324973877,4.32601880877743,12.551724137931,12.7398119122257,65.3458725182863,7.01421800947867,9.37134412905609,6.46976090014065,7.97281331722664,20.3233872312052,4.28292391605097,1.0,972.0,54.1152263374486,18.1844438448413,446.0,1097.0,1158.429,1482.0,4967.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
232,South Dakota,2020/11/03 17:54:00+00,48854,35041,446,13367,74821c09-d9d6-4b03-a718-8972ad8fbd2e,265210,216356.0,0,23738.0,25116.0,,9933.0,8308.0,6942.0,6950.0,5335.0,2758.0,2058.0,1004,230.0,216.0,,2.0,7.0,15.0,35.0,62.0,82.0,243.0,894.0,1534.0,2094.0,6130.0,6217.0,31985.0,480.0,1.82994227698858,3.13996806812134,4.28624063536251,12.5475907806935,12.7256724116756,65.4705858271585,7.06161137440758,9.44523120497506,6.54477262072199,8.13742018558097,20.7267877979663,4.38113475293879,8.0,2073.0,48.4322238301978,18.4208740243581,1069.0,954.0,1160.571,1513.0,5057.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
233,South Dakota,2020/11/04 17:59:00+00,49791,35423,460,13908,5a85f4ae-1807-4844-9776-abcf87b3495f,266796,217005.0,0,24161.0,25630.0,,10076.0,8493.0,7079.0,7100.0,5434.0,2808.0,2116.0,937,238.0,222.0,,2.0,7.0,15.0,35.0,65.0,83.0,253.0,897.0,1551.0,2115.0,6297.0,6342.0,32589.0,483.0,1.80153039705971,3.1150207868892,4.24775561848527,12.6468638910646,12.7372416701814,65.4515876363198,7.08530805687204,9.54990456252694,6.61040787623066,8.3591084679614,21.1435239206534,4.46386745235336,14.0,2523.0,37.1383273880301,18.6625736517789,1586.0,822.333,1113.0,1536.0,5149.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
234,South Dakota,2020/11/05 17:47:00+00,51151,37059,482,13610,82c5cb09-ac45-4d60-87d0-385533cd996c,269136,217985.0,0,24823.0,26328.0,,10299.0,8723.0,7277.0,7303.0,5583.0,2903.0,2179.0,1360,252.0,230.0,,2.0,7.0,15.0,36.0,69.0,92.0,261.0,904.0,1555.0,2140.0,6491.0,6510.0,33551.0,475.0,1.76731637700143,3.04001876796153,4.18369142343258,12.6898789857481,12.727023909601,65.5920705362554,7.14060031595577,9.57453358783326,6.68854508516956,8.61663856845123,21.7036172695449,4.59563708287789,22.0,2340.0,58.1196581196581,19.0056328399025,980.0,1100.333,1164.429,1572.0,5302.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
235,South Dakota,2020/11/06 17:48:00+00,52639,37703,510,14426,cb418bb5-6810-4503-96a5-fd9fb01842a4,272190,219551.0,0,25518.0,27121.0,,10524.0,8999.0,7510.0,7507.0,5763.0,2978.0,2250.0,1488,263.0,247.0,,2.0,7.0,15.0,37.0,71.0,101.0,277.0,911.0,1573.0,2176.0,6675.0,6799.0,34505.0,493.0,1.73065597750717,2.98827865270997,4.13381713178442,12.6807120196052,12.9162788046885,65.5502574137047,7.19589257503949,9.68536420171172,6.80106266604157,8.86089392149314,22.6671111851975,4.72631091605918,28.0,3054.0,48.7229862475442,19.3390646239759,1566.0,1261.667,1154.286,1637.0,5471.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
236,South Dakota,2020/11/07 17:50:00+00,53976,38403,523,15050,c796a682-6bb0-48e8-a504-c719ab6dcf2a,274683,220707.0,0,26123.0,27853.0,,10781.0,9209.0,7701.0,7676.0,5916.0,3074.0,2294.0,1337,268.0,255.0,,2.0,8.0,15.0,38.0,72.0,103.0,285.0,920.0,1588.0,2209.0,6828.0,6989.0,35442.0,515.0,1.7044612420335,2.94204831777086,4.09255965614347,12.6500666963095,12.9483474136653,65.6625166740774,7.26698262243286,9.77772304661043,6.90420378184091,9.06399755744647,23.3005500916819,4.85465617988609,13.0,2493.0,53.6301644604894,19.6502877862846,1156.0,1395.0,1140.571,1680.0,5645.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
237,South Dakota,2020/11/08 18:29:00+00,55404,39118,536,15750,775c94c3-985a-47d3-b2b5-b542642d34ab,277035,221631.0,0,26754.0,28650.0,,11057.0,9423.0,7925.0,7862.0,6058.0,3171.0,2376.0,1428,273.0,263.0,,2.0,8.0,15.0,39.0,77.0,103.0,292.0,928.0,1606.0,2247.0,6973.0,7166.0,36484.0,546.0,1.67496931629485,2.89870767453613,4.05566385098549,12.5857338820302,12.9340841816475,65.8508410945058,7.33017377567141,9.88855366048888,7.02297233942804,9.25648139544145,23.8906484414069,4.99738378384302,13.0,2352.0,60.7142857142857,19.998917104337,924.0,1417.667,1154.286,1732.0,5800.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
238,South Dakota,2020/11/09 17:55:00+00,56311,39508,537,16266,a7ddecb2-5db2-4881-b2b7-d1e437222732,278803,222492.0,0,27177.0,29134.0,,11209.0,9580.0,8046.0,7983.0,6176.0,3224.0,2420.0,907,274.0,263.0,,2.0,8.0,15.0,39.0,77.0,104.0,292.0,932.0,1622.0,2270.0,7042.0,7403.0,37042.0,566.0,1.65509403136155,2.88043188719788,4.03118396050505,12.5055495373906,13.1466320967484,65.7811084867965,7.36176935229068,9.98706976171418,7.09485857165182,9.34807715283217,24.6807801300217,5.07381564853396,1.0,1768.0,51.3009049773756,20.197415379318,861.0,1224.0,1208.714,1761.0,5912.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
239,South Dakota,2020/11/10 18:03:00+00,57334,40199,540,16595,3c191380-5a48-4ce6-badc-b2ba4942da89,280699,223365.0,0,27642.0,29692.0,,11379.0,9772.0,8201.0,8108.0,6307.0,3283.0,2463.0,1023,276.0,264.0,,2.0,8.0,15.0,39.0,77.0,106.0,293.0,940.0,1628.0,2289.0,7150.0,7579.0,37748.0,607.0,1.63951581958349,2.83950186625737,3.99239543726236,12.4707852234276,13.2190323368333,65.8387693166358,7.42496050552923,10.0240132996737,7.15424285044538,9.49144442526981,25.2675445907651,5.17051976407483,3.0,1896.0,53.9556962025316,20.4254379246096,873.0,1119.333,1211.429,1802.0,6019.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
240,South Dakota,2020/11/11 06:05:00+00,58696,40668,567,17461,63b13e03-8910-4142-b5f8-101a1832ffb9,283120,224424.0,0,28240.0,30456.0,,11616.0,9996.0,8406.0,8314.0,6453.0,3346.0,2527.0,1362,293.0,274.0,,2.0,8.0,15.0,40.0,79.0,113.0,310.0,953.0,1640.0,2311.0,7327.0,7833.0,38632.0,543.0,1.62362000817773,2.7940575166962,3.9372359274908,12.4829630639226,13.3450320294398,65.8170914542729,7.52764612954186,10.0979003755926,7.22300359431161,9.72640745509817,26.1143523920653,5.29160537050278,27.0,2421.0,56.2577447335812,20.7318451539983,1059.0,1097.333,1272.143,1860.0,6178.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
241,South Dakota,2020/11/12 17:57:00+00,60716,41427,567,18722,9788e2c9-2f25-4762-a9d3-3209cf8c81a3,286088,225372.0,0,29218.0,31498.0,,11983.0,10347.0,8717.0,8584.0,6672.0,3430.0,2636.0,2020,293.0,274.0,,2.0,8.0,15.0,40.0,79.0,113.0,310.0,959.0,1667.0,2352.0,7592.0,8235.0,39911.0,551.0,1.57948481454641,2.74556953686014,3.87377297582186,12.5041175307991,13.5631464523355,65.733908689637,7.57503949447077,10.2641462964103,7.3511486169714,10.0781882624683,27.4545757626271,5.46679597075317,0.0,2968.0,68.0592991913747,21.2228405245938,948.0,1468.3,1366.4,1928.0,6419.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
242,South Dakota,2020/11/13 17:51:00+00,62327,43132,568,18627,dba1b5d5-6eca-4e90-9335-dace669b366b,288661,226334.0,0,29961.0,32336.0,,12307.0,10598.0,8930.0,8789.0,6844.0,3535.0,2707.0,1611,294.0,274.0,,2.0,8.0,15.0,40.0,79.0,113.0,311.0,970.0,1675.0,2395.0,7743.0,8474.0,41070.0,556.0,1.55630786015691,2.68743883068333,3.84263641760393,12.4231873826752,13.5960338216182,65.8943956872623,7.66192733017378,10.313404347023,7.4855446163463,10.278636948932,28.2513752292049,5.62554961085497,1.0,2573.0,62.6117372716673,21.5917633487032,962.0,1664.333,1384.0,2011.0,6606.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
243,South Dakota,2020/11/14 18:18:00+00,64182,44814,621,18747,15e9b7c8-54e1-484f-b552-95739948431d,291823,227641.0,0,30824.0,33358.0,,12638.0,10879.0,9189.0,9076.0,7069.0,3622.0,2787.0,1855,318.0,303.0,,2.0,9.0,15.0,42.0,82.0,126.0,345.0,979.0,1692.0,2445.0,7908.0,8745.0,42413.0,549.0,1.52534978654451,2.63625315509021,3.80947929325979,12.3212115546415,13.6253155090212,66.0823907014428,7.73301737756714,10.4180777045748,7.6418190342241,10.4976702818229,29.1548591431905,5.80950658985127,53.0,3162.0,58.6654016445288,21.9934686436641,1307.0,1828.667,1458.0,2075.0,6847.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
244,South Dakota,2020/11/15 06:10:00+00,65381,45377,644,19360,26accfba-c202-4884-a5da-69269b80dd68,294114,228733.0,0,31370.0,34011.0,,12854.0,11062.0,9357.0,9246.0,7226.0,3700.0,2837.0,1199,330.0,314.0,,2.0,9.0,15.0,42.0,85.0,129.0,362.0,984.0,1711.0,2474.0,8010.0,8907.0,43295.0,553.0,1.50502439546657,2.61696823236108,3.78397393738242,12.2512656582187,13.6232238723788,66.2195439041923,7.77251184834123,10.5350655747799,7.73245819659322,10.6330727057918,29.694949158193,5.93031824694341,23.0,2291.0,52.335224792667,22.2298156497141,1092.0,1555.0,1425.286,2112.0,6987.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
245,South Dakota,2020/11/16 06:01:00+00,66278,47495,644,18139,ab47f0a5-59cf-47da-a2ff-e302f88a11e9,296147,229869.0,0,31789.0,34489.0,,13005.0,11218.0,9480.0,9358.0,7340.0,3755.0,2872.0,897,330.0,314.0,,2.0,9.0,15.0,42.0,85.0,129.0,362.0,994.0,1719.0,2497.0,8096.0,8973.0,43999.0,560.0,1.499743504632,2.59362080931833,3.76746431696792,12.215214701711,13.5384290413108,66.3855276260599,7.85150078988941,10.5843236253925,7.804344428817,10.747235533844,29.9149858309718,6.02674841314847,0.0,2033.0,44.1219872110182,22.3801017737813,1136.0,1317.0,1359.25,2147.0,7103.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
246,South Dakota,2020/11/17 17:52:00+00,67284,48016,644,18624,0376e324-522d-4c2a-b2f1-c521921a2a69,298359,231075.0,0,32233.0,35051.0,,13142.0,11387.0,9620.0,9529.0,7458.0,3825.0,2936.0,1006,330.0,314.0,,2.0,9.0,15.0,42.0,85.0,129.0,362.0,997.0,1732.0,2516.0,8164.0,9072.0,44803.0,582.0,1.48177872896974,2.57416324832055,3.73937340229475,12.1336424707211,13.4831460674157,66.5878960822781,7.87519747235387,10.6643679576381,7.86372870761056,10.8375038164899,30.24504084014,6.13687604614403,0.0,2212.0,45.4792043399638,22.5513559168653,1206.0,1034.0,1421.4,2186.0,7201.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
247,South Dakota,2020/11/18 17:41:00+00,68671,48757,674,19240,37bcf74e-02c4-4daa-b87b-24018f82894c,300973,232302.0,0,32843.0,35828.0,,13365.0,11613.0,9824.0,9704.0,7611.0,3918.0,3031.0,1387,346.0,328.0,,2.0,9.0,15.0,42.0,87.0,140.0,379.0,1011.0,1744.0,2547.0,8341.0,9309.0,45719.0,593.0,1.47223718891526,2.53964555634839,3.7089892385432,12.1463208632465,13.5559406445224,66.5768665084242,7.98578199052133,10.738255033557,7.9606188466948,11.0724668463182,31.0351725287548,6.26234484194493,30.0,2614.0,53.0604437643458,22.8163323620391,1227.0,1096.667,1425.0,2248.0,7357.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
248,South Dakota,2020/11/19 17:54:00+00,69742,51153,705,17884,ded26bf9-ff08-49dc-90c4-be28aa7dfd89,303269,233527.0,0,33320.0,36422.0,,13530.0,11771.0,9995.0,9862.0,7728.0,3977.0,3095.0,1071,362.0,343.0,,2.0,9.0,15.0,45.0,93.0,147.0,394.0,1017.0,1754.0,2577.0,8487.0,9418.0,46489.0,578.0,1.45823176851825,2.51498379742479,3.69504746064065,12.1691376788736,13.5040578130825,66.6585414814602,8.03317535545024,10.7998275968229,8.05438349742147,11.266278159058,31.398566427738,6.36781533623172,31.0,2296.0,46.6463414634146,22.9967454635983,1225.0,1154.667,1289.429,2289.0,7495.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
249,South Dakota,2020/11/20 17:54:00+00,71070,51922,741,18407,f5a6c562-e67f-4abb-b7be-c7cfcfd80318,306869,235799.0,0,33967.0,37103.0,,13755.0,11975.0,10173.0,10045.0,7889.0,4066.0,3162.0,1328,377.0,364.0,,2.0,9.0,15.0,46.0,97.0,155.0,417.0,1024.0,1768.0,2610.0,8649.0,9583.0,47436.0,574.0,1.44083298156747,2.48768819473758,3.67243562684677,12.1696918531026,13.4838891233995,66.7454622203461,8.08846761453396,10.886029185395,8.15752461322082,11.4813290677145,31.9486581096849,6.49753034673767,36.0,3600.0,36.8888888888889,23.1597196197726,2272.0,1262.0,1249.0,2350.0,7655.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
