OBJECTID,CYCLE,ID_305b,Water_Name,LOCATION_DESCRIPTION,WATER_SIZE,SIZE_UNIT,WATER_TYPE,HUC_8,HU_8_Name,CLASS_ID,CLASS_NAME,Aquatic_Life_Attainment_Code,Aquatic_Life_Attainment,Recreation_Attainment_Code,Recreation_Attainment,Fish_Consumptin_Attainment_Code,Fish_Consumption_Attainment,Drinking_Water_Attainment_Code,Drinking_Water_Attainment,Impaired,Shape__Length
973,2018,CT7000-17_01,"Unnamed trib, Muddy Brook (Westport)-01","Mouth Muddy Brook DS Route 1 crossing, US to HW US North Ave crossing near Staples High School, Westport.",1.13,Miles,RIVER,1100006,Saugatuck,48,Inland Surface Waters Class A,X,UNASSESSED,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,5985.75501291728
974,2018,CT7000-18_01,"Unnamed trib, Sherwood Millpond LIS (Westport)-01","Mouth Sherwood Millpond (LIS) near Grove Point and along I95 and RR crossings, US to HW US Route 1 and Cresent Road crossings, Westport.",2.33,Miles,RIVER,1100006,Saugatuck,48,Inland Surface Waters Class A,X,UNASSESSED,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,12305.8425142248
975,2018,CT7000-22_01,Indian River (Westport)-01,"Mouth Saugatuck River (head Burritt Cove, Saugatuck River Estuary, just DS Saugatuck Avenue (Route 136) crossing), US to I95 crossing, Westport.",0.53,Miles,RIVER,1100006,Saugatuck,48,Inland Surface Waters Class A,X,UNASSESSED,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,2788.78073231771
976,2018,CT7000-22_02,Indian River (Westport)-02,"I95 crossing, Westport, US to HW (river portions in concrete channels and pipes), Norwalk. (Segment made from site map, actual hydro must be mapped to confirm underground portions).",0.94,Miles,RIVER,1100006,Saugatuck,48,Inland Surface Waters Class A,I,INSUFFICIENT INFORMATION,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,4952.84765803675
977,2018,CT7000-29_01,Unnamed trib to Farm Creek LIS (Norwalk)-01,"Mouth Farm River (LIS) DS Route 136 crossing, US to HW at unnamed pond US Roton Middle School and RR crossing, Norwalk.",1.07,Miles,RIVER,1100006,Saugatuck,48,Inland Surface Waters Class A,X,UNASSESSED,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,5674.17769362118
978,2018,CT7102-00_01,Bruce Brook (Bridgeport/Stratford)-01,"Mouth on Bridgeport Harbor at Route 113 crossing, US to Bruce Pond outlet, just US of Stratford Avenue and RR crossings, Bridgeport/Stratford town line.",0.87,Miles,RIVER,1100006,Saugatuck,49,Inland Surface Waters Class B,X,UNASSESSED,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,4586.46048386071
986,2018,CT7106-00_01,Rooster River (Fairfield)-01,"Mouth at confluence with Ash Creek (US of I95 crossing, in area near end of Fairchild Avenue), Fairfield/Bridgeport town border, US to headwaters at confluence of Londons Brook and Horse Tavern Brook (US of Cornell Road crossing), Fairfield.",2.69,Miles,RIVER,1100006,Saugatuck,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,14214.4889525683
987,2018,CT7107-00_01,Cricker Brook (Fairfield)-01,"From mouth at confluence with Swamp Mortar Reservoir (Mill River) parallel to Route 58 (Black Rock Turnpike), US to Hemlock Reservoir outlet dam, Fairfield. ",1.69,Miles,RIVER,1100006,Saugatuck,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,8930.0216645773
991,2018,CT7108-00_02b,Mill River (Fairfield/Easton)-02b,"From confluence with unnamed tributary (US of South Park Avenue crossing, DS of Easton Reservoir and Canoe Brook confluence), US to Easton Reservoir outlet dam (Lakeview Drive crossing on dam), Easton.",0.54,Miles,RIVER,1100006,Saugatuck,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,2846.68299457083
993,2018,CT7108-05_02,"Unnamed tributary, Easton Reservoir (Snow Farm)-02","From confluence with unnamed tributary to Easton Reservoir (east of Sport Hill Road (Route 59)), US to outlet of pond on Phil Snow's farm, Easton. (Unnamed tributary flows into Easton Reservoir from western side)",0.3,Miles,RIVER,1100006,Saugatuck,50,Inland Surface Waters Class AA,N,NOT SUPPORTING,I,INSUFFICIENT INFORMATION,F,FULLY SUPPORTING,I,INSUFFICIENT INFORMATION,Yes,1605.40627678694
994,2018,CT7109-00_01,Sasco Brook (Westport/Fairfield)-01,"Bulkely Pond OUTLET dam (US Post Road East (Route 1) crossing), Westport/Fairfield town border, US to Hulls Farm Road crossing (just DS Great Brook confluence), Westport/Fairfield town border. (Segment includes Buckley Pond).",1.42,Miles,RIVER,1100006,Saugatuck,48,Inland Surface Waters Class A,N,NOT SUPPORTING,F,FULLY SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,7496.04809099975
996,2018,CT7109-00-trib_01,"Unnamed tributary, Sasco Brook (Westport)-01","Mouth Sasco Brook (US Old Road crossing), Westport/Fairfield town border, US to HW (US Bulkley Avenue crossing), Westport.",0.34,Miles,RIVER,1100006,Saugatuck,48,Inland Surface Waters Class A,X,UNASSESSED,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,1789.99972106614
998,2018,CT7109-06_01,Great Brook (Fairfield)-01,"Mouth at confluence with Sasco Brook (just US of Hulls Farm Road crossing of Sasco Brook, east bank), US to first confluence with unnamed brook (just US of Morehouse Lane crossing, DS of marsh), Fairfield.",0.72,Miles,RIVER,1100006,Saugatuck,48,Inland Surface Waters Class A,X,UNASSESSED,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,3775.73497520259
999,2018,CT7109-06_02,Great Brook (Fairfield)-02,"First confluence with unnamed brook (just US of Morehouse Lane crossing, DS of marsh), US to headwaters at marsh (US of Congress Street crossing, southwest of Cross highway and Hillside road intersection), Fairfield.",2.2,Miles,RIVER,1100006,Saugatuck,48,Inland Surface Waters Class A,X,UNASSESSED,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,11592.3515656329
1003,2018,CT7200-20-trib_02,Unnamed tributary Hawleys Brook 7200-20-trib (Easton)-02 ,"Confluence with main unnamed tributay 7200-20 to Hawleys Brook, US into private property (Golf course), Easton. (Entire segement is west of Blackrock Turnpike (Route 58), AND southwest out of golf course property)",0.56,Miles,RIVER,1100006,Saugatuck,48,Inland Surface Waters Class A,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,2946.37193933592
1010,2018,CT7203-04_01,Cobbs Mill Brook (Weston)-01,"Mouth at confluence with West Branch Saugatuck River just DS of Cobb Mill Road crossing, US to confluence with unnamed tributary parallel to Route 57 (on west side behind houses) at Hillside Road intersection, Weston.",0.89,Miles,RIVER,1100006,Saugatuck,48,Inland Surface Waters Class A,X,UNASSESSED,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,4711.88852274442
1011,2018,CT7300-00_01,Norwalk River (Norwalk/Wilton)-01,"Wall Street (Commerce Street) crossing (head of estuary/saltwater limit), Norwalk, US to confluence Bryant Brook (DS Wolfpit Road crossing), Wilton. (Segment includes Winnipauk Mill Pond, Deering Pond)",5.63,Miles,RIVER,1100006,Saugatuck,49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,29738.3105068583
1012,2018,CT7300-00_02,Norwalk River (Wilton)-02,"Confluence Bryant Brook (DS Wolfpit Road crossing), US to Old Mill Road crossing (between Danbury Road (Route 7) and RialRoad tracks southeast, Georgetown), Wilton.",5.61,Miles,RIVER,1100006,Saugatuck,49,Inland Surface Waters Class B,F,FULLY SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,29634.4094568342
1014,2018,CT7300-00_03b,Norwalk River (Redding)-03b,"From confluence with Georgetown POTW outfall, US to EXIT of undergound (pipe) section (just US of RailRoad crossing), Redding.",0.2,Miles,RIVER,1100006,Saugatuck,49,Inland Surface Waters Class B,I,INSUFFICIENT INFORMATION,N,NOT SUPPORTING,I,INSUFFICIENT INFORMATION,,Water Not Classified For Drinking Supply,Yes,1053.59583890748
1017,2018,CT7300-00_05,Norwalk River (Ridgefield)-05,"Confluence Cooper Pond Brook (DS Branchville Road, east of intersection Route 7), US to HW at Little Pond outlet dam (US confluence Ridgefield Brook, west, on west side parallel to Route 7), Ridgefield.",4.85,Miles,RIVER,1100006,Saugatuck,49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,25633.9528668839
1018,2018,CT7300-02_01,Ridgefield Brook (Ridgefield)-01,"From confluence with Norwalk River (DS of headwaters at Little Pond outlet dam, west side of Route 7), US to Taylors Pond outlet dam (US of Limestone Road crossing), Ridgefield.",1.05,Miles,RIVER,1100006,Saugatuck,49,Inland Surface Waters Class B,N,NOT SUPPORTING,F,FULLY SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,5544.92030038691
1019,2018,CT7300-02_02,Ridgefield Brook (Ridgefield)-02,"INLET Taylor Pond (southwest portion pond, east Barrow Mountain), US (south) to HW at outlet Lounsebury Pond in southwest portion Great Swamp, Ridgefield. (Segment includes outfall Ridgefield POTW, upper Great Swamp area)",3.22,Miles,RIVER,1100006,Saugatuck,49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,16999.0605475546
1020,2018,CT7300-07_01,Cooper Pond Brook-01,"From mouth at confluence with Norwalk River (DS of Ethan Allen Highway (Route 7) crossing), US to Candees Pond outlet dam, Ridgefield.",0.41,Miles,RIVER,1100006,Saugatuck,48,Inland Surface Waters Class A,N,NOT SUPPORTING,I,INSUFFICIENT INFORMATION,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,2169.23139031951
1021,2018,CT7300-07_02,Cooper Pond Brook-02,"From INLET to Candees Pond, US to headwaters at unnamed pond (on south side of Florida Hill Road, at intersection with Ivy Hill Road), Ridgefield. (Segment includes Grimes Pond and Johns Pond)",1.89,Miles,RIVER,1100006,Saugatuck,48,Inland Surface Waters Class A,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,9956.05849501461
1022,2018,CT7301-00_01,Comstock Brook (Wilton)-01,"From mouth at confluence with Norwalk River (segment-02, just DS of Lovers Lane crossing), US to confluence with Barretts Brook (outlet for Popes Pond, parallel to Route 33, at intersection with Signal Hill Road), Wilton.",2.02,Miles,RIVER,1100006,Saugatuck,48,Inland Surface Waters Class A,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,10682.7603367385
1026,2018,CT7302-13_01,Belden Hill Brook (Wilton)-01,"Mouth Perry Pond section of Silvermine River, Wilton/Norwalk town line, US to OUTLET City Lake (South Norwalk Res) US of Route 106 crossing, Wilton.",1.47,Miles,RIVER,1100006,Saugatuck,48,Inland Surface Waters Class A,X,UNASSESSED,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,7771.52174075349
1027,2018,CT7302-13_trib_01,Unnamed tributary Belden Hill Brook-01,"From mouth at confluence with Beldon Hill Brook (DS of Belden Hill Brook crossing of New Canaan Road (Route 106), DS of South Norwalk Reservoir), US to discharge source at Sisters of Notre Dame (discharge of private STPl), Wilton.",0.4,Miles,RIVER,1100006,Saugatuck,48,Inland Surface Waters Class A,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,2115.1111827756
1028,2018,CT7401-00_01,Fivemile River (New Canaan)-01,"INLET Jacob Pond (DS Amtrack crossing and Carolyn Court crossing), Norwalk/Darien town border, US to Old Norwalk Road crossing (0.2 Mi DS POTW), New Canaan.",5.62,Miles,RIVER,1100006,Saugatuck,49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,29670.1716831603
1029,2018,CT7401-00_02,Fivemile River (New Canaan)-02,"Old Norwalk Road crossing (0.2 Mi DS POTW), US to confluence New Canaan POTW outfall, New Canaan.",0.23,Miles,RIVER,1100006,Saugatuck,49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,1218.18456143034
1030,2018,CT7401-00_03,Fivemile River (New Canaan)-03,"From confluence with New Canaan POTW outfall, US to confluence with unnamed tributary (US of New Norwalk Road (Route 123) crossing, on northeastern side of Parade Hill Road, near Cemetary), New Canaan.",1.82,Miles,RIVER,1100006,Saugatuck,48,Inland Surface Waters Class A,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,9602.98082352155
1031,2018,CT7401-00_04,Fivemile River (New Canaan)-04,"Confluence unnamed tributary (US New Norwalk Road (Route 123) crossing, on northeastern side Parade Hill Road, near Cemetary), US to HW at New Canaan Reservoir dam outlet (US Counrty Club Raod crossing), New Canaan.",1.69,Miles,RIVER,1100006,Saugatuck,48,Inland Surface Waters Class A,N,NOT SUPPORTING,F,FULLY SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,8925.99101567181
1033,2018,CT7401-02_01,Unnamed tributary to Fivemile River (New Canaan)-01,"Mouth at confluence with Five Mile river, DS of Glen Drive crossing, US to OUTLET of Taeger Pond, just US of Route 123 crossing, New Canaan. (includes Field Club Pond)",0.2,Miles,RIVER,1100006,Saugatuck,48,Inland Surface Waters Class A,X,UNASSESSED,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,1063.35265424973
1035,2018,CT7401-06_01,Keelers Brook (Norwalk)-01,"Mouth Fivemile River Darien/Norwalk town line, just DS Rowayton Avenue crossing (Woodchuck Lane intersection) US to unnamed tributary, .3 miles US Flax Hill Road crossing and just DS I95, Norwalk.",1.08,Miles,RIVER,1100006,Saugatuck,48,Inland Surface Waters Class A,I,INSUFFICIENT INFORMATION,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,5715.99156795884
1036,2018,CT7401-07_01,"Unnamed trib, Keelers Brook (Norwalk)-01","Mouth Keelers Brook .3 miles US Flax Hill Road crossing and just DS I95, US to OUTLET Scribner Pond just US Gillys Lane crossing, Norwalk.",1.03,Miles,RIVER,1100006,Saugatuck,48,Inland Surface Waters Class A,X,UNASSESSED,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,5455.26444518306
1037,2018,CT7403-00_01,Noroton River-01,"From Post Road (Route 1) crossing (saltwater limit at head of Holly Pond), US to southwestern corner of St. John's Cemetary (river bend to west), Stamford/Darien town border.",2.3,Miles,RIVER,1100006,Saugatuck,49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,12119.4748886216
1038,2018,CT7403-00_02,Noroton River-02,"From southwestern corner of St. John's Cemetary (river bend to west), Stamford/Darien town border, US to Merritt Parkway (Route 15) crossing (US of Raymonds Pond), New Canaan.",2.61,Miles,RIVER,1100006,Saugatuck,49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,13759.6110144497
1039,2018,CT7403-00_03,Noroton River-03,"From Merritt Parkway (Route 15) crossing (US of Raymonds Pond), US to headwaters (US of West Road crossing), New Canaan.",4.44,Miles,RIVER,1100006,Saugatuck,48,Inland Surface Waters Class A,X,UNASSESSED,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,23427.0998450407
1041,2018,CT7405-00_01,Rippowam River-01,"From Rippowam River West Branch dam (head of tide, US of Route 1 and Main Street crossings), US to Merritt Parkway (Route 15) crossing (mid-way between exit 34 and exit 35), Stamford.",5.22,Miles,RIVER,1100006,Saugatuck,48,Inland Surface Waters Class A,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,27587.9719431152
1042,2018,CT7405-00_02,Rippowam River-02,"From Merritt Parkway (Route 15) crossing (mid-way between exit 34 and exit 35), US to North Stamford Reservoir dam outlet (US of Interlaken Road crossing), Stamford.",2.09,Miles,RIVER,1100006,Saugatuck,48,Inland Surface Waters Class A,N,NOT SUPPORTING,I,INSUFFICIENT INFORMATION,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,11022.5222139506
1048,2018,CT7411-00_01,Byram River-01,"From head of tide (US of Route 1 crossing, at INLET to ponded portion of river, just DS of Upland Street East area), US to Pemberwick outlet dam (US of Comly Avenue crossing, and US of confluence with Pemberwick Brook, Greenwich.",0.49,Miles,RIVER,1100006,Saugatuck,49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,2604.56965518462
1054,2018,CT8104-00_01,Titicus River-01,"From New York state border (in large marsh along north side of North Salem Road (Route 116)), US to headwaters (at unnamed marsh, US of Old West Mountain Road crossing), Ridgefield. (Segment includes several ponds and marshes) ",6.34,Miles,RIVER,2030101,"Lower Hudson. Connecticut, New Jersey, New York.",50,Inland Surface Waters Class AA,F,FULLY SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,I,INSUFFICIENT INFORMATION,Yes,33474.3824546922
1065,2018,CT4004-02_01,Farm Brook (South Windsor)-01,"Mouth at Confluence Plum Gulley Brook DS Winterberry Ln crossing and Petersen Pond (also below unnamed tributary confluence) running parallel to Route 30, US under Route 30 to HW above Krawski Pond near Tallwood Dr (segment includes both small ponds), Sou",1.61,Miles,RIVER,1080205,Lower Connecticut,48,Inland Surface Waters Class A,N,NOT SUPPORTING,X,UNASSESSED,X,UNASSESSED,,Water Not Classified For Drinking Supply,Yes,8492.9533069818
1096,2018,CT7102-00_02,Bruce Brook (Bridgeport/Stratford)-02,"OUTLET to Bruce Pond (includes pond) just US of RR crossing, Bridgeport, US to Class B watershed boundary just US of State Highway 108 (Nichols Avenue) crossing, Stratford.",2.2,Miles,RIVER,1100006,Saugatuck,49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,11111.7461641518
1097,2018,CT7102-00_03,Bruce Brook (Stratford)-03,"Class B watershed boundary just US of State Highway 108 (Nichols Avenue) crossing, US through Wooster Park (including Wooster Park Pond) to HW above small private impoundment (in yard) directly south of football field at Bunnell High School, Stratford. Th",1.1,Miles,RIVER,1100006,Saugatuck,48,Inland Surface Waters Class A,X,UNASSESSED,N,NOT SUPPORTING,X,UNASSESSED,,Water Not Classified For Drinking Supply,Yes,5430.31709328791
