OBJECTID,COMPKEY,COMPTYPE,UNITID,UNITID2,UNITIDSORT,UNITDESC,STNAME_ORD,ONSTREET,XSTRLO,XSTRHI,ARTCLASS,ARTDESCRIP,OWNER,BLOCKNBR,SPEEDLIMIT,SEGDIR,ONEWAY,ONEWAYDIR,FLOW,SEGLENGTH,SURFACEWID,SURFACED_1,INTRLO,DIRLO,INTKEYLO,INTRHI,DIRHI,INTKEYHI,GIS_MID_X,GIS_MID_Y,SGNDBKROUT,NGHBRHDGRN,NATIONHWYS,STREETTYPE,MJTRK_STR_,PVMTCONDIN,PVMTCOND_1,TRANCLASS,TRANDESCRI,FREIGHTCLASS,SHAPE_Length
392,11181,68,08015,1231,080151231,LAKE CITY WAY NE BETWEEN 30TH N AVE NE AND 31ST AVE NE,LAKE CITY WAY NE,LAKE CITY WAY NE,30TH N AVE NE,31ST AVE NE,1, , ,12300,30,NE,N, , ,489.0,0,,30TH AVE NE AND LAKE CITY N WAY NE,NE,36647,31ST AVE NE AND LAKE CITY WAY NE,SW,36644,1280436.40338796,265421.00717184, , , ,Main, ,0,0,2, ,1,488.527507059067
393,11144,68,08015,0780,080150780,LAKE CITY WAY NE BETWEEN 12TH AVE NE AND NE 80TH ST,LAKE CITY WAY NE,LAKE CITY WAY NE,12TH AVE NE,NE 80TH ST,1, , ,7800,30,NE,N, , ,636.0,0,,12TH AVE NE AND LAKE CITY WAY NE,NE,24409,LAKE CITY WAY NE AND NE 80TH ST,SW,24398,1275678.51800708,253765.54687192, , , ,Regional, ,0,0,2, ,1,635.511274678132
394,615986,68,08015,1030,080151030,LAKE CITY WAY NE BETWEEN NE 104TH WAY AND 24TH AVE NE,LAKE CITY WAY NE,LAKE CITY WAY NE,NE 104TH WAY,24TH AVE NE,1, , ,0,35,N,N, , ,126.0,0,,LAKE CITY WAY NE AND NE 104TH WAY,N,615985,24TH AVE NE AND LAKE CITY WAY NE ,S,37612,1278917.04799441,260381.73356669, , , , , ,0,0,2, ,1,125.865190219048
395,11156,68,08015,0910,080150910,LAKE CITY WAY NE BETWEEN NE 91ST ST AND NE 92ND ST,LAKE CITY WAY NE,LAKE CITY WAY NE,NE 91ST ST,NE 92ND ST,1, , ,9100,30,N,N, , ,333.0,0,,LAKE CITY WAY NE AND NE 91ST ST,N,37750,LAKE CITY WAY NE AND NE 92ND ST,S,37744,1277860.13093732,257090.76601131, , , ,Regional, ,0,0,2, ,1,332.600000477687
396,11157,68,08015,0920,080150920,LAKE CITY WAY NE BETWEEN NE 92ND ST AND RAVENNA WR AVE NE,LAKE CITY WAY NE,LAKE CITY WAY NE,NE 92ND ST,RAVENNA WR AVE NE,1, , ,9200,35,N,N, , ,175.0,0,,LAKE CITY WAY NE AND NE 92ND ST,N,37744,LAKE CITY WAY NE AND RAVENNA WR AVE NE,S,37781,1277848.69861731,257344.32754758, , , ,Regional, ,0,0,2, ,1,175.043880697558
397,11180,68,08015,1230,080151230,LAKE CITY WAY NE BETWEEN NE 123RD ST AND 30TH N AVE NE,LAKE CITY WAY NE,LAKE CITY WAY NE,NE 123RD ST,30TH N AVE NE,1, , ,12300,30,NE,N, , ,92.0,0,,LAKE CITY WAY NE AND NE 123RD ST,NE,36612,30TH AVE NE AND LAKE CITY N WAY NE,SW,36647,1280323.68133985,265153.49485157, , , ,Main, ,0,0,2, ,1,92.0552803032963
398,11155,68,08015,0900,080150900,LAKE CITY WAY NE BETWEEN NE 90TH ST AND NE 91ST ST,LAKE CITY WAY NE,LAKE CITY WAY NE,NE 90TH ST,NE 91ST ST,1, , ,9000,35,N,N, , ,333.0,0,,LAKE CITY WAY NE AND NE 90TH ST,N,37751,LAKE CITY WAY NE AND NE 91ST ST,S,37750,1277875.11276135,256758.46930698, , , ,Regional, ,0,0,2, ,1,332.668648096784
399,11185,68,08015,1300,080151300,LAKE CITY WAY NE BETWEEN NE 130TH ST AND NE 133RD ST,LAKE CITY WAY NE,LAKE CITY WAY NE,NE 130TH ST,NE 133RD ST,1, , ,13000,30,N,N, , ,676.0,0,,LAKE CITY WAY NE AND NE 130TH ST,N,36052,LAKE CITY WAY NE AND NE 133RD ST,S,36043,1281211.15494075,267424.3213499, , , ,Regional, ,0,0,2, ,1,676.431783860479
400,11189,68,08015,1400,080151400,LAKE CITY WAY NE BETWEEN NE 140TH ST AND NE 143RD ST,LAKE CITY WAY NE,LAKE CITY WAY NE,NE 140TH ST,NE 143RD ST,1, , ,14000,35,N,N, , ,667.0,0,,LAKE CITY WAY NE AND NE 140TH ST,N,36007,LAKE CITY WAY NE AND NE 143RD ST,S,36001,1281383.94636494,270060.00096859, , , ,Regional, ,0,0,2, ,1,667.323683497264
401,11147,68,08015,0810,080150810,LAKE CITY WAY NE BETWEEN 16TH AVE NE AND NE 82ND ST,LAKE CITY WAY NE,LAKE CITY WAY NE,16TH AVE NE,NE 82ND ST,1, , ,8100,35,NE,N, , ,125.0,0,,16TH AVE NE AND LAKE CITY WAY NE,NE,24754,LAKE CITY WAY NE AND NE 82ND ST,SW,24755,1276510.28152794,254593.52671276, , , ,Regional, ,0,0,2, ,1,124.792373970859
402,11165,68,08015,1100,080151100,LAKE CITY WAY NE BETWEEN NE 110TH ST AND NE NORTHGATE WAY,LAKE CITY WAY NE,LAKE CITY WAY NE,NE 110TH ST,NE NORTHGATE WAY,1, , ,11000,35,N,N, , ,760.0,0,,LAKE CITY WAY NE AND NE 110TH ST,N,36665,LAKE CITY WAY NE AND NE NORTHGATE WAY,S,36659,1279106.9132746,262226.10566458, , , ,Regional, ,0,0,2, ,1,760.367167417538
403,11163,68,08015,1040,080151040,LAKE CITY WAY NE BETWEEN 24TH AVE NE AND NE 107TH ST,LAKE CITY WAY NE,LAKE CITY WAY NE,24TH AVE NE,NE 107TH ST,1, , ,10400,35,N,N, , ,786.0,0,,24TH AVE NE AND LAKE CITY WAY NE ,N,37612,LAKE CITY WAY NE AND NE 107TH ST,S,36671,1278922.43756242,260838.00537515, , , ,Regional, ,0,0,2, ,1,786.764039231619
404,11152,68,08015,0860,080150860,LAKE CITY WAY NE BETWEEN 20TH AVE NE AND NE 88TH ST,LAKE CITY WAY NE,LAKE CITY WAY NE,20TH AVE NE,NE 88TH ST,1, , ,8600,35,NE,N, , ,405.0,0,,20TH AVE NE AND LAKE CITY WAY NE,NE,37769,LAKE CITY WAY NE AND NE 88TH ST,SW,37763,1277676.38540114,255761.97010596, , , ,Regional, ,0,0,2, ,1,405.11930973551
405,10993,68,09777,0740,097770740,SR522 BETWEEN LAKE CITY WY ON RP AND 12TH AVE NE,SR522,SR522,LAKE CITY WY ON RP,12TH AVE NE,1, ,WSDOT,7400,30,NE,N, , ,1298.0,0,,LAKE CITY WY ON RP AND SR522,NE,491945,12TH AVE NE AND LAKE CITY WAY NE,SW,24409,1275260.25247066,252956.68626308, , , ,Regional, ,0,0,2, ,1,1298.29327097737
406,3734,68,01610,0800,016100800,25TH AVE NE BETWEEN NE 80TH ST AND RAVENNA S AVE NE,25TH AVE NE,25TH AVE NE,NE 80TH ST,RAVENNA S AVE NE,1, , ,8000,30,NW,N, , ,407.0,0,,25TH AVE NE AND NE 80TH ST,NW,24637,25TH AVE NE AND RAVENNA S AVE NE,SE,24625,1278893.92012239,254109.61925626, , , ,Regional, ,0,0,3, ,2,407.480812214831
407,12471,68,09380,0830,093800830,RAVENNA AVE NE BETWEEN NE 83RD ST AND 25TH N AVE NE,RAVENNA AVE NE,RAVENNA AVE NE,NE 83RD ST,25TH N AVE NE,1, , ,8200,30,N,N, , ,198.0,0,,RAVENNA AVE NE AND NE 83RD ST,N,24614,25TH AVE NE AND RAVENNA N AVE NE,S,24613,1278853.26354635,255038.45272921, , , ,Regional, ,0,0,3, ,2,197.978765175259
408,12476,68,09380,0900,093800900,RAVENNA AVE NE BETWEEN NE 90TH ST AND NE 92ND ST,RAVENNA AVE NE,RAVENNA AVE NE,NE 90TH ST,NE 92ND ST,1, , ,9000,30,NW,N, , ,818.0,0,,RAVENNA AVE NE AND NE 90TH ST,NW,37755,RAVENNA AVE NE AND NE 92ND ST,SE,37743,1278110.80818558,256883.3640271, , , ,Regional, ,0,0,3, ,2,817.515948350899
409,12470,68,09380,0820,093800820,RAVENNA AVE NE BETWEEN NE 82ND ST AND NE 83RD ST,RAVENNA AVE NE,RAVENNA AVE NE,NE 82ND ST,NE 83RD ST,1, , ,8200,30,N,N, , ,347.0,0,,RAVENNA AVE NE AND NE 82ND ST,N,24624,RAVENNA AVE NE AND NE 83RD ST,S,24614,1278823.41970631,254767.42008893, , , ,Regional, ,0,0,3, ,2,347.35193673968
410,12472,68,09380,0849,093800849,RAVENNA AVE NE BETWEEN 25TH N AVE NE AND NE 85TH ST,RAVENNA AVE NE,RAVENNA AVE NE,25TH N AVE NE,NE 85TH ST,1, , ,0,30,N,N, , ,107.0,0,,25TH AVE NE AND RAVENNA N AVE NE,N,24613,RAVENNA AVE NE AND NE 85TH ST,S,37780,1278817.8017863,255186.13304937, , , ,Regional, ,0,0,0, ,2,106.9866969473
411,12469,68,09380,0804,093800804,RAVENNA AVE NE BETWEEN 25TH S AVE NE AND NE 82ND ST,RAVENNA AVE NE,RAVENNA AVE NE,25TH S AVE NE,NE 82ND ST,1, , ,8000,30,N,N, , ,302.0,0,,25TH AVE NE AND RAVENNA S AVE NE,N,24625,RAVENNA AVE NE AND NE 82ND ST,S,24624,1278788.02252227,254445.25823261, , , ,Regional, ,0,0,3, ,2,301.979003137624
412,17895,68,13785,0220,137850220,NE 95TH ST BETWEEN LAKE CITY WAY NE AND RAVENNA AVE NE,NE 95TH ST,NE 95TH ST,LAKE CITY WAY NE,RAVENNA AVE NE,2, , ,2200,30,E,N, , ,142.0,0,,LAKE CITY WAY NE AND NE 95TH ST,E,37733,RAVENNA AVE NE AND NE 95TH ST,W,37732,1277992.04933746,257916.62367617, , , ,Mixed, ,0,0,3, ,2,141.831805394262
413,18284,68,14315,0010,143150010,NW 39TH ST BETWEEN 1ST E AVE NW AND 1ST W AVE NW,NW 39TH ST,NW 39TH ST,1ST E AVE NW,1ST W AVE NW,2, , ,100,30,W,N, , ,115.0,0,,1ST AVE NW AND NW 39TH E ST,W,26670,1ST AVE NW AND NW 39TH W ST,E,26671,1264815.02967596,242333.57086021, , , ,Commercial, ,0,0,3, ,2,114.835924180144
414,10570,68,06890,0380,068900380,FREMONT WAY N BETWEEN N 38TH ST AND FREMONT LN N,FREMONT WAY N,FREMONT WAY N,N 38TH ST,FREMONT LN N,2, , ,3800,30,NW,N, , ,282.0,0,,FREMONT WAY N AND N 38TH ST,NW,27018,FREMONT LN N AND FREMONT WAY N,SE,27058,1266903.45899011,241888.68497175, , , ,Commercial, ,0,0,3, ,2,282.337959194297
415,15383,68,12035,0060,120350060,N 39TH ST BETWEEN EVANSTON AVE N AND FREMONT AVE N,N 39TH ST,N 39TH ST,EVANSTON AVE N,FREMONT AVE N,2, , ,600,30,E,N, , ,339.0,0,,EVANSTON AVE N AND N 39TH ST,E,27010,FREMONT AVE N AND FREMONT WAY N,W,27009,1266498.47441369,242296.88094017, , , ,Commercial, ,0,0,3, ,2,338.962448602124
416,10568,68,06890,0370,068900370,FREMONT WAY N BETWEEN AURORA AVE N AND FREMONT TURN RD,FREMONT WAY N,FREMONT WAY N,AURORA AVE N,FREMONT TURN RD,2, , ,3700,30,NW,Y,SE,T,337.0,0,,AURORA AVE N AND BRIDGE WAY N,NW,27030,FREMONT WAY N AND FREMONT TURN RD,SE,27052,1267224.94295843,241420.29412326, , , ,Commercial, ,0,0,3, ,2,336.91673287937
417,15379,68,12035,0040,120350040,N 39TH ST BETWEEN PHINNEY AVE N AND FRANCIS AVE N,N 39TH ST,N 39TH ST,PHINNEY AVE N,FRANCIS AVE N,2, , ,400,30,E,N, , ,263.0,0,,PHINNEY AVE N AND N 39TH ST,E,27013,FRANCIS AVE N AND N 39TH ST,W,27012,1265675.51134084,242316.38378818, , , ,Commercial, ,0,0,3, ,2,262.579256658096
418,15376,68,12035,0010,120350010,N 39TH ST BETWEEN 1ST AVE NW AND PALATINE AVE N,N 39TH ST,N 39TH ST,1ST AVE NW,PALATINE AVE N,2, , ,100,30,E,N, , ,148.0,0,,1ST AVE NW AND NW 39TH E ST,E,26670,PALATINE AVE N AND N 39TH ST,W,26669,1264946.59127611,242331.0437562, , , ,Commercial, ,0,0,3, ,2,148.33601564007
419,15382,68,12035,0050,120350050,N 39TH ST BETWEEN DAYTON E AVE N AND EVANSTON AVE N,N 39TH ST,N 39TH ST,DAYTON E AVE N,EVANSTON AVE N,2, , ,500,30,E,N, , ,263.0,0,,DAYTON AVE N AND N 39TH E ST,E,27011,EVANSTON AVE N AND N 39TH ST,W,27010,1266197.59863739,242302.90884417, , , ,Commercial, ,0,0,3, ,2,262.911861433429
420,10569,68,06890,0375,068900375,FREMONT WAY N BETWEEN FREMONT TURN RD AND N 38TH ST,FREMONT WAY N,FREMONT WAY N,FREMONT TURN RD,N 38TH ST,2, , ,3700,30,NW,Y,SE,T,259.0,0,,FREMONT WAY N AND FREMONT TURN RD,NW,27052,FREMONT WAY N AND N 38TH ST,SE,27018,1267060.06673427,241667.82218753, , , ,Commercial, ,0,0,3, ,2,259.381428486764
421,15378,68,12035,0030,120350030,N 39TH ST BETWEEN GREENWOOD AVE N AND PHINNEY AVE N,N 39TH ST,N 39TH ST,GREENWOOD AVE N,PHINNEY AVE N,2, , ,300,30,E,N, , ,252.0,0,,GREENWOOD AVE N AND N 39TH ST,E,27014,PHINNEY AVE N AND N 39TH ST,W,27013,1265418.43204458,242322.28433219, , , ,Commercial, ,0,0,3, ,2,251.714895505168
422,15381,68,12035,0049,120350049,N 39TH ST BETWEEN DAYTON W AVE N AND DAYTON E AVE N,N 39TH ST,N 39TH ST,DAYTON W AVE N,DAYTON E AVE N,2, , ,400,30,E,N, , ,61.0,0,,DAYTON AVE N AND N 39TH W ST,E,27056,DAYTON AVE N AND N 39TH E ST,W,27011,1266035.52644522,242306.14225218, , , ,Commercial, ,0,0,3, ,2,61.3029983313037
423,15380,68,12035,0045,120350045,N 39TH ST BETWEEN FRANCIS AVE N AND DAYTON W AVE N,N 39TH ST,N 39TH ST,FRANCIS AVE N,DAYTON W AVE N,2, , ,400,30,E,N, , ,198.0,0,,FRANCIS AVE N AND N 39TH ST,E,27012,DAYTON AVE N AND N 39TH W ST,W,27056,1265905.82711709,242310.18398018, , , ,Commercial, ,0,0,3, ,2,198.22175295345
424,18286,68,14315,0020,143150020,NW 39TH ST BETWEEN 2ND AVE NW AND LEARY WAY NW,NW 39TH ST,NW 39TH ST,2ND AVE NW,LEARY WAY NW,2, , ,200,30,W,N, , ,261.0,0,,2ND AVE NW AND NW 39TH ST,W,26672,LEARY WAY NW AND NW 39TH ST,E,26673,1264295.37207544,242342.25822021, , , ,Commercial, ,0,0,3, ,2,260.869682988013
425,9405,68,05665,0384,056650384,BRIDGE WAY N BETWEEN WOODLAND PK S AVE N AND WOODLAND PK N AVE N,BRIDGE WAY N,BRIDGE WAY N,WOODLAND PK S AVE N,WOODLAND PK N AVE N,2, , ,3800,30,NE,N, , ,206.0,0,,BRIDGE WAY N AND WOODLAND PK S AVE N,NE,26867,BRIDGE WAY N AND WOODLAND PK N AVE N,SW,26865,1268022.45188725,242064.56637994, , , ,Commercial, ,0,0,2, ,2,206.379795388856
426,9403,68,05665,0365,056650365,BRIDGE WAY N BETWEEN AURORA AV N NB OFF RP AND N 38TH ST,BRIDGE WAY N,BRIDGE WAY N,AURORA AV N NB OFF RP,N 38TH ST,2, , ,3600,30,NE,Y,NE,F,239.0,0,,BRIDGE WAY N AND AURORA AV N NB OFF RP,NE,27050,BRIDGE WAY N AND N 38TH ST,SW,27021,1267545.44657476,241679.55882753, , , ,Commercial, ,0,0,2, ,2,239.435838621837
427,9406,68,05665,0387,056650387,BRIDGE WAY N BETWEEN N 39TH W ST AND N 39TH E ST,BRIDGE WAY N,BRIDGE WAY N,N 39TH W ST,N 39TH E ST,2, , ,3800,30,NE,N, , ,183.0,0,,BRIDGE WAY N AND WOODLAND PK N AVE N,NE,26865,BRIDGE WAY N AND N 39TH E ST,SW,26864,1268174.43409541,242185.99313206, , , ,Commercial, ,0,0,2, ,2,182.685660616911
428,12478,68,09380,0922,093800922,RAVENNA AVE NE BETWEEN RAVENNA WR AVE NE AND NE 95TH ST,RAVENNA AVE NE,RAVENNA AVE NE,RAVENNA WR AVE NE,NE 95TH ST,3, , ,9200,30,N,N, , ,592.0,0,,RAVENNA AVE NE AND RAVENNA WR AVE NE,N,337537,RAVENNA AVE NE AND NE 95TH ST,S,37732,1277980.12351345,257631.22853987, , , ,Local, ,0,0,0, ,2,591.937312201302
429,12473,68,09380,0850,093800850,RAVENNA AVE NE BETWEEN NE 85TH ST AND NE 86TH ST,RAVENNA AVE NE,RAVENNA AVE NE,NE 85TH ST,NE 86TH ST,1, , ,8500,30,N,N, , ,344.0,0,,RAVENNA AVE NE AND NE 85TH ST,N,37780,RAVENNA AVE NE AND NE 86TH ST,S,37767,1278763.80684225,255405.1178816, , , ,Regional, ,0,0,3, ,2,344.100085848054
430,12475,68,09380,0890,093800890,RAVENNA AVE NE BETWEEN NE 89TH ST AND NE 90TH ST,RAVENNA AVE NE,RAVENNA AVE NE,NE 89TH ST,NE 90TH ST,1, , ,8900,30,NW,N, , ,396.0,0,,RAVENNA AVE NE AND NE 89TH ST,NW,37766,RAVENNA AVE NE AND NE 90TH ST,SE,37755,1278488.26252197,256431.53074664, , , ,Regional, ,0,0,3, ,2,396.185452208223
431,12474,68,09380,0860,093800860,RAVENNA AVE NE BETWEEN NE 86TH ST AND NE 89TH ST,RAVENNA AVE NE,RAVENNA AVE NE,NE 86TH ST,NE 89TH ST,1, , ,8600,30,N,N, , ,689.0,0,,RAVENNA AVE NE AND NE 86TH ST,N,37767,RAVENNA AVE NE AND NE 89TH ST,S,37766,1278640.01708212,255906.40831411, , , ,Regional, ,0,0,3, ,2,688.597263249767
432,12477,68,09380,0920,093800920,RAVENNA AVE NE BETWEEN NE 92ND ST AND RAVENNA WR AVE NE,RAVENNA AVE NE,RAVENNA AVE NE,NE 92ND ST,RAVENNA WR AVE NE,3, , ,9200,30,N,N, , ,92.0,0,,RAVENNA AVE NE AND NE 92ND ST,N,37743,RAVENNA AVE NE AND RAVENNA WR AVE NE,S,337537,1277922.95160939,257298.99621953, , , ,Local, ,0,0,3, ,2,92.044157440773
433,3731,68,01610,0740,016100740,25TH AVE NE BETWEEN NE 74TH ST AND NE 75TH ST,25TH AVE NE,25TH AVE NE,NE 74TH ST,NE 75TH ST,1, , ,7400,30,N,N, , ,373.0,0,,25TH AVE NE AND NE 74TH ST,N,24662,25TH AVE NE AND NE 75TH ST,S,24661,1278979.15692247,252414.00440653, , , ,Regional, ,0,0,3, ,2,373.385184806999
434,3721,68,01610,0470,016100470,25TH AVE NE BETWEEN NE 47TH ST AND NE 49TH ST,25TH AVE NE,25TH AVE NE,NE 47TH ST,NE 49TH ST,1, , ,4700,30,N,N, , ,416.0,0,,25TH AVE NE AND NE 47TH ST,N,25960,25TH AVE NE AND NE 49TH ST,S,25959,1278810.8370503,245595.21911955, , , ,Regional, ,0,0,3, ,2,416.271384971207
435,3728,68,01610,0650,016100650,25TH AVE NE BETWEEN NE 65TH ST AND NE 68TH ST,25TH AVE NE,25TH AVE NE,NE 65TH ST,NE 68TH ST,1, , ,6500,30,N,N, , ,663.0,0,,25TH AVE NE AND NE 65TH ST,N,24695,25TH AVE NE AND NE 68TH ST,S,24685,1278965.50661846,250279.20274034, , , ,Regional, ,0,0,3, ,2,663.411451307771
436,3730,68,01610,0700,016100700,25TH AVE NE BETWEEN NE 70TH ST AND NE 74TH ST,25TH AVE NE,25TH AVE NE,NE 70TH ST,NE 74TH ST,1, , ,7000,30,N,N, , ,954.0,0,,25TH AVE NE AND NE 70TH ST,N,24669,25TH AVE NE AND NE 74TH ST,S,24662,1278978.00940247,251750.32146184, , , ,Regional, ,0,0,3, ,2,953.982572942254
437,3726,68,01610,0570,016100570,25TH AVE NE BETWEEN NE 57TH ST AND NE 60TH ST,25TH AVE NE,25TH AVE NE,NE 57TH ST,NE 60TH ST,1, , ,5700,30,N,N, , ,789.0,0,,25TH AVE NE AND NE 57TH ST,N,25916,25TH AVE NE AND NE 60TH ST,S,25903,1278927.01241042,248231.50289825, , , ,Regional, ,0,0,3, ,2,788.758693853212
438,3719,68,01610,0430,016100430,25TH AVE NE BETWEEN MONTLAKE BLVD NE AND NE 44TH ST,25TH AVE NE,25TH AVE NE,MONTLAKE BLVD NE,NE 44TH ST,1, , ,4300,30,N,N, , ,561.0,0,,25TH AVE NE AND MONTLAKE BLVD NE,N,27292,25TH AVE NE AND NE 44TH ST,S,27294,1278757.40953025,244103.05591802, , , ,Regional, ,0,0,3, ,2,560.713939434761
439,3723,68,01610,0510,016100510,25TH AVE NE BETWEEN NE BLAKELEY ST AND NE 54TH ST,25TH AVE NE,25TH AVE NE,NE BLAKELEY ST,NE 54TH ST,1, , ,5100,30,N,N, , ,624.0,0,,25TH AVE NE AND NE BLAKELEY ST,N,25949,25TH AVE NE AND NE 54TH ST,S,25940,1278905.1409224,246792.19972877, , , ,Main, ,0,0,3, ,2,624.351970294104
440,3729,68,01610,0680,016100680,25TH AVE NE BETWEEN NE 68TH ST AND NE 70TH ST,25TH AVE NE,25TH AVE NE,NE 68TH ST,NE 70TH ST,1, , ,6800,30,N,N, , ,663.0,0,,25TH AVE NE AND NE 68TH ST,N,24685,25TH AVE NE AND NE 70TH ST,S,24669,1278976.63570647,250942.03845301, , , ,Regional, ,0,0,3, ,2,662.586025740871
441,14369,68,11275,0360,112750360,E MADISON ST BETWEEN 36TH AVE E AND 37TH AVE E,E MADISON ST,E MADISON ST,36TH AVE E,37TH AVE E,2, , ,3600,30,NE,N, , ,472.0,0,,36TH AVE E AND E MADISON ST,NE,29424,37TH AVE E AND E MADISON ST,SW,29414,1282216.68588579,233291.03030695, , , ,Commercial, ,0,0,3, ,2,471.773236471293
442,14357,68,11275,0250,112750250,E MADISON ST BETWEEN 25TH AVE E AND 26TH AVE E,E MADISON ST,E MADISON ST,25TH AVE E,26TH AVE E,2, , ,2500,30,NE,N, , ,529.0,0,,25TH AVE E AND E MADISON ST,NE,29275,26TH AVE E AND E MADISON ST,SW,29256,1278956.12844245,230143.92873572, , , ,Commercial, ,0,0,3, ,2,529.486858471618
443,3533,68,01475,0100,014750100,24TH AVE E BETWEEN TURNER WAY E AND E PROSPECT ST,24TH AVE E,24TH AVE E,TURNER WAY E,E PROSPECT ST,1, , ,1000,30,N,N, , ,398.0,0,,24TH AVE E AND TURNER WAY E,N,29216,24TH AVE E AND E PROSPECT ST,S,29205,1278375.34437786,232792.58691444, , , ,Regional, ,0,0,2, ,2,398.064654209681
444,14373,68,11275,0380,112750380,E MADISON ST BETWEEN 38TH AVE E AND E GALER ST,E MADISON ST,E MADISON ST,38TH AVE E,E GALER ST,2, , ,3800,30,NE,N, , ,255.0,0,,38TH AVE E AND E MADISON ST,NE,29412,E GALER ST AND E MADISON ST,SW,29410,1282825.77599841,233877.99709155, , , ,Commercial, ,0,0,3, ,2,254.788358910397
445,14360,68,11275,0270,112750270,E MADISON ST BETWEEN 27TH N AVE E AND M L KING JR WAY E,E MADISON ST,E MADISON ST,27TH N AVE E,M L KING JR WAY E,2, , ,2700,30,NE,N, , ,296.0,0,,27TH AVE E AND E MADISON N ST,NE,29254,M L KING JR WAY E AND E MADISON ST,SW,29292,1279525.89074703,230694.20163229, , , ,Mixed, ,0,0,3, ,2,296.103513523444
446,14359,68,11275,0262,112750262,E MADISON ST BETWEEN 27TH S AVE E AND 27TH N AVE E,E MADISON ST,E MADISON ST,27TH S AVE E,27TH N AVE E,2, , ,2700,30,NE,N, , ,80.0,0,,27TH AVE E AND E MADISON S ST,NE,29293,27TH AVE E AND E MADISON N ST,SW,29254,1279390.43794689,230563.86460815, , , ,Mixed, ,0,0,3, ,2,79.8499711028216
447,15547,68,12125,0170,121250170,N 45TH ST BETWEEN DENSMORE E AVE N AND WALLINGFORD AVE N,N 45TH ST,N 45TH ST,DENSMORE E AVE N,WALLINGFORD AVE N,2, , ,1700,30,E,N, , ,265.0,0,,DENSMORE AVE N AND N 45TH E ST,E,26788,WALLINGFORD AVE N AND N 45TH ST,W,26787,1269940.78686522,244872.5048788, , , ,Main, ,0,0,2, ,2,265.399341771781
448,15554,68,12125,0250,121250250,N 45TH ST BETWEEN EASTERN AVE N AND 1ST AVE NE,N 45TH ST,N 45TH ST,EASTERN AVE N,1ST AVE NE,2, , ,2500,30,E,N, , ,175.0,0,,EASTERN AVE N AND N 45TH ST,E,27184,1ST AVE NE AND NE 45TH ST,W,27183,1271965.27601929,244823.97745475, , , ,Main, ,0,0,2, ,2,174.614282200898
449,16852,68,13285,0140,132850140,NE 45TH ST BETWEEN UNIVERSITY WAY NE AND 15TH AVE NE,NE 45TH ST,NE 45TH ST,UNIVERSITY WAY NE,15TH AVE NE,1, , ,1400,30,E,N, , ,280.0,0,,UNIVERSITY WAY NE AND NE 45TH ST,E,27062,15TH AVE NE AND NE 45TH ST,W,27061,1275919.86091934,244712.57745464, , , ,Main, ,0,0,2, ,2,280.038109532276
450,15542,68,12125,0130,121250130,N 45TH ST BETWEEN STONE WAY N AND INTERLAKE AVE N,N 45TH ST,N 45TH ST,STONE WAY N,INTERLAKE AVE N,2, , ,1300,30,E,N, , ,365.0,0,,STONE WAY N AND N 45TH ST,E,26794,INTERLAKE AVE N AND N 45TH ST,W,26793,1268814.55160007,244894.20190282, , , ,Main, ,0,0,2, ,2,365.422058928305
451,15544,68,12125,0150,121250150,N 45TH ST BETWEEN WOODLAWN W AVE N AND WOODLAWN E AVE N,N 45TH ST,N 45TH ST,WOODLAWN W AVE N,WOODLAWN E AVE N,2, , ,1500,30,E,N, , ,146.0,0,,WOODLAWN AVE N AND N 45TH W ST,E,26791,WOODLAWN AVE N AND N 45TH E ST,W,26790,1269441.30884871,244882.16542281, , , ,Main, ,0,0,2, ,2,146.161505349164
452,15549,68,12125,0190,121250190,N 45TH ST BETWEEN BURKE AVE N AND MERIDIAN AVE N,N 45TH ST,N 45TH ST,BURKE AVE N,MERIDIAN AVE N,2, , ,1900,30,E,N, , ,334.0,0,,BURKE AVE N AND N 45TH ST,E,26786,MERIDIAN AVE N AND N 45TH ST,W,27188,1270541.36888184,244860.7188948, , , ,Main, ,0,0,2, ,2,333.818896352502
453,16105,68,12705,0120,127050120,N MIDVALE PL BETWEEN MIDVALE AVE N AND N 45TH ST,N MIDVALE PL,N MIDVALE PL,MIDVALE AVE N,N 45TH ST,2, , ,1200,30,SE,N, , ,234.0,0,,MIDVALE AVE N AND N MIDVALE PL,SE,25567,N 45TH ST AND N MIDVALE PL,NW,26796,1268327.48100756,244970.93982291, , , ,Commercial, ,0,0,2, ,1,233.611447153697
454,23164,68,18475,0220,184750220,W COMMODORE WAY BETWEEN 22ND AVE W AND 23RD AVE W,W COMMODORE WAY,W COMMODORE WAY,22ND AVE W,23RD AVE W,3, , ,2200,30,NW,N, , ,351.0,0,,22ND AVE W AND W COMMODORE WAY,NW,26437,23RD AVE W AND W COMMODORE WAY,SE,26435,1257982.45686898,244631.35825455, , , ,Industrial, ,0,0,0, ,3,350.721890035712
455,23168,68,18475,0270,184750270,W COMMODORE WAY BETWEEN 27TH AVE W AND 31ST AVE W,W COMMODORE WAY,W COMMODORE WAY,27TH AVE W,31ST AVE W,3, , ,2700,30,W,N, , ,1555.0,0,,27TH AVE W AND W COMMODORE WAY,W,25235,31ST AVE W AND W COMMODORE WAY,E,25237,1255889.37040283,245625.95115158, , , ,Industrial, ,0,0,0, ,3,1555.33257216455
