OBJECTID,UNIT_ID,UNIT_NAME,Polygon_ID,Polygon_ID_Alt_C,Mtrx_Conservation_Score,Mtrx_Consump_Use_Score,Mtrx_Signal,RAC_Hydro_Final_Rating,RAC_Veg_Category,RAC_Calc_Adjac,RAC_Model_Recommend,RAC_Edge_Desig,No_Action_Recommend,Alternative_B_Recommend,Mtrx_Recommnd,Poly_DESG,Polygon_ID_Alt_A,Polygon_ID_Alt_B,Polygon_ID_Alt_D,Contig_WSA,VRM_CLASS,OWNER_TYPE,FEDERAL_STATUS,JURIS_NAME,JURIS_SOURCE,SMA_ID,HOLD_ID,BLM_ORG_CD,DIST_NAME,RA_NAME,AUTH_NAME,ISLAND_NAME,Property_Status_1,GIS_Acres_VRM_Class,AltA_VRM,AltB_VRM,AltC_VRM,AltD_VRM,P_ALT_VRM,SHAPE_Length,SHAPE_Area
6780,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,30.5062518742688,IV,IV,IV,IV,IV,1709.19107921468,123454.421320737
6781,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,482.22640391251,IV,IV,IV,IV,IV,5645.46699951415,1951501.0197242
6782,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,648.512053946536,IV,IV,IV,IV,IV,6480.12129266214,2624435.17051735
6783,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,664.549541185751,IV,IV,IV,IV,IV,6576.93918298663,2689336.57875053
6784,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,652.03512029913,IV,IV,IV,IV,IV,6495.1520275607,2638692.51421289
6785,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,600.824653418451,IV,IV,IV,IV,IV,7244.45837573042,2431451.10742271
6786,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,647.249744191472,IV,IV,IV,IV,IV,6472.61979194465,2619326.78417801
6787,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,644.953457936588,IV,IV,IV,IV,IV,6463.92190175103,2610034.04339977
6788,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,643.863970870084,IV,IV,IV,IV,IV,6421.64855617213,2605625.04566757
6789,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,637.020806537607,IV,IV,IV,IV,IV,6422.39357277214,2577931.74213914
6790,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,651.721740867571,IV,IV,IV,IV,IV,6496.44438716677,2637424.31264764
6791,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,82.750506679958,IV,IV,IV,IV,IV,3591.4798180392,334879.419414642
6792,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,649.557041518552,IV,IV,IV,IV,IV,6485.27100036602,2628664.08518449
6793,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,651.346938493737,IV,IV,IV,IV,IV,6498.72741142702,2635907.54125396
6794,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,645.906945063836,IV,IV,IV,IV,IV,6466.16869018199,2613892.66890435
6795,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,422.445410914121,IV,IV,IV,IV,IV,5678.73255538899,1709575.92427122
6796,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,517.935359757535,IV,IV,IV,IV,IV,5860.12124623428,2096010.03702284
6797,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,147.634424267247,IV,IV,IV,IV,IV,3355.6155960564,597455.318013234
6798,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,559.7579156761,IV,IV,IV,IV,IV,6435.88953695165,2265259.91604306
6799,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,648.13573924246,IV,IV,IV,IV,IV,6478.22313334995,2622912.27894032
6800,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,644.331509952536,IV,IV,IV,IV,IV,6382.02290090254,2607517.10920611
6801,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,665.037710718931,IV,IV,IV,IV,IV,6563.0136837903,2691312.1307611
6802,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,72.3852746555752,IV,IV,IV,IV,IV,3690.73348885772,292932.813627102
6803,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,657.122688182414,IV,IV,IV,IV,IV,6523.18441010736,2659281.17097575
6804,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,7.11924865080153,IV,IV,IV,IV,IV,904.74189185222,28810.5771251587
6805,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,4.79076351002947,IV,IV,IV,IV,IV,630.617389069362,19387.5320787623
6806,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,649.023721528243,IV,IV,IV,IV,IV,6485.93481429597,2626505.81575652
6807,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,33.7199099491239,IV,IV,IV,IV,IV,2546.76282489924,136459.634140362
6808,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,479.809934415929,IV,IV,IV,IV,IV,5632.7201423754,1941721.91462242
6809,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,650.806315804919,IV,IV,IV,IV,IV,6491.85191158804,2633719.71885362
6810,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,42.8928008850692,IV,IV,IV,IV,IV,2353.78260780501,173581.006736467
6811,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,438.008372024361,IV,IV,IV,IV,IV,6951.2080610946,1772556.99339176
6812,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,146.130105264826,IV,IV,IV,IV,IV,3954.72895533569,591367.554996947
6813,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,203.592834275954,IV,IV,IV,IV,IV,4388.61160197196,823910.968944264
6814,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,627.036635666304,IV,IV,IV,IV,IV,6459.08619019549,2537527.23612627
6815,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.0142661020634933,IV,IV,IV,IV,IV,2238.06117991817,57.7328667582619
6816,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.0176689066430387,IV,IV,IV,IV,IV,801.516819824733,71.5035283251673
6817,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.0150203541091406,IV,IV,IV,IV,IV,1825.83543034527,60.7852164932978
6818,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.0106758333537136,IV,IV,IV,IV,IV,973.078385152115,43.2035647719482
6819,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,133.895791232497,IV,IV,IV,IV,IV,3877.37433858478,541857.04268156
6820,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,69.1933877412485,IV,IV,IV,IV,IV,3636.74560070577,280015.705568285
6821,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,120.820594253099,IV,IV,IV,IV,IV,3169.26824685845,488943.597811338
6822,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,135.018133448736,IV,IV,IV,IV,IV,3881.80158383027,546399.000487479
6823,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,33.0819943581984,IV,IV,IV,IV,IV,1470.93841532763,133878.081334276
6824,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,70.8682455957199,IV,IV,IV,IV,IV,2313.73948923364,286793.61483326
6825,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,102.335335490787,IV,IV,IV,IV,IV,3095.94529589405,414136.409669351
6826,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,81.346509670346,IV,IV,IV,IV,IV,3552.37650954151,329197.645099263
6827,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,13.348274774578,IV,IV,IV,IV,IV,1082.35936750241,54018.5514994607
6828,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,18.8940264426088,IV,IV,IV,IV,IV,1349.96349464444,76461.4122542669
6829,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,642.962178196124,IV,IV,IV,IV,IV,6452.55469528902,2601975.62019328
6830,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,14.4672587261188,IV,IV,IV,IV,IV,1214.78327847335,58546.9188903163
6831,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,691.096028007974,IV,IV,IV,IV,IV,6694.53788621114,2796766.3994392
6832,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,606.389456447227,IV,IV,IV,IV,IV,6471.69337354248,2453971.0662991
6833,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,639.598737905374,IV,IV,IV,IV,IV,6434.72652932118,2588364.2602513
6834,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,641.224213030281,IV,IV,IV,IV,IV,6443.72562727665,2594942.32469998
6835,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,522.876531067437,IV,IV,IV,IV,IV,5903.23967931565,2116006.24787249
6836,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,648.849233534731,IV,IV,IV,IV,IV,6481.75576666385,2625799.68789934
6837,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,507.517676145019,IV,IV,IV,IV,IV,7866.39254036532,2053851.16718899
6838,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,642.043268777571,IV,IV,IV,IV,IV,6447.65053249475,2598256.9257112
6839,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,637.966544973317,IV,IV,IV,IV,IV,6427.22779545465,2581759.00980161
6840,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,636.636051547027,IV,IV,IV,IV,IV,6420.85403830624,2576374.69393446
6841,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,UND, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.00745460650928,IV,IV,IV,IV,IV,813.283517538543,30.1677222285449
6842,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.121452131991899,IV,IV,IV,IV,IV,2775.507398282,491.499340365589
6843,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,144.789874648667,IV,IV,IV,IV,IV,4411.64260981665,585943.834120447
6844,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,61.6828565704102,IV,IV,IV,IV,IV,3161.95498806503,249621.664263943
6845,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,242.235968865439,IV,IV,IV,IV,IV,4040.59128258962,980294.18633939
6846,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,25.3064978395117,IV,IV,IV,IV,IV,2460.51473381398,102411.76331028
6847,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,641.975327263652,IV,IV,IV,IV,IV,6447.4631186478,2597981.97615925
6848,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,633.469112149596,IV,IV,IV,IV,IV,6413.05076268354,2563558.54489462
6849,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,708.145200397332,IV,IV,IV,IV,IV,6779.09407795013,2865761.95221968
6850,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.0007377730644821,IV,IV,IV,IV,IV,166.873384037068,2.98566166427331
6851,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,446.094615199103,IV,IV,IV,IV,IV,5508.29112067025,1805280.85851654
6852,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,645.378522930821,IV,IV,IV,IV,IV,6464.42728938061,2611754.22040162
6853,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,653.693719937079,IV,IV,IV,IV,IV,6510.1606446307,2645404.62880991
6854,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,638.303878821397,IV,IV,IV,IV,IV,6428.84818972981,2583124.1514512
6855,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,647.479381438821,IV,IV,IV,IV,IV,6475.92064799202,2620256.09314727
6856,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,644.344178407857,IV,IV,IV,IV,IV,6459.24285936747,2607568.37662589
6857,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,645.434635564056,IV,IV,IV,IV,IV,6464.70932340132,2611981.3001718
6858,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,636.537513823394,IV,IV,IV,IV,IV,6417.82139708792,2575975.92591473
6859,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,687.216560473715,IV,IV,IV,IV,IV,6677.48317266498,2781066.75133269
6860,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,41.1236264331879,IV,IV,IV,IV,IV,1632.14450861327,166421.411743525
6861,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,705.997107672844,IV,IV,IV,IV,IV,6767.93076070219,2857068.92938167
6862,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,227.79486948205,IV,IV,IV,IV,IV,4558.24212568251,921853.130553202
6863,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,600.601783473209,IV,IV,IV,IV,IV,6376.35447474173,2430549.18475345
6864,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,643.374018303388,IV,IV,IV,IV,IV,6454.3682132229,2603642.27797636
6865,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,638.691399104651,IV,IV,IV,IV,IV,6430.86036506434,2584692.3903983
6866,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,646.751225782971,IV,IV,IV,IV,IV,6471.27502745325,2617309.35175489
6867,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,639.983296885422,IV,IV,IV,IV,IV,6437.3207775255,2589920.5152295
6868,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,641.903129000135,IV,IV,IV,IV,IV,6447.07455057628,2597689.80015285
6869,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,645.103664371883,IV,IV,IV,IV,IV,6463.05038496372,2610641.90727713
6870,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,613.67540526036,IV,IV,IV,IV,IV,6250.45152938595,2483456.25504681
6871,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,626.141959155016,IV,IV,IV,IV,IV,6367.85743364392,2533906.6087406
6872,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,644.709185506708,IV,IV,IV,IV,IV,6459.17356674485,2609045.50794809
6873,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,131.172715665838,IV,IV,IV,IV,IV,3836.30311327006,530837.146835944
6874,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,707.300187529209,IV,IV,IV,IV,IV,6775.51264483974,2862342.3064673
6875,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,643.44090671017,IV,IV,IV,IV,IV,6454.66483392316,2603912.96575493
6876,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,709.777560710343,IV,IV,IV,IV,IV,6785.95898978509,2872367.88003606
6877,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,607.478856081302,IV,IV,IV,IV,IV,6655.25325414015,2458379.71020482
6878,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,6.31453432577006,IV,IV,IV,IV,IV,1972.37113865935,25554.0137907078
6879,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,164.361559537965,IV,IV,IV,IV,IV,4351.88163504686,665147.632811894
6880,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.0429726239542715,IV,IV,IV,IV,IV,1935.78531137503,173.904039236724
6881,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,1205.63377335943,IV,IV,IV,IV,IV,9286.68355099442,4879026.77878196
6882,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,639.402278952432,IV,IV,IV,IV,IV,6433.83167215208,2587569.21907584
6883,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,642.939587387077,IV,IV,IV,IV,IV,6452.17754133327,2601884.1984326
6884,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,626.076002345942,IV,IV,IV,IV,IV,6473.55460961931,2533639.69100419
6885,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,321.429656248751,IV,IV,IV,IV,IV,4844.35184178085,1300779.66874008
6886,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,519.523665733248,IV,IV,IV,IV,IV,6434.83850291573,2102437.68326138
6887,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,642.011411561343,IV,IV,IV,IV,IV,6447.55380258678,2598128.00413111
6888,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,641.740263240206,IV,IV,IV,IV,IV,6446.12033440398,2597030.70580629
6889,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,643.007261058999,IV,IV,IV,IV,IV,6452.48962123016,2602158.06406644
6890,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,116.089212656111,IV,IV,IV,IV,IV,4701.88733966683,469796.375808741
6891,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,651.247286669315,IV,IV,IV,IV,IV,6494.4951697476,2635504.26462829
6892,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,648.158544737286,IV,IV,IV,IV,IV,6478.47418775631,2623004.56950352
6893,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,359.043810113503,IV,IV,IV,IV,IV,5641.19933493282,1452998.7488808
6894,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,547.803866617335,IV,IV,IV,IV,IV,6075.46734191914,2216883.59583592
6895,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,281.969008104032,IV,IV,IV,IV,IV,4758.99482969342,1141088.09136356
6896,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,640.189289090402,IV,IV,IV,IV,IV,6436.62533016356,2590754.13610718
