OBJECTID,ID,acres,perim_mi,edge_area,PSI,Perimeter,vastmisqmi,sq_mi,value,biophysreg,pct_coreA,pct_coreB,cons_pct,corebcstmn,ELU_Group,ELU_Gr_Sum,ELU_avg_ac,ac_ELUavg,ELUpctlnds,ELUpctINV,ac_ELUwght,vt_eos_den,core500cst,strm_wght,pct_coreB2,theo2020,bldg_dens,avg_parcsz,pop_chg,threatF1,threatF2,threatF3,threatF4,threat,combo,ThreatF5,ELU_rank,F1rcl,F1raw,F2rcl,F2raw,F3rcl,F3raw,F4rcl,F4raw,F5rcl,F5raw,F6rcl,F6raw,F7rcl,F7raw,F8rcl,F8raw,F9rcl,F9raw,F10rcl,F10raw,F11rcl,F11raw,Fwght,Fwghtrcl,threatrcl,PRIORITY,COMPONENT,COMPDESC,GDB_ANRANR_ADMINACT174_Vermont_Conservation_Design_Layers_Highest_Priority_Interior_Forest_BlocksArea,ShapeSTArea,ShapeSTLength
190,2946,131.38904814,2.27100816,11.06214898,1.41427635,3654.84067346,0.0,0.20529539,2946,Taconic Mountains,36.90444575,0.0,0.0,17.88929939,10,fine sediment flats,162,0.81104351,0.0351,0.9649,0.78257588,37.43939972,8.56879044,11.1726816,0.0,4.71938992,29.53030014,9.85319996,7.08326006,2,2,6,1,4.2,1.29761905,10,12,9,17.88929939,5,0.78257588,5,10,0,0.0,2,131.38904814,10,0.0,9,1.83135507,10,99.04196875,9,3.0,8,11.1726816,0,0,5.45,7,4,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,531714.740171,531714.72422183,3654.84085697262
191,2954,4455.05082128,46.92046946,6.74046193,5.0180061,75511.3270193,1.34802983,6.96101691,2954,Taconic Mountains,67.80070803,48.32486062,17.56005557,3.59697008,8,acidic low elevation steep hills with sed flats,675,6.6001045,0.0613,0.9387,6.1955181,13.00409985,1.22075999,2.18351718,48.32486062,4.96660995,21.28350067,11.73099995,-0.79275697,3,3,10,6,5.2,1.08653846,4,13,10,3.59697008,8,6.1955181,2,2,6,48.32486062,6,4455.05082128,4,0.52029754,3,0.05151232,7,6.76330781,5,1.66571999,4,2.18351718,0,0,5.65,7,5,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,18029023.1443,18029023.0161616,75511.3313303893
192,2976,57706.1014467,212.45157831,2.35623282,6.31312316,341908.356658,0.49789953,90.16578351,2976,Southern Green Mountains,85.91559204,75.49131029,20.47848374,0.75317299,4,upper elev acidic steep hills/mtns,9684,5.95893813,0.4924,0.5076,3.02475699,6.96747017,0.183819,2.96742056,75.23411756,5.40278006,3.61505008,35.32389832,4.28237009,10,9,8,7,7.6,0.90789474,4,14,10,0.75317299,7,3.02475699,7,33,9,75.23411756,10,57706.1014467,4,0.51649415,3,0.07252543,2,0.37939056,5,1.58447003,5,2.96742056,0,0,6.9,9,8,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,233529241.367,233529240.811554,341908.371276515
193,2978,26.25951733,0.9798389,23.88074729,1.36491773,1576.90101171,0.0,0.0410305,2978,Champlain Valley,41.30883239,11.74850231,59.84039921,12.31029987,10,fine sediment flats,162,0.16209579,0.0351,0.9649,0.15640622,141.30000305,4.52585983,0.0,0.0,5.98275995,0.0,107.16400146,1.19538999,10,10,9,9,9.6,0.5625,10,13,10,12.31029987,2,0.15640622,6,15,0,0.0,1,26.25951733,10,0.0,10,18.0654501,10,90.14445964,9,3.0,0,0.0,10,99,5.4,7,10,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,106268.921421,106268.93877047,1576.9010458495
194,3121,23611.4258616,160.42925564,4.34851856,7.45276845,258186.37636,0.74340357,36.89285291,3121,Taconic Mountains,77.85486445,64.24429634,3.01620836,2.16068006,4,upper elev acidic steep hills/mtns,9684,2.43820016,0.4924,0.5076,1.2376304,6.30144978,0.82565099,2.63844057,63.58077351,4.86434007,6.69199991,28.18079948,4.40850019,8,7,8,3,6.2,1.04032258,5,19,10,2.16068006,6,1.2376304,5,9,8,63.58077351,9,23611.4258616,5,0.36725813,2,0.02663287,3,0.49902323,7,2.21134996,4,2.63844057,0,0,6.45,8,6,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,95552432.5995,95552432.2270561,258186.388041606
195,3132,5254.45016883,33.96889913,4.13746344,3.34513001,54667.7533447,0.0,8.21007839,3132,Taconic Mountains,79.62605916,68.46891843,0.64247826,1.16022003,4,upper elev acidic steep hills/mtns,9684,0.54259329,0.4924,0.5076,0.27542035,8.30307961,0.389745,2.27818775,68.46891843,4.82813001,5.47997999,35.6507988,3.52452993,9,9,8,2,7.0,0.80714286,7,32,10,1.16022003,3,0.27542035,3,4,8,68.46891843,7,5254.45016883,7,0.13634462,3,0.06251273,3,1.02380836,2,0.72250003,4,2.27818775,0,0,5.65,7,7,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,21264090.4682,21264090.3388406,54667.7553252838
196,3141,27285.3769462,121.53730422,2.85075317,5.25218225,195595.722515,0.80965267,42.63340148,3141,Southern Green Mountains,83.45075732,72.29501663,36.83920409,1.14117002,4,upper elev acidic steep hills/mtns,9684,2.81758547,0.4924,0.5076,1.43020639,1.18192005,0.36361,3.02959172,71.68924673,5.71493006,4.44919014,34.25019836,3.40098,10,8,8,8,7.4,0.82432432,3,24,10,1.14117002,6,1.43020639,3,3,9,71.68924673,9,27285.3769462,3,0.6808699,6,0.26755357,3,0.49103665,0,0.0,5,3.02959172,0,0,6.1,8,8,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,110420444.613,110420444.257903,195595.730890565
197,3158,45489.599959,177.06204977,2.49111252,5.92604024,284954.317338,0.61003423,71.07749994,3158,Southern Green Mountains,86.59842499,77.30965898,56.51969224,0.67233598,4,upper elev acidic steep hills/mtns,9684,4.69741856,0.4924,0.5076,2.38440966,4.55242014,0.190982,2.6093799,77.20872448,5.96741998,7.12503004,32.75299835,4.55374002,7,8,8,9,7.2,0.92361111,4,16,10,0.67233598,6,2.38440966,6,24,9,77.20872448,10,45489.599959,4,0.49862333,4,0.10191604,3,0.50695632,3,1.02348006,4,2.6093799,0,0,6.65,8,7,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,184090616.108,184090615.750247,284954.334846384
198,3171,3487.46567155,23.34171818,4.28354027,2.82145428,37564.9292262,0.0,5.44916511,3171,Taconic Mountains,77.29127263,63.84747005,3.65153702,1.06455004,5,mid elev acidic steep hills/mtns,1859,1.87599844,0.0886,0.9114,1.70978498,1.64828002,0.294999,0.71370566,63.84747005,4.77243996,13.21350002,75.33850098,4.69807005,4,10,7,3,6.6,0.87878788,9,17,10,1.06455004,6,1.70978498,3,3,8,63.84747005,6,3487.46567155,9,0.00238569,3,0.08149758,3,0.56550808,0,0.0,2,0.71370566,0,0,5.8,7,7,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,14113329.3041,14113329.2200383,37564.9293664441
199,3174,1724.13955203,11.40413327,4.23321029,1.96051985,18353.210167,0.0,2.69396805,3174,Taconic Mountains,75.57796574,59.38037897,66.18614477,14.70969963,1,calc/mod calc gentle hills,452,3.81446804,0.0534,0.9466,3.61077544,1.47845995,0.154094,8.61947862,59.38037897,6.39385301,3.79234004,40.41930008,8.25683975,10,9,5,10,8.4,0.74404762,8,3,9,14.70969963,7,3.61077544,5,8,7,59.38037897,5,1724.13955203,8,0.06737274,4,0.12464768,10,41.2716302,0,0.0,8,8.61947862,0,0,6.25,8,9,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,6977373.12871,6977373.15965811,18353.2109493891
200,3210,8384.49179452,72.54801024,5.53769122,5.65564708,116754.938502,0.46567291,13.10076843,3210,Taconic Mountains,70.77004362,52.62770849,0.67063218,8.51068974,5,mid elev acidic steep hills/mtns,1859,4.5102361,0.0886,0.9114,4.11062918,2.43730998,2.98309994,2.5498428,48.95928818,4.85819006,9.96045017,22.58040047,8.46469021,6,6,5,2,5.0,1.18,6,15,10,8.51068974,7,4.11062918,1,1,6,48.95928818,7,8384.49179452,6,0.26138925,6,0.30096756,5,2.03327529,6,1.80850005,4,2.5498428,0,0,5.9,7,5,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,33930970.191,33930970.0149483,116754.943937538
201,3212,2003.14902059,16.02143856,5.11880073,2.55528912,25784.0575784,0.0,3.12992034,3212,Taconic Mountains,68.51839708,47.39312903,4.21608673,22.40519905,5,mid elev acidic steep hills/mtns,1859,1.07754593,0.0886,0.9114,0.98207536,13.78820038,0.50233001,2.73457438,47.39312903,4.50909996,17.3397007,15.33460045,12.8355999,3,3,4,3,4.2,1.33333333,8,20,8,22.40519905,5,0.98207536,6,18,6,47.39312903,5,2003.14902059,8,0.02067145,8,1.11381129,5,2.39812413,0,0.0,4,2.73457438,0,0,5.6,7,4,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,8106488.90491,8106488.87168962,25784.0581667065
202,3221,8969.29466965,45.81656135,3.26922019,3.45333343,73734.7555853,0.417144,14.01452292,3221,Southern Vermont Piedmont,82.48557074,71.33660489,58.13679327,0.90959299,4,upper elev acidic steep hills/mtns,9684,0.9262014,0.4924,0.5076,0.47013983,3.83590007,0.26011401,1.48277613,71.33660489,5.85564995,11.55220032,16.1529007,6.60647011,5,4,6,9,5.8,0.97413793,5,32,10,0.90959299,4,0.47013983,5,8,9,71.33660489,7,8969.29466965,5,0.38153992,2,0.02264281,2,0.41514636,0,0.0,3,1.48277613,0,0,5.65,7,6,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,36297592.9285,36297592.8270615,73734.758685706
203,3289,4034.95550582,30.0609269,4.76808064,3.37814401,48378.4691049,0.0,6.30461798,3289,Taconic Mountains,77.01380091,63.66643935,26.61608532,1.03331006,5,mid elev acidic steep hills/mtns,1859,2.17050746,0.0886,0.9114,1.9782005,15.50739956,0.30599001,2.30835557,63.66643935,5.29883003,7.55648994,30.81419945,5.77493,7,8,7,7,7.2,0.84722222,7,12,10,1.03331006,6,1.9782005,7,29,8,63.66643935,6,4034.95550582,7,0.10276594,3,0.05392129,3,0.58566693,0,0.0880313,4,2.30835557,0,0,6.1,8,7,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,16328950.9186,16328950.8851383,48378.4724484789
204,3293,10895.6816309,69.83518857,4.10203989,4.7757576,112389.066486,0.62739882,17.02450255,3293,Taconic Mountains,79.16391826,66.86639484,29.28420459,1.04709995,4,upper elev acidic steep hills/mtns,9684,1.125127,0.4924,0.5076,0.57111446,3.83465004,0.35596699,1.61042004,66.86639484,5.46447003,4.68716002,38.07749939,7.16886997,9,9,6,8,7.4,0.78378378,5,30,10,1.04709995,5,0.57111446,3,4,8,66.86639484,8,10895.6816309,5,0.34894999,2,0.02898121,2,0.19488363,5,1.55499995,3,1.61042004,0,0,5.8,7,8,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,44093435.558,44093435.4278129,112389.071577583
205,3328,898.31778295,9.20352751,6.55698653,2.19196938,14811.6713984,0.0,1.40362154,3328,Southern Vermont Piedmont,66.5380683,47.23252818,0.0,18.2439003,5,mid elev acidic steep hills/mtns,1859,0.48322849,0.0886,0.9114,0.44041444,11.05589962,4.39366007,4.87724064,47.23252818,4.37963009,14.12609959,23.32379913,15.07369995,4,6,3,1,4.4,1.21590909,8,25,9,18.2439003,4,0.44041444,2,2,6,47.23252818,4,898.31778295,8,0.04353025,9,1.70182538,7,6.19954331,0,0.0,6,4.87724064,0,0,5.35,7,4,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,3635377.63079,3635377.61170069,14811.6723393649
206,3335,7253.59169228,40.61809619,3.58382201,3.40438116,65368.6201251,0.50064466,11.33373702,3335,Southern Green Mountains,79.1921705,66.24245207,33.65388491,3.49604988,5,mid elev acidic steep hills/mtns,1859,3.90189553,0.0886,0.9114,3.55618759,3.72742009,1.01982999,3.50586042,66.24245207,5.42659998,9.70718002,23.48259926,8.60877991,6,6,5,8,6.4,0.953125,7,12,10,3.49604988,7,3.55618759,3,4,8,66.24245207,7,7253.59169228,7,0.1483006,4,0.13835629,4,1.16680816,0,0.0,5,3.50586042,0,0,6.1,8,6,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,29354361.5427,29354361.3583694,65368.6210883972
207,3377,7136.08657028,87.42133148,7.84038304,7.38724545,140691.276676,0.0,11.15013527,3377,Taconic Mountains,65.07694174,45.06922903,4.06664209,4.09989977,5,mid elev acidic steep hills/mtns,1859,3.83868647,0.0886,0.9114,3.49857885,1.79893005,1.56914997,2.39728033,43.66604258,4.95201993,4.79020023,38.52370071,3.65987992,9,9,8,3,7.0,0.82142857,6,18,10,4.09989977,7,3.49857885,4,5,6,43.66604258,7,7136.08657028,6,0.23017658,4,0.14011461,4,1.42456372,0,0.00168156,4,2.39728033,0,0,5.75,7,7,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,28878833.283,28878833.0666784,140691.284147005
208,3383,10341.5570366,54.69363775,3.38478317,3.83918475,88021.0537965,0.0,16.15868287,3383,Taconic Mountains,82.94970641,73.01000007,21.4866484,0.90754199,4,upper elev acidic steep hills/mtns,9684,1.06790611,0.4924,0.5076,0.54206914,0.0233055,0.31025699,2.35693715,73.01000007,5.47790003,3.57261992,33.88069916,3.80936003,10,8,8,7,8.0,0.7375,7,28,10,0.90754199,5,0.54206914,1,1,9,73.01000007,8,10341.5570366,7,0.17518755,2,0.01397855,3,0.70045352,2,0.72753102,4,2.35693715,0,0,5.9,7,8,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,41850963.9151,41850963.7299016,88021.0580249399
209,3449,19409.305392,92.10135328,3.03693846,4.71906742,148223.05674,0.07397986,30.32703968,3449,Taconic Mountains,83.83564363,73.79768884,40.36227491,1.09572005,4,upper elev acidic steep hills/mtns,9684,2.00427419,0.4924,0.5076,1.01736958,8.93362045,0.39283499,1.42026391,73.56568106,5.62468004,6.99751997,25.36709976,4.39615011,8,7,8,8,7.4,0.85810811,6,21,10,1.09572005,5,1.01736958,7,31,9,73.56568106,8,19409.305392,6,0.28368084,5,0.18976825,2,0.35787679,0,0.0,3,1.42026391,0,0,6.35,8,8,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,78546986.3676,78546986.2215063,148223.058686502
210,3460,1700.73772495,8.19034429,3.08208624,1.41768144,13181.1077967,0.0,2.6574027,3460,Taconic Mountains,80.86707785,68.09706065,0.0,12.3409996,4,upper elev acidic steep hills/mtns,9684,0.17562425,0.4924,0.5076,0.08914687,0.0,0.182567,2.68085075,68.09706065,5.00170004,3.15647006,55.22689819,2.29048991,10,10,9,1,7.8,0.68589744,9,38,10,12.3409996,1,0.08914687,0,0,8,68.09706065,5,1700.73772495,9,0.016407,2,0.01049545,2,0.1615005,0,0.0,4,2.68085075,10,99,5.35,7,8,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,6882668.91567,6882668.87441875,13181.1079707811
211,3465,4141.18130956,30.97742523,4.78741467,3.43619944,49853.4331393,0.0,6.4705958,3465,Southern Green Mountains,73.2156545,55.94932283,44.94954364,1.97583997,3,acidic gentle hills,465,8.90580567,0.0403,0.9597,8.5469017,6.63391018,0.56827599,5.51123901,53.83674206,5.72135997,12.40740013,25.28470039,6.28958988,5,6,6,9,5.6,1.125,2,3,10,1.97583997,8,8.5469017,4,5,7,53.83674206,6,4141.18130956,2,0.77243273,7,0.62503904,6,3.86914718,9,3.0,7,5.51123901,0,0,6.3,8,6,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,16758833.2142,16758833.1342472,49853.4357075602
212,3478,78987.7043701,197.74601984,1.60224245,5.02253732,318242.007032,0.68626884,123.41828808,3478,Southern Green Mountains,90.9426544,85.1260872,83.65978202,0.66432101,4,upper elev acidic steep hills/mtns,9684,8.15655245,0.4924,0.5076,4.14026603,2.73826003,0.166335,3.38580373,84.94580205,6.637485,3.16679001,112.57499695,3.29167008,10,10,9,10,8.6,0.88372093,4,6,10,0.66432101,7,4.14026603,7,46,10,84.94580205,10,78987.7043701,4,0.47189765,7,0.55976965,5,2.72520023,1,0.59868401,5,3.38580373,8,94,7.6,10,9,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,319653177.332,319653177.066366,318242.019100721
213,3492,4498.51194355,30.73395591,4.3724974,3.27098982,49461.6064667,0.0,7.02892491,3492,Southern Green Mountains,76.47403504,61.88616669,62.83126366,1.05179,3,acidic gentle hills,465,9.67426205,0.0403,0.9597,9.28438929,2.77269006,0.32761699,3.45695826,61.88616669,6.13915902,8.54922009,19.16970062,8.3528204,7,5,5,9,6.2,1.0,5,4,10,1.05179,8,9.28438929,0,0,8,61.88616669,6,4498.51194355,5,0.33926952,7,0.59397642,5,2.55635645,9,3.0,5,3.45695826,0,0,6.2,8,6,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,18204904.7696,18204904.6889211,49461.6066417764
214,3508,6722.82331226,31.79608566,3.02692691,2.7681714,51170.9420169,0.0,10.50441143,3508,Taconic Mountains,86.50947273,77.97591661,2.06231063,0.57839298,4,upper elev acidic steep hills/mtns,9684,0.69422275,0.4924,0.5076,0.35238747,0.0,0.17899001,3.57714473,77.97591661,5.01205003,2.00862002,71.42890167,2.49148989,10,10,9,3,8.0,0.775,8,23,10,0.57839298,4,0.35238747,0,0,9,77.97591661,7,6722.82331226,8,0.02701722,4,0.1425175,3,0.70281782,0,0.0,5,3.57714473,10,99,6.2,8,8,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,27206409.5234,27206409.2685587,51170.94163618
215,3516,2095.41250277,20.51602366,6.26619109,3.19928989,33017.4056217,0.0,3.27408204,3516,Southern Green Mountains,64.64734739,45.32289937,35.82127142,26.72640038,3,acidic gentle hills,465,4.50628339,0.0403,0.9597,4.32468017,7.05944014,0.98631299,4.284407,45.32289937,5.39789999,15.70610046,14.65799999,9.92825031,4,3,5,8,5.0,1.22,5,5,8,26.72640038,7,4.32468017,4,5,6,45.32289937,5,2095.41250277,5,0.36590409,10,9.76935566,8,8.35852128,9,3.0,6,4.284407,0,0,6.1,8,5,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,8479867.46383,8479867.48981944,33017.4072239157
216,3517,1606.60258193,13.70614505,5.45992701,2.44093526,22057.946413,0.21746165,2.51031653,3517,Southern Vermont Piedmont,69.12497294,52.00749142,0.0,12.46689987,5,mid elev acidic steep hills/mtns,1859,0.86423329,0.0886,0.9114,0.78766222,5.43493986,0.40235499,3.69658562,52.00749142,4.89989996,6.77215004,38.44350052,1.56173003,8,9,9,1,6.2,0.91129032,4,19,10,12.46689987,5,0.78766222,1,1,7,52.00749142,5,1606.60258193,4,0.51001536,8,0.68346087,5,2.61370176,9,3.0,5,3.69658562,0,0,5.65,7,6,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,6501715.98376,6501715.94793227,22057.9474985718
217,3528,1472.09330054,18.68521751,8.12349272,3.47636731,30071.0028258,0.0,2.30014578,3528,Southern Vermont Piedmont,57.97320725,36.98557013,0.0,28.31389999,7,calc/mod calc low elev steep hills with sed flats,579,2.54247548,0.0422,0.9578,2.43518301,6.39782,1.06413996,4.40941617,36.98557013,4.93829989,9.03221989,11.38799953,-11.45960045,6,2,10,1,5.6,1.00892857,9,13,8,28.31389999,6,2.43518301,1,1,5,36.98557013,5,1472.09330054,9,0.00013043,6,0.34152047,6,3.7828105,9,3.0,6,4.40941617,0,0,5.65,7,6,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,5957374.05712,5957373.9430043,30071.0034435238
218,3529,5189.62910095,39.37386707,4.85569863,3.90153114,63366.2234637,0.92872816,8.10879547,3529,Southern Vermont Piedmont,71.96569403,54.88854299,8.13604001,3.20834994,6,calc/mod calc mid-upper elev steep hills/mtns,1433,3.62152971,0.1724,0.8276,2.99717799,4.00193977,1.07395995,2.85998088,53.68878287,4.74530005,6.61355019,11.73279953,-11.29370022,8,3,10,4,6.4,1.0078125,7,7,10,3.20834994,7,2.99717799,2,2,7,53.68878287,7,5189.62910095,7,0.18313447,6,0.28587399,5,2.38503364,9,3.0,5,2.85998088,0,0,6.45,8,6,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,21001767.8641,21001767.8615413,63366.2254185281
219,3552,4255.60604667,19.80391466,2.97830796,2.1670329,31871.3749716,0.0,6.64938445,3552,Taconic Mountains,82.86557452,71.28829517,7.22146497,0.59416503,5,mid elev acidic steep hills/mtns,1859,2.28920112,0.0886,0.9114,2.0863779,0.0,0.1556,1.99180843,71.28829517,5.07075,4.87188005,53.11589813,3.77214003,9,10,8,4,7.8,0.70512821,8,22,10,0.59416503,6,2.0863779,0,0,9,71.28829517,6,4255.60604667,8,0.04495153,2,0.01027351,2,0.15969523,0,0.0,3,1.99180843,0,0,5.5,7,8,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,17221895.5487,17221895.4188918,31871.3759782466
220,3565,7435.49894979,33.30162807,2.86639029,2.756802,53593.8825121,0.40920059,11.61796711,3565,Southern Vermont Piedmont,82.82403564,71.14620466,0.0,0.685058,5,mid elev acidic steep hills/mtns,1859,3.99974818,0.0886,0.9114,3.64537049,14.03339958,0.17871501,2.70956181,70.86361299,4.98687005,5.29615021,37.03879929,2.47330999,9,9,9,1,6.6,1.01515152,5,5,10,0.685058,7,3.64537049,3,4,9,70.86361299,7,7435.49894979,5,0.38684909,8,0.84949377,5,1.96951544,9,3.0,4,2.70956181,0,0,6.7,8,7,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,30090517.0407,30090517.028976,53593.8838840375
221,3571,41691.765922,173.25704085,2.65962604,6.05704659,278830.73681,0.0,65.14338425,3571,Taconic Mountains,85.97308679,77.08394833,19.33222789,0.84663999,4,upper elev acidic steep hills/mtns,9684,4.30524065,0.4924,0.5076,2.18534015,18.68980026,0.28112099,2.24435223,76.99219064,5.29150999,6.87905979,44.60300064,7.87715006,8,10,6,7,7.0,1.01428571,4,11,10,0.84663999,6,2.18534015,7,48,9,76.99219064,10,41691.765922,4,0.42406762,4,0.11900479,2,0.25486112,1,0.55169702,4,2.24435223,10,99,7.1,9,7,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,168721265.567,168721265.158936,278830.750813978
222,3574,20662.2322198,115.79580992,3.58670436,5.75041771,186355.664629,0.11676363,32.28473784,3574,Southern Green Mountains,79.15409297,65.07733848,11.69161432,1.44305003,4,upper elev acidic steep hills/mtns,9684,2.13365589,0.4924,0.5076,1.08304373,12.38230038,0.225878,4.00771413,65.07733848,4.87688994,7.63312006,23.38619995,7.16262007,7,6,6,5,5.4,1.35185185,3,9,10,1.44305003,5,1.08304373,7,28,8,65.07733848,9,20662.2322198,3,0.72101561,7,0.56586674,3,0.94239189,9,2.91487002,6,4.00771413,10,98,7.3,9,5,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,83617421.6292,83617421.4715079,186355.670047991
223,3596,18523.32048,67.10829558,2.31866145,3.51975112,108000.548845,0.7761926,28.94268825,3596,Southern Green Mountains,86.00734365,76.31868981,8.48526376,0.571338,4,upper elev acidic steep hills/mtns,9684,1.91278423,0.4924,0.5076,0.97092927,7.18817997,0.15715501,3.17226925,76.31868981,5.04068005,3.98011994,33.62990189,3.97738004,10,8,8,4,6.6,0.96212121,3,21,10,0.571338,5,0.97092927,3,4,9,76.31868981,8,18523.32048,3,0.60621528,6,0.3315939,4,1.28511138,9,3.0,5,3.17226925,0,0,6.35,8,7,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,74961518.2945,74961518.2379364,108000.554114786
224,3597,50886.8548229,98.73846346,1.24182595,3.12448704,158904.471548,0.56405233,79.51071066,3597,Southern Green Mountains,92.84628253,88.10856567,84.66376071,0.34175199,4,upper elev acidic steep hills/mtns,9684,5.25475837,0.4924,0.5076,2.66731535,4.19531012,0.102863,3.41302446,88.0560187,6.56252101,5.9486599,16.8166008,6.10660982,8,4,7,10,6.8,1.16911765,5,3,10,0.34175199,7,2.66731535,7,39,10,88.0560187,10,50886.8548229,5,0.36116644,7,0.56552621,6,3.22511247,9,3.0,5,3.41302446,4,55,7.95,10,7,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,205932618.986,205932618.842472,158904.478151801
225,3602,3930.9177165,30.68898559,4.99653063,3.49406294,49389.2336046,0.0,6.14205893,3602,Southern Green Mountains,71.83009169,55.32924769,20.18413402,1.71680999,5,mid elev acidic steep hills/mtns,1859,2.11454283,0.0886,0.9114,1.92719433,13.47319984,0.48190901,5.85552832,55.32924769,5.12984002,7.89506006,25.72100067,6.62919998,7,7,6,7,6.0,1.075,3,7,10,1.71680999,6,1.92719433,5,11,7,55.32924769,6,3930.9177165,3,0.70754775,9,2.2737235,7,5.49112232,9,3.0,7,5.85552832,0,0,6.45,8,6,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,15907923.2386,15907923.1930443,49389.2357679635
226,3617,9481.08363125,59.61990242,4.02451229,4.37076483,95949.124141,0.0,14.81419317,3617,Southern Vermont Piedmont,77.40860418,63.46258017,2.76974563,1.71606004,5,mid elev acidic steep hills/mtns,1859,5.10012135,0.0886,0.9114,4.6482506,27.34110069,0.52629203,2.61110406,62.59481649,4.74846005,5.55478001,30.65099907,5.05302,9,8,7,3,6.6,1.03030303,6,4,10,1.71606004,7,4.6482506,5,8,8,62.59481649,7,9481.08363125,6,0.22935437,8,0.64625524,4,1.70773306,9,3.0,4,2.61110406,0,0,6.8,8,7,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,38368737.6592,38368737.4849533,95949.1286502352
227,3627,1819.65038822,15.17086577,5.33583492,2.53870101,24415.1906241,0.0,2.84320373,3627,Vermont Valley,66.91446378,46.5395224,12.64171312,19.4253006,1,calc/mod calc gentle hills,452,4.0257752,0.0534,0.9466,3.8107988,4.76593018,0.60131902,8.60022788,46.5395224,4.68536997,11.32419968,16.68499947,8.93461037,5,4,5,5,5.0,1.2,6,5,9,19.4253006,7,3.8107988,1,1,6,46.5395224,5,1819.65038822,6,0.27177089,8,0.74726442,7,7.37876357,9,3.0,8,8.60022788,0,0,6.0,7,5,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,7363893.31565,7363893.32383256,24415.1915439337
