ETC_ID,Q1A_Qual_of_services_in_city,Q1B_Appearance_of_city,Q1C_Image_of_city,Q1D_Planning_for_growth,Q1E_Quality_of_life,Q1F_Feeling_of_safety,Q1G_Efforts_to_promote_diversity,Q1H_Promotion_of_inclusiveness,Q1I_Direction_of_city,Q1J_Leadership_of_officials,Q1K_Public_involvement,Q1L_Ethical_conduct_of_employees,Q1M_Sustainability_programs,Q1N_Informed_about_budget,Q1O_Opport_to_express_ideas,Q2_Usage_of_city_services_facilities,Q2_2nd,Q2_3rd,Q2_4th,Q2_5th,Q2_6th,Q2_7th,Q2_8th,Q2_9th,Q2_10th,Q2_11th,Q2_12th,Q3A_Condition_of_streets,Q3B_Condition_of_sidewalks,Q3C_Maint_of_private_property,Q3D_Condition_of_alley,Q3E_Feeling_of_safety,Q3F_Quality_of_neigh_park,Q3G_Adequacy_of_lighting,Q4_Services_should_emphasize,Q4_2nd,Q5_Overall_neighborhood,Q6_Most_important_public_safety_concern,Q7A_Qual_of_large_parks,Q7B_Qual_of_city_rec_centers,Q7C_Qual_of_city_swim_pools,Q7D_Qual_of_athletic_fields,Q7E_Qual_of_youth_rec,Q7F_Qual_of_adult_rec,Q7G_Qual_of_golf_courses,Q7H_Qual_of_arts_cultural,Q7I_Library_programs,Q8_Programs_emphasize_most,Q8_2nd,Q9A_Library_services,Q9B_Condition_of_streets,Q9C_Clarity_of_street_signs,Q9D_Local_transit,Q9E_Mgmt_of_traffic_flow,Q9F_Walk_bike_paths,Q9G_Info_about_programs_events,Q9H_Enforce_prop_maint_codes,Q9I_Landscape_maintenance,Q9J_Appearance_of_resid_prop,Q9K_Appearance_of_comm_prop,Q9L_Cleanliness_of_streets,Q9M_Resid_trash_collection,Q9N_Recycling_services,Q9O_Bulky_item_pickup,Q9P_Water_service,Q9Q_Local_police_services,Q9R_Enforcement_of_traffic_laws,Q9S_Qual_of_local_fire_services,Q9T_Efforts_to_prevent_crime,Q9U_Qual_of_parks_rec,Q9V_Maint_of_city_parks,Q10_Services_emphasize_most,Q10_2nd,Q10_3rd,Q11_Social_human_services_used,Q11_2nd,Q11_3rd,Q11_4th,Q11_5th,Q11_6th,Q11_7th,Q11_8th,Q11_9th,Q12_Social_human_emphasize_most,Q12_2nd,Q12_3rd,Q13_How_get_info_about_Tempe,Q13_2nd,Q13_3rd,Q13_4th,Q13_5th,Q13_6th,Q13_7th,Q13_8th,Q13_9th,Q13_10th,Q13a_Prefer_to_get_info,Q13a_2nd,Q13a_3rd,Q14A_Contacted_Tempe_in_past_year,Q14B_Easy_to_contact,Q14C_Way_you_were_treated,Q14D_Accuracy_of_info_given,Q14E_How_quickly_staff_responded,Q14F_How_well_issue_handled,Q15_Overall_priorities,Q15_2nd,Q15_3rd,Q15_4th,Q16_One_improvement_in_neighborhood,Q17_One_problem_to_work_on,Q18A_How_long_in_Tempe,Q18B_Age,Q18C_Gender,Q18D_Used_public_transit,Q18E_Full_time_student,Q18F_Own_or_rent,Q18G_Have_an_alley,Q18H_Highest_level_of_educ,Q18I_Have_cable_television,Q18J_Internet_access,Q18K_Visited_downtown_Tempe,Q18L_Race_ethnicity,Q18L_2nd,Q18L__3rd,Q18L__4th,Q18L__Other,Q20_Zip,OBJECTID
227,4,4,3,4,4,3,4,4,4,4,3,4,4,4,3,1,2.0,3.0,4.0,5.0,6.0,10.0,11.0,12.0,,,,5,5.0,4,3,4,4,4,D,E,4,,4,9,9,3,9,3,3,9,4,F,G,4,4,5,9,4,4,4,3,3,3,4,4,4,4,4,3,4,4,9,3,4,4,P,T,J,99,,,,,,,,,99,,,2.0,5.0,7.0,8.0,,,,,,,8,5.0,10.0,1,4.0,4.0,3.0,3.0,2.0,6,10.0,,,ADD ORBIT LINE CLOSER,REDUCE CRIME NEAR ASU/DOWNTOWN,2,3,2,1,2,1,1,3,1,1,1,2,,,,,85282,226
228,4,4,4,4,4,4,3,3,4,9,9,9,9,1,9,1,2.0,3.0,4.0,5.0,6.0,,,,,,,4,4.0,4,2,3,4,3,D,A,4,DOGS & STRAY ANIMALS,4,9,9,4,9,9,4,9,4,A,I,4,4,4,4,2,4,3,3,4,4,4,4,4,4,2,4,4,4,4,3,4,4,E,O,P,99,,,,,,,,,2,3.0,9.0,1.0,8.0,,,,,,,,,8,1.0,7.0,1,4.0,3.0,2.0,3.0,3.0,7,11.0,,,ALLEY MAINT & SECURITY,QUALITY OF PUBLIC SCHOOLS,4,3,1,2,2,1,1,3,1,1,1,2,,,,,85282,227
229,5,5,5,4,5,5,3,9,5,4,4,4,4,4,4,1,2.0,3.0,5.0,12.0,,,,,,,,4,4.0,4,5,5,4,5,A,B,5,SPEEDERS,5,9,9,5,9,9,9,5,5,Z,,4,4,5,5,3,5,4,4,4,4,4,4,5,5,5,5,4,4,4,4,4,4,E,,,99,,,,,,,,,99,,,5.0,7.0,9.0,,,,,,,,99,,,1,5.0,5.0,5.0,5.0,5.0,3,6.0,,,SLOW DOWN SPEEDERS,,5,6,1,1,2,1,1,5,1,1,1,2,,,,,85283,228
230,4,4,5,9,3,4,9,9,9,9,4,9,3,9,4,2,3.0,5.0,8.0,12.0,,,,,,,,5,5.0,5,9,5,5,2,G,E,5,BAD STREET LIGHTING,4,4,3,4,4,3,9,4,4,H,F,4,5,5,2,2,2,3,4,3,4,4,3,4,2,9,3,4,5,9,4,4,3,D,E,N,99,,,,,,,,,99,,,1.0,2.0,5.0,8.0,10.0,,,,,,8,10.0,1.0,2,,,,,,10,,,,IMPROVE STREET LIGHTING,BAD TRAFFIC FLOW,3,3,1,1,1,2,1,5,2,1,1,2,,,,,85282,229
231,4,4,5,3,4,4,3,3,2,3,5,5,4,4,5,1,2.0,3.0,5.0,6.0,8.0,9.0,10.0,12.0,,,,2,2.0,4,1,4,3,3,E,D,4,BURGLARY,4,2,3,3,9,4,3,4,4,Z,,4,2,2,2,1,4,4,3,3,4,4,3,4,9,3,4,4,4,4,3,5,4,U,E,C,2,,,,,,,,,3,2.0,4.0,2.0,5.0,8.0,,,,,,,,5,2.0,8.0,1,4.0,3.0,3.0,1.0,1.0,4,11.0,,,DUSTPROOF & GRADE ALLEY,COMPLETE ALL CONSTRUC PROJECTS,2,5,1,1,2,2,1,3,1,1,1,2,,,,,85282,230
232,4,4,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3.0,4.0,,,,,,,,,,4,4.0,3,3,3,4,4,E,C,3,GRAFFITI,4,4,4,4,4,4,3,3,3,F,E,4,4,4,4,3,4,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,S,Q,N,99,,,,,,,,,4,9.0,7.0,3.0,5.0,7.0,8.0,,,,,,,8,7.0,5.0,1,2.0,3.0,3.0,2.0,3.0,9,12.0,,,GRAFFITI PREVENTION,CRIME PREVENTION,3,2,2,2,1,1,2,5,2,1,1,2,,,,,85283,231
233,4,4,4,3,4,3,4,3,3,3,3,3,3,3,3,1,2.0,3.0,,,,,,,,,,3,4.0,3,2,3,4,4,Z,,9,,4,3,3,3,3,3,3,3,4,I,B,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,4,4,Q,R,T,99,,,,,,,,,7,3.0,6.0,5.0,8.0,,,,,,,,,5,8.0,3.0,1,4.0,4.0,4.0,4.0,4.0,8,12.0,,,OIL ALLEY BEHIND OUR HOUSE,CRIME PREVENTION,4,5,1,2,2,1,1,3,2,1,1,2,,,,,85283,232
234,3,2,3,3,3,2,3,3,2,2,2,3,2,2,3,3,5.0,,,,,,,,,,,3,3.0,3,3,3,3,3,C,E,3,BURGLARIES,3,3,3,3,3,3,3,3,3,I,,4,3,2,2,2,2,3,2,3,3,2,3,2,3,3,2,3,3,3,2,3,3,Z,,,99,,,,,,,,,3,,,5.0,7.0,9.0,,,,,,,,9,5.0,7.0,1,2.0,3.0,2.0,1.0,1.0,8,12.0,,,STOP SPENDING ON BIKES/CANALS,,4,5,1,1,2,2,2,3,1,1,2,3,,,,,85283,233
235,4,5,5,3,5,3,3,3,3,3,3,3,3,3,3,99,,,,,,,,,,,,4,4.0,4,9,3,4,4,E,,4,BURGLARY,3,3,3,3,3,3,3,3,3,H,I,3,4,4,4,4,3,3,2,3,4,4,4,4,4,4,4,4,4,4,2,3,3,T,H,D,99,,,,,,,,,99,,,5.0,7.0,10.0,,,,,,,,7,10.0,5.0,2,,,,,,8,11.0,,,,,2,5,1,2,2,1,2,3,1,1,2,2,,,,,85284,234
236,5,5,5,5,5,5,5,5,9,4,4,9,4,4,4,1,2.0,3.0,5.0,12.0,,,,,,,,5,5.0,3,4,5,5,5,F,G,5,SPEEDING IN NEIGHBORHOOD,5,5,9,9,9,4,9,4,5,H,A,5,5,5,5,4,5,4,3,4,3,4,4,4,4,4,4,4,3,3,3,4,4,R,H,T,2,,,,,,,,,4,6.0,9.0,2.0,3.0,6.0,9.0,10.0,,,,,,3,6.0,10.0,1,4.0,4.0,4.0,4.0,4.0,10,11.0,,,SPEED HUMPS,TRAFFIC FLOW ON SOUTHERN,2,3,2,1,2,2,1,5,1,1,2,2,,,,,85283,235
237,5,4,4,5,4,5,4,5,4,4,4,5,4,4,4,1,2.0,8.0,12.0,,,,,,,,,4,4.0,3,2,4,5,5,C,D,3,PEOPLE IN ALLEYS,5,5,5,5,4,4,5,4,5,E,H,5,4,5,4,5,4,4,3,4,3,3,4,5,5,4,5,5,4,4,4,5,5,H,J,K,99,,,,,,,,,99,,,2.0,4.0,5.0,8.0,,,,,,,5,2.0,8.0,1,4.0,5.0,5.0,5.0,5.0,6,11.0,,,CLEAN UP FORECLOSED PROPERTY,INCENTIVES TO STARTUP BUSINESS,2,5,1,2,2,1,9,5,1,2,1,2,,,,,85282,236
239,4,4,4,3,4,4,3,3,4,4,3,5,3,3,3,99,,,,,,,,,,,,4,4.0,3,9,5,4,3,A,G,5,LIGHTING,9,9,9,3,4,9,9,9,9,D,E,9,4,5,9,4,9,9,9,5,4,4,4,5,5,9,4,5,4,5,4,9,9,Q,R,T,99,,,,,,,,,99,,,1.0,7.0,9.0,10.0,,,,,,,7,9.0,10.0,2,,,,,,2,11.0,,,,CRIME,4,7,1,2,2,1,2,2,1,1,2,2,,,,,85283,237
240,4,5,5,9,4,4,4,4,9,3,4,4,5,4,4,1,2.0,3.0,5.0,11.0,,,,,,,,4,4.0,5,9,3,4,4,E,A,4,SPEEDING,5,4,9,4,4,4,5,9,4,I,E,4,4,4,4,4,4,5,3,4,4,3,4,4,5,4,5,4,2,4,3,4,4,R,T,B,2,,,,,,,,,3,2.0,7.0,1.0,5.0,7.0,9.0,10.0,,,,,,1,5.0,9.0,2,,,,,,3,8.0,,,ALTERNATE TRASH PICKUP DAYS,ENFORCE SPEEDING LAWS,4,6,1,1,2,1,9,5,1,1,1,2,,,,,85284,238
241,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4.0,5.0,8.0,9.0,10.0,,,,,,,4,5.0,4,3,4,4,4,D,E,4,,5,4,9,4,9,4,9,4,4,A,D,9,4,4,5,4,9,4,4,3,3,3,3,4,4,4,4,4,4,4,4,5,4,I,J,L,99,,,,,,,,,99,,,5.0,8.0,9.0,,,,,,,,5,9.0,7.0,1,5.0,5.0,5.0,5.0,5.0,2,11.0,,,DOG OWNERS CLEAN UP AFTER PETS,DOG OWNERS CLEAN UP AFTER PETS,2,3,2,1,2,1,1,5,2,1,1,1,,,,,85283,239
242,5,4,4,3,4,3,3,3,3,3,3,4,4,3,3,2,3.0,5.0,9.0,,,,,,,,,4,4.0,4,9,3,4,4,E,C,4,,4,9,9,9,9,9,9,4,9,A,H,9,4,4,4,3,5,5,3,3,4,4,4,5,4,5,4,4,4,4,3,5,5,J,H,T,99,,,,,,,,,99,,,9.0,10.0,,,,,,,,,99,,,2,,,,,,99,,,,,,2,3,2,2,2,1,2,5,1,1,1,2,,,,,85284,240
243,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2.0,3.0,4.0,5.0,,,,,,,,4,4.0,4,9,4,4,4,E,G,4,VANDALISM/THEFT,4,9,9,4,9,9,9,9,9,D,E,4,4,4,9,4,4,4,9,9,2,2,4,4,4,4,4,5,4,4,4,4,4,Q,T,B,99,,,,,,,,,3,6.0,9.0,,5.0,8.0,,,,,,,,8,5.0,4.0,1,4.0,4.0,4.0,1.0,1.0,8,11.0,,,MORE STREET LIGHTS,VECTOR CONTROL/MOSQUITO SEASON,4,3,2,1,2,2,2,3,1,1,1,2,,,,,85284,241
244,5,5,5,9,5,3,9,9,9,9,9,9,9,9,9,99,,,,,,,,,,,,5,5.0,5,5,3,9,4,E,A,5,THEFT,3,9,9,9,9,4,3,9,4,Z,,3,5,5,3,3,4,4,3,5,5,5,5,5,5,5,5,5,5,9,4,9,9,Z,,,99,,,,,,,,,99,,,1.0,2.0,5.0,,,,,,,,2,6.0,,2,,,,,,99,,,,CRIME PREVENTION,ENSURING CITIZEN SAFETY,4,3,2,2,2,1,2,3,1,1,1,2,,,,,85283,242
245,5,4,4,4,4,4,5,5,4,5,4,9,9,4,4,2,3.0,8.0,,,,,,,,,,4,4.0,4,2,4,5,4,C,F,3,HOME BURGLARIES/BREAK-INS,5,4,9,4,4,4,9,9,9,A,D,9,3,4,9,3,4,4,3,4,3,3,4,4,5,4,5,4,4,4,9,5,5,K,H,E,99,,,,,,,,,3,,,2.0,4.0,5.0,7.0,9.0,10.0,,,,,99,,,2,,,,,,99,,,,ALLEY CLEANUP,VACANT COMMERCIAL PROPERTIES,2,4,2,2,2,2,1,3,2,1,1,2,,,,,85283,243
246,4,4,3,3,3,3,3,3,2,2,2,3,3,3,2,1,6.0,,,,,,,,,,,2,2.0,3,4,3,3,4,A,B,3,,3,3,4,3,3,3,3,9,3,G,E,3,2,3,3,2,3,3,3,3,4,4,4,4,4,4,3,3,1,4,4,3,3,Z,,,99,,,,,,,,,99,,,99.0,,,,,,,,,,99,,,2,,,,,,99,,,,,,9,9,1,9,9,2,9,9,9,9,9,4,,,,,85281,244
247,5,5,5,5,5,5,4,5,5,5,5,4,5,4,4,1,2.0,3.0,5.0,11.0,,,,,,,,5,5.0,3,9,5,5,4,C,F,4,STREET PARKING,9,9,9,3,9,9,3,9,9,Z,,9,4,5,5,3,5,3,3,3,4,3,4,5,5,5,5,5,3,5,4,4,4,E,R,T,99,,,,,,,,,99,,,1.0,5.0,7.0,8.0,10.0,,,,,,7,10.0,1.0,1,3.0,3.0,9.0,3.0,5.0,6,8.0,,,ENFORCE PARKING LAWS,CONTROL RENTAL PROPERTY,2,4,1,1,2,1,2,3,1,1,1,2,,,,,85281,245
248,4,2,4,4,4,4,4,4,4,2,2,9,9,9,2,99,,,,,,,,,,,,5,4.0,9,9,4,4,4,C,,2,,4,4,4,4,3,3,3,3,3,E,,3,4,4,4,4,2,3,1,1,1,1,4,4,4,2,4,4,4,4,4,3,4,H,I,K,99,,,,,,,,,99,,,5.0,,,,,,,,,,5,,,2,,,,,,2,3.0,,,CLEAN UP APACHE PRIZE & SMITH,CLEAN UP BANK OWNED PROPERTY,2,4,2,2,2,1,1,2,1,2,2,5,,,,,85281,246
249,5,4,4,4,9,3,4,5,9,5,9,4,4,4,3,1,2.0,3.0,4.0,5.0,7.0,8.0,9.0,11.0,,,,3,3.0,4,9,5,5,5,A,E,3,TAGGING; VANDALISM,5,4,4,3,4,4,9,5,4,I,A,5,4,5,5,3,4,4,3,4,3,3,4,5,5,5,5,5,5,5,3,4,4,A,M,Q,99,,,,,,,,,1,2.0,9.0,2.0,4.0,5.0,8.0,,,,,,,5,8.0,2.0,1,5.0,5.0,4.0,3.0,3.0,4,8.0,,,MONITOR RENTALS & OCCUPANTS,CRIME RATE,2,6,1,1,2,2,1,3,2,1,1,2,,,,,85282,247
251,4,4,4,3,5,2,3,3,4,4,3,4,4,4,4,1,2.0,3.0,8.0,9.0,,,,,,,,4,4.0,3,9,9,4,2,E,G,4,,5,4,4,4,4,4,4,3,4,Z,,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,2,4,4,G,U,T,99,,,,,,,,,9,5.0,1.0,2.0,5.0,7.0,,,,,,,,6,,,2,,,,,,4,11.0,,,,BUSINESSES LEAVING MILL AVE,2,4,2,1,2,2,2,3,1,1,1,2,,,,,85284,248
252,4,5,5,9,5,4,9,9,4,4,4,9,4,9,4,1,2.0,11.0,,,,,,,,,,4,4.0,3,3,4,4,4,E,G,4,TRAFFIC,4,9,9,9,9,9,9,4,4,I,H,4,4,4,9,3,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Q,R,S,99,,,,,,,,,3,7.0,9.0,5.0,7.0,8.0,9.0,10.0,,,,,,8,5.0,9.0,1,5.0,5.0,5.0,5.0,5.0,8,12.0,,,WATER/SEWER INFRASTRUCTURE,TRAFFIC CONTROL/ENFORCEMENT,2,4,1,2,2,1,1,3,2,1,1,2,,,,,85281,249
253,4,4,5,4,5,4,9,4,3,3,9,9,3,4,4,1,2.0,5.0,6.0,,,,,,,,,5,5.0,3,5,4,3,4,C,F,5,BREAKING & ENTRY,5,3,5,5,5,2,5,5,5,F,B,5,5,5,4,4,5,5,2,2,3,3,5,5,5,5,1,5,4,4,4,4,4,Z,,,99,,,,,,,,,99,,,4.0,5.0,6.0,7.0,8.0,9.0,,,,,2,5.0,8.0,1,5.0,5.0,5.0,5.0,5.0,9,11.0,,,,IMPROVE WATER/SEWAGE TREATMENT,2,6,1,2,2,1,2,3,1,1,1,2,,,,,85284,250
254,5,4,4,4,4,4,4,4,4,4,4,3,4,4,4,1,2.0,3.0,5.0,6.0,8.0,9.0,10.0,11.0,12.0,,,5,5.0,3,3,4,4,4,E,A,4,AUTO TRAFFIC,5,5,9,9,9,5,5,5,3,H,B,5,4,5,5,4,4,5,9,4,4,4,4,5,5,5,5,5,3,5,5,5,5,E,T,U,99,,,,,,,,,3,7.0,9.0,1.0,2.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,,5,8.0,1.0,1,5.0,5.0,5.0,5.0,5.0,1,11.0,,,A SOUND WALL ON RURAL,REBUILD CHARACTER OF TEMPE,3,4,2,1,2,1,9,2,1,1,1,2,,,,,85282,251
255,4,3,4,2,4,3,9,9,9,9,9,9,9,9,9,1,2.0,3.0,5.0,8.0,10.0,12.0,,,,,,4,4.0,4,2,4,4,3,E,A,4,HOMELESSNESS,4,4,4,4,9,4,9,9,5,A,I,5,4,4,4,2,4,3,9,9,4,4,4,4,4,4,2,1,3,9,9,4,4,E,P,Q,99,,,,,,,,,99,,,2.0,5.0,9.0,,,,,,,,2,3.0,9.0,2,,,,,,99,,,,,,2,3,1,1,2,2,1,5,1,1,1,9,,,,,85282,252
256,4,4,4,9,4,4,9,9,4,4,9,9,4,4,4,2,3.0,5.0,9.0,12.0,,,,,,,,4,4.0,4,4,4,4,4,A,E,4,PETTY THEFT,4,4,9,9,9,4,4,9,9,A,B,9,4,4,4,4,5,4,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,B,F,E,99,,,,,,,,,99,,,5.0,7.0,9.0,10.0,,,,,,,5,9.0,10.0,2,,,,,,2,9.0,,,,,3,2,1,1,1,1,1,3,1,1,1,2,,,,,85281,253
257,4,4,4,4,5,5,2,3,3,4,4,4,4,4,4,1,2.0,11.0,12.0,,,,,,,,,4,4.0,5,5,4,3,4,F,A,3,,2,2,3,3,3,3,3,3,4,A,B,4,3,2,2,2,3,3,3,3,4,4,5,4,2,3,3,4,4,3,3,3,3,C,E,N,99,,,,,,,,,4,8.0,5.0,3.0,8.0,,,,,,,,,3,8.0,,2,,,,,,6,,,,GET RID OF DRUG DEALERS,CONSTRUCTION,2,2,1,2,1,1,1,5,1,1,1,2,,,,,85281,254
258,4,2,4,2,3,1,3,3,2,2,3,5,5,2,4,1,2.0,5.0,11.0,12.0,,,,,,,,5,5.0,2,5,3,5,3,C,G,3,CRIME,4,4,4,4,4,4,4,4,5,Z,,4,3,4,4,4,9,3,2,4,3,4,4,5,5,5,5,5,4,5,2,4,4,T,E,H,99,,,,,,,,,3,6.0,9.0,1.0,5.0,6.0,7.0,9.0,,,,,,6,5.0,9.0,1,5.0,5.0,5.0,5.0,5.0,5,8.0,,,PRIVATE PROPERTY MAINTENANCE,BALANCE BUDGET W/O TAX INCREAS,2,4,1,1,2,1,1,3,1,1,2,2,,,,,85282,255
258,4,4,9,5,5,4,9,9,4,5,5,9,5,5,5,2,3.0,,,,,,,,,,,5,5.0,3,4,4,4,5,C,E,3,CARS GOING TOO FAST,5,5,9,5,9,4,9,5,5,A,H,9,4,4,9,4,4,5,3,4,3,4,5,5,5,5,5,5,4,4,4,4,4,J,H,R,99,,,,,,,,,99,,,4.0,5.0,7.0,9.0,10.0,,,,,,5,7.0,2.0,1,5.0,5.0,5.0,5.0,4.0,6,,,,ENFORCE RENTAL PROP MAINT CODE,ENFORCE RENTAL PROP MAINT CODE,2,4,2,2,2,1,1,5,1,1,1,2,,,,,85281,256
259,9,3,3,1,9,9,9,3,1,3,3,9,3,1,1,1,12.0,,,,,,,,,,,3,2.0,2,2,3,4,2,A,D,3,,9,4,9,9,9,9,9,9,9,B,I,5,3,4,4,9,9,3,1,3,3,4,9,5,5,5,5,4,1,4,9,9,4,B,D,G,99,,,,,,,,,2,3.0,7.0,5.0,,,,,,,,,,5,7.0,9.0,2,,,,,,8,10.0,,,,,2,4,2,2,2,1,1,3,2,1,1,2,,,,,85282,257
260,4,4,9,9,3,2,9,9,9,3,9,9,9,9,9,1,2.0,3.0,9.0,,,,,,,,,4,4.0,9,2,2,3,2,E,G,2,GANGS W/DRUGS IN PARKS,3,9,9,9,9,9,9,4,3,Z,,3,4,4,9,3,4,9,1,4,3,3,4,4,4,4,3,4,4,4,2,9,4,H,T,J,99,,,,,,,,,99,,,4.0,5.0,,,,,,,,,6,,,1,4.0,4.0,4.0,4.0,3.0,6,8.0,,,ENFORCEMENT OF RV PARKING LAWS,GANG/DRUG ACTIVITY,2,4,1,2,2,1,1,3,1,1,1,2,,,,,NOT PROVIDED,258
261,4,5,5,3,5,5,4,3,4,4,4,5,4,3,3,2,4.0,10.0,,,,,,,,,,5,5.0,4,5,5,5,5,A,F,5,FEELING OF SAFETY,4,4,3,5,5,3,3,5,3,C,B,5,4,5,4,4,5,2,2,5,4,5,5,5,5,5,5,5,2,5,5,5,5,Q,E,B,99,,,,,,,,,1,3.0,9.0,2.0,5.0,9.0,,,,,,,,9,6.0,8.0,1,2.0,2.0,5.0,2.0,2.0,3,8.0,,,ECONOMIC/BUSINESS DEVELOPMENT,SOCIAL/HUMAN SERVICES,2,4,1,2,2,2,1,3,2,1,1,2,,,,,85282,259
262,3,4,3,3,4,3,3,4,3,3,4,3,4,3,4,1,2.0,3.0,5.0,8.0,11.0,12.0,,,,,,3,3.0,4,4,3,4,2,C,E,3,CRIME RATE,4,3,3,4,3,4,3,4,5,E,F,5,2,4,4,3,3,3,4,4,3,3,3,3,4,3,3,4,3,5,3,3,3,B,E,N,2,9.0,,,,,,,,9,6.0,2.0,1.0,4.0,7.0,,,,,,,,6,7.0,4.0,1,5.0,4.0,3.0,1.0,1.0,7,9.0,,,LIGHTING FOR SAFETY,YOUTH SAFETY,2,4,2,1,2,1,2,3,1,1,1,2,,,,,85282,260
263,2,4,4,3,2,3,4,2,2,4,4,5,4,4,4,1,2.0,4.0,5.0,7.0,12.0,,,,,,,4,4.0,4,1,4,4,4,Z,,3,,4,4,2,4,4,4,4,4,2,C,I,2,4,4,5,4,4,4,3,2,2,2,3,1,4,1,2,4,4,4,4,4,4,M,O,P,1,5.0,6.0,9.0,,,,,,9,4.0,6.0,1.0,2.0,5.0,7.0,9.0,,,,,,99,,,2,,,,,,1,9.0,,,CLEAN UP THE ALLEYS,COST VS QUALITY OF UTILITIES,2,4,2,1,2,2,1,3,1,1,1,2,,,,,85282,261
264,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2.0,11.0,,,,,,,,,,4,5.0,3,5,5,5,5,C,A,5,BURGLARS,5,5,5,5,3,3,5,5,5,I,A,5,5,4,5,5,5,5,2,4,2,4,5,5,5,5,4,4,4,5,5,5,5,H,I,T,99,,,,,,,,,9,6.0,3.0,1.0,5.0,,,,,,,,,99,,,1,5.0,5.0,5.0,5.0,5.0,1,11.0,,,WATER CONSERVATION,SOLAR ENERGY/WATER CONSERV,2,4,1,2,2,1,1,5,1,1,1,5,,,,,85282,262
265,5,5,5,5,5,4,3,4,4,4,4,4,4,3,3,1,2.0,3.0,4.0,5.0,12.0,,,,,,,4,4.0,4,4,4,4,4,B,E,4,THEFT,5,4,4,4,4,3,3,4,4,C,I,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,F,T,D,99,,,,,,,,,2,9.0,4.0,2.0,5.0,8.0,,,,,,,,6,,,1,5.0,5.0,5.0,5.0,5.0,1,4.0,,,MEYER PARK,SPEEDING,4,4,1,1,2,1,1,5,2,1,1,2,,,,,85282,263
266,3,4,4,4,4,4,3,3,3,4,3,3,3,4,3,9,11.0,,,,,,,,,,,4,4.0,4,4,4,3,4,A,G,4,,4,9,9,4,3,3,9,4,3,I,,3,4,4,3,4,3,9,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Z,,,99,,,,,,,,,99,,,5.0,7.0,,,,,,,,,99,,,2,,,,,,99,,,,,,5,5,2,2,2,1,1,3,2,1,1,2,,,,,85282,264
267,5,4,4,3,4,3,4,4,4,4,4,4,4,4,4,1,2.0,8.0,9.0,10.0,,,,,,,,5,5.0,3,2,3,9,4,C,D,4,BREAK-INS,4,4,4,4,4,9,4,5,5,A,I,5,5,5,9,3,4,5,2,4,3,3,4,5,5,5,5,3,3,9,9,4,3,V,H,T,6,,,,,,,,,3,7.0,9.0,6.0,9.0,,,,,,,,,6,,,2,,,,,,4,7.0,,,REDUCE SPEEDING,MORE JOBS!,3,3,2,2,2,1,1,3,1,1,1,2,5.0,,,,85282,265
268,4,4,4,4,4,4,9,9,4,4,3,3,3,3,3,1,2.0,3.0,5.0,6.0,11.0,,,,,,,4,4.0,4,4,4,4,4,C,A,4,LACK OF POLICE PATROLS,4,9,9,9,9,9,4,4,3,Z,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,R,T,L,99,,,,,,,,,9,3.0,6.0,5.0,7.0,10.0,,,,,,,,5,7.0,10.0,2,,,,,,3,8.0,,,NO LIGHT RAIL TO MILL/SOUTHERN,,4,3,1,1,2,1,1,3,1,1,1,2,,,,,85282,266
269,4,1,1,2,2,1,3,9,2,2,9,9,4,4,4,2,3.0,5.0,6.0,,,,,,,,,1,4.0,1,9,1,4,1,E,G,1,HOMELESS; STREET LIGHTS,5,4,9,5,9,4,5,4,4,A,D,4,2,4,5,4,5,5,1,1,1,4,1,5,5,5,5,5,4,5,2,5,5,H,L,J,99,,,,,,,,,99,,,8.0,9.0,,,,,,,,,99,,,1,4.0,5.0,5.0,3.0,3.0,6,8.0,,,CLEAN UP PRIVATE PROPERTIES,CRIME/HOMESSLESS ON MILL AVE,2,5,2,1,2,1,2,3,1,1,1,2,,,,,85281,267
270,3,3,4,2,4,3,5,5,4,4,4,3,3,3,3,1,2.0,3.0,4.0,5.0,8.0,9.0,10.0,12.0,,,,4,4.0,2,3,3,2,4,C,F,4,THEFT,2,3,3,4,4,9,9,4,5,A,E,5,4,4,4,4,4,3,3,3,3,3,3,3,4,4,9,3,3,3,3,2,2,V,U,J,99,,,,,,,,,99,,,2.0,,,,,,,,,,2,,,2,,,,,,4,7.0,,,,,2,2,2,1,1,2,1,3,2,1,1,4,,,,,85282,268
