Is_Head_of_Household_,Age,Race,Gender,Ethnicity,Disability,Educational_Level,Employment_Status,Household_Type,ZIP_Code,Service_Id,Date,Program,Housing_Type,City,State,Total_Benefit,Council_District,Monthly_Income,ObjectId
1,43.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Unemployed(Not in Labor Force),Single Parent Female,40215,1305457.0,2021/09/20 15:00:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,1000.0,15.0,26400.0,772
0,16.0,African American,Male,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Parent Female,40215,1305457.0,2021/09/20 15:00:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,1000.0,15.0,26400.0,773
0,18.0,African American,Male,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Parent Female,40215,1305457.0,2021/09/20 15:00:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,1000.0,15.0,26400.0,774
1,46.0,African American,Female,Non-Hispanic,Disabled,Grades 9-12,Retired,Single Parent Male,40216,1282830.0,2021/09/01 10:09:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,149.82,3.0,8772.0,775
1,63.0,White,Female,Non-Hispanic,Disabled,High School Graduate,Unemployed(Not in Labor Force),Multigenerational Household,40212,1263444.0,2021/08/18 17:09:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,244.74,5.0,34343.28,776
0,69.0,White,Male,Non-Hispanic,Disabled,Technical/Trade School,Unemployed(Not in Labor Force),Multigenerational Household,40212,1263444.0,2021/08/18 17:09:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,244.74,5.0,34343.28,777
0,5.0,White,Female,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Multigenerational Household,40212,1263444.0,2021/08/18 17:09:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,244.74,5.0,34343.28,778
0,13.0,White,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Multigenerational Household,40212,1263444.0,2021/08/18 17:09:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,244.74,5.0,34343.28,779
0,10.0,White,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Multigenerational Household,40212,1263444.0,2021/08/18 17:09:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,244.74,5.0,34343.28,780
0,22.0,White,Female,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Multigenerational Household,40212,1263444.0,2021/08/18 17:09:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,244.74,5.0,34343.28,781
1,50.0,White,Female,Non-Hispanic,Disabled,Grades 0-8,"Unemployed(Long - Term, more than 6 months)",Multigenerational Household,40216,1237748.0,2021/08/04 15:11:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,395.24,1.0,12000.0,782
0,13.0,White,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Multigenerational Household,40216,1237748.0,2021/08/04 15:11:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,395.24,1.0,12000.0,783
0,14.0,White,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Multigenerational Household,40216,1237748.0,2021/08/04 15:11:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,395.24,1.0,12000.0,784
0,9.0,White,Female,Non-Hispanic,Not Disabled,Pre-School,Unemployed(Not in Labor Force),Multigenerational Household,40216,1237748.0,2021/08/04 15:11:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,395.24,1.0,12000.0,785
1,34.0,African American,Female,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,Employed Part-Time,Single Parent Female,40213,1445444.0,2021/12/09 10:03:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,205.73,21.0,19560.0,786
0,15.0,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40213,1445444.0,2021/12/09 10:03:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,205.73,21.0,19560.0,787
0,9.0,African American,Male,Non-Hispanic,Disabled,Pre-School,Unemployed(Not in Labor Force),Single Parent Female,40213,1445444.0,2021/12/09 10:03:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,205.73,21.0,19560.0,788
0,10.0,White,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40216,1420020.0,2021/11/24 09:21:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,1000.0,0.0,5142.0,789
1,44.0,White,Male,Non-Hispanic,Disabled,High School Graduate,Unemployed(Not in Labor Force),Two Parent Household,40258,1300655.0,2021/09/15 16:20:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,1000.0,1.0,9408.0,790
0,12.0,Mixed Race,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Two Parent Household,40258,1300655.0,2021/09/15 16:20:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,1000.0,1.0,9408.0,791
0,19.0,Mixed Race,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Two Parent Household,40258,1300655.0,2021/09/15 16:20:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,1000.0,1.0,9408.0,792
0,47.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Unemployed(Not in Labor Force),Two Parent Household,40258,1300655.0,2021/09/15 16:20:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,1000.0,1.0,9408.0,793
0,7.0,Mixed Race,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Two Parent Household,40258,1300655.0,2021/09/15 16:20:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,1000.0,1.0,9408.0,794
1,67.0,African American,Male,Non-Hispanic,Disabled,High School Graduate,Retired,Single Person,40216,1524174.0,2022/01/27 10:24:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,547.56,4.0,9516.0,795
0,31.0,Mixed Race,Female,Non-Hispanic,Disabled,High School Graduate,"Unemployed(Long - Term, more than 6 months)",Two Adults No Children,40210,1407708.0,2021/11/18 09:29:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,751.23,4.0,21216.0,796
1,22.0,Mixed Race,Female,Non-Hispanic,Disabled,High School Graduate,Unemployed(Not in Labor Force),Two Adults No Children,40210,1407708.0,2021/11/18 09:29:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,751.23,4.0,21216.0,797
1,37.0,Mixed Race,Female,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,"Unemployed(Long - Term, more than 6 months)",Single Parent Female,40218,1386370.0,2021/11/08 15:34:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,623.91,2.0,9528.0,798
0,18.0,Mixed Race,Female,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Parent Female,40218,1386370.0,2021/11/08 15:34:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,623.91,2.0,9528.0,799
0,14.0,Mixed Race,Male,Non-Hispanic,Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40218,1386370.0,2021/11/08 15:34:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,623.91,2.0,9528.0,800
0,5.0,African American,Female,Non-Hispanic,Not Disabled,Pre-School,Unemployed(Not in Labor Force),Single Parent Female,40203,1446671.0,2021/12/09 12:09:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,445.97,0.0,0.0,801
1,30.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Employed Part-Time,Single Parent Female,40272,1403783.0,2021/11/16 15:51:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,269.01,25.0,9600.0,802
0,9.0,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40272,1403783.0,2021/11/16 15:51:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,269.01,25.0,9600.0,803
1,76.0,White,Female,Non-Hispanic,Not Disabled,High School Graduate,Retired,Single Person,40258,1411274.0,2021/11/19 10:38:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,862.05,12.0,24216.0,804
0,83.0,White,Female,Non-Hispanic,Not Disabled,High School Graduate,Retired,Single Person,40258,1411274.0,2021/11/19 10:38:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,862.05,12.0,24216.0,805
1,52.0,African American,Female,Non-Hispanic,Disabled,Grades 9-12,"Unemployed(Long - Term, more than 6 months)",Single Person,40211,1307733.0,2021/09/22 10:43:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,353.55,1.0,0.0,806
1,34.0,African American,Female,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,Employed Full-Time,Single Person,40216,1260919.0,2021/08/17 16:34:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,413.26,3.0,0.0,807
1,21.0,African American,Male,Non-Hispanic,Not Disabled,Grades 9-12,Employed Full-Time,Single Person,40258,1416661.0,2021/11/23 07:53:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,671.13,14.0,0.0,808
1,62.0,White,Female,Non-Hispanic,Disabled,12 grade + Some Post-Secondary,Unemployed(Not in Labor Force),Single Person,40220,1344678.0,2021/10/19 11:08:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,390.45,26.0,17244.0,809
0,16.0,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40214,1220647.0,2021/07/27 15:05:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,114.71,25.0,36000.0,810
1,38.0,African American,Female,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,"Unemployed(Long - Term, more than 6 months)",Single Parent Female,40216,1311400.0,2021/09/24 10:13:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,527.73,1.0,0.0,811
0,12.0,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Person,40216,1260919.0,2021/08/17 16:34:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,413.26,3.0,0.0,812
0,19.0,African American,Female,Non-Hispanic,Disabled,High School Graduate,"Unemployed(Long - Term, more than 6 months)",Single Parent Female,40216,1311400.0,2021/09/24 10:13:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,527.73,1.0,0.0,813
1,30.0,African American,Female,Non-Hispanic,Not Disabled,2 or 4 years College,"Unemployed(Short - Term, 6 months or less)",Single Parent Female,40215,1453417.0,2021/12/13 10:58:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,254.75,15.0,28800.0,814
0,15.0,White,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Two Parent Household,40206,1326232.0,2021/10/06 16:08:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,767.81,9.0,0.0,815
0,16.0,African American,Female,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Parent Female,40216,1311400.0,2021/09/24 10:13:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,527.73,1.0,0.0,816
0,7.0,African American,Male,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40215,1453417.0,2021/12/13 10:58:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,254.75,15.0,28800.0,817
1,47.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Employed Full-Time,Single Parent Female,40203,1443100.0,2021/12/08 11:25:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,541.15,4.0,15600.0,818
0,38.0,White,Female,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Two Parent Household,40206,1326232.0,2021/10/06 16:08:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,767.81,9.0,0.0,819
0,12.0,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40216,1311400.0,2021/09/24 10:13:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,527.73,1.0,0.0,820
1,30.0,White,Female,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Parent Female,40118,1208662.0,2021/07/22 10:04:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,13.0,0.0,821
0,15.0,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40216,1311400.0,2021/09/24 10:13:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,527.73,1.0,0.0,822
1,52.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Unemployed(Not in Labor Force),Single Parent Female,40212,1265644.0,2021/08/19 15:49:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,1000.0,5.0,2700.0,823
0,11.0,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40212,1265644.0,2021/08/19 15:49:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,1000.0,5.0,2700.0,824
0,12.0,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40212,1265644.0,2021/08/19 15:49:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,1000.0,5.0,2700.0,825
0,20.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Long - Term, more than 6 months)",Single Parent Female,40212,1265644.0,2021/08/19 15:49:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,1000.0,5.0,2700.0,826
1,29.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Unemployed(Not in Labor Force),Single Parent Female,40211,1434764.0,2021/12/03 12:09:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,247.81,1.0,0.0,827
0,5.0,African American,Female,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40211,1434764.0,2021/12/03 12:09:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,247.81,1.0,0.0,828
1,42.0,White,Female,Non-Hispanic,Not Disabled,2 or 4 years College,Employed Full-Time,Single Parent Female,40272,1287289.0,2021/09/03 12:36:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,498.63,14.0,12000.0,829
0,10.0,White,Male,Non-Hispanic,Not Disabled,Grades 0-8,"Unemployed(Short - Term, 6 months or less)",Single Parent Female,40272,1287289.0,2021/09/03 12:36:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,498.63,14.0,12000.0,830
1,37.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Employed Part-Time,Single Person,40216,1305081.0,2021/09/20 13:21:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,902.21,3.0,0.0,831
0,15.0,African American,Female,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Person,40216,1305081.0,2021/09/20 13:21:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,902.21,3.0,0.0,832
0,13.0,African American,Female,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Person,40216,1305081.0,2021/09/20 13:21:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,902.21,3.0,0.0,833
0,7.0,African American,Female,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Person,40216,1305081.0,2021/09/20 13:21:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,902.21,3.0,0.0,834
0,18.0,African American,Female,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Person,40216,1305081.0,2021/09/20 13:21:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,902.21,3.0,0.0,835
1,28.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Employed Full-Time,Single Parent Female,40258,1249992.0,2021/08/11 13:01:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,782.22,14.0,0.0,836
0,12.0,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,"Unemployed(Long - Term, more than 6 months)",Single Parent Female,40258,1249992.0,2021/08/11 13:01:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,782.22,14.0,0.0,837
0,9.0,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,"Unemployed(Short - Term, 6 months or less)",Single Parent Female,40258,1249992.0,2021/08/11 13:01:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,782.22,14.0,0.0,838
1,42.0,Mixed Race,Female,Hispanic,Not Disabled,12 grade + Some Post-Secondary,"Unemployed(Short - Term, 6 months or less)",Single Parent Female,40220,1462810.0,2021/12/21 13:41:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,950.39,10.0,8568.0,839
0,12.0,Mixed Race,Male,Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40220,1462810.0,2021/12/21 13:41:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,950.39,10.0,8568.0,840
0,10.0,Mixed Race,Male,Hispanic,Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40220,1462810.0,2021/12/21 13:41:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,950.39,10.0,8568.0,841
1,59.0,African American,Male,Non-Hispanic,Disabled,High School Graduate,Employed Part-Time,Single Person,40212,1255137.0,2021/08/13 13:51:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,465.29,5.0,10572.0,842
1,36.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Employed Full-Time,Single Person,40212,1307671.0,2021/09/22 10:30:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,424.11,5.0,0.0,843
1,52.0,White,Female,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Multigenerational Household,40215,1242567.0,2021/08/06 14:20:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,15.0,9528.0,844
0,28.0,White,Female,Non-Hispanic,Disabled,High School Graduate,Unemployed(Not in Labor Force),Multigenerational Household,40215,1242567.0,2021/08/06 14:20:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,15.0,9528.0,845
0,8.0,White,Male,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Multigenerational Household,40215,1242567.0,2021/08/06 14:20:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,15.0,9528.0,846
0,10.0,White,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Multigenerational Household,40215,1242567.0,2021/08/06 14:20:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,15.0,9528.0,847
1,33.0,African American,Female,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,Employed Full-Time,Single Parent Female,40212,1356303.0,2021/10/25 14:57:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,260.18,5.0,6599.4,848
0,12.0,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40212,1356303.0,2021/10/25 14:57:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,260.18,5.0,6599.4,849
0,8.0,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40212,1356303.0,2021/10/25 14:57:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,260.18,5.0,6599.4,850
0,51.0,White,Female,Non-Hispanic,Disabled,High School Graduate,Unemployed(Not in Labor Force),Two Adults No Children,40215,1353385.0,2021/10/22 13:40:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,716.09,21.0,33312.0,851
1,58.0,African American,Female,Non-Hispanic,Disabled,High School Graduate,Unemployed(Not in Labor Force),Single Parent Female,40212,1300370.0,2021/09/15 14:48:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,592.73,5.0,0.0,852
0,23.0,African American,Male,Non-Hispanic,Disabled,Grades 9-12,"Unemployed(Long - Term, more than 6 months)",Single Parent Female,40212,1300370.0,2021/09/15 14:48:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,592.73,5.0,0.0,853
1,42.0,White,Female,Non-Hispanic,Not Disabled,Advanced/Post-Secondary Degree,"Unemployed(Short - Term, 6 months or less)",Single Parent Female,40272,1452212.0,2021/12/10 15:28:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,1000.0,14.0,0.0,854
1,45.0,African American,Female,Non-Hispanic,Not Disabled,Equivalency Diploma (GED),"Unemployed(Long - Term, more than 6 months)",Single Person,40202,1272446.0,2021/08/24 16:21:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,144.56,4.0,9600.0,855
1,23.0,White,Female,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Long - Term, more than 6 months)",Two Adults No Children,40216,1350408.0,2021/10/21 12:09:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,146.24,1.0,0.0,856
1,47.0,White,Female,Non-Hispanic,Not Disabled,Advanced/Post-Secondary Degree,Employed Full-Time,Two Parent Household,40272,1455734.0,2021/12/14 15:20:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,1000.0,14.0,17820.0,857
0,11.0,White,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Two Parent Household,40272,1455734.0,2021/12/14 15:20:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,1000.0,14.0,17820.0,858
1,35.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Unemployed(Not in Labor Force),Single Person,40211,1240138.0,2021/08/05 14:19:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,5.0,19200.0,859
1,43.0,White,Female,Non-Hispanic,Not Disabled,Advanced/Post-Secondary Degree,Employed Full-Time,Single Parent Female,40258,1405175.0,2021/11/17 10:53:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,1000.0,14.0,23400.0,860
0,15.0,African American,Male,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Parent Female,40203,1443100.0,2021/12/08 11:25:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,541.15,4.0,15600.0,861
0,19.0,African American,Female,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Person,40211,1240138.0,2021/08/05 14:19:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,5.0,19200.0,862
0,14.0,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Person,40211,1240138.0,2021/08/05 14:19:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,5.0,19200.0,863
0,16.0,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Person,40211,1240138.0,2021/08/05 14:19:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,5.0,19200.0,864
