ObjectId,INCIDENT_NUMBER,DATE_REPORTED,DATE_OCCURED,CRIME_TYPE,UOR_DESC,LEOKA_APPLIES,OFFICER_KILLED,TYPE_OF_ASSIGNMENT,TYPE_OF_ACTIVITY,NIBRS_CODE,UCR_HIERARCHY,ATT_COMP,LMPD_DIVISION,LMPD_BEAT,PREMISE_TYPE,BLOCK_ADDRESS,OFFENSE_CITY,OFFENSE_ZIP
1183,80-16-099443,2016/11/21 07:12:00+00,2016/11/21 07:12:00+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,ATTEMPTING OTHER ARREST                                ,13A,PART I,COMPLETED,1ST DIVISION,111,HIGHWAY / ROAD / ALLEY                       ,N 16TH ST / NORTHWESTERN PKY                                ,LOUISVILLE,40203
1184,80-19-014522,2019/02/27 01:21:59+00,2019/02/26 22:08:00+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,TRAFFIC PURSUIT OR STOPS                               ,13A,PART I,COMPLETED,3RD DIVISION,331,HIGHWAY / ROAD / ALLEY                       ,GREENWOOD RD / SKY BLUE AVE                                 ,LOUISVILLE,40258
1185,80-17-055260,2017/07/09 18:52:00+00,2017/07/09 18:52:00+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,TRAFFIC PURSUIT OR STOPS                               ,13A,PART I,COMPLETED,6TH DIVISION,612,HIGHWAY / ROAD / ALLEY                       ,5600 BLOCK PRESTON HWY                                      ,LOUISVILLE,40219
1186,80-16-067382,2016/08/09 20:29:59+00,2016/08/08 05:35:00+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,DOMESTIC DISTURBANCE                                   ,13A,PART I,COMPLETED,2ND DIVISION,236,PARKING LOT / GARAGE                         ,4500 BLOCK BROADLEAF DR                                     ,LOUISVILLE,40216
1187,80-19-032148,2019/05/06 04:12:59+00,2019/05/06 04:12:59+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,DETECTIVE OR SPECIAL ASSIGNMENT ALONE                  ,TRAFFIC PURSUIT OR STOPS                               ,13A,PART I,COMPLETED,4TH DIVISION,423,HIGHWAY / ROAD / ALLEY                       ,BEECHER ST / BELLEVUE AVE                                   ,LOUISVILLE,40215
1188,80-19-008622,2019/02/03 19:18:00+00,2019/02/03 19:18:00+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,TRAFFIC PURSUIT OR STOPS                               ,13A,PART I,COMPLETED,1ST DIVISION,123,HIGHWAY / ROAD / ALLEY                       ,W MUHAMMAD ALI BLVD / QUEST DR                              ,LOUISVILLE,40203
1189,80-16-089187,2016/10/18 05:55:00+00,2016/10/18 05:55:00+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,RESPONDING TO DISTURBANCE CALLS                        ,13A,PART I,COMPLETED,8TH DIVISION,812,HIGHWAY / ROAD / ALLEY                       ,BAYBERRY PL / HERMITAGE WAY                                 ,PLANTATION,40242
1190,80-19-022569,2019/03/30 17:42:59+00,2019/03/30 17:41:00+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,RESPONDING TO DISTURBANCE CALLS                        ,13A,PART I,COMPLETED,2ND DIVISION,223,HIGHWAY / ROAD / ALLEY                       ,2200 BLOCK GARLAND AVE                                      ,LOUISVILLE,40211
1191,80-19-089297,2019/12/03 21:24:00+00,2019/12/03 20:52:59+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,ALL OTHER                                              ,13A,PART I,COMPLETED,2ND DIVISION,223,HIGHWAY / ROAD / ALLEY                       ,S 15TH ST / W OAK ST                                        ,LOUISVILLE,40210
1192,80-19-079636,2019/10/27 22:30:00+00,2019/10/27 21:20:00+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,TRAFFIC PURSUIT OR STOPS                               ,13A,PART I,COMPLETED,1ST DIVISION,112,OTHER / UNKNOWN                              ,2400 BLOCK ELLIOTT AVE                                      ,LOUISVILLE,40211
1193,80-16-090041,2016/10/19 19:12:59+00,2016/10/19 19:12:59+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE       ,13A,PART I,COMPLETED,1ST DIVISION,123,HIGHWAY / ROAD / ALLEY                       ,S 11TH ST / W JEFFERSON ST                                  ,LOUISVILLE,40203
1194,80-16-033593,2016/04/22 02:00:00+00,2016/04/22 01:30:00+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,ALL OTHER                                              ,13A,PART I,COMPLETED,1ST DIVISION,134,PARKING LOT / GARAGE                         ,100 BLOCK E MARKET ST                                       ,LOUISVILLE,40202
1195,80-17-005198,2017/01/18 20:38:00+00,2017/01/18 20:38:00+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,ROBBERY IN PROGRESS OR PURSUING ROBBERY SUSPECT        ,13A,PART I,COMPLETED,3RD DIVISION,322,HIGHWAY / ROAD / ALLEY                       ,ST ANTHONY CHURCH RD / WISERTOWN RD                         ,LOUISVILLE,40214
1196,80-18-091873,2018/11/24 18:43:59+00,2018/11/24 18:43:59+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,TRAFFIC PURSUIT OR STOPS                               ,13A,PART I,COMPLETED,1ST DIVISION,111,HIGHWAY / ROAD / ALLEY                       ,N 24TH ST / PORTLAND AVE                                    ,LOUISVILLE,40212
1197,80-18-012570,2018/02/18 07:11:00+00,2018/02/18 07:11:00+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,DETECTIVE OR SPECIAL ASSIGNMENT ALONE                  ,TRAFFIC PURSUIT OR STOPS                               ,13A,PART I,COMPLETED,METRO LOUISVILLE,SHV,HIGHWAY / ROAD / ALLEY                       ,7TH STREET RD  / CENTRAL AVE                                ,SHIVELY,40208
1198,80-16-005775,2016/01/17 22:08:00+00,2016/01/17 21:56:00+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,RESPONDING TO DISTURBANCE CALLS                        ,13A,PART I,COMPLETED,6TH DIVISION,625,HIGHWAY / ROAD / ALLEY                       ,4000 BLOCK LANDSIDE DR                                      ,LOUISVILLE,40220
1199,80-18-092742,2018/11/28 01:15:00+00,2018/11/28 01:15:00+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,DETECTIVE OR SPECIAL ASSIGNMENT ALONE                  ,TRAFFIC PURSUIT OR STOPS                               ,13A,PART I,COMPLETED,2ND DIVISION,234,HIGHWAY / ROAD / ALLEY                       ,2100 BLOCK S 39TH ST                                        ,LOUISVILLE,40211
1200,80-16-010490,2016/02/04 05:32:59+00,2016/02/04 05:32:59+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,TRAFFIC PURSUIT OR STOPS                               ,13A,PART I,COMPLETED,8TH DIVISION,823,HIGHWAY / ROAD / ALLEY                       ,I 64 WEST / I 64 RAMP                                       ,LOUISVILLE,40023
1201,80-21-037277,2021/06/28 08:00:00+00,2021/06/28 07:21:00+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,"OTHER ASSISTED (FOOT, OFF DUTY, ETC)                   ",ALL OTHER                                              ,13A,PART I,COMPLETED,2ND DIVISION,212,HIGHWAY / ROAD / ALLEY                       ,S 38TH ST / DUMESNIL ST                                     ,LOUISVILLE,40211
1202,80-20-035661,2020/06/17 11:21:00+00,2020/06/16 00:00:00+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,DETECTIVE OR SPECIAL ASSIGNMENT ASSISTED               ,"CIVIL DISORDER (RIOT, MASS DISOBEDIENCE, ETC.)         ",13A,PART I,COMPLETED,1ST DIVISION,123,HIGHWAY / ROAD / ALLEY                       ,S 7TH ST / W JEFFERSON ST                                   ,LOUISVILLE,40202
1203,80-12-015220,2012/02/26 21:56:00+00,2012/02/26 21:56:00+00,ASSAULT,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,ATTEMPTING OTHER ARREST                                ,13C,PART II,COMPLETED,1ST DIVISION,112,HIGHWAY / ROAD / ALLEY                       ,S 18TH ST / PLYMOUTH CT                                     ,LOUISVILLE,40203
1204,80-12-003913,2012/01/15 01:36:00+00,2012/01/14 23:19:59+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,ATTEMPTING OTHER ARREST                                ,13B,PART II,COMPLETED,3RD DIVISION,331,HIGHWAY / ROAD / ALLEY                       ,2400 BLOCK ADRIENNE WAY                                     ,LOUISVILLE,40216
1205,80-12-090570,2012/11/14 04:59:00+00,2012/11/14 03:40:00+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,"HANDLING, TRANSPORTING, CUSTODY OF PRISONERS           ",13B,PART II,COMPLETED,1ST DIVISION,112,HIGHWAY / ROAD / ALLEY                       ,3100 BLOCK DEL PARK TER                                     ,LOUISVILLE,40211
1206,80-12-067538,2012/08/16 06:33:00+00,2012/08/16 05:07:59+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,RESPONDING TO DISTURBANCE CALLS                        ,13B,PART II,COMPLETED,5TH DIVISION,512,JAIL / PENITENTARY                           ,1100 BLOCK BARDSTOWN RD                                     ,LOUISVILLE,40204
1207,80-12-074701,2012/09/19 00:19:00+00,2012/09/19 00:19:00+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,ATTEMPTING OTHER ARREST                                ,13C,PART II,COMPLETED,2ND DIVISION,211,HIGHWAY / ROAD / ALLEY                       ,4100 BLOCK LARKWOOD AVE                                     ,LOUISVILLE,40212
1208,80-12-038725,2012/05/09 05:34:00+00,2012/05/09 04:17:00+00,ASSAULT,OBSTRUCTING GOVERNMENTAL OPERATIONS,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,ATTEMPTING OTHER ARREST                                ,13C,PART II,COMPLETED,1ST DIVISION,111,RESIDENCE / HOME                             ,200 BLOCK N 26TH ST                                         ,LOUISVILLE,40212
1209,80-12-092371,2012/11/20 23:31:00+00,2012/11/20 20:39:00+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,ALL OTHER                                              ,13C,PART II,COMPLETED,1ST DIVISION,111,RESIDENCE / HOME                             ,1800 BLOCK PORTLAND AVE                                     ,LOUISVILLE,40203
1210,80-22-023945,2022/05/03 19:59:00+00,2022/05/03 19:33:00+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,TRAFFIC PURSUIT OR STOPS                               ,13A,PART I,COMPLETED,4TH DIVISION,424,HIGHWAY / ROAD / ALLEY                       ,I264W TO CRITTENDEN DR                                      ,LOUISVILLE,40209
1211,80-12-068309,2012/08/21 03:03:00+00,2012/08/21 03:03:00+00,ASSAULT,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,4TH DIVISION,423,HIGHWAY / ROAD / ALLEY                       ,1600 BLOCK LONGFIELD AVE                                    ,LOUISVILLE,40215
1212,80-12-074437,2012/09/18 02:03:00+00,2012/09/18 02:03:00+00,ASSAULT,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,ALL OTHER                                              ,13C,PART II,COMPLETED,4TH DIVISION,423,HIGHWAY / ROAD / ALLEY                       ,BERRY BLVD / TAYLOR BLVD                                    ,LOUISVILLE,40215
1213,80-12-097127,2012/12/07 23:03:59+00,2012/12/07 23:03:59+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,DETECTIVE OR SPECIAL ASSIGNMENT ALONE                  ,ALL OTHER                                              ,13B,PART II,COMPLETED,4TH DIVISION,424,HIGHWAY / ROAD / ALLEY                       ,S 4TH ST / M ST                                             ,LOUISVILLE,40208
1214,80-12-097127,2012/12/07 23:03:59+00,2012/12/07 23:03:59+00,ASSAULT,MENACING,YES,NO,DETECTIVE OR SPECIAL ASSIGNMENT ALONE                  ,ALL OTHER                                              ,13C,PART II,COMPLETED,4TH DIVISION,424,HIGHWAY / ROAD / ALLEY                       ,S 4TH ST / M ST                                             ,LOUISVILLE,40208
1215,80-12-053264,2012/07/03 03:58:00+00,2012/07/03 02:48:00+00,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,ALL OTHER                                              ,13C,PART II,COMPLETED,4TH DIVISION,423,HIGHWAY / ROAD / ALLEY                       ,2400 BLOCK LINDBERGH DR                                     ,LOUISVILLE,40208
1216,80-12-003016,2012/01/11 21:32:00+00,2012/01/11 20:32:00+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE       ,13B,PART II,COMPLETED,4TH DIVISION,412,HIGHWAY / ROAD / ALLEY                       ,600 BLOCK E JACOB ST                                        ,LOUISVILLE,40203
1217,80-12-003016,2012/01/11 21:32:00+00,2012/01/11 20:32:00+00,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE       ,13C,PART II,COMPLETED,4TH DIVISION,412,HIGHWAY / ROAD / ALLEY                       ,600 BLOCK E JACOB ST                                        ,LOUISVILLE,40203
1218,80-12-005483,2012/01/20 20:48:59+00,2012/01/20 20:48:59+00,ASSAULT,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,4TH DIVISION,412,HIGHWAY / ROAD / ALLEY                       ,1000 BLOCK S HANCOCK ST                                     ,LOUISVILLE,40203
1219,80-12-008532,2012/01/24 23:45:00+00,2012/01/24 22:50:00+00,ASSAULT,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,ATTEMPTING OTHER ARREST                                ,13C,PART II,COMPLETED,4TH DIVISION,412,HIGHWAY / ROAD / ALLEY                       ,E BURNETT AVE / S SHELBY ST                                 ,LOUISVILLE,40217
1220,80-12-029551,2012/02/29 20:12:00+00,2012/02/29 19:27:00+00,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,4TH DIVISION,412,HIGHWAY / ROAD / ALLEY                       ,700 BLOCK S CLAY ST                                         ,LOUISVILLE,40203
1221,80-20-032582,2020/06/03 06:46:00+00,2020/06/03 05:29:59+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,DETECTIVE OR SPECIAL ASSIGNMENT ASSISTED               ,"CIVIL DISORDER (RIOT, MASS DISOBEDIENCE, ETC.)         ",13A,PART I,COMPLETED,1ST DIVISION,112,HIGHWAY / ROAD / ALLEY                       ,S 26TH ST / W BROADWAY                                      ,LOUISVILLE,40211
1222,80-22-000039,2022/01/01 09:00:00+00,2022/01/01 08:00:00+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,ALL OTHER                                              ,13A,PART I,COMPLETED,5TH DIVISION,512,HIGHWAY / ROAD / ALLEY                       ,900 BLOCK BAXTER AVE                                        ,LOUISVILLE,40204
1223,80-12-052098,2012/07/01 01:12:00+00,2012/07/01 01:12:00+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,ALL OTHER                                              ,13B,PART II,COMPLETED,1ST DIVISION,112,RESIDENCE / HOME                             ,500 BLOCK S 20TH ST                                         ,LOUISVILLE,40203
1224,80-12-098124,2012/12/11 22:43:00+00,2012/12/11 22:43:00+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,RESPONDING TO DISTURBANCE CALLS                        ,13B,PART II,COMPLETED,1ST DIVISION,111,RESIDENCE / HOME                             ,400 BLOCK N 28TH ST                                         ,LOUISVILLE,40212
1225,80-12-076437,2012/09/20 16:57:00+00,2012/09/20 16:20:00+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,ATTEMPTING OTHER ARREST                                ,13C,PART II,COMPLETED,1ST DIVISION,123,HIGHWAY / ROAD / ALLEY                       ,S 5TH ST / W MUHAMMAD ALI BLVD                              ,LOUISVILLE,40202
1226,80-12-091658,2012/11/18 04:25:00+00,2012/11/18 04:25:00+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,RESPONDING TO DISTURBANCE CALLS                        ,13B,PART II,COMPLETED,8TH DIVISION,824,RESIDENCE / HOME                             ,12300 BLOCK CROSSWINDS DR                                   ,MIDDLETOWN,40243
1227,80-12-091658,2012/11/18 04:25:00+00,2012/11/18 04:25:00+00,ASSAULT,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,8TH DIVISION,824,RESIDENCE / HOME                             ,12300 BLOCK CROSSWINDS DR                                   ,MIDDLETOWN,40243
1228,80-12-010809,2012/02/07 01:36:00+00,2012/02/07 01:11:00+00,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE       ,13C,PART II,COMPLETED,4TH DIVISION,423,HIGHWAY / ROAD / ALLEY                       ,SALE AVE / TAYLOR BLVD                                      ,LOUISVILLE,40215
1229,80-12-007702,2012/01/29 00:59:59+00,2012/01/29 00:59:59+00,ASSAULT,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,ATTEMPTING OTHER ARREST                                ,13C,PART II,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME                             ,1000 BLOCK HATHAWAY AVE                                     ,LOUISVILLE,40215
1230,80-12-022903,2012/03/23 23:25:00+00,2012/03/23 23:25:00+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,4TH DIVISION,423,HIGHWAY / ROAD / ALLEY                       ,NICHOLS MEADOW CIR / W WHEATMORE DR                         ,LOUISVILLE,40215
1231,80-20-042648,2020/07/18 19:08:00+00,2020/07/18 19:08:00+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,ALL OTHER                                              ,13A,PART I,COMPLETED,4TH DIVISION,436,RESIDENCE / HOME                             ,600 BLOCK KATHLEEN AVE                                      ,LOUISVILLE,40215
1232,80-20-042648,2020/07/18 19:08:00+00,2020/07/18 19:08:00+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,ALL OTHER                                              ,13A,PART I,COMPLETED,4TH DIVISION,436,RESIDENCE / HOME                             ,600 BLOCK KATHLEEN AVE                                      ,LOUISVILLE,40215
1233,80-12-053220,2012/07/05 06:10:00+00,2012/07/05 04:28:59+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,RESPONDING TO DISTURBANCE CALLS                        ,13B,PART II,COMPLETED,8TH DIVISION,824,RESIDENCE / HOME                             ,300 BLOCK TUCKER STATION RD                                 ,LOUISVILLE,40243
1234,80-12-018903,2012/03/11 04:54:59+00,2012/03/11 04:54:59+00,ASSAULT,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,5TH DIVISION,521,OTHER RESIDENCE (APARTMENT/CONDO)            ,2000 BLOCK BROWNSBORO RD                                    ,LOUISVILLE,40206
