ObjectId,CodesAndRegsLicenseDataID,LicenseID,Description,LicenseName,Location,StreetNumber,Prefix,StreetName,Suffix,Longitude,Latitude,ExpirationDate,SubType,SubDescription,IssueDate,Zip,DISTRICT,NEIGHBORHOOD,ZONING,EndorsementType,EndorsementTypeDescription,EndorsementStatusDescription,EndorsementIssuedDate,AGENCY,GPSX,GPSY
292,242,15ABC1098,Alcoholic Beverage Annual,WALGREENS #03776,1475 DIXIE HWY ,1475, ,DIXIE,HWY,-85.7898590529,38.2286375536,2019/08/31 03:59:59+00,DRG,Drug Store,2015-07-29 18:10:09,40210,3,PARK HILL,C1,MBP,NQ Retail Malt Beverage Package,ACTIVE,2015-07-29 18:10:09,Codes and Regulations,1198100.0,269039.0
293,243,15ABC1107,Alcoholic Beverage Annual,WALGREENS #05449,3600 FERN VALLEY RD ,3600, ,FERN VALLEY,RD,-85.6955295242,38.1566558199,2019/08/31 03:59:59+00,DRG,Drug Store,2015-07-29 17:23:41,40219,2,,C1,LP,Quota Retail Package,ACTIVE,2015-07-29 17:23:40,Codes and Regulations,1224782.0,242390.0
294,244,5048,Alcoholic Beverage Annual,KROGER L-346,3039 BRECKENRIDGE LN ,3039, ,BRECKENRIDGE,LN,-85.6266042617,38.2177221404,2019/07/31 03:59:59+00,GRO,Grocery / Food Mart,2004-07-02 09:22:00,40220,26,,C1,MBP2,NQ Retail Malt Beverage Package (12 am till 2 am),ACTIVE,,Codes and Regulations,1244931.0,264322.0
295,245,35838,Alcoholic Beverage Annual,MIRALEA,320 JOE CONWAY CIR 1101,320, ,JOE CONWAY,CIR,-85.6661385374,38.2543275075,2019/05/31 03:59:59+00,PRI,Private Club,2012-11-07 11:48:12,40207,9,CRESCENT HILL,R5A,SD,Sunday Drink,ACTIVE,,Codes and Regulations,1233779.0,277823.0
296,246,5049,Alcoholic Beverage Annual,KROGER L-327,2710 W BROADWAY ,2710,W,BROADWAY, ,-85.7969906178,38.2486359147,2019/07/31 03:59:59+00,GRO,Grocery / Food Mart,2004-07-02 09:24:00,40211,6,PARKLAND,C1,MBP,NQ Retail Malt Beverage Package,ACTIVE,,Codes and Regulations,1196174.0,276355.0
297,247,5050,Alcoholic Beverage Annual,KROGER L-224,2200 BROWNSBORO RD ,2200, ,BROWNSBORO,RD,-85.7044098174,38.2580700983,2019/07/31 03:59:59+00,GRO,Grocery / Food Mart,2004-07-02 09:30:00,40206,9,CLIFTON,C1,MBP,NQ Retail Malt Beverage Package,ACTIVE,,Codes and Regulations,1222812.0,279357.0
298,248,35866,Alcoholic Beverage Annual,DOLLAR GENERAL STORE #7153,1207 GILMORE LN ,1207, ,GILMORE,LN,-85.712275497,38.1752652304,2019/07/31 03:59:59+00,GRO,Grocery / Food Mart,2012-09-06 10:55:20,40213,21,,C1,MBP,NQ Retail Malt Beverage Package,ACTIVE,,Codes and Regulations,1220075.0,249242.0
299,249,5228,Alcoholic Beverage Annual,CVS PHARMACY #6202,2106 BROWNSBORO RD ,2106, ,BROWNSBORO,RD,-85.7052798868,38.25838333,2019/07/31 13:54:59+00,LIQ,Liquor Store,2004-07-13 11:42:00,40206,9,CLIFTON,C1,MBP,NQ Retail Malt Beverage Package,ACTIVE,,Codes and Regulations,1222564.0,279475.0
300,250,5462,Alcoholic Beverage Annual,SPEEDWAY #9645,7400 3RD STREET RD ,7400, ,3RD STREET,RD,-85.7759918537,38.1459415398,2019/08/31 03:59:59+00,GRO,Grocery / Food Mart,2004-07-30 10:07:00,40214,25,AUBURNDALE,C2,MBP2,NQ Retail Malt Beverage Package (12 am till 2 am),ACTIVE,,Codes and Regulations,1201584.0,238862.0
301,301,36194,Alcoholic Beverage Annual,TRYANGLES,209 S PRESTON ST ,209,S,PRESTON,ST,-85.7459240273,38.2534948966,2019/11/30 05:00:00+00,BAR,Bar,2012-11-27 08:27:00,40202,4,CENTRAL BUSINESS DISTRICT,(C2),LD4,Quota Retail Drink (12 AM - 4 AM),ACTIVE,,Codes and Regulations,1210866.0,277882.0
302,302,36194,Alcoholic Beverage Annual,TRYANGLES,209 S PRESTON ST ,209,S,PRESTON,ST,-85.7459240273,38.2534948966,2019/11/30 05:00:00+00,BAR,Bar,2012-11-27 08:27:00,40202,4,CENTRAL BUSINESS DISTRICT,(C2),SD,Sunday Drink,ACTIVE,,Codes and Regulations,1210866.0,277882.0
303,303,36194,Alcoholic Beverage Annual,TRYANGLES,209 S PRESTON ST ,209,S,PRESTON,ST,-85.7459240273,38.2534948966,2019/11/30 05:00:00+00,BAR,Bar,2012-11-27 08:27:00,40202,4,CENTRAL BUSINESS DISTRICT,(C2),SBL,Supplemental Bar,ACTIVE,,Codes and Regulations,1210866.0,277882.0
304,304,14ABC1189,Alcoholic Beverage Annual,OVER THE 9,120 S 10TH ST ,120,S,10TH,ST,-85.7668768395,38.2568306416,2019/11/30 05:00:00+00,RST,Restaurant / Cafe,2014-12-09 12:25:47,40202,4,PORTLAND,EZ1,LP2,Quota Retail Package (12 AM - 2 AM),ACTIVE,2014-12-09 12:25:47,Codes and Regulations,1204870.0,279195.0
305,305,3500,Alcoholic Beverage Annual,GERMAN AMERICAN CLUB,1840 LINCOLN AVE ,1840, ,LINCOLN,AVE,-85.7030487452,38.1992738777,2019/02/28 05:00:00+00,PRI,Private Club,2004-02-25 15:34:00,40213,10,POPLAR LEVEL,R5,PC,NQ3 Retail Drink (Private Club),INACTIVE,,Codes and Regulations,1222865.0,257942.0
306,306,14ABC1189,Alcoholic Beverage Annual,OVER THE 9,120 S 10TH ST ,120,S,10TH,ST,-85.7668768395,38.2568306416,2019/11/30 05:00:00+00,RST,Restaurant / Cafe,2014-12-09 12:25:47,40202,4,PORTLAND,EZ1,SD,Sunday Drink,ACTIVE,2014-12-09 12:25:47,Codes and Regulations,1204870.0,279195.0
307,307,30243,Alcoholic Beverage Annual,NEW VIEW BAR & GRILL,7601 OUTER LOOP ,7601, ,OUTER,LOOP,-85.6191746966,38.1378639134,2020/01/31 05:00:00+00,BAR,Bar,2011-01-10 16:09:00,40228,23,,PD,MBRD4,NQ4 Retail Malt Beverage Drink (12 am till 4 am),ACTIVE,,Codes and Regulations,1246633.0,235212.0
308,308,14ABC1185,Alcoholic Beverage Annual,EMBASSY SUITES LOUISVILLE DOWNTOWN,501 S 4TH ST ,501,S,4TH,ST,-85.757327206,38.2508271151,2019/11/30 17:16:00+00,HOT,Hotels,2014-12-16 14:34:55,40202,4,CENTRAL BUSINESS DISTRICT,(C3),SBL,Supplemental Bar,ACTIVE,,Codes and Regulations,1207576.0,276964.0
309,309,20440,Alcoholic Beverage Annual,"SPRINGHILL SUITES, LOUISVILLE DOWNTOWN",132 E JEFFERSON ST ,132,E,JEFFERSON,ST,-85.7508157854,38.2529103293,2019/11/30 05:00:00+00,HOT,Hotels,2008-04-08 14:26:57,40202,4,CENTRAL BUSINESS DISTRICT,C2,LD2,Quota Retail Drink (12 AM - 2 AM),ACTIVE,,Codes and Regulations,1209458.0,277692.0
310,310,14ABC1173,Alcoholic Beverage Annual,GINZA ASIAN BISTRO,9420 SHELBYVILLE RD ,9420, ,SHELBYVILLE,RD,-85.575668119,38.2458734964,2020/01/31 05:00:00+00,RST,Restaurant / Cafe,2014-11-20 15:47:11,40222,18,,C1,RLD,NQ2 Retail Drink (Restaurant),ACTIVE,,Codes and Regulations,1259711.0,274358.0
311,311,3711,Alcoholic Beverage Annual,HOOPS GRILL & SPORTS BAR,6733 STRAWBERRY LN ,6733, ,STRAWBERRY,LN,-85.7642554425,38.1580084107,2019/02/28 05:00:00+00,RST,Restaurant / Cafe,2004-03-04 14:15:00,40214,21,SOUTHLAND PARK,C2,RLD4,NQ2 Restaurant Liquor Drink (12 am till 4 am),ACTIVE,,Codes and Regulations,1205031.0,243200.0
312,312,26922,Alcoholic Beverage Annual,HOLE IN THE WALL,5415 INDIAN OAKS CIR ,5415, ,INDIAN OAKS,CIR,-85.6869645034,38.1702957255,2019/02/28 05:00:00+00,RST,Restaurant / Cafe,2010-03-02 15:18:00,40213,2,,C1,MBRD4,NQ4 Retail Malt Beverage Drink (12 am till 4 am),ACTIVE,,Codes and Regulations,1227322.0,247318.0
313,313,5059,Alcoholic Beverage Annual,KROGER L-739,12450 LA GRANGE RD ,12450, ,LA GRANGE,RD,-85.5088607468,38.2905720742,2019/07/31 03:59:59+00,GRO,Grocery / Food Mart,2004-07-02 10:03:00,40245,17,,C1,MBP,NQ Retail Malt Beverage Package,ACTIVE,,Codes and Regulations,1279118.0,290365.0
314,314,5059,Alcoholic Beverage Annual,KROGER L-739,12450 LA GRANGE RD ,12450, ,LA GRANGE,RD,-85.5088607468,38.2905720742,2019/07/31 03:59:59+00,GRO,Grocery / Food Mart,2004-07-02 10:03:00,40245,17,,C1,MBP2,NQ Retail Malt Beverage Package (12 am till 2 am),ACTIVE,,Codes and Regulations,1279118.0,290365.0
315,315,36312,Alcoholic Beverage Annual,CATTLEMAN'S ROADHOUSE,2901 S HURSTBOURNE PKY ,2901,S,HURSTBOURNE,PKY,-85.5998058729,38.20903267,2020/01/31 05:00:00+00,RST,Restaurant / Cafe,2012-11-26 08:27:00,40220,11,,C1,RLD,NQ2 Retail Drink (Restaurant),ACTIVE,,Codes and Regulations,1252583.0,261044.0
316,316,36312,Alcoholic Beverage Annual,CATTLEMAN'S ROADHOUSE,2901 S HURSTBOURNE PKY ,2901,S,HURSTBOURNE,PKY,-85.5998058729,38.20903267,2020/01/31 05:00:00+00,RST,Restaurant / Cafe,2012-11-26 08:27:00,40220,11,,C1,SD,Sunday Drink,ACTIVE,,Codes and Regulations,1252583.0,261044.0
317,317,36316,Alcoholic Beverage Annual,MILKWOOD ROOM,316 W MAIN ST ,316,W,MAIN,ST,-85.7555800063,38.256257258,2019/11/30 05:00:00+00,RST,Restaurant / Cafe,2012-11-27 10:25:00,40202,4,CENTRAL BUSINESS DISTRICT,(C3),LD,Quota Retail Drink,ACTIVE,,Codes and Regulations,1208110.0,278933.0
318,318,36316,Alcoholic Beverage Annual,MILKWOOD ROOM,316 W MAIN ST ,316,W,MAIN,ST,-85.7555800063,38.256257258,2019/11/30 05:00:00+00,RST,Restaurant / Cafe,2012-11-27 10:25:00,40202,4,CENTRAL BUSINESS DISTRICT,(C3),SBL,Supplemental Bar,ACTIVE,,Codes and Regulations,1208110.0,278933.0
319,319,15ABC1113,Alcoholic Beverage Annual,WALGREENS #05172,5400 NEW CUT RD ,5400, ,NEW CUT,RD,-85.7768905714,38.1503185371,2019/08/31 03:59:59+00,DRG,Drug Store,2015-07-29 17:14:03,40214,25,AUBURNDALE,C1,MBP,NQ Retail Malt Beverage Package,ACTIVE,2015-07-29 17:14:03,Codes and Regulations,1201352.0,240460.0
320,320,36316,Alcoholic Beverage Annual,MILKWOOD ROOM,316 W MAIN ST ,316,W,MAIN,ST,-85.7555800063,38.256257258,2019/11/30 05:00:00+00,RST,Restaurant / Cafe,2012-11-27 10:25:00,40202,4,CENTRAL BUSINESS DISTRICT,(C3),SD,Sunday Drink,ACTIVE,,Codes and Regulations,1208110.0,278933.0
321,321,5061,Alcoholic Beverage Annual,KROGER L-366,5001 MUD LN ,5001, ,MUD,LN,-85.6705813402,38.0892095814,2019/07/31 03:59:59+00,GRO,Grocery / Food Mart,2004-07-02 10:19:59,40229,13,,C1,MBP,NQ Retail Malt Beverage Package,ACTIVE,,Codes and Regulations,1231576.0,217720.0
322,322,5063,Alcoholic Beverage Annual,KROGER L-350,5533 NEW CUT RD ,5533, ,NEW CUT,RD,-85.773725699,38.1445100821,2019/07/31 03:59:59+00,GRO,Grocery / Food Mart,2004-07-02 10:25:00,40214,13,,C1,MBP2,NQ Retail Malt Beverage Package (12 am till 2 am),ACTIVE,,Codes and Regulations,1202227.0,238330.0
323,323,5064,Alcoholic Beverage Annual,KROGER L-376,4501 OUTER LOOP ,4501, ,OUTER,LOOP,-85.6796219279,38.139926054,2019/07/31 03:59:59+00,GRO,Grocery / Food Mart,2004-07-02 10:28:00,40219,24,,C2,MBP2,NQ Retail Malt Beverage Package (12 am till 2 am),ACTIVE,,Codes and Regulations,1229261.0,236227.0
324,324,20440,Alcoholic Beverage Annual,"SPRINGHILL SUITES, LOUISVILLE DOWNTOWN",132 E JEFFERSON ST ,132,E,JEFFERSON,ST,-85.7508157854,38.2529103293,2019/11/30 05:00:00+00,HOT,Hotels,2008-04-08 14:26:57,40202,4,CENTRAL BUSINESS DISTRICT,C2,MBRD2,NQ4 Retail Malt Beverage Drink (12 am till 2 am),ACTIVE,,Codes and Regulations,1209458.0,277692.0
325,325,5545,Alcoholic Beverage Annual,CIRCLE K #3238,5035 MUD LN ,5035, ,MUD,LN,-85.6703146614,38.0931730944,2019/08/31 03:59:59+00,GRO,Grocery / Food Mart,2004-08-02 08:51:00,40229,13,,C2,MBP2,NQ Retail Malt Beverage Package (12 am till 2 am),ACTIVE,,Codes and Regulations,1231675.0,219162.0
326,326,22778,Alcoholic Beverage Annual,MARKET PLACE,653 S 4TH ST ,653,S,4TH,ST,-85.7580521895,38.2471650781,2019/11/30 05:00:00+00,RST,Restaurant / Cafe,2009-07-21 16:17:00,40202,4,CENTRAL BUSINESS DISTRICT,(C3),MBRD,NQ4 Retail Malt Beverage Drink,ACTIVE,,Codes and Regulations,1207346.0,275634.0
327,327,5109,Alcoholic Beverage Annual,COX'S SMOKER'S OUTLET & SPIRIT,4780 BARDSTOWN RD ,4780, ,BARDSTOWN,RD,-85.6232907606,38.1785161831,2019/07/31 03:59:59+00,GRO,Grocery / Food Mart,2004-07-06 14:20:00,40218,2,,C1,MBP,NQ Retail Malt Beverage Package,ACTIVE,,Codes and Regulations,1245670.0,250032.0
328,328,14ABC1104,Alcoholic Beverage Annual,COURTYARD BY MARRIOTT,819 PHILLIPS LN ,819, ,PHILLIPS,LN,-85.7428713194,38.1924161486,2019/05/31 03:59:59+00,HOT,Hotels,2014-08-07 10:50:52,40209,21,HIGHLAND PARK,C2,MDL,NQ2 Retail Drink (Motel),ACTIVE,2014-08-07 10:50:52,Codes and Regulations,1211382.0,255628.0
329,329,4057,Alcoholic Beverage Annual,FIVE STAR FOOD MART #5301,9501 CANE RUN RD ,9501, ,CANE RUN,RD,-85.8956803491,38.1172831636,2019/08/31 03:59:59+00,GRO,Grocery / Food Mart,2004-05-11 13:28:00,40258,12,,C1,MBP2,NQ Retail Malt Beverage Package (12 am till 2 am),ACTIVE,,Codes and Regulations,1166982.0,229020.0
330,330,5236,Alcoholic Beverage Annual,CVS PHARMACY #6207,5300 S 3RD ST ,5300,S,3RD,ST,-85.768637232,38.1711259273,2019/07/31 03:59:59+00,LIQ,Liquor Store,2004-07-13 12:06:00,40214,21,IROQUOIS,C2,MBP,NQ Retail Malt Beverage Package,ACTIVE,,Codes and Regulations,1203850.0,247997.0
331,331,5237,Alcoholic Beverage Annual,CVS PHARMACY #5866,13900 SHELBYVILLE RD ,13900, ,SHELBYVILLE,RD,-85.4933482212,38.2397375169,2019/07/31 03:59:59+00,LIQ,Liquor Store,2004-07-13 12:40:00,40245,20,,C1,MBP,NQ Retail Malt Beverage Package,ACTIVE,,Codes and Regulations,1283320.0,271794.0
332,332,5492,Alcoholic Beverage Annual,SPEEDWAY #5457,4565 POPLAR LEVEL RD ,4565, ,POPLAR LEVEL,RD,-85.698706622,38.1837944398,2019/08/31 03:59:59+00,GRO,Grocery / Food Mart,2004-07-30 12:07:00,40213,10,,M1,MBP2,NQ Retail Malt Beverage Package (12 am till 2 am),ACTIVE,,Codes and Regulations,1224024.0,252286.0
333,333,5500,Alcoholic Beverage Annual,SPEEDWAY #9686,6821 SOUTHSIDE DR ,6821, ,SOUTHSIDE,DR,-85.7644233801,38.1588905712,2019/08/31 03:59:59+00,GRO,Grocery / Food Mart,2004-07-30 12:39:00,40214,21,SOUTHLAND PARK,C1,MBP,NQ Retail Malt Beverage Package,ACTIVE,,Codes and Regulations,1204988.0,243522.0
334,334,15ABC1115,Alcoholic Beverage Annual,KROGER  #780 LIQUOR STORE,10641 DIXIE HWY ,10641, ,DIXIE,HWY,-85.8698211328,38.0990929969,2019/07/31 03:59:59+00,LIQ,Liquor Store,2015-06-29 16:49:49,40272,25,,C2,LP,Quota Retail Package,ACTIVE,2015-06-29 16:49:49,Codes and Regulations,1174304.0,222265.0
335,335,15ABC1114,Alcoholic Beverage Annual,WALGREENS #04216,5201 S 3RD ST ,5201,S,3RD,ST,-85.767543848,38.1717443631,2019/08/31 03:59:59+00,DRG,Drug Store,2015-07-29 17:37:54,40214,21,SOUTHSIDE,C1,MBP,NQ Retail Malt Beverage Package,ACTIVE,2015-07-29 17:37:54,Codes and Regulations,1204168.0,248217.0
336,336,15ABC1116,Alcoholic Beverage Annual,WALGREENS #04194,2021 HIKES LN ,2021, ,HIKES,LN,-85.6620524615,38.1984039224,2019/08/31 03:59:59+00,DRG,Drug Store,2015-07-29 17:35:44,40218,10,,C2,MBP,NQ Retail Malt Beverage Package,ACTIVE,2015-07-29 17:35:44,Codes and Regulations,1234640.0,257442.0
337,337,15ABC1118,Alcoholic Beverage Annual,WALGREENS #04586,7914 FEGENBUSH LN ,7914, ,FEGENBUSH,LN,-85.6165468435,38.138468723,2019/08/31 03:59:59+00,DRG,Drug Store,2015-07-29 17:40:26,40228,23,,PD,MBP,NQ Retail Malt Beverage Package,ACTIVE,2015-07-29 17:40:26,Codes and Regulations,1247392.0,235421.0
338,338,15ABC1119,Alcoholic Beverage Annual,WALGREENS #06443,990 BAXTER AVE ,990, ,BAXTER,AVE,-85.7242552104,38.2396651258,2019/08/31 03:59:59+00,DRG,Drug Store,2015-07-29 17:39:50,40204,8,HIGHLANDS,(C2),LP,Quota Retail Package,ACTIVE,2015-07-29 17:39:50,Codes and Regulations,1217007.0,272746.0
339,339,36433,Alcoholic Beverage Annual,NOWHERE LOUISVILLE,1133 BARDSTOWN RD ,1133, ,BARDSTOWN,RD,-85.7193473814,38.2380434664,2019/10/31 03:59:59+00,BAR,Bar,2013-03-19 16:59:00,40204,8,CHEROKEE TRIANGLE,(C2),LD,Quota Retail Drink,ACTIVE,,Codes and Regulations,1218407.0,272133.0
340,340,36433,Alcoholic Beverage Annual,NOWHERE LOUISVILLE,1133 BARDSTOWN RD ,1133, ,BARDSTOWN,RD,-85.7193473814,38.2380434664,2019/10/31 03:59:59+00,BAR,Bar,2013-03-19 16:59:00,40204,8,CHEROKEE TRIANGLE,(C2),LD4,Quota Retail Drink (12 AM - 4 AM),ACTIVE,,Codes and Regulations,1218407.0,272133.0
341,341,15ABC1148,Alcoholic Beverage Annual,AT THE ITALIAN TABLE,2359 FRANKFORT AVE ,2359, ,FRANKFORT,AVE,-85.7005765148,38.2537867815,2019/09/30 03:59:59+00,RST,Restaurant / Cafe,2015-08-19 11:26:56,40206,9,CLIFTON,C2,LD,Quota Retail Drink,ACTIVE,2015-08-19 11:26:56,Codes and Regulations,1223888.0,277780.0
342,342,36433,Alcoholic Beverage Annual,NOWHERE LOUISVILLE,1133 BARDSTOWN RD ,1133, ,BARDSTOWN,RD,-85.7193473814,38.2380434664,2019/10/31 03:59:59+00,BAR,Bar,2013-03-19 16:59:00,40204,8,CHEROKEE TRIANGLE,(C2),SD,Sunday Drink,ACTIVE,,Codes and Regulations,1218407.0,272133.0
343,343,5072,Alcoholic Beverage Annual,KROGER L-292,7509 TERRY RD ,7509, ,TERRY,RD,-85.8702184438,38.1425419814,2019/07/31 03:59:59+00,GRO,Grocery / Food Mart,2004-07-02 10:47:54,40258,12,,C1,MBP,NQ Retail Malt Beverage Package,ACTIVE,,Codes and Regulations,1174468.0,238087.0
344,344,5072,Alcoholic Beverage Annual,KROGER L-292,7509 TERRY RD ,7509, ,TERRY,RD,-85.8702184438,38.1425419814,2019/07/31 03:59:59+00,GRO,Grocery / Food Mart,2004-07-02 10:47:54,40258,12,,C1,MBP2,NQ Retail Malt Beverage Package (12 am till 2 am),ACTIVE,,Codes and Regulations,1174468.0,238087.0
345,345,5515,Alcoholic Beverage Annual,CIRCLE K #75,1630 ARTHUR ST ,1630, ,ARTHUR,ST,-85.751855263,38.2226731163,2019/08/31 03:59:59+00,GRO,Grocery / Food Mart,2004-07-30 13:44:00,40208,6,OLD LOUISVILLE,EZ1,MBP2,NQ Retail Malt Beverage Package (12 am till 2 am),ACTIVE,,Codes and Regulations,1208980.0,266687.0
346,346,5660,Alcoholic Beverage Annual,O'CHARLEY'S RESTAURANT #265,10641 FISCHER PARK DR ,10641, ,FISCHER PARK,DR,-85.5549903255,38.2962945668,2019/08/31 03:59:59+00,RST,Restaurant / Cafe,2004-08-03 11:29:00,40241,17,,C2,RLD2,NQ2 Restaurant Liquor Drink (12 am till 2 am),ACTIVE,,Codes and Regulations,1265909.0,292633.0
347,347,15ABC1154,Alcoholic Beverage Annual,GOLDEN LIQUORS,3606 CANE RUN RD ,3606, ,CANE RUN,RD,-85.8126685965,38.2214025557,2019/03/31 03:59:59+00,LIQ,Liquor Store,2015-09-16 08:38:14,40211,1,,C1,MBP,NQ Retail Malt Beverage Package,ACTIVE,,Codes and Regulations,1191504.0,266515.0
348,348,5661,Alcoholic Beverage Annual,O'CHARLEY'S RESTAURANT #215,1901 S HURSTBOURNE PKY ,1901,S,HURSTBOURNE,PKY,-85.5842580946,38.2181396638,2019/08/31 03:59:59+00,RST,Restaurant / Cafe,2004-08-03 11:35:00,40220,18,,C1,RLD2,NQ2 Restaurant Liquor Drink (12 am till 2 am),ACTIVE,,Codes and Regulations,1257098.0,264295.0
349,349,5664,Alcoholic Beverage Annual,O'CHARLEY'S RESTAURANT #218,4801 OUTER LOOP ,4801, ,OUTER,LOOP,-85.6699331227,38.1416620383,2019/08/31 03:59:59+00,RST,Restaurant / Cafe,2004-08-03 11:44:00,40219,24,,C2,RLD2,NQ2 Restaurant Liquor Drink (12 am till 2 am),ACTIVE,,Codes and Regulations,1232057.0,236816.0
350,350,14507,Alcoholic Beverage Annual,WAL-MART SUPERCENTER #5417,175 OUTER LOOP ,175, ,OUTER,LOOP,-85.7800166552,38.1288006295,2019/08/31 03:59:59+00,GRO,Grocery / Food Mart,2005-07-13 16:28:00,40214,13,,C2,MBP,NQ Retail Malt Beverage Package,ACTIVE,,Codes and Regulations,1200323.0,232640.0
351,351,14507,Alcoholic Beverage Annual,WAL-MART SUPERCENTER #5417,175 OUTER LOOP ,175, ,OUTER,LOOP,-85.7800166552,38.1288006295,2019/08/31 03:59:59+00,GRO,Grocery / Food Mart,2005-07-13 16:28:00,40214,13,,C2,MBP2,NQ Retail Malt Beverage Package (12 am till 2 am),ACTIVE,,Codes and Regulations,1200323.0,232640.0
352,352,17004,Alcoholic Beverage Annual,CIRCLE K #3303,5414 VALLEY STATION RD ,5414, ,VALLEY STATION,RD,-85.8645584936,38.10642492,2019/08/31 03:59:59+00,GRO,Grocery / Food Mart,2006-10-25 16:54:00,40272,25,,C1,MBP,NQ Retail Malt Beverage Package,ACTIVE,,Codes and Regulations,1175865.0,224908.0
353,353,17004,Alcoholic Beverage Annual,CIRCLE K #3303,5414 VALLEY STATION RD ,5414, ,VALLEY STATION,RD,-85.8645584936,38.10642492,2019/08/31 03:59:59+00,GRO,Grocery / Food Mart,2006-10-25 16:54:00,40272,25,,C1,MBP2,NQ Retail Malt Beverage Package (12 am till 2 am),ACTIVE,,Codes and Regulations,1175865.0,224908.0
354,354,5356,Alcoholic Beverage Annual,SAPPORO JAPANESE GRILL & SUSHI,1706 BARDSTOWN RD ,1706, ,BARDSTOWN,RD,-85.7034016289,38.2297979938,2020/01/31 05:00:00+00,RST,Restaurant / Cafe,2004-07-21 11:03:00,40205,8,DEER PARK,(C2),RLD2,NQ2 Restaurant Liquor Drink (12 am till 2 am),ACTIVE,,Codes and Regulations,1222939.0,269058.0
355,355,36441,Alcoholic Beverage Annual,ABYSSINIA ETHIOPIAN RESTAURANT,554 S 5TH ST ,554,S,5TH,ST,-85.759665083,38.2495335859,2019/11/30 05:00:00+00,RST,Restaurant / Cafe,2012-12-06 15:24:25,40202,4,CENTRAL BUSINESS DISTRICT,(C3),SD,Sunday Drink,ACTIVE,,Codes and Regulations,1206897.0,276504.0
356,356,6359,Alcoholic Beverage Annual,TK'S,5442 DEL MARIA WAY ,5442, ,DEL MARIA,WAY,-85.6084749108,38.1691241813,2019/10/31 03:59:59+00,BAR,Bar,2004-09-30 11:00:00,40291,22,,C2,MBRD4,NQ4 Retail Malt Beverage Drink (12 am till 4 am),ACTIVE,,Codes and Regulations,1249878.0,246549.0
357,357,33406,Alcoholic Beverage Annual,SIYA LIQUOR,5046 BILLTOWN RD ,5046, ,BILLTOWN,RD,-85.5735640027,38.1718763263,2019/02/28 05:00:00+00,LIQ,Liquor Store,2011-09-30 12:44:00,40299,20,,C1,MBP,NQ Retail Malt Beverage Package,ACTIVE,,Codes and Regulations,1259928.0,247405.0
358,358,6362,Alcoholic Beverage Annual,ST THERESE CHURCH,1101 E KENTUCKY ST ,1101,E,KENTUCKY,ST,-85.7324925893,38.236012534,2019/10/31 03:59:59+00,CHR,Church / School,2004-09-30 11:45:41,40204,4,GERMANTOWN,C1,MBRD,NQ4 Retail Malt Beverage Drink,ACTIVE,,Codes and Regulations,1214620.0,271454.0
359,359,36441,Alcoholic Beverage Annual,ABYSSINIA ETHIOPIAN RESTAURANT,554 S 5TH ST ,554,S,5TH,ST,-85.759665083,38.2495335859,2019/11/30 05:00:00+00,RST,Restaurant / Cafe,2012-12-06 15:24:25,40202,4,CENTRAL BUSINESS DISTRICT,(C3),LD,Quota Retail Drink,ACTIVE,,Codes and Regulations,1206897.0,276504.0
360,360,36508,Alcoholic Beverage Annual,KENWOOD LIQUORS,6908 SOUTHSIDE DR ,6908, ,SOUTHSIDE,DR,-85.7650031934,38.1573368182,2019/02/28 05:00:00+00,LIQ,Liquor Store,2012-12-21 11:30:36,40214,21,SOUTHSIDE,C1,LP,Quota Retail Package,ACTIVE,,Codes and Regulations,1204812.0,242959.0
361,361,35674,Alcoholic Beverage Annual,ZOES KITCHEN,3723 LEXINGTON RD ,3723, ,LEXINGTON,RD,-85.6594941541,38.2523975693,2019/05/31 03:59:59+00,RST,Restaurant / Cafe,2012-09-25 08:48:00,40207,9,ROCKCREEK LEXINGTON ROAD,C2,RLD,NQ2 Retail Drink (Restaurant),ACTIVE,,Codes and Regulations,1235676.0,277091.0
362,362,15ABC1158,Alcoholic Beverage Annual,GRIND BURGER KITCHEN,829 E MARKET ST ,829,E,MARKET,ST,-85.7365896006,38.253474016,2019/09/30 03:59:59+00,RST,Restaurant / Cafe,2015-10-19 11:52:12,40206,4,REMAINDER OF CITY,EZ1,MBP2,NQ Retail Malt Beverage Package (12 am till 2 am),ACTIVE,2015-10-19 11:52:12,Codes and Regulations,1213546.0,277831.0
363,363,6389,Alcoholic Beverage Annual,TWO LANE PACKAGE LIQUOR & BAR,9702 OLD BARDSTOWN RD ,9702, ,OLD BARDSTOWN,RD,-85.5672870473,38.1011528878,2019/10/31 03:59:59+00,BAR,Bar,2004-10-01 09:08:00,40291,22,,C2,LD2,Quota Retail Drink (12 AM - 2 AM),ACTIVE,,Codes and Regulations,1261364.0,221627.0
364,364,36546,Alcoholic Beverage Annual,HOT LEGS,13601 DIXIE HWY ,13601, ,DIXIE,HWY,-85.8882894742,38.0584588776,2019/09/30 03:59:59+00,BAR,Bar,2013-01-22 12:51:47,40272,14,,C2,LD,Quota Retail Drink,ACTIVE,,Codes and Regulations,1168727.0,207564.0
