inci_no,Alm_Date,Address,Inci_type,Content_Loss,Property_Loss,Total_Loss,Pre_Inci_Value,Saved,ObjectId
17-0030408,2017/09/28 04:00:00+00,647 S 11TH City of Louisville KY 40203,442 - Overheated motor,25.0,200.0,225,200,-25,750
18-0013778,2018/04/30 04:00:00+00,4814 BELLEVUE Louisville KY 40215,111 - Building fire,10000.0,20000.0,30000,80000,50000,751
18-0013689,2018/04/30 04:00:00+00,2550 MAGAZINE Louisville KY 40211,161 - Outside storage fire,100.0,500.0,600,500,-100,752
18-0013879,2018/05/01 04:00:00+00,803 READING Louisville KY 40217,111 - Building fire,,2000.0,2000,116000,114000,753
18-0013962,2018/05/01 04:00:00+00,520 E ORMSBY 2 Louisville KY 40203,111 - Building fire,,3000.0,3000,55000,52000,754
18-0014058,2018/05/02 04:00:00+00,1013 S 3RD Louisville KY 40203,111 - Building fire,,1000.0,1000,1000,0,755
18-0014087,2018/05/02 04:00:00+00,2013 LYTLE Louisville KY 40203,131 - Passenger vehicle fire,0.0,3500.0,3500,3500,0,756
18-0014113,2018/05/03 04:00:00+00,1838 STEVENS Louisville KY 40205,111 - Building fire,25000.0,40000.0,65000,150000,85000,757
18-0014097,2018/05/03 04:00:00+00,117 N 43RD Louisville KY 40212,131 - Passenger vehicle fire,0.0,5000.0,5000,10000,5000,758
18-0014208,2018/05/03 04:00:00+00,1524 GARLAND Louisville KY 40210,111 - Building fire,2000.0,5000.0,7000,16740,9740,759
18-0014097,2018/05/03 04:00:00+00,117 N 43RD Louisville KY 40212,111 - Building fire,0.0,5000.0,5000,47400,42400,760
18-0014211,2018/05/03 04:00:00+00,1740 W GAULBERT Louisville KY 40210,111 - Building fire,0.0,100.0,100,100000,99900,761
18-0014097,2018/05/03 04:00:00+00,117 N 43RD Louisville KY 40212,131 - Passenger vehicle fire,0.0,5000.0,5000,20000,15000,762
18-0014113,2018/05/03 04:00:00+00,1840 STEVENS Louisville KY 40205,111 - Building fire,20000.0,40000.0,60000,150000,90000,763
18-0014113,2018/05/03 04:00:00+00,1836 STEVENS Louisville KY 40205,111 - Building fire,0.0,2000.0,2000,150000,148000,764
18-0014269,2018/05/04 04:00:00+00,408 KENSINGTON 5 Louisville KY 40208,131 - Passenger vehicle fire,,5000.0,5000,5000,0,765
18-0014413,2018/05/05 04:00:00+00,3715 RIVER PARK Louisville KY 40211,111 - Building fire,0.0,3000.0,3000,39560,36560,766
18-0014426,2018/05/05 04:00:00+00,661 HECKS Louisville KY 40211,111 - Building fire,100.0,1000.0,1100,19070,17970,767
18-0014657,2018/05/07 04:00:00+00,74 WINIFREDE Louisville KY 40206,111 - Building fire,5000.0,10000.0,15000,117880,102880,768
18-0014688,2018/05/07 04:00:00+00,4400B CHURCHMAN Louisville KY 40215,111 - Building fire,1000.0,10000.0,11000,200000,189000,769
18-0014823,2018/05/08 04:00:00+00,1265 FARMDALE Louisville KY 40213,131 - Passenger vehicle fire,,8000.0,8000,8000,0,770
18-0014830,2018/05/08 04:00:00+00,1203 ROADWAY Louisville KY 40208,"130 - Mobile property (vehicle) fire, other",,4000.0,4000,5000,1000,771
18-0014981,2018/05/09 04:00:00+00,2130 W BROADWAY Louisville KY 40211,131 - Passenger vehicle fire,0.0,4000.0,4000,4000,0,772
18-0015170,2018/05/11 04:00:00+00,1309 S 22ND Louisville KY 40210,111 - Building fire,,8000.0,8000,19910,11910,773
18-0015195,2018/05/11 04:00:00+00,I-264E City of Louisville KY 40218,131 - Passenger vehicle fire,0.0,500.0,500,2000,1500,774
18-0015251,2018/05/12 04:00:00+00,1202 LILLIAN Louisville KY 40208,111 - Building fire,,8000.0,8000,8000,0,775
18-0015255,2018/05/12 04:00:00+00,1116 LILLIAN Louisville KY 40208,131 - Passenger vehicle fire,0.0,500.0,500,500,0,776
18-0015371,2018/05/13 04:00:00+00,441 N 41ST Louisville KY 40212,111 - Building fire,0.0,500.0,500,50000,49500,777
18-0015522,2018/05/14 04:00:00+00,2635 ST XAVIER Louisville KY 40212,131 - Passenger vehicle fire,250.0,5000.0,5250,5000,-250,778
18-0015611,2018/05/14 04:00:00+00,3057 WEDGEWOOD Louisville KY 40220,131 - Passenger vehicle fire,0.0,300.0,300,6000,5700,779
18-0015663,2018/05/15 04:00:00+00,905 ALGONQUIN Louisville KY 40208,111 - Building fire,2000.0,10000.0,12000,90000,78000,780
18-0015840,2018/05/16 04:00:00+00,N SPRING Louisville KY 40206,131 - Passenger vehicle fire,,8000.0,8000,8000,0,781
18-0015883,2018/05/16 04:00:00+00,I64E City of Louisville KY 40202,132 - Road freight or transport vehicle fire,0.0,500.0,500,500,0,782
18-0015924,2018/05/17 04:00:00+00,5118 LAUGHLIN Louisville KY 40214,111 - Building fire,500.0,5000.0,5500,5000,-500,783
18-0016004,2018/05/17 04:00:00+00,27 NICHOLS Louisville KY 40215,111 - Building fire,1000.0,5000.0,6000,16600,10600,784
18-0016175,2018/05/19 04:00:00+00,1053 GOSS Louisville KY 40217,"113 - Cooking fire, confined to container",1000.0,200.0,1200,265000,263800,785
18-0016225,2018/05/19 04:00:00+00,1704 LAFAYETTE 3 Louisville KY 40215,"113 - Cooking fire, confined to container",500.0,,500,50000,49500,786
18-0016228,2018/05/20 04:00:00+00,3409 HEATHERFIELD Shively KY 40216,111 - Building fire,15000.0,20000.0,35000,100220,65220,787
18-0016252,2018/05/20 04:00:00+00,1531 CENTRAL Louisville KY 40208,131 - Passenger vehicle fire,,5000.0,5000,5000,0,788
18-0016257,2018/05/20 04:00:00+00,1503 DELMAR Louisville KY 40216,111 - Building fire,,10000.0,10000,132080,122080,789
18-0016433,2018/05/21 04:00:00+00,1196 INNIS 1 Louisville KY 40204,111 - Building fire,0.0,5000.0,5000,350000,345000,790
18-0016503,2018/05/22 04:00:00+00,905 W WHITNEY Louisville KY 40215,111 - Building fire,500.0,10000.0,10500,10000,-500,791
18-0016931,2018/05/25 04:00:00+00,I264W Louisville KY 40211,131 - Passenger vehicle fire,300.0,2000.0,2300,2000,-300,792
18-0016945,2018/05/25 04:00:00+00,1255 W ASHLAND Louisville KY 40215,131 - Passenger vehicle fire,0.0,1000.0,1000,1000,0,793
18-0016994,2018/05/26 04:00:00+00,1316 CYPRESS Louisville KY 40211,111 - Building fire,20000.0,15000.0,35000,20300,-14700,794
18-0017252,2018/05/28 04:00:00+00,S 8TH Louisville KY 40203,131 - Passenger vehicle fire,,8000.0,8000,8000,0,795
18-0017339,2018/05/29 04:00:00+00,733 E JEFFERSON Louisville KY 40202,111 - Building fire,1500.0,,1500,42000,40500,796
18-0017354,2018/05/29 04:00:00+00,N 34TH Louisville KY 40212,131 - Passenger vehicle fire,1500.0,4000.0,5500,15000,9500,797
18-0017397,2018/05/29 04:00:00+00,E LIBERTY Louisville KY 40202,131 - Passenger vehicle fire,,500.0,500,1500,1000,798
18-0017480,2018/05/30 04:00:00+00,3134 BOHANNON Louisville KY 40215,111 - Building fire,1000.0,5000.0,6000,50000,44000,799
18-0017871,2018/06/01 04:00:00+00,104 N 46TH Louisville KY 40212,111 - Building fire,600.0,0.0,600,40130,39530,800
18-0017926,2018/06/01 04:00:00+00,taylor blvd. City of Louisville KY 40215,131 - Passenger vehicle fire,,5000.0,5000,5000,0,801
18-0017968,2018/06/02 04:00:00+00,303 CECIL Louisville KY 40212,131 - Passenger vehicle fire,,2000.0,2000,10000,8000,802
18-0017978,2018/06/02 04:00:00+00,319 ARBOR Louisville KY 40214,131 - Passenger vehicle fire,500.0,10000.0,10500,10000,-500,803
18-0018029,2018/06/02 04:00:00+00,I 64 East City of Louisville KY 40212,131 - Passenger vehicle fire,0.0,1000.0,1000,1500,500,804
18-0018069,2018/06/02 04:00:00+00,1803 COMMERCE Louisville KY 40208,112 - Fires in structure other than in a building,0.0,3000.0,3000,3000,0,805
18-0018157,2018/06/03 04:00:00+00,2804 SHANNON Louisville KY 40220,"113 - Cooking fire, confined to container",1000.0,1000.0,2000,145000,143000,806
18-0018429,2018/06/05 04:00:00+00,3025 POPLAR LEVEL Louisville KY 40213,142 - Brush or brush-and-grass mixture fire,0.0,50.0,50,50,0,807
18-0018441,2018/06/05 04:00:00+00,DR W J HODGE Louisville KY 40210,131 - Passenger vehicle fire,,8500.0,8500,8500,0,808
18-0027408,2018/08/13 04:00:00+00,1414 CATALPA Louisville KY 40211,111 - Building fire,0.0,500.0,500,1000,500,809
18-0018520,2018/06/06 04:00:00+00,1000 W BROADWAY Louisville KY 40203,131 - Passenger vehicle fire,0.0,10000.0,10000,10000,0,810
18-0018527,2018/06/06 04:00:00+00,Mellwood City of Louisville KY 40206,131 - Passenger vehicle fire,,2000.0,2000,2000,0,811
18-0018633,2018/06/07 04:00:00+00,4623 PRESTON Louisville KY 40213,142 - Brush or brush-and-grass mixture fire,100.0,0.0,100,3201390,3201290,812
18-0027366,2018/08/13 04:00:00+00,1008 Winkler Louisville KY 40208,111 - Building fire,,5000.0,5000,40680,35680,813
18-0022110,2018/07/04 04:00:00+00,2807 7TH STREET 1 Louisville KY 40215,"113 - Cooking fire, confined to container",500.0,,500,81940,81440,814
18-0018701,2018/06/07 04:00:00+00,1326 SHINGO Louisville KY 40215,111 - Building fire,5000.0,5000.0,10000,5000,-5000,815
18-0027381,2018/08/13 04:00:00+00,STEEDLY Louisville KY 40214,132 - Road freight or transport vehicle fire,500.0,25000.0,25500,25000,-500,816
18-0022178,2018/07/04 04:00:00+00,25th City of Louisville KY 40212,"118 - Trash or rubbish fire, contained",,50.0,50,60,10,817
18-0018764,2018/06/08 04:00:00+00,I-65 S City of Louisville KY 40213,131 - Passenger vehicle fire,1000.0,8000.0,9000,8000,-1000,818
18-0027314,2018/08/13 04:00:00+00,222 S 1ST Louisville KY 40202,164 - Outside mailbox fire,,1000.0,1000,1000,0,819
18-0022355,2018/07/05 04:00:00+00,4207 SUNSET Louisville KY 40211,111 - Building fire,,10000.0,10000,56640,46640,820
18-0032044,2018/09/18 04:00:00+00,2132 ROWAN 211 Louisville KY 40212,111 - Building fire,100.0,200.0,300,763070,762770,821
18-0027410,2018/08/13 04:00:00+00,I-264 City of Louisville KY 40209,131 - Passenger vehicle fire,,1000.0,1000,1000,0,822
18-0018805,2018/06/08 04:00:00+00,I264 City of Louisville KY 40220,131 - Passenger vehicle fire,,5000.0,5000,5000,0,823
18-0022446,2018/07/06 04:00:00+00,I65 North near Fern Valley Road exit City of Louisville KY 40213,131 - Passenger vehicle fire,200.0,2000.0,2200,2000,-200,824
18-0032074,2018/09/18 04:00:00+00,I65N City of Louisville KY 40202,132 - Road freight or transport vehicle fire,5000.0,20000.0,25000,65000,40000,825
18-0027575,2018/08/15 04:00:00+00,2328 ST LOUIS Louisville KY 40210,111 - Building fire,0.0,21930.0,21930,21930,0,826
18-0018829,2018/06/08 04:00:00+00,I264 East City of Louisville KY 40211,131 - Passenger vehicle fire,250.0,3000.0,3250,3000,-250,827
18-0022463,2018/07/06 04:00:00+00,207 W MARKET Louisville KY 40202,162 - Outside equipment fire,,18000.0,18000,20000,2000,828
18-0032168,2018/09/19 04:00:00+00,1600 RIVER SHORE Louisville KY 40206,"113 - Cooking fire, confined to container",0.0,700.0,700,19000000,18999300,829
18-0027667,2018/08/15 04:00:00+00,264 City of Shively KY 40216,131 - Passenger vehicle fire,1000.0,10000.0,11000,10000,-1000,830
18-0018863,2018/06/08 04:00:00+00,3404 RIVER PARK Louisville KY 40211,"113 - Cooking fire, confined to container",50.0,,50,50,0,831
18-0022455,2018/07/06 04:00:00+00,1840 W LEE Louisville KY 40210,111 - Building fire,5000.0,12000.0,17000,32000,15000,832
18-0032193,2018/09/19 04:00:00+00,2801 YORKSHIRE Louisville KY 40220,"100 - Fire, other",4000.0,,4000,150000,146000,833
18-0027784,2018/08/16 04:00:00+00,1710 LAFAYETTE 2 Louisville KY 40215,111 - Building fire,5000.0,12000.0,17000,121000,104000,834
18-0018873,2018/06/08 04:00:00+00,3831 W MUHAMMAD ALI Louisville KY 40212,131 - Passenger vehicle fire,0.0,3000.0,3000,4000,1000,835
18-0022485,2018/07/06 04:00:00+00,3348 TAYLOR Louisville KY 40215,131 - Passenger vehicle fire,1000.0,1000.0,2000,3000,1000,836
18-0032485,2018/09/21 04:00:00+00,DIXIE Louisville KY 40210,131 - Passenger vehicle fire,,5000.0,5000,5000,0,837
18-0027847,2018/08/17 04:00:00+00,2612 MONTGOMERY Louisville KY 40212,131 - Passenger vehicle fire,100.0,2800.0,2900,3300,400,838
18-0018942,2018/06/09 04:00:00+00,4216 GRAND Louisville KY 40211,111 - Building fire,10000.0,40000.0,50000,49000,-1000,839
18-0022502,2018/07/06 04:00:00+00,744 S 44TH Louisville KY 40211,111 - Building fire,1200.0,500.0,1700,66940,65240,840
18-0022568,2018/07/07 04:00:00+00,71 COLLEGE 68 Louisville KY 40203,111 - Building fire,0.0,6000.0,6000,6000,0,841
18-0022590,2018/07/07 04:00:00+00,S 8TH Louisville KY 40203,131 - Passenger vehicle fire,5000.0,5000.0,10000,5000,-5000,842
18-0022627,2018/07/07 04:00:00+00,3708 TAYLORSVILLE C10 Louisville KY 40220,111 - Building fire,7000.0,40000.0,47000,600000,553000,843
18-0022761,2018/07/09 04:00:00+00,523 E OAK Louisville KY 40203,111 - Building fire,0.0,500.0,500,175000,174500,844
18-0022859,2018/07/09 04:00:00+00,3023 S 6TH Louisville KY 40208,111 - Building fire,,5000.0,5000,40000,35000,845
18-0022876,2018/07/09 04:00:00+00,978 S 3RD Louisville KY 40203,131 - Passenger vehicle fire,,2500.0,2500,9000,6500,846
18-0023180,2018/07/12 04:00:00+00,400 E BROADWAY Louisville KY 40202,"113 - Cooking fire, confined to container",0.0,5000.0,5000,200000,195000,847
18-0023237,2018/07/12 04:00:00+00,1533 WILSON Louisville KY 40210,111 - Building fire,7500.0,20000.0,27500,50000,22500,848
18-0023261,2018/07/12 04:00:00+00,3101 DR WILLIAM G WEATHERS Louisville KY 40211,131 - Passenger vehicle fire,,10000.0,10000,10000,0,849
18-0023313,2018/07/13 04:00:00+00,603 GHEENS Louisville KY 40214,322 - Motor vehicle accident with injuries,,25000.0,25000,85000,60000,850
18-0023527,2018/07/14 04:00:00+00,S 2ND Louisville KY 40214,131 - Passenger vehicle fire,500.0,3500.0,4000,3500,-500,851
18-0023555,2018/07/14 04:00:00+00,S 17TH Louisville KY 40203,131 - Passenger vehicle fire,0.0,4000.0,4000,6000,2000,852
18-0023567,2018/07/14 04:00:00+00,1225 WELLER City of Louisville KY 40208,111 - Building fire,5000.0,30000.0,35000,80000,45000,853
18-0023784,2018/07/17 04:00:00+00,120 N 10TH Louisville KY 40202,131 - Passenger vehicle fire,0.0,12000.0,12000,12000,0,854
18-0024029,2018/07/19 04:00:00+00,N 29TH Louisville KY 40212,111 - Building fire,2500.0,2500.0,5000,22430,17430,855
18-0024404,2018/07/21 04:00:00+00,745 S 44TH Louisville KY 40211,111 - Building fire,7000.0,10000.0,17000,78460,61460,856
18-0024406,2018/07/21 04:00:00+00,1971 QUARRY Louisville KY 40206,111 - Building fire,2500.0,5000.0,7500,102970,95470,857
18-0024415,2018/07/21 04:00:00+00,2910 WOODLAND Louisville KY 40211,111 - Building fire,0.0,79000.0,79000,79000,0,858
18-0024442,2018/07/21 04:00:00+00,203 BRECKINRIDGE Louisville KY 40220,131 - Passenger vehicle fire,0.0,1000.0,1000,2000,1000,859
18-0024637,2018/07/23 04:00:00+00,4202 SOUTHERN Louisville KY 40214,111 - Building fire,20000.0,30000.0,50000,180000,130000,860
18-0024591,2018/07/23 04:00:00+00,264 E Louisville KY 40213,131 - Passenger vehicle fire,0.0,1000.0,1000,3500,2500,861
18-0024628,2018/07/23 04:00:00+00,2806 FINN Louisville KY 40208,"118 - Trash or rubbish fire, contained",,500.0,500,38000,37500,862
18-0024692,2018/07/24 04:00:00+00,826 E MADISON Louisville KY 40204,111 - Building fire,0.0,5000.0,5000,100000,95000,863
18-0024815,2018/07/24 04:00:00+00,812 E ST CATHERINE Louisville KY 40203,111 - Building fire,,50000.0,50000,90000,40000,864
18-0024857,2018/07/25 04:00:00+00,N BROOK Louisville KY 40202,"130 - Mobile property (vehicle) fire, other",2000.0,6000.0,8000,10000,2000,865
18-0024980,2018/07/26 04:00:00+00,963 S PRESTON Louisville KY 40203,111 - Building fire,0.0,30000.0,30000,47600,17600,866
18-0025307,2018/07/28 04:00:00+00,3413 DEIBEL Louisville KY 40220,111 - Building fire,1000.0,10000.0,11000,160000,149000,867
18-0025322,2018/07/28 04:00:00+00,3736 LENTZ Louisville KY 40215,111 - Building fire,1000.0,1000.0,2000,66640,64640,868
18-0025467,2018/07/29 04:00:00+00,2331 W CHESTNUT Louisville KY 40211,"151 - Outside rubbish, trash or waste fire",0.0,1000.0,1000,48660,47660,869
18-0025535,2018/07/30 04:00:00+00,3701 7TH STREET Louisville KY 40216,131 - Passenger vehicle fire,,3000.0,3000,3000,0,870
18-0025862,2018/08/01 04:00:00+00,1018 ELLISON Louisville KY 40204,111 - Building fire,0.0,15000.0,15000,60000,45000,871
18-0025995,2018/08/03 04:00:00+00,1400 W MADISON Louisville KY 40203,131 - Passenger vehicle fire,,10000.0,10000,15000,5000,872
18-0026185,2018/08/04 04:00:00+00,119 W GARRETT Louisville KY 40214,111 - Building fire,,4000.0,4000,75000,71000,873
18-0026323,2018/08/05 04:00:00+00,3412 TAYLORSVILLE 3 Louisville KY 40205,"113 - Cooking fire, confined to container",40.0,0.0,40,250000,249960,874
18-0026512,2018/08/06 04:00:00+00,4526 JANICE Louisville KY 40216,111 - Building fire,15000.0,25000.0,40000,76260,36260,875
18-0026793,2018/08/09 04:00:00+00,3241 YOUNG 7 Louisville KY 40211,111 - Building fire,,1500.0,1500,50000,48500,876
18-0026810,2018/08/09 04:00:00+00,2242 LANDAN Louisville KY 40218,111 - Building fire,1200.0,200.0,1400,187800,186400,877
18-0026957,2018/08/10 04:00:00+00,NEW CUT Louisville KY 40214,111 - Building fire,0.0,2000.0,2000,250000,248000,878
18-0027036,2018/08/10 04:00:00+00,1506 BERRY Louisville KY 40215,131 - Passenger vehicle fire,0.0,500.0,500,1000,500,879
18-0027187,2018/08/12 04:00:00+00,1917 DUNCAN Louisville KY 40212,111 - Building fire,5000.0,10000.0,15000,19850,4850,880
18-0027189,2018/08/12 04:00:00+00,1917 DUNCAN Louisville KY 40203,111 - Building fire,5000.0,10000.0,15000,19850,4850,881
18-0027216,2018/08/12 04:00:00+00,2606 PINDELL Louisville KY 40217,111 - Building fire,15000.0,25000.0,40000,106000,66000,882
18-0036303,2018/10/24 04:00:00+00,2107 W MARKET Louisville KY 40212,111 - Building fire,2500.0,30000.0,32500,49130,16630,883
18-0039982,2018/11/27 05:00:00+00,6517 EVANGELINE Louisville KY 40214,131 - Passenger vehicle fire,,2500.0,2500,2500,0,884
18-0027954,2018/08/17 04:00:00+00,4820 PRESTON Louisville KY 40213,131 - Passenger vehicle fire,,3500.0,3500,5000,1500,885
18-0036314,2018/10/24 04:00:00+00,1836 W HILL Louisville KY 40210,111 - Building fire,5000.0,30000.0,35000,65000,30000,886
18-0039971,2018/11/27 05:00:00+00,3725 KLONDIKE 12 Louisville KY 40220,111 - Building fire,10000.0,75000.0,85000,325000,240000,887
18-0018895,2018/06/09 04:00:00+00,1218 BRASHEAR Louisville KY 40210,131 - Passenger vehicle fire,,2500.0,2500,4000,1500,888
18-0027962,2018/08/17 04:00:00+00,408 S 12TH Louisville KY 40203,"113 - Cooking fire, confined to container",100.0,0.0,100,10000,9900,889
18-0032507,2018/09/22 04:00:00+00,I264E City of Louisville KY 40205,131 - Passenger vehicle fire,0.0,2500.0,2500,3500,1000,890
18-0018948,2018/06/09 04:00:00+00,1368 DIXIE Louisville KY 40210,"113 - Cooking fire, confined to container",100.0,0.0,100,19800,19700,891
18-0040282,2018/11/29 05:00:00+00,I-65 N City of Louisville KY 40213,131 - Passenger vehicle fire,,1500.0,1500,1500,0,892
18-0028093,2018/08/18 04:00:00+00,540 BRENTWOOD Louisville KY 40215,"113 - Cooking fire, confined to container",500.0,0.0,500,85000,84500,893
18-0036492,2018/10/25 04:00:00+00,113 S 19TH Louisville KY 40203,111 - Building fire,,13500.0,13500,27000,13500,894
18-0032600,2018/09/22 04:00:00+00,N 19TH Louisville KY 40203,131 - Passenger vehicle fire,,1500.0,1500,1500,0,895
18-0018955,2018/06/09 04:00:00+00,1101 W OAK Louisville KY 40210,132 - Road freight or transport vehicle fire,,15000.0,15000,20000,5000,896
18-0040475,2018/12/01 05:00:00+00,3100 NORTHWESTERN PKY Louisville KY 40212,131 - Passenger vehicle fire,,5000.0,5000,5000,0,897
18-0027988,2018/08/18 04:00:00+00,1817 W MARKET Louisville KY 40203,111 - Building fire,0.0,13000.0,13000,13000,0,898
18-0036543,2018/10/26 04:00:00+00,I-264 Watterson Expressway @ Dumesnil Louisville KY 40211,131 - Passenger vehicle fire,200.0,10000.0,10200,10000,-200,899
18-0033023,2018/09/26 04:00:00+00,3007 BON AIR Louisville KY 40205,131 - Passenger vehicle fire,100.0,4000.0,4100,4000,-100,900
18-0019476,2018/06/13 04:00:00+00,1003 CARLISLE Louisville KY 40215,111 - Building fire,4500.0,4500.0,9000,60000,51000,901
18-0040488,2018/12/01 05:00:00+00,1518 SCHUFF Louisville KY 40205,111 - Building fire,1000.0,5000.0,6000,250000,244000,902
18-0028100,2018/08/18 04:00:00+00,521 LAMPTON Louisville KY 40203,111 - Building fire,1000.0,5000.0,6000,2553060,2547060,903
18-0036523,2018/10/26 04:00:00+00,3322 RUDD Louisville KY 40212,111 - Building fire,,50000.0,50000,50000,0,904
18-0033186,2018/09/28 04:00:00+00,112 STATE Louisville KY 40206,131 - Passenger vehicle fire,,5000.0,5000,5000,0,905
18-0019482,2018/06/13 04:00:00+00,347 N 23RD Louisville KY 40212,111 - Building fire,500.0,2500.0,3000,5000,2000,906
18-0040589,2018/12/02 05:00:00+00,1614 REDWOOD Louisville KY 40213,111 - Building fire,10000.0,15000.0,25000,60000,35000,907
