County,District,School_Name,Program,Application_Number,Applicant,Preliminary_Grant_Application,Full_Grant_Application,Site_and_Design_Application,Site_Only_Application,Design_Only_Application,Environmental_Hardship_Application,Reduced_to_Costs_Incurred,Number_of_Elementary_School_Pupil_Grants_Requested,Number_of_Middle_School_Pupil_Grants_Requested,Number_of_High_School_Pupil_Grants_Requested,Number_of_Non_Severe_School_Pupil_Grants_Requested,Number_of_Severe_School_Pupil_Grants_Requested,Grade_Level_of_Project,State_Share_of_Funding,Site_Acquisition,Financial_Hardship,CSFA_Lease_Amount,CTEFP_Loan_Amount,Type_of_Joint_Use_Facility,Type_of_Joint_Use_Partner,Industry_Sector,Portables_Replaced,Last_SAB_Date,Status
Santa Clara,San Jose Unified,Leland High,Modernization,57/69666-00-042,,,581751.0,,,,,,,,150.0,,,HI,581751.0,,,,,,,,,2/26/2003,Closed
Santa Clara,San Jose Unified,Willow Glen Middle,Modernization,57/69666-00-043,,,58317.0,,,,,,,19.0,,,,MI,58317.0,,,,,,,,,7/2/2003,Closed
Santa Clara,San Jose Unified,Muwekma Ohlone Middle (aka Burnett (peter) Middle),Modernization,57/69666-00-044,,,1924446.0,,,,,,,369.0,,,,MI,1924446.0,,,,,,,,,8/27/2008,Closed
Santa Clara,San Jose Unified,Gunderson High,Modernization,57/69666-00-045,,,2213831.0,,,,,,,,341.0,32.0,,HI,2213831.0,,,,,,,,,4/28/2010,Closed
Santa Clara,San Jose Unified,Darling (anne) Elementary,Modernization,57/69666-00-046,,,676981.0,,,,,,125.0,,,,,EL,676981.0,,,,,,,,,8/4/2010,Closed
Santa Clara,San Jose Unified,Willow Glen Elementary,Modernization,57/69666-00-049,,,2199280.0,,,,,,274.0,,,,1.0,EL,2199280.0,,,,,,,,,3/22/2023,Funds Released
Santa Clara,San Jose Unified,Muwekma Ohlone Middle (aka Burnett (peter) Middle),Modernization,57/69666-00-050,,,1374316.0,,,,,,,141.0,,,,MI,1374316.0,,,,,,,,,4/26/2023,Funds Released
Santa Clara,San Jose Unified,Willow Glen Middle,Modernization,57/69666-00-051,,,1568314.0,,,,,,,66.0,,,30.0,MI,1568314.0,,,,,,,,,4/26/2023,Funds Released
Santa Clara,San Jose Unified,Leland High,Modernization,57/69666-00-052,,,2846292.0,,,,,,,,144.0,,37.0,HI,2846292.0,,,,,,,,,5/31/2023,Funds Released
Santa Clara,San Jose Unified,Willow Glen High,Modernization,57/69666-00-053,,,2899205.0,,,,,,,,141.0,,39.0,HI,2899205.0,,,,,,,,,6/28/2023,Funds Released
Santa Clara,San Jose Unified,Lincoln (abraham) High,Modernization,57/69666-00-054,,,3270787.0,,,,,,,,241.0,,14.0,MI,3270787.0,,,,,,,,,6/28/2023,Funds Released
Santa Clara,Santa Clara Unified,Bowers Elementary,Modernization,57/69674-00-001,,,1205040.0,,,,,,495.0,,,,,EL,1205040.0,,,,,,,,,7/5/2000,Closed
Santa Clara,Santa Clara Unified,Bracher Elementary,Modernization,57/69674-00-002,,,982778.0,,,,,,406.0,,,,,EL,982778.0,,,,,,,,,7/5/2000,Closed
Santa Clara,Santa Clara Unified,Briarwood Elementary,Modernization,57/69674-00-003,,,1224686.0,,,,,,501.0,,,,,EL,1224686.0,,,,,,,,,7/5/2000,Closed
Santa Clara,Santa Clara Unified,Haman (c. W.) Elementary,Modernization,57/69674-00-004,,,1173795.0,,,,,,454.0,,,,,EL,1173795.0,,,,,,,,,7/5/2000,Closed
Santa Clara,Santa Clara Unified,Mayne (george) Elementary,Modernization,57/69674-00-005,,,1169771.0,,,,,,485.0,,,,,EL,1169771.0,,,,,,,,,7/5/2000,Closed
Santa Clara,Santa Clara Unified,Millikin Elementary,Modernization,57/69674-00-006,,,870109.0,,,,,,366.0,,,,,EL,870109.0,,,,,,,,,7/5/2000,Closed
Santa Clara,Santa Clara Unified,Pomeroy Elementary,Modernization,57/69674-00-007,,,1444817.0,,,,,,601.0,,,,,EL,1444817.0,,,,,,,,,7/5/2000,Closed
Santa Clara,Santa Clara Unified,Scott Lane Elementary,Modernization,57/69674-00-008,,,1395347.0,,,,,,585.0,,,,,EL,1395347.0,,,,,,,,,7/5/2000,Closed
Santa Clara,Santa Clara Unified,Washington Elementary,Modernization,57/69674-00-009,,,837681.0,,,,,,349.0,,,,,EL,837681.0,,,,,,,,,7/5/2000,Closed
Santa Clara,Santa Clara Unified,Westwood Elementary,Modernization,57/69674-00-010,,,1223976.0,,,,,,507.0,,,,,EL,1223976.0,,,,,,,,,7/5/2000,Closed
Santa Clara,Santa Clara Unified,Montague Elementary,Modernization,57/69674-00-011,,,1113729.0,,,,,,337.0,,,13.0,8.0,EL,1113729.0,,,,,,,,,2/23/2005,Closed
Santa Clara,Santa Clara Unified,Sutter Elementary,Modernization,57/69674-00-012,,,1267556.0,,,,,,398.0,,,13.0,8.0,EL,1267556.0,,,,,,,,,4/28/2004,Closed
Santa Clara,Santa Clara Unified,Ponderosa Elementary,Modernization,57/69674-00-013,,,1626313.0,,,,,,544.0,,,13.0,,EL,1626313.0,,,,,,,,,2/23/2005,Closed
Santa Clara,Santa Clara Unified,Hughes (kathryn) Elementary,Modernization,57/69674-00-014,,,621720.0,,,,,,200.0,,,13.0,,EL,621720.0,,,,,,,,,2/23/2005,Closed
Santa Clara,Santa Clara Unified,Laurelwood Elementary,Modernization,57/69674-00-015,,,1861228.0,,,,,,565.0,,,13.0,,EL,1861228.0,,,,,,,,,12/15/2005,Closed
Santa Clara,Santa Clara Unified,Buchser Junior High,Modernization,57/69674-00-016,,,4143570.0,,,,,,,1006.0,,59.0,25.0,MI,4143570.0,,,,,,,,,3/22/2006,Closed
Santa Clara,Santa Clara Unified,Peterson (marian A.) Junior High,Modernization,57/69674-00-017,,,4705845.0,,,,,,,1215.0,,34.0,1.0,MI,4705845.0,,,,,,,,,1/24/2007,Closed
Santa Clara,Santa Clara Unified,Cabrillo (juan) Middle,Modernization,57/69674-00-018,,,3726160.0,,,,,,,903.0,,50.0,5.0,MI,3726160.0,,,,,,,,,1/24/2007,Closed
Santa Clara,Santa Clara Unified,Santa Clara High,Modernization,57/69674-00-019,,,7771530.0,,,,,,,,1593.0,13.0,9.0,HI,7771530.0,,,,,,,,,1/24/2007,Closed
Santa Clara,Santa Clara Unified,Wilcox (adrian) High,Modernization,57/69674-00-020,,,8090642.0,,,,,,,,1701.0,,,HI,8090642.0,,,,,,,,,1/24/2007,Closed
Santa Clara,Saratoga Union Elementary,Redwood Intermediate,Modernization,57/69682-00-002,,,2073175.4,,,,,,,819.0,,,,MI,4146350.8,,,,,,,,,7/5/2000,Closed
Santa Clara,Saratoga Union Elementary,Saratoga Elementary,Modernization,57/69682-00-003,,,1179760.0,,,,,,,,,,,EL,1179760.0,,,,,,,,,10/24/2001,Closed
Santa Clara,Saratoga Union Elementary,Argonaut Elementary,Modernization,57/69682-00-004,,,1411174.0,,,,,,577.0,,,,,EL,1411174.0,,,,,,,,,12/18/2002,Closed
Santa Clara,Saratoga Union Elementary,Foothill Elementary,Modernization,57/69682-00-005,,,1392231.0,,,,,,547.0,,,,,EL,1392231.0,,,,,,,,,12/18/2002,Closed
Santa Clara,Saratoga Union Elementary,Saratoga Elementary,Modernization,57/69682-00-006,,,897600.0,,,,,,375.0,,,,,EL,897600.0,,,,,,,,,12/18/2002,Closed
Santa Clara,Sunnyvale Elementary,Bishop Elementary,Modernization,57/69690-00-001,,,1775154.0,,,,,,725.0,,,,,EL,1775154.0,,,,,,,,,7/5/2000,Closed
Santa Clara,Sunnyvale Elementary,Fairwood Elementary,Modernization,57/69690-00-002,,,719568.0,,,,,,297.0,,,,,EL,719568.0,,,,,,,,,7/5/2000,Closed
Santa Clara,Sunnyvale Elementary,Vargas Elementary,Modernization,57/69690-00-003,,,747972.0,,,,,,316.0,,,,,EL,747972.0,,,,,,,,,7/5/2000,Closed
Santa Clara,Sunnyvale Elementary,Cumberland Elementary,Modernization,57/69690-00-004,,,1389287.0,,,,,,568.0,,,,,EL,2778574.0,,,,,,,,,7/5/2000,Closed
Santa Clara,Sunnyvale Elementary,Lakewood Elementary,Modernization,57/69690-00-005,,,1691979.0,,,,,,684.0,,,,,EL,3383958.0,,,,,,,,,7/5/2000,Closed
Santa Clara,Sunnyvale Elementary,Cherry Chase Elementary,Modernization,57/69690-00-006,,,957073.0,,,,,,378.0,,,,,EL,1914146.0,,,,,,,,,7/5/2000,Closed
Santa Clara,Sunnyvale Elementary,Ellis Elementary,Modernization,57/69690-00-007,,,1379204.0,,,,,,556.0,,,,,EL,2758408.0,,,,,,,,,7/5/2000,Closed
Santa Clara,Sunnyvale Elementary,Columbia Middle,Modernization,57/69690-00-008,,,2485221.0,,,,,,267.0,613.0,,,,MI,4970442.0,,,,,,,,,8/23/2000,Closed
Santa Clara,Sunnyvale Elementary,Vargas Elementary,Modernization,57/69690-00-009,,,634950.0,,,,,,228.0,,,,,EL,634950.0,,,,,,,,,12/18/2002,Closed
Santa Clara,Sunnyvale Elementary,Sunnyvale Junior High,Modernization,57/69690-00-010,,,2088455.0,,,,,,,756.0,,,,MI,2088455.0,,,,,,,,,12/18/2002,Closed
Santa Clara,Sunnyvale Elementary,San Miguel Elementary,Modernization,57/69690-00-011,,,1381653.0,,,,,,541.0,,,,,EL,1381653.0,,,,,,,,,12/18/2002,Closed
Santa Clara,Sunnyvale Elementary,Columbia Middle,Modernization,57/69690-00-012,,,542505.0,,,,,,,51.0,,,5.0,MI,542505.0,,,,,,,,,12/15/2010,Closed
Santa Clara,Sunnyvale Elementary,Vargas Elementary,Modernization,57/69690-00-013,,,606925.0,,,,,,52.0,,,,10.0,EL,606925.0,,,,,,,,,12/15/2010,Closed
Santa Clara,Union Elementary,Dartmouth Middle,Modernization,57/69708-00-011,,,1950742.0,,,,,,235.0,520.0,,,,MI,3901484.0,,,,,,,,,7/5/2000,Closed
Santa Clara,Union Elementary,Guadalupe Elementary,Modernization,57/69708-00-012,,,1022942.0,,,,,,385.0,,,,,EL,2045884.0,,,,,,,,,7/5/2000,Closed
Santa Clara,Union Elementary,Union Middle,Modernization,57/69708-00-013,,,1930284.0,,,,,,237.0,509.0,,,,MI,3860568.0,,,,,,,,,7/5/2000,Closed
Santa Clara,Union Elementary,Athenour Elementary,Modernization,57/69708-00-014,,,1111733.0,,,,,,456.0,,,,,EL,2223466.0,,,,,,,,,7/5/2000,Closed
Santa Clara,Union Elementary,Lietz Elementary,Modernization,57/69708-00-015,,,1215005.0,,,,,,497.0,,,,,EL,2430010.0,,,,,,,,,7/5/2000,Closed
Santa Clara,Union Elementary,Lone Hill Elementary,Modernization,57/69708-00-016,,,838604.0,,,,,,343.0,,,,,EL,1677208.0,,,,,,,,,7/5/2000,Closed
Santa Clara,Union Elementary,Noddin Elementary,Modernization,57/69708-00-017,,,1248261.0,,,,,,512.0,,,,,EL,2496522.0,,,,,,,,,7/5/2000,Closed
Santa Clara,Union Elementary,Oster Elementary,Modernization,57/69708-00-018,,,929213.0,,,,,,379.0,,,,,EL,1858426.0,,,,,,,,,7/5/2000,Closed
Santa Clara,Union Elementary,Alta Vista Elementary,Modernization,57/69708-00-019,,,1106952.0,,,,,,452.0,,,,,EL,2213904.0,,,,,,,,,7/5/2000,Closed
Santa Clara,Union Elementary,Carlton Elementary,Modernization,57/69708-00-020,,,981358.0,,,,,,400.0,,,,,EL,1962716.0,,,,,,,,,7/5/2000,Closed
Santa Cruz,Happy Valley Elementary,Happy Valley Elementary,Modernization,57/69757-00-001,,,,,,203146.0,,,132.0,,,,,EL,123139.0,,80007.0,,,,,,,5/27/2020,10% Completed
Santa Cruz,Live Oak Elementary,Del Mar Elementary,Modernization,57/69765-00-001,,,417947.2,,,,,,200.0,,,,,EL,417947.2,,,,,,,,,4/28/1999,Closed
Santa Cruz,Live Oak Elementary,Green Acres Elementary,Modernization,57/69765-00-002,,,1217921.0,,,,,,450.0,,,13.0,,EL,1217921.0,,,,,,,,,12/18/2002,Closed
Santa Cruz,Live Oak Elementary,Del Mar Elementary,Modernization,57/69765-00-003,,,910162.0,,,,,,344.0,,,6.0,,EL,910162.0,,,,,,,,,12/18/2002,Closed
Santa Cruz,Live Oak Elementary,Live Oak Elementary,Modernization,57/69765-00-004,,,464574.0,,,,,,155.0,,,,4.0,EL,464574.0,,,,,,,,,8/27/2003,Closed
Santa Cruz,Live Oak Elementary,Live Oak Elementary,Modernization,57/69765-00-005,,,392799.0,,,,,,101.0,,,,,EL,392799.0,,,,,,,,,10/14/2013,Closed
Santa Cruz,Mountain Elementary,Mountain Elementary,Modernization,57/69773-00-001,,,419415.0,,,,,,153.0,,,,,EL,419415.0,,,,,,,,,8/27/2003,Closed
Santa Cruz,Pacific Elementary,Pacific Elementary,Modernization,57/69781-00-001,,,,,,118525.0,,,100.0,,,,,EL,71115.0,,47410.0,,,,,,,10/28/2020,5% Completed
Santa Cruz,Pajaro Valley Unified,Hall District Elementary,Modernization,57/69799-00-001,,,1528799.0,,,,,,582.0,,,,,EL,2399064.0,,658534.0,,,,,,,5/26/1999,Closed
Santa Cruz,Pajaro Valley Unified,Rio Del Mar Elementary,Modernization,57/69799-00-002,,,1021434.0,,,,,,390.0,,,,,EL,2402205.0,,414085.95,,,,,,,12/15/2005,Closed
Santa Cruz,Pajaro Valley Unified,Salsipuedes Elementary,Modernization,57/69799-00-003,,,422779.0,,,,,,162.0,,,,,EL,1960356.0,,525950.16,,,,,,,7/2/2003,Closed
Santa Cruz,Pajaro Valley Unified,Watsonville High,Modernization,57/69799-00-004,,,2649781.0,,,,,,,,700.0,,,HI,4192320.0,,1107242.0,,,,,,,5/26/1999,Closed
Santa Cruz,Pajaro Valley Unified,Bradley Elementary,Modernization,57/69799-00-005,,,148155.0,,,,,,55.0,,,,,EL,339915.0,,104550.0,,,,,,,5/26/1999,Closed
Santa Cruz,Pajaro Valley Unified,Calabasas Elementary (year-round),Modernization,57/69799-00-006,,,1307048.0,,,,,,497.0,,,,,EL,3075912.0,,739023.18,,,,,,,12/15/2005,Closed
Santa Cruz,Pajaro Valley Unified,Freedom Traditional (year-round),Modernization,57/69799-00-007,,,1649933.0,,,,,,633.0,,,,,EL,3874083.0,,1022588.79,,,,,,,12/15/2005,Closed
Santa Cruz,Pajaro Valley Unified,Amesti Elementary,Modernization,57/69799-00-008,,,237615.0,,,,,,75.0,,,,,EL,570276.0,,142569.0,,,,,,,5/26/1999,Closed
Santa Cruz,Pajaro Valley Unified,Aptos High,Modernization,57/69799-00-009,,,4759371.0,,,,,,,,1211.0,,,HI,11422491.0,,2836930.98,,,,,,,3/22/2006,Closed
Santa Cruz,Pajaro Valley Unified,Aptos Junior High,Modernization,57/69799-00-010,,,515908.0,,,,,,,170.0,,,,MI,1238178.0,,308158.65,,,,,,,12/15/2005,Closed
Santa Cruz,Pajaro Valley Unified,Mar Vista Elementary,Modernization,57/69799-00-011,,,1204481.0,,,,,,425.0,,,,,EL,2890755.0,,722070.54,,,,,,,8/25/2004,Closed
Santa Cruz,Pajaro Valley Unified,Rolling Hills Middle,Modernization,57/69799-00-012,,,1504330.0,,,,,,140.0,360.0,,,,MI,3610392.0,,900172.2,,,,,,,12/15/2005,Closed
Santa Cruz,Pajaro Valley Unified,Alianza Elementary,Modernization,57/69799-00-013,,,1481812.0,,,,,,573.0,,,,,EL,2963624.0,,,,,,,,,8/27/2003,Closed
Santa Cruz,Pajaro Valley Unified,Aptos Junior High,Modernization,57/69799-00-014,,,612700.4,,,126702.0,,,,253.0,,,,MI,1413286.0,,65518.8,,,,,,,8/27/2003,Closed
Santa Cruz,Pajaro Valley Unified,Rolling Hills Middle,Modernization,57/69799-00-015,,,388888.8,,,87139.0,,,,161.0,,,,MI,904400.0,,47655.6,,,,,,,8/27/2003,Closed
Santa Cruz,Pajaro Valley Unified,Renaissance High,Modernization,57/69799-00-016,,,,,,105272.22,,RCI,,,243.0,,,HI,0.0,,210544.44,,,,,,,10/25/2006,Funds Released
Santa Cruz,Pajaro Valley Unified,Pajaro Middle,Modernization,57/69799-00-017,,,653869.2,,,135216.0,,,,270.0,,,,MI,1508250.0,,69920.4,,,,,,,8/27/2003,Closed
Santa Cruz,Pajaro Valley Unified,Rio Del Mar Elementary,Modernization,57/69799-00-018,,,,,,47340.0,,RCI,100.0,,,,,EL,0.0,,37186.52,,,,,,,3/28/2007,Funds Released
Santa Cruz,Pajaro Valley Unified,Macquiddy (t. S.) Elementary,Modernization,57/69799-00-019,,,124127.0,,,,,,50.0,,,,,EL,297903.0,,74478.0,,,,,,,4/27/2011,Closed
Santa Cruz,Pajaro Valley Unified,Bradley Elementary,Modernization,57/69799-00-020,,,212025.0,,,,,,95.0,,,,,EL,508860.0,,127215.0,,,,,,,4/27/2011,Closed
Santa Cruz,Pajaro Valley Unified,Hall (e.a.) Middle,Modernization,57/69799-00-021,,,122851.0,,,,,,,54.0,,,,MI,368553.0,,,,,,,,,1/26/2011,Closed
Santa Cruz,Pajaro Valley Unified,Watsonville High,Modernization,57/69799-00-022,,,,,,115800.33,,RCI,,,270.0,,,HI,158722.66,,72878.0,,,,,,,5/3/2005,Funds Released
Santa Cruz,Pajaro Valley Unified,Watsonville High,Modernization,57/69799-00-023,,,3068751.0,,,,,,,,580.0,,7.0,HI,3068751.0,,,,,,,,,10/26/2005,Closed
Santa Cruz,Pajaro Valley Unified,Aptos High,Modernization,57/69799-00-024,,,889171.0,,,,,,,,189.0,,,HI,889171.0,,,,,,,,,4/26/2006,Closed
Santa Cruz,Pajaro Valley Unified,Hyde (h. A.) Elementary,Modernization,57/69799-00-025,,,1762712.0,,,,,,244.0,,,,17.0,EL,1762712.0,,,,,,,,,10/26/2022,Funds Released
